pXC50,nCsp3,nH,Se,Si,nBT,nO,nAT,Mv,Sv,Sp,Mp,AMW,MW,C.,H.,Mi,nC,nSK,nBO,SCBO,Me,N.,nAB,nB,nBM,nBR,nCL,nCsp,nCsp2,nDB
5.7,1,17,46.898,51.472,49,3,46,0.69,31.745,32.574,0.708,8.888,408.87,45.7,37.0,1.119,21,29,32,44.0,1.02,8.7,22,0,23,0,1,0,20,1
5.7,5,19,44.309,50.236,47,0,44,0.641,28.199,29.302,0.666,7.692,338.43,40.9,43.2,1.142,18,25,28,36.5,1.007,13.6,17,0,17,0,0,0,13,0
5.0,0,14,39.447,43.535,42,1,39,0.701,27.323,27.978,0.717,8.497,331.37,51.3,35.9,1.116,20,25,28,39.5,1.011,7.7,23,0,23,0,0,0,20,0
5.267,10,29,65.625,73.405,68,3,65,0.642,41.755,44.006,0.677,8.162,530.5,40.0,44.6,1.129,26,36,39,49.5,1.01,7.7,17,0,18,0,2,1,15,0
4.7,0,11,27.84,31.156,30,0,28,0.685,19.171,20.063,0.717,7.903,221.28,50.0,39.3,1.113,14,17,19,27.5,0.994,10.7,17,0,17,0,0,0,14,0
5.0,10,24,49.051,55.404,51,2,49,0.615,30.157,32.841,0.67,7.767,380.59,34.7,49.0,1.131,17,25,27,33.0,1.001,8.2,10,0,11,0,0,0,7,1
5.7,1,11,31.178,34.124,34,1,31,0.723,22.417,23.625,0.762,10.555,327.19,51.6,35.5,1.101,16,20,23,32.0,1.006,6.5,16,0,17,1,0,0,15,1
5.0,7,29,67.767,75.893,74,2,68,0.66,44.858,47.074,0.692,7.583,515.66,47.1,42.6,1.116,32,39,45,61.0,0.997,7.4,26,0,29,0,0,0,25,3
8.5,4,18,46.92,52.109,52,1,47,0.691,32.488,33.807,0.719,8.052,378.46,51.1,38.3,1.109,24,29,34,49.0,0.998,8.5,24,0,26,0,0,1,19,1
5.7,5,19,39.694,45.398,42,0,40,0.62,24.795,26.358,0.659,7.035,281.4,40.0,47.5,1.135,16,21,23,31.0,0.992,12.5,16,0,16,0,0,0,11,0
5.7,0,13,38.632,42.666,41,0,38,0.71,26.992,27.461,0.723,8.773,333.36,52.6,34.2,1.123,20,25,28,39.5,1.017,7.9,23,0,23,0,0,0,20,0
5.0,6,21,55.025,60.839,58,1,54,0.685,36.995,38.438,0.712,9.044,488.39,46.3,38.9,1.127,25,33,37,47.0,1.019,5.6,18,0,19,0,2,0,19,1
5.0,7,25,60.047,66.971,62,3,59,0.648,38.257,39.563,0.671,8.237,485.99,40.7,42.4,1.135,24,34,37,47.5,1.018,8.5,17,0,19,0,1,0,17,2
5.7,3,12,37.913,40.656,40,2,37,0.747,27.621,28.818,0.779,10.613,392.67,51.4,32.4,1.099,19,25,28,37.5,1.025,2.7,17,0,18,0,3,0,16,1
5.7,1,10,30.396,33.207,33,1,30,0.73,21.911,22.87,0.762,10.939,328.18,50.0,33.3,1.107,15,20,23,32.0,1.013,10.0,16,0,17,1,0,0,14,1
5.7,1,17,45.473,50.03,48,3,45,0.687,30.896,31.71,0.705,8.254,371.42,48.9,37.8,1.112,22,28,31,43.0,1.011,6.7,18,0,21,0,0,0,21,3
5.7,3,21,49.662,55.361,53,1,50,0.674,33.707,35.972,0.719,7.991,399.55,48.0,42.0,1.107,24,29,32,44.5,0.993,6.0,23,0,24,0,0,0,21,1
5.7,3,21,49.982,55.943,53,1,50,0.664,33.223,35.222,0.704,8.071,403.55,44.0,42.0,1.119,22,29,32,44.0,1.0,10.0,22,0,23,0,0,0,19,1
5.35,8,22,54.422,60.219,55,5,53,0.646,34.25,35.012,0.661,8.451,447.92,37.7,41.5,1.136,20,31,33,42.0,1.027,9.4,12,0,14,0,1,1,11,1
6.0,1,18,43.92,49.109,47,1,44,0.67,29.488,30.807,0.7,7.782,342.43,47.7,40.9,1.116,21,26,29,41.0,0.998,9.1,22,0,23,0,0,0,20,1
5.0,5,19,46.971,52.283,49,3,46,0.648,29.828,30.415,0.661,8.053,370.42,41.3,41.3,1.137,19,27,30,40.0,1.021,8.7,20,0,20,0,0,0,14,0
5.711,4,18,44.084,48.518,44,4,43,0.655,28.152,29.432,0.684,8.928,383.89,37.2,41.9,1.128,16,25,26,35.0,1.025,7.0,12,0,15,0,1,0,12,3
5.7,3,17,44.196,48.74,44,4,43,0.658,28.314,29.063,0.676,8.731,375.45,37.2,39.5,1.133,16,26,27,38.0,1.028,11.6,12,0,16,0,0,1,12,3
5.711,7,24,56.283,62.322,56,6,55,0.633,34.83,36.012,0.655,8.155,448.55,36.4,43.6,1.133,20,31,32,43.0,1.023,7.3,12,0,16,0,0,1,12,3
5.0,4,22,48.687,54.939,52,1,49,0.644,31.542,33.33,0.68,7.316,358.48,44.9,44.9,1.121,22,27,30,41.0,0.994,8.2,22,0,22,0,0,0,18,0
5.7,1,12,35.702,38.934,38,2,35,0.713,24.955,25.591,0.731,9.308,325.77,48.6,34.3,1.112,17,23,26,35.5,1.02,8.6,17,0,18,0,1,0,16,1
5.7,5,17,37.222,41.74,39,2,37,0.632,23.369,24.904,0.673,7.876,291.41,37.8,45.9,1.128,14,20,22,29.5,1.006,8.1,11,0,13,0,0,0,9,2
5.0,7,21,52.872,58.665,53,4,51,0.64,32.661,33.222,0.651,8.657,441.51,35.3,41.2,1.15,18,30,32,41.0,1.037,9.8,12,0,15,0,0,0,11,3
6.5,6,19,40.694,46.398,44,0,41,0.629,25.795,27.358,0.667,7.156,293.41,41.5,46.3,1.132,17,22,25,33.0,0.993,12.2,16,0,16,0,0,0,11,0
5.0,2,16,45.644,49.917,48,1,45,0.718,32.33,34.171,0.759,9.853,443.38,46.7,35.6,1.109,21,29,32,43.0,1.014,8.9,18,0,20,0,2,0,19,2
5.564,9,30,71.072,79.742,74,2,70,0.644,45.062,46.41,0.663,7.852,549.65,42.9,42.9,1.139,30,40,44,56.5,1.015,7.1,23,0,24,0,0,0,21,1
5.7,10,28,62.069,69.524,66,3,62,0.641,39.739,42.171,0.68,7.688,476.65,41.9,45.2,1.121,26,34,38,49.0,1.001,6.5,16,0,18,0,0,2,14,1
5.7,10,28,57.061,64.896,59,2,57,0.606,34.54,36.966,0.649,7.309,416.61,35.1,49.1,1.139,20,29,31,39.0,1.001,10.5,12,0,14,0,0,0,10,2
5.7,1,18,44.996,50.029,48,1,45,0.682,30.675,32.455,0.721,8.322,374.5,46.7,40.0,1.112,21,27,30,42.0,1.0,8.9,22,0,23,0,0,0,20,1
5.7,0,15,42.436,46.558,45,1,42,0.714,29.976,31.551,0.751,9.403,394.91,47.6,35.7,1.109,20,27,30,42.0,1.01,9.5,22,0,23,0,1,0,20,1
7.5,0,14,40.8,45.069,43,2,40,0.692,27.665,27.989,0.7,8.659,346.38,45.0,35.0,1.127,18,26,29,41.0,1.02,15.0,22,0,23,0,0,0,18,1
5.7,9,25,56.0,63.062,60,2,56,0.639,35.805,37.551,0.671,7.42,415.54,42.9,44.6,1.126,24,31,35,45.5,1.0,8.9,17,0,18,0,0,1,14,0
5.7,2,19,48.636,54.445,51,1,48,0.665,31.914,32.756,0.682,8.135,390.46,43.8,39.6,1.134,21,29,32,44.0,1.013,12.5,22,0,23,0,0,0,19,1
5.7,2,20,48.123,54.106,51,1,48,0.657,31.531,32.819,0.684,7.76,372.47,43.8,41.7,1.127,21,28,31,43.0,1.003,12.5,22,0,23,0,0,0,19,1
5.921,7,30,69.861,78.763,76,1,70,0.653,45.681,47.875,0.684,7.581,530.69,44.3,42.9,1.125,31,40,46,61.0,0.998,11.4,28,0,29,0,0,0,24,1
5.7,3,17,52.276,57.963,53,1,50,0.682,34.085,33.574,0.671,9.189,459.45,42.0,34.0,1.159,21,33,36,47.0,1.046,14.0,18,0,20,0,0,0,18,2
5.7,3,18,50.763,56.366,53,0,50,0.7,34.987,36.33,0.727,9.308,465.38,44.0,36.0,1.127,22,32,35,48.5,1.015,16.0,23,0,24,0,2,1,18,0
5.7,7,20,51.538,56.804,52,5,50,0.654,32.723,33.25,0.665,8.678,433.89,38.0,40.0,1.136,19,30,32,41.0,1.031,10.0,12,0,14,0,1,1,11,1
5.7,5,18,45.149,50.785,46,1,44,0.643,28.297,28.694,0.652,8.191,360.41,38.6,40.9,1.154,17,26,28,37.0,1.026,13.6,16,0,17,0,0,0,12,1
5.7,6,20,48.898,53.641,51,5,48,0.66,31.691,32.75,0.682,8.372,401.87,43.8,41.7,1.118,21,28,31,39.0,1.019,2.1,12,0,14,0,1,0,15,2
5.7,4,18,44.978,49.657,45,4,44,0.655,28.82,29.818,0.678,8.51,374.46,38.6,40.9,1.129,17,26,27,38.0,1.022,9.1,12,0,16,0,0,1,12,3
5.0,6,20,48.898,53.641,51,5,48,0.66,31.691,32.75,0.682,8.372,401.87,43.8,41.7,1.118,21,28,31,39.0,1.019,2.1,12,0,14,0,1,0,15,2
5.7,14,34,68.512,78.106,73,0,69,0.619,42.685,46.171,0.669,7.443,513.57,39.1,49.3,1.132,27,35,39,47.5,0.993,8.7,17,0,17,0,2,0,13,0
5.0,1,16,45.691,50.113,49,3,45,0.698,31.391,31.955,0.71,8.543,384.42,48.9,35.6,1.114,22,29,33,45.5,1.015,8.9,23,0,24,0,0,0,21,1
5.7,1,10,28.396,31.207,30,1,28,0.711,19.911,20.87,0.745,10.863,304.16,46.4,35.7,1.115,13,18,20,28.0,1.014,10.7,16,0,16,1,0,0,12,0
5.0,5,17,42.996,47.705,44,2,42,0.664,27.879,28.983,0.69,9.102,382.28,38.1,40.5,1.136,16,25,27,34.5,1.024,11.9,11,0,13,0,2,0,11,2
5.09,12,34,77.578,86.282,82,4,77,0.652,50.216,53.387,0.693,8.333,641.67,41.6,44.2,1.121,32,43,48,61.5,1.008,5.2,17,0,22,0,2,0,20,5
4.7,0,7,19.4,21.535,20,1,19,0.675,12.833,12.994,0.684,8.483,161.18,42.1,36.8,1.133,8,12,13,19.0,1.021,15.8,10,0,11,0,0,0,8,1
5.7,4,12,36.465,40.587,38,0,35,0.683,23.891,23.648,0.676,9.123,319.32,42.9,34.3,1.16,15,23,26,34.0,1.042,14.3,16,0,16,0,0,0,11,0
5.7,6,25,58.752,65.714,61,3,58,0.644,37.368,38.87,0.67,8.086,468.99,39.7,43.1,1.133,23,33,36,46.0,1.013,10.3,18,0,19,0,1,0,17,1
5.699,4,19,53.872,59.749,55,2,52,0.672,34.922,34.847,0.67,8.778,456.47,42.3,36.5,1.149,22,33,36,47.0,1.036,11.5,18,0,20,0,0,0,18,2
5.0,7,29,69.029,77.522,72,3,68,0.64,43.494,44.722,0.658,7.833,532.64,39.7,42.6,1.14,27,39,43,56.0,1.015,11.8,22,0,24,0,0,0,20,2
5.7,2,8,28.556,30.569,29,3,27,0.722,19.505,19.216,0.712,10.469,282.67,44.4,29.6,1.132,12,19,21,27.5,1.058,7.4,11,0,12,0,1,0,10,1
5.9,4,17,52.407,56.72,53,5,50,0.694,34.695,34.597,0.692,9.57,478.48,44.0,34.0,1.134,22,33,36,47.5,1.048,4.0,21,0,22,0,0,0,18,1
5.0,6,23,58.712,65.113,60,5,57,0.646,36.827,37.097,0.651,8.255,470.51,38.6,40.4,1.142,22,34,37,47.0,1.03,10.5,18,0,19,0,0,0,16,1
5.235,4,23,54.512,61.149,57,2,54,0.648,34.981,36.688,0.679,8.103,437.58,38.9,42.6,1.132,21,31,34,47.0,1.009,13.0,22,0,24,0,0,0,17,2
5.7,2,14,44.76,48.759,46,2,43,0.71,30.518,30.716,0.714,9.708,417.44,46.5,32.6,1.134,20,29,32,43.5,1.041,7.0,21,0,22,0,0,0,18,1
5.7,2,15,43.833,48.059,46,1,43,0.713,30.679,32.449,0.755,10.023,430.98,41.9,34.9,1.118,18,28,31,42.5,1.019,14.0,21,0,22,0,1,0,16,1
7.1,5,20,46.2,52.026,49,1,46,0.646,29.718,31.466,0.684,8.011,368.51,39.1,43.5,1.131,18,26,29,37.5,1.004,13.0,17,0,17,0,0,0,13,0
5.7,3,20,58.505,63.851,61,4,57,0.7,39.897,40.489,0.71,9.105,518.96,47.4,35.1,1.12,27,37,41,55.0,1.026,7.0,24,0,26,0,1,0,24,2
5.0,5,27,62.211,69.687,65,3,62,0.646,40.046,41.767,0.674,7.574,469.59,43.5,43.5,1.124,27,35,38,51.5,1.003,8.1,23,0,25,0,0,0,22,2
5.7,11,31,64.65,73.308,68,2,65,0.621,40.385,42.836,0.659,7.04,457.63,41.5,47.7,1.128,27,34,37,49.0,0.995,7.7,16,0,19,0,0,1,15,2
5.7,9,28,63.312,71.185,66,3,63,0.636,40.068,41.773,0.663,7.502,472.6,41.3,44.4,1.13,26,35,38,51.0,1.005,9.5,16,0,20,0,0,1,16,3
5.0,9,27,60.505,67.944,64,3,60,0.632,37.935,39.461,0.658,7.509,450.56,41.7,45.0,1.132,25,33,37,47.5,1.008,6.7,21,0,21,0,0,0,16,0
6.2,0,13,34.338,38.409,36,0,34,0.679,23.103,23.767,0.699,8.245,280.33,47.1,38.2,1.13,16,21,23,32.0,1.01,11.8,18,0,18,0,0,0,16,0
5.0,11,27,58.531,66.268,61,3,58,0.613,35.562,37.017,0.638,7.337,425.55,36.2,46.6,1.143,21,31,34,43.5,1.009,12.1,15,0,16,0,0,2,8,0
9.0,8,23,51.436,58.229,55,2,51,0.623,31.794,33.04,0.648,7.48,381.49,37.3,45.1,1.142,19,28,32,40.5,1.009,13.7,15,0,16,0,0,0,11,1
5.7,0,8,32.084,34.009,34,3,31,0.784,24.293,25.972,0.838,14.104,437.23,48.4,25.8,1.097,15,23,26,36.5,1.035,9.7,21,0,21,0,0,0,15,0
5.7,2,10,26.134,29.159,28,0,26,0.687,17.853,18.955,0.729,8.858,230.32,42.3,38.5,1.121,11,16,18,25.5,1.005,15.4,15,0,15,0,0,0,9,0
5.7,1,19,47.022,52.607,50,1,47,0.67,31.509,32.813,0.698,7.861,369.46,46.8,40.4,1.119,22,28,31,43.5,1.0,10.6,23,0,24,0,0,0,21,1
5.7,2,22,55.327,62.102,59,1,55,0.665,36.574,37.83,0.688,7.973,438.54,43.6,40.0,1.129,24,33,37,51.5,1.006,14.5,27,0,28,0,0,0,22,1
5.7,1,11,33.822,36.784,36,3,33,0.707,23.316,23.426,0.71,8.888,293.3,48.5,33.3,1.115,16,22,25,36.0,1.025,9.1,16,0,19,0,0,0,15,3
5.679,14,40,82.116,93.039,86,3,82,0.613,50.264,53.853,0.657,7.491,614.29,36.6,48.8,1.135,30,42,46,57.0,1.001,8.5,18,0,20,0,1,0,16,2
5.0,16,39,76.832,87.76,81,3,77,0.594,45.723,48.586,0.631,6.776,521.74,36.4,50.6,1.14,28,38,42,50.0,0.998,9.1,12,0,14,0,0,0,12,2
7.125,8,32,68.836,77.354,73,3,69,0.635,43.792,46.694,0.677,7.489,516.72,42.0,46.4,1.121,29,37,41,55.0,0.998,5.8,22,0,25,0,0,0,21,3
5.7,4,18,53.182,58.008,54,4,51,0.686,35.002,35.148,0.689,9.363,477.5,43.1,35.3,1.137,22,33,36,47.5,1.043,5.9,21,0,22,0,0,0,18,1
5.7,8,25,56.0,63.062,59,2,56,0.639,35.805,37.551,0.671,7.42,415.54,42.9,44.6,1.126,24,31,34,46.0,1.0,8.9,16,0,19,0,0,1,15,2
5.373,10,27,62.683,70.108,67,3,62,0.644,39.936,42.313,0.682,8.286,513.71,37.1,43.5,1.131,23,35,40,52.0,1.011,11.3,20,0,22,0,0,0,13,2
5.329,5,21,50.52,56.861,54,1,50,0.649,32.441,33.517,0.67,7.85,392.48,42.0,42.0,1.137,21,29,33,43.0,1.01,12.0,16,0,18,0,0,0,16,2
5.7,2,9,29.371,31.439,30,4,28,0.708,19.837,19.733,0.705,10.024,280.68,42.9,32.1,1.123,12,19,21,27.5,1.049,7.1,11,0,12,0,1,0,10,1
5.7,8,26,51.774,59.351,54,1,52,0.598,31.111,33.103,0.637,6.817,354.51,36.5,50.0,1.141,19,26,28,36.0,0.996,11.5,16,0,16,0,0,0,11,0
5.0,4,18,43.247,48.318,46,2,43,0.656,28.203,29.262,0.681,7.777,334.41,44.2,41.9,1.124,19,25,28,37.5,1.006,9.3,17,0,18,0,0,0,15,1
5.7,0,12,34.269,37.863,37,1,34,0.703,23.908,24.523,0.721,8.48,288.33,50.0,35.3,1.114,17,22,25,36.0,1.008,11.8,16,0,19,0,0,0,17,3
5.796,8,27,56.178,63.734,58,2,56,0.611,34.22,36.006,0.643,7.117,398.53,39.3,48.2,1.138,22,29,31,39.5,1.003,7.1,11,0,14,0,0,0,14,3
5.7,4,15,36.262,40.405,39,2,36,0.657,23.655,24.495,0.68,7.815,281.34,44.4,41.7,1.122,16,21,24,31.5,1.007,8.3,11,0,13,0,0,0,12,2
5.62,6,23,52.451,58.485,54,4,52,0.638,33.191,34.449,0.662,7.567,393.48,42.3,44.2,1.125,22,29,31,41.5,1.009,5.8,17,0,18,0,0,2,14,0
5.35,5,26,67.232,74.017,70,4,66,0.677,44.664,46.421,0.703,8.805,581.11,43.9,39.4,1.121,29,40,44,60.0,1.019,6.1,28,0,30,0,1,0,24,2
5.0,3,16,56.083,61.559,57,1,53,0.705,37.357,36.205,0.683,9.782,518.46,45.3,30.2,1.161,24,37,41,54.5,1.058,11.3,27,0,27,0,0,0,21,0
5.7,0,11,37.142,40.365,38,3,36,0.718,25.832,25.676,0.713,9.259,333.33,47.2,30.6,1.121,17,25,27,39.5,1.032,13.9,17,0,20,0,0,1,16,2
4.7,0,5,17.527,18.878,18,1,17,0.755,12.836,13.341,0.785,13.238,225.05,47.1,29.4,1.11,8,12,13,18.0,1.031,11.8,6,0,8,1,0,0,8,2
5.7,5,22,55.334,61.73,60,2,55,0.669,36.772,38.034,0.692,7.973,438.53,45.5,40.0,1.122,25,33,38,51.5,1.006,10.9,21,0,24,0,0,0,20,3
5.09,9,28,61.054,69.268,65,1,61,0.629,38.341,40.762,0.668,7.617,464.66,37.7,45.9,1.136,23,33,37,46.5,1.001,13.1,17,0,18,0,0,0,14,1
5.0,5,23,50.789,57.438,54,1,51,0.638,32.563,34.336,0.673,7.324,373.5,43.1,45.1,1.126,22,28,31,41.0,0.996,9.8,18,0,19,0,0,0,17,1
5.115,4,16,42.691,47.113,46,3,42,0.676,28.391,28.955,0.689,8.295,348.39,45.2,38.1,1.122,19,26,30,40.5,1.016,9.5,21,0,21,0,0,0,15,0
5.678,9,30,69.392,78.324,71,2,68,0.626,42.578,43.66,0.642,7.789,529.63,38.2,44.1,1.152,26,38,41,51.0,1.02,10.3,18,0,19,0,0,0,17,1
5.0,10,32,72.483,81.145,77,4,72,0.639,46.023,48.398,0.672,7.788,560.74,40.3,44.4,1.127,29,40,45,58.5,1.007,8.3,25,0,26,0,0,0,19,1
5.7,0,4,21.022,21.844,22,1,20,0.833,16.653,17.352,0.868,13.557,271.13,50.0,20.0,1.092,10,16,18,25.0,1.051,10.0,10,0,12,0,2,0,10,2
6.0,3,25,64.982,71.691,68,5,64,0.671,42.949,43.915,0.686,8.181,523.59,45.3,39.1,1.12,29,39,43,58.5,1.015,7.8,23,0,27,0,0,0,26,4
5.35,2,19,50.091,55.899,55,0,50,0.69,34.498,36.256,0.725,8.511,425.56,46.0,38.0,1.118,23,31,36,51.0,1.002,14.0,30,0,30,0,0,0,21,0
5.7,3,21,52.974,59.315,58,0,53,0.68,36.024,38.017,0.717,8.294,439.59,45.3,39.6,1.119,24,32,37,52.0,1.0,13.2,30,0,30,0,0,0,21,0
5.699,7,22,52.832,59.081,55,1,52,0.656,34.128,35.75,0.688,8.661,450.38,40.4,42.3,1.136,21,30,33,41.5,1.016,9.6,17,0,17,0,2,0,14,0
5.0,5,23,56.836,63.346,58,2,56,0.661,37.015,38.347,0.685,8.357,467.97,42.9,41.1,1.131,24,33,35,47.5,1.015,8.9,17,0,20,0,1,1,18,2
5.0,2,15,41.687,45.847,44,2,41,0.695,28.504,29.358,0.716,8.947,366.83,46.3,36.6,1.118,19,26,29,40.5,1.017,9.8,21,0,22,0,1,0,17,1
5.9,0,8,25.182,27.452,28,1,25,0.734,18.338,18.75,0.75,8.81,220.24,56.0,32.0,1.098,14,17,20,29.0,1.007,8.0,16,0,17,0,0,0,14,1
5.0,8,28,62.992,70.604,68,3,63,0.644,40.552,42.523,0.675,7.438,468.6,44.4,44.4,1.121,28,35,40,53.0,1.0,6.3,20,0,23,0,0,0,20,3
5.35,8,24,55.945,62.472,58,3,55,0.641,35.236,36.557,0.665,8.126,446.95,40.0,43.6,1.136,22,31,34,42.5,1.017,7.3,17,0,17,0,1,0,14,0
5.06,7,31,67.643,76.68,72,1,68,0.635,43.186,45.631,0.671,7.26,493.67,42.6,45.6,1.128,29,37,41,54.0,0.995,10.3,24,0,25,0,0,0,22,1
5.7,6,20,46.418,52.362,49,1,46,0.64,29.42,30.512,0.663,7.683,353.44,41.3,43.5,1.138,19,26,29,37.5,1.009,10.9,17,0,17,0,0,0,13,0
