pXC50,nBO,nSK,SCBO,nCsp3,N.,nC,nCsp2,nH,Sv,Se,Sp,Si,nBT,nAT,nN,nHet,MW,RBN,nBM,nAB,Mi,nCsp,nCL,nX,nO,nF,RBF,C.
5.8,26,23,36.5,3,12.5,18,15,17,26.268,39.811,27.597,44.983,43,40,5,5,303.4,3,21,21,1.125,0,0,0,0,0,0.07,45.0
5.8,30,27,42.0,1,11.4,20,19,17,29.697,44.465,30.506,49.402,47,44,5,7,359.42,3,23,22,1.123,0,0,0,2,0,0.064,45.5
5.8,26,24,35.5,3,7.3,18,15,17,27.369,41.222,28.904,45.74,43,41,3,6,339.45,5,18,17,1.116,0,0,0,2,0,0.116,43.9
5.8,34,31,42.5,9,8.6,22,13,27,35.761,58.538,37.222,65.896,61,58,5,9,425.54,8,17,17,1.136,0,0,0,4,0,0.131,37.9
5.8,37,34,48.0,9,9.5,25,16,29,39.263,63.381,41.017,71.731,66,63,6,9,464.6,9,22,22,1.139,0,0,1,2,1,0.136,39.7
5.8,20,18,26.5,3,6.9,13,10,11,20.406,29.349,21.779,32.146,31,29,2,5,278.78,1,12,11,1.108,0,1,1,1,0,0.032,44.8
5.8,30,27,41.5,0,7.0,21,21,16,30.009,43.469,31.114,47.764,46,43,3,6,377.85,4,23,23,1.111,0,1,1,2,0,0.087,48.8
6.0,37,32,53.0,1,14.3,23,22,17,34.686,49.534,35.949,54.694,54,49,7,9,439.54,4,31,30,1.116,0,0,0,1,0,0.074,46.9
5.8,32,29,44.0,1,10.6,21,20,18,31.608,47.862,32.205,53.156,50,47,5,8,391.44,4,23,22,1.131,0,0,1,2,1,0.08,44.7
5.8,25,23,34.0,3,7.9,17,14,15,25.233,38.843,25.676,43.29,40,38,3,6,315.35,4,17,16,1.139,0,0,2,1,2,0.1,44.7
5.8,47,42,62.0,8,5.4,34,25,32,48.32,74.087,50.5,82.644,79,74,4,8,560.7,8,26,24,1.117,1,0,0,4,0,0.101,45.9
5.8,33,30,46.5,2,7.7,25,23,22,34.542,51.687,36.33,57.939,55,52,4,5,394.51,6,25,23,1.114,0,0,0,1,0,0.109,48.1
5.8,19,17,27.0,0,12.0,12,12,8,18.659,25.356,19.807,27.605,27,25,3,5,261.75,2,16,16,1.104,0,1,1,0,0,0.074,48.0
5.8,21,20,27.0,6,7.7,15,9,19,23.708,39.029,25.017,44.235,40,39,3,5,273.37,3,9,6,1.134,0,0,0,2,0,0.075,38.5
5.8,26,24,34.0,4,9.5,17,13,18,27.39,42.323,28.909,47.238,44,42,4,7,342.46,5,14,12,1.125,0,0,0,2,0,0.114,40.5
5.8,33,29,46.5,1,13.0,22,21,17,31.673,46.425,32.54,51.821,50,46,6,7,384.45,4,27,27,1.127,0,0,1,0,1,0.08,47.8
5.8,37,33,47.0,9,10.3,24,15,25,37.209,58.614,38.495,65.9,62,58,6,9,448.55,4,16,12,1.136,0,0,1,2,1,0.065,41.4
5.8,35,32,47.5,4,13.2,21,17,21,35.169,53.956,36.381,59.943,56,53,7,11,451.56,7,23,21,1.131,0,0,0,3,0,0.125,39.6
5.8,28,25,39.5,1,13.2,17,16,13,27.303,38.524,28.824,42.202,41,38,5,8,367.49,3,22,21,1.111,0,0,0,1,0,0.073,44.7
5.8,27,24,35.0,6,11.9,17,11,18,27.337,42.345,28.671,47.551,45,42,5,7,343.85,3,16,16,1.132,0,1,1,1,0,0.067,40.5
5.8,32,29,43.5,5,11.8,21,16,22,32.772,51.334,34.034,57.73,54,51,6,8,390.49,7,22,21,1.132,0,0,0,2,0,0.13,41.2
5.8,27,24,35.5,6,9.1,18,12,20,28.202,43.88,30.216,49.444,47,44,4,6,340.49,3,16,15,1.124,0,0,0,1,0,0.064,40.9
5.8,29,26,40.5,2,7.0,20,18,17,29.369,43.222,30.904,47.74,46,43,3,6,363.47,5,22,21,1.11,0,0,0,2,0,0.109,46.5
6.7,31,29,44.0,1,13.6,18,16,15,31.119,45.316,32.205,49.456,46,44,6,11,475.36,7,21,18,1.124,1,0,1,3,0,0.152,40.9
5.8,44,39,57.0,10,10.1,28,18,30,44.443,69.621,46.398,78.043,74,69,7,11,548.1,8,26,26,1.131,0,1,1,3,0,0.108,40.6
5.8,33,30,44.0,6,11.3,22,16,23,33.968,53.403,35.279,60.276,56,53,6,8,406.51,6,22,22,1.137,0,0,1,1,1,0.107,41.5
5.8,34,30,46.0,3,8.0,23,20,20,33.444,50.458,34.478,55.943,54,50,4,7,400.47,6,23,22,1.119,0,0,0,3,0,0.111,46.0
5.8,29,27,40.5,3,6.4,20,17,20,31.447,47.218,33.779,52.412,49,47,3,7,446.4,8,20,17,1.115,0,0,1,2,0,0.163,42.6
5.8,33,30,45.0,1,8.9,21,20,15,31.825,46.534,32.267,51.048,48,45,4,9,428.47,3,23,22,1.134,0,0,3,1,3,0.063,46.7
5.8,38,34,53.0,1,9.3,26,25,20,37.607,54.494,39.159,60.282,58,54,5,8,469.58,4,29,28,1.116,0,0,1,1,1,0.069,48.1
5.8,29,26,39.5,2,8.3,17,15,10,26.465,37.993,26.193,40.929,39,36,3,9,377.37,3,21,21,1.137,0,0,3,2,3,0.077,47.2
5.8,29,26,42.0,0,12.2,18,18,15,28.358,41.658,29.392,45.906,44,41,5,8,365.45,4,24,22,1.12,0,0,0,2,0,0.091,43.9
5.8,31,29,42.0,2,6.1,22,20,20,33.25,49.313,35.284,54.515,51,49,3,7,425.97,5,20,18,1.113,0,1,1,2,0,0.098,44.9
5.8,32,28,46.0,0,11.1,22,22,17,31.455,44.887,33.245,49.903,49,45,5,6,383.51,3,27,26,1.109,0,0,0,0,0,0.061,48.9
5.8,39,34,50.0,10,7.7,28,18,31,40.67,64.323,43.381,73.099,70,65,5,6,453.64,7,22,22,1.125,0,0,0,1,0,0.1,43.1
5.8,40,36,54.5,2,10.7,25,23,20,38.726,57.436,39.557,63.33,60,56,6,11,506.58,5,28,27,1.131,0,0,2,2,2,0.083,44.6
5.8,31,28,44.0,1,8.7,22,21,18,31.675,45.996,33.455,51.029,49,46,4,6,386.51,5,24,22,1.109,0,0,0,1,0,0.102,47.8
5.8,28,25,38.0,1,5.3,19,18,13,27.648,38.56,28.994,41.771,41,38,2,6,368.86,2,19,18,1.099,0,1,1,2,0,0.049,50.0
5.8,32,29,45.0,0,13.3,20,20,16,31.379,45.76,32.398,50.405,48,45,6,9,404.49,4,24,22,1.12,0,0,0,2,0,0.083,44.4
5.8,31,28,43.0,2,11.1,20,18,17,30.412,45.793,30.96,50.611,48,45,5,8,375.42,4,20,16,1.125,0,0,0,3,0,0.083,44.4
5.8,40,36,54.5,2,14.5,24,22,19,37.723,56.865,37.642,63.121,59,55,8,12,492.51,4,28,27,1.148,0,0,3,1,3,0.068,43.6
6.1,32,30,44.0,2,12.0,19,17,20,32.862,51.182,33.83,56.654,52,50,6,11,428.52,8,21,18,1.133,0,0,0,4,0,0.154,38.0
5.8,22,20,29.5,3,8.6,15,12,15,22.655,35.262,23.495,39.405,37,35,3,5,269.33,3,13,11,1.126,0,0,0,2,0,0.081,42.9
4.8,14,12,19.5,1,10.0,10,9,8,13.623,19.854,14.296,22.242,22,20,2,2,156.2,0,11,11,1.112,0,0,0,0,0,0.0,50.0
5.8,21,19,29.5,1,13.3,14,13,11,20.576,30.454,21.006,33.994,32,30,4,5,254.29,2,17,17,1.133,0,0,1,0,1,0.063,46.7
5.8,26,23,36.5,2,15.4,17,15,16,25.762,39.029,26.841,44.066,42,39,6,6,304.39,3,21,21,1.13,0,0,0,0,0,0.071,43.6
4.8,18,16,26.0,0,7.7,13,13,10,17.865,26.065,18.512,28.867,28,26,2,3,210.25,1,16,16,1.11,0,0,0,1,0,0.036,50.0
5.8,21,19,31.5,1,10.7,14,12,9,20.074,28.611,20.21,31.159,30,28,3,5,251.26,1,17,15,1.113,1,0,0,2,0,0.033,50.0
5.8,26,24,36.0,2,7.0,20,18,19,27.993,42.702,29.563,48.026,45,43,3,4,317.42,5,19,18,1.117,0,0,0,1,0,0.111,46.5
5.8,19,17,27.0,0,11.1,13,13,10,19.197,27.069,20.415,29.997,29,27,3,4,288.16,1,16,16,1.111,0,0,1,0,0,0.034,48.1
5.8,20,18,29.0,0,14.3,13,13,10,19.381,28.385,19.762,31.448,30,28,4,5,238.27,2,17,16,1.123,0,0,0,1,0,0.067,46.4
5.9,39,35,53.5,4,8.1,29,25,27,40.617,61.556,42.858,69.268,66,62,5,6,461.61,7,26,23,1.117,0,0,0,1,0,0.106,46.8
5.8,33,30,46.0,0,15.2,20,20,16,31.597,47.298,31.693,52.323,49,46,7,10,405.43,4,24,22,1.137,0,0,1,2,1,0.082,43.5
5.8,32,29,44.0,2,8.3,22,20,19,32.113,48.643,32.961,54.073,51,48,4,7,390.45,4,23,22,1.127,0,0,1,2,1,0.078,45.8
5.8,31,29,39.5,8,7.1,22,14,27,34.22,56.178,36.006,63.734,58,56,4,7,398.53,7,14,11,1.138,0,0,1,2,1,0.121,39.3
5.8,22,20,30.5,2,8.6,16,14,15,22.94,34.934,24.04,39.196,37,35,3,4,265.34,4,17,17,1.12,0,0,0,1,0,0.108,45.7
5.8,32,29,43.0,4,8.2,22,18,20,33.197,49.334,35.046,54.827,52,49,4,7,427.36,6,22,22,1.119,0,2,2,1,0,0.115,44.9
5.8,39,34,50.0,10,7.7,28,18,31,40.67,64.323,43.381,73.099,70,65,5,6,453.64,7,22,22,1.125,0,0,0,1,0,0.1,43.1
5.8,30,28,40.0,3,18.2,15,12,16,28.852,45.985,28.364,50.694,46,44,8,13,388.39,6,18,16,1.152,0,0,0,5,0,0.13,34.1
5.8,30,28,40.0,4,4.1,22,18,21,31.839,49.534,32.926,55.117,51,49,2,6,380.45,6,19,18,1.125,0,0,1,3,1,0.118,44.9
5.8,32,30,42.0,7,10.0,20,12,20,33.008,51.211,33.796,56.595,52,50,5,10,429.9,6,15,12,1.132,1,1,1,4,0,0.115,40.0
5.8,32,29,43.0,5,12.0,21,16,21,32.441,50.52,33.517,56.861,53,50,6,8,392.48,6,22,22,1.137,0,0,1,1,1,0.113,42.0
8.4,49,43,67.5,4,10.0,33,29,27,48.034,70.28,50.211,77.979,76,70,7,10,585.74,8,35,33,1.114,0,0,0,2,0,0.105,47.1
5.8,32,28,41.0,4,7.0,20,16,15,30.135,44.247,30.779,48.42,47,43,3,8,399.45,4,15,12,1.126,0,0,2,2,2,0.085,46.5
6.0,27,24,35.0,6,11.9,17,11,18,27.337,42.345,28.671,47.551,45,42,5,7,343.85,3,16,16,1.132,0,1,1,1,0,0.067,40.5
5.8,34,31,45.0,6,11.3,22,16,22,34.351,53.916,35.216,60.615,56,53,6,9,424.5,6,22,22,1.144,0,0,2,1,2,0.107,41.5
5.8,40,36,54.5,6,7.7,29,23,29,41.858,64.767,44.074,72.893,69,65,5,7,479.63,9,28,27,1.121,0,0,0,2,0,0.13,44.6
5.8,37,33,48.0,9,10.0,25,16,27,38.021,60.17,39.802,68.106,64,60,6,8,446.58,8,22,22,1.135,0,0,1,1,1,0.125,41.7
5.8,27,25,37.0,3,6.5,21,18,21,29.52,45.585,31.324,51.441,48,46,3,4,331.45,7,19,18,1.118,0,0,0,1,0,0.146,45.7
5.8,30,27,42.0,2,6.5,22,20,19,31.181,45.778,33.211,50.946,49,46,3,5,373.51,3,23,22,1.108,0,0,0,1,0,0.061,47.8
5.8,33,31,44.0,2,8.3,21,19,17,32.594,49.996,32.29,54.962,50,48,4,10,430.42,5,20,18,1.145,0,0,3,3,3,0.1,43.8
5.8,17,15,24.0,0,10.0,10,10,5,15.354,20.949,15.301,22.19,22,20,2,5,220.62,0,12,10,1.109,0,1,1,2,0,0.0,50.0
5.8,25,23,35.0,3,9.8,16,13,18,26.39,41.323,27.909,46.238,43,41,4,7,330.45,5,18,16,1.128,0,0,0,2,0,0.116,39.0
5.8,29,26,40.0,2,9.5,19,17,16,28.391,42.691,28.955,47.113,45,42,4,7,348.39,4,19,16,1.122,0,0,0,3,0,0.089,45.2
5.8,18,16,26.0,0,8.0,13,13,9,18.175,24.967,19.409,27.499,27,25,2,3,273.14,1,16,16,1.1,0,0,1,0,0,0.037,52.0
5.8,33,30,43.0,6,17.6,18,12,21,32.498,52.2,32.983,58.604,54,51,9,12,411.48,7,18,16,1.149,0,0,0,3,0,0.13,35.3
5.8,34,31,43.0,9,12.5,21,12,25,34.899,56.901,35.983,64.529,59,56,7,10,429.53,7,17,16,1.152,0,0,2,1,2,0.119,37.5
5.8,33,29,45.0,2,6.4,24,22,18,32.821,47.025,34.421,51.97,51,47,3,5,399.9,3,21,18,1.106,0,1,1,1,0,0.059,51.1
5.8,23,21,31.0,3,10.8,15,12,16,23.676,37.363,24.5,41.903,39,37,4,6,284.35,5,16,16,1.133,0,0,0,2,0,0.128,40.5
5.8,22,20,32.0,1,16.1,13,12,11,21.117,31.814,21.222,35.156,33,31,5,7,269.29,3,18,16,1.134,0,0,0,2,0,0.091,41.9
5.8,28,25,38.0,2,7.5,18,16,15,27.557,40.665,28.597,44.534,43,40,3,7,353.43,3,18,16,1.113,0,0,0,3,0,0.07,45.0
5.8,30,27,43.0,1,11.4,19,18,17,29.885,44.542,31.154,49.322,47,44,5,8,379.48,5,24,22,1.121,0,0,0,2,0,0.106,43.2
5.8,31,28,43.0,3,6.1,23,20,21,32.235,48.912,33.779,54.651,52,49,3,5,371.47,7,23,22,1.115,0,0,0,2,0,0.135,46.9
6.8,34,32,45.0,4,9.3,20,16,22,35.437,55.498,36.659,61.139,56,54,5,12,479.99,9,20,18,1.132,0,1,1,5,0,0.161,37.0
5.8,33,30,46.0,0,10.9,21,21,16,31.796,47.305,31.898,51.951,49,46,5,9,405.42,4,24,22,1.129,0,0,1,3,1,0.082,45.7
5.8,29,27,39.0,4,6.0,22,18,23,31.762,49.796,33.54,56.066,52,50,3,5,361.48,9,19,18,1.121,0,0,0,2,0,0.173,44.0
5.8,37,33,48.0,8,10.5,24,16,24,36.878,57.8,37.978,65.031,61,57,6,9,450.54,7,22,22,1.141,0,0,2,1,2,0.115,42.1
5.8,18,16,26.0,0,8.0,13,13,9,18.175,24.967,19.409,27.499,27,25,2,3,273.14,1,16,16,1.1,0,0,1,0,0,0.037,52.0
5.8,25,23,36.0,1,8.6,17,15,12,25.153,35.607,26.085,38.831,37,35,3,6,370.22,3,18,16,1.109,1,0,1,2,0,0.081,48.6
5.8,38,35,54.0,3,8.6,25,20,23,39.367,58.596,41.54,64.697,61,58,5,10,505.67,5,26,22,1.115,2,0,0,3,0,0.082,43.1
5.8,40,36,55.0,3,6.6,29,26,25,40.693,61.294,42.245,68.319,65,61,4,7,480.58,8,29,28,1.12,0,0,1,2,1,0.123,47.5
5.8,19,18,23.0,8,7.7,14,6,21,22.52,38.585,24.324,44.441,40,39,3,4,247.38,3,7,6,1.14,0,0,0,1,0,0.075,35.9
5.8,26,24,35.5,1,14.7,15,14,10,24.079,35.909,23.341,39.381,36,34,5,9,333.3,2,18,17,1.158,0,0,3,1,3,0.056,44.1
5.8,32,28,44.0,2,11.1,21,19,17,31.17,45.214,32.699,50.112,49,45,5,7,387.5,2,23,22,1.114,0,0,0,1,0,0.041,46.7
5.8,26,23,36.5,0,12.5,15,15,9,24.11,33.113,24.722,35.522,35,32,4,8,344.8,3,21,21,1.11,0,1,1,2,0,0.086,46.9
5.8,24,22,33.0,2,8.1,17,15,15,24.655,37.262,25.495,41.405,39,37,3,5,293.35,3,15,12,1.119,0,0,0,2,0,0.077,45.9
5.9,33,30,45.5,3,10.0,22,19,20,34.248,50.211,36.574,55.784,53,50,5,8,482.44,7,23,21,1.116,0,0,1,1,0,0.132,44.0
5.1,15,13,20.5,1,10.0,10,9,7,14.648,20.084,15.648,22.084,22,20,2,3,235.09,0,11,11,1.104,0,0,1,0,0,0.0,50.0
6.854,30,28,38.0,8,11.3,19,11,25,33.615,52.92,37.409,59.992,55,53,6,9,512.47,8,16,16,1.132,0,0,1,1,0,0.145,35.8
5.8,29,26,39.0,1,12.5,18,17,14,27.998,40.905,28.602,44.93,43,40,5,8,367.82,1,19,18,1.123,0,1,1,2,0,0.023,45.0
5.8,31,28,43.0,1,7.0,20,19,15,29.799,44.244,29.858,48.033,46,43,3,8,377.38,3,21,18,1.117,0,0,0,5,0,0.065,46.5
5.8,26,23,34.0,6,14.0,17,11,20,26.816,42.796,28.364,48.896,46,43,6,6,308.43,3,16,16,1.137,0,0,0,0,0,0.065,39.5
6.4,26,23,38.5,0,14.7,17,16,11,24.875,34.236,25.96,37.657,37,34,5,6,317.4,2,22,21,1.108,1,0,0,0,0,0.054,50.0
5.8,29,26,40.5,3,13.6,19,16,18,29.004,44.24,30.057,49.69,47,44,6,7,346.43,4,22,21,1.129,0,0,0,1,0,0.085,43.2
5.8,37,32,50.5,5,9.1,26,21,23,36.563,54.789,38.336,61.438,60,55,5,6,421.54,3,27,27,1.117,0,0,0,1,0,0.05,47.3
5.8,20,18,29.0,0,3.7,14,14,9,19.745,27.367,20.608,29.498,29,27,1,4,255.31,2,17,16,1.093,0,0,0,2,0,0.069,51.9
5.8,33,30,44.0,5,12.0,21,16,20,32.824,51.032,33.455,57.2,53,50,6,9,410.47,5,22,22,1.144,0,0,2,1,2,0.094,42.0
5.8,34,30,44.5,7,12.0,21,14,20,32.824,51.032,33.455,57.2,54,50,6,9,410.47,4,21,21,1.144,0,0,2,1,2,0.074,42.0
5.8,33,30,45.0,3,4.0,24,21,20,33.643,50.465,34.682,55.571,53,50,2,6,400.46,5,21,18,1.111,0,0,0,4,0,0.094,48.0
5.8,20,18,25.0,6,15.6,11,5,14,20.773,32.323,22.949,36.498,34,32,5,7,359.2,1,10,10,1.141,0,0,1,1,0,0.029,34.4
5.8,22,20,30.0,4,8.1,16,12,17,23.467,36.818,24.801,41.611,39,37,3,4,267.36,5,16,16,1.125,0,0,0,1,0,0.128,43.2
5.8,24,21,31.5,6,2.6,18,12,17,24.665,37.825,26.006,42.239,41,38,1,3,279.36,1,13,11,1.112,0,0,0,2,0,0.024,47.4
4.8,15,14,20.5,2,16.7,8,6,10,15.568,24.462,16.409,27.368,25,24,4,6,210.29,1,10,9,1.14,0,0,0,1,0,0.04,33.3
5.8,28,26,38.0,3,4.4,21,18,19,30.041,45.134,31.631,50.096,47,45,2,5,366.87,6,19,18,1.113,0,1,1,2,0,0.128,46.7
5.8,29,26,41.0,0,7.7,20,20,13,27.706,39.96,27.915,43.875,42,39,3,6,349.36,3,23,22,1.125,0,0,2,1,2,0.071,51.3
5.8,19,18,26.0,2,10.3,11,9,11,19.503,29.898,20.074,32.704,30,29,3,7,265.32,3,12,10,1.128,0,0,0,3,0,0.1,37.9
5.8,27,24,37.5,2,7.3,20,18,17,27.467,40.818,28.801,45.611,44,41,3,4,315.4,3,19,17,1.112,0,0,0,1,0,0.068,48.8
5.8,26,23,34.5,5,10.3,16,11,16,25.391,39.691,25.955,44.113,42,39,4,7,312.36,2,16,15,1.131,0,0,0,3,0,0.048,41.0
5.8,32,29,43.5,5,5.8,23,18,23,33.949,51.872,36.188,57.986,55,52,3,6,405.56,5,22,21,1.115,0,0,0,2,0,0.091,44.2
5.8,24,22,34.0,2,10.5,15,13,16,24.863,38.44,26.148,42.823,40,38,4,7,316.42,4,18,16,1.127,0,0,0,2,0,0.1,39.5
7.9,41,36,52.0,11,8.6,29,18,34,43.218,69.309,46.148,79.012,75,70,6,7,482.69,5,22,22,1.129,0,0,0,1,0,0.067,41.4
5.8,33,30,45.0,1,10.9,21,20,16,31.659,47.56,31.625,52.626,49,46,5,9,411.42,3,23,22,1.144,0,0,3,1,3,0.061,45.7
5.8,29,26,41.0,1,7.0,21,20,17,29.181,43.145,30.256,47.82,46,43,3,5,343.41,4,23,22,1.112,0,0,0,2,0,0.087,48.8
5.8,34,30,49.0,2,6.1,23,21,19,34.082,49.182,36.313,54.075,53,49,3,7,433.59,3,28,26,1.104,0,0,0,2,0,0.057,46.9
5.8,26,23,34.0,6,12.2,17,11,18,26.622,41.018,28.216,46.342,44,41,5,6,327.85,3,16,16,1.13,0,1,1,0,0,0.068,41.5
5.8,32,29,44.0,2,10.4,21,19,19,31.939,48.676,32.722,54.026,51,48,5,8,389.45,6,23,22,1.126,0,0,0,3,0,0.118,43.8
5.8,26,24,35.0,3,10.0,17,14,16,27.143,40.567,28.523,44.997,42,40,4,7,363.27,5,17,16,1.125,0,2,2,1,0,0.119,42.5
5.8,34,31,45.0,5,9.8,22,17,20,33.713,52.327,34.148,58.457,54,51,5,9,427.47,6,22,22,1.146,0,0,3,1,3,0.111,43.1
5.8,27,25,37.0,3,4.4,21,18,20,29.214,44.811,30.773,50.152,47,45,2,4,332.43,6,19,18,1.114,0,0,0,2,0,0.128,46.7
5.8,34,31,46.0,1,11.4,20,19,13,31.703,46.265,31.449,50.471,47,44,5,11,447.45,3,23,22,1.147,0,0,4,1,4,0.064,45.5
5.8,16,15,22.0,0,9.5,9,9,6,16.378,21.811,17.608,23.157,22,21,2,6,305.59,1,11,10,1.103,0,1,2,1,0,0.045,42.9
4.699,26,24,34.0,6,11.4,17,11,20,27.864,44.229,29.432,49.967,46,44,5,7,345.87,6,16,16,1.136,0,1,1,1,0,0.13,38.6
5.8,32,29,44.0,3,6.8,20,16,15,30.986,45.32,31.506,48.953,47,44,3,9,409.45,5,16,10,1.113,1,0,0,5,0,0.106,45.5
5.8,20,18,29.0,0,7.1,14,14,10,20.052,28.142,21.159,30.787,30,28,2,4,254.33,2,17,16,1.1,0,0,0,1,0,0.067,50.0
6.4,29,26,41.0,1,14.3,19,18,16,28.477,42.356,29.296,47.275,45,42,6,7,344.41,5,23,22,1.126,0,0,0,1,0,0.111,45.2
5.8,19,17,26.0,1,6.9,14,13,12,19.392,28.949,20.273,32.282,31,29,2,3,224.28,0,13,12,1.113,0,0,0,1,0,0.0,48.3
5.8,28,26,39.5,1,13.9,17,15,10,26.079,37.909,25.341,41.381,38,36,5,9,357.32,2,19,17,1.149,1,0,3,1,3,0.053,47.2
8.801,47,41,61.5,8,5.5,34,26,32,47.605,72.76,50.046,81.434,79,73,4,7,544.7,9,29,29,1.116,0,0,0,3,0,0.114,46.6
5.8,25,23,31.5,6,10.0,15,9,17,25.745,40.898,26.574,45.472,42,40,4,8,336.81,3,12,11,1.137,0,1,1,3,0,0.071,37.5
5.8,25,23,35.0,0,14.7,14,14,11,24.019,35.218,24.324,38.285,36,34,5,9,329.37,3,18,16,1.126,0,0,0,3,0,0.083,41.2
5.8,23,21,32.0,0,7.1,14,14,7,21.844,29.396,22.387,31.308,30,28,2,7,369.2,2,17,16,1.118,0,0,3,1,2,0.067,50.0
5.8,34,30,48.5,1,12.5,23,22,18,33.004,48.24,34.057,53.69,52,48,6,7,394.47,5,28,27,1.119,0,0,0,1,0,0.096,47.9
5.8,22,20,30.0,3,11.1,15,12,16,22.961,36.036,24.046,40.694,38,36,4,5,268.35,5,16,16,1.13,0,0,0,1,0,0.132,41.7
5.8,25,23,36.0,2,5.4,16,14,14,25.722,37.64,27.239,40.956,39,37,2,7,346.46,4,19,16,1.107,0,0,0,3,0,0.103,43.2
5.8,17,16,22.0,4,13.3,10,6,14,18.622,30.229,19.932,34.199,31,30,4,6,238.35,5,10,10,1.14,0,0,0,1,0,0.161,33.3
5.8,31,28,42.0,5,7.7,23,18,24,33.068,51.571,35.091,58.355,55,52,4,5,372.51,7,22,22,1.122,0,0,0,1,0,0.127,44.2
5.8,31,28,43.0,2,10.6,21,19,19,31.697,47.098,33.461,52.527,50,47,5,7,389.52,3,23,22,1.118,0,0,0,1,0,0.06,44.7
5.8,26,24,37.0,2,7.9,18,15,14,26.68,38.491,27.847,42.247,40,38,3,6,384.25,3,18,16,1.112,1,0,1,2,0,0.075,47.4
5.8,25,23,34.0,1,5.4,17,16,14,25.535,37.564,26.591,41.036,39,37,2,6,326.4,3,15,12,1.109,0,0,0,3,0,0.077,45.9
5.8,36,31,48.0,3,13.3,21,18,14,31.959,46.709,31.625,51.164,50,45,6,10,420.41,2,23,22,1.137,0,0,2,2,2,0.04,46.7
5.8,36,33,50.0,2,9.3,23,21,21,36.368,54.963,37.585,60.571,57,54,5,10,463.56,7,23,18,1.122,0,0,0,4,0,0.123,42.6
5.8,20,18,29.0,1,6.7,15,14,12,20.392,29.949,21.273,33.282,32,30,2,3,236.29,2,17,16,1.109,0,0,0,1,0,0.063,50.0
5.8,54,52,73.0,4,19.6,32,28,40,57.61,93.207,59.387,105.955,94,92,18,20,708.9,12,28,18,1.152,0,0,0,2,0,0.128,34.8
5.8,33,30,45.0,1,7.0,21,20,13,31.187,44.945,31.199,48.89,46,43,3,9,431.44,3,23,22,1.137,0,0,4,1,4,0.065,48.8
5.9,40,36,54.0,2,5.2,28,26,22,39.575,58.963,40.387,64.824,62,58,3,8,483.53,5,26,24,1.118,0,0,1,4,1,0.081,48.3
5.8,28,26,37.0,6,11.4,18,11,18,29.052,44.673,30.125,49.761,46,44,5,8,371.86,4,14,12,1.131,1,1,1,2,0,0.087,40.9
5.8,32,30,42.0,2,13.6,18,16,14,30.696,46.429,30.182,50.863,46,44,6,12,438.83,5,19,18,1.156,0,1,4,2,3,0.109,40.9
5.8,38,35,52.0,6,7.8,28,20,29,41.33,63.516,44.267,71.603,67,64,5,7,483.69,6,24,22,1.119,2,0,0,1,0,0.09,43.8
5.8,22,20,27.0,5,15.6,10,5,12,21.39,33.422,22.551,36.711,34,32,5,10,393.17,2,10,10,1.147,0,0,1,4,0,0.059,31.3
5.8,43,39,58.5,5,10.3,29,24,29,44.561,68.163,46.972,76.394,72,68,7,10,539.72,6,29,27,1.123,0,0,0,2,0,0.083,42.6
4.8,14,12,19.0,2,10.0,9,7,8,13.81,19.931,14.943,22.162,22,20,2,3,176.26,0,10,10,1.108,0,0,0,0,0,0.0,45.0
6.0,41,36,56.5,3,6.7,29,26,24,40.498,60.225,42.0,66.773,65,60,4,7,476.57,7,29,27,1.113,0,0,0,3,0,0.108,48.3
5.8,20,18,27.0,0,8.7,11,11,5,18.925,24.007,20.091,24.927,25,23,2,7,341.22,0,10,6,1.084,0,0,1,2,0,0.0,47.8
5.8,57,50,75.0,7,6.1,39,32,32,55.303,83.283,56.625,92.367,89,82,5,11,675.76,8,35,34,1.126,0,0,3,3,3,0.09,47.6
5.8,38,34,49.5,9,11.5,25,15,27,38.847,61.203,40.563,69.059,65,61,7,9,457.59,6,19,17,1.132,1,0,0,2,0,0.092,41.0
5.8,28,26,37.0,2,5.9,16,14,8,25.405,36.985,24.307,39.655,36,34,2,10,390.33,2,17,16,1.166,0,0,6,1,6,0.056,47.1
5.8,20,18,28.0,1,13.8,13,12,11,19.576,29.454,20.006,32.994,31,29,4,5,242.28,1,16,16,1.138,0,0,1,0,1,0.032,44.8
5.8,26,23,37.0,1,13.2,18,17,15,25.741,37.927,26.836,42.568,41,38,5,5,301.38,4,22,22,1.12,0,0,0,0,0,0.098,47.4
5.8,22,21,32.5,1,15.6,14,11,11,22.117,32.814,22.222,36.156,33,32,5,7,281.3,3,14,11,1.13,2,0,0,2,0,0.091,43.8
5.8,38,33,48.0,12,6.3,27,13,30,39.836,62.298,43.023,70.52,68,63,4,6,458.68,6,17,16,1.119,2,0,0,1,0,0.088,42.9
5.8,20,18,27.5,1,10.3,13,12,11,19.601,29.494,19.972,32.575,31,29,3,5,241.27,2,13,11,1.123,0,0,0,2,0,0.065,44.8
5.8,20,18,27.5,2,6.3,15,13,14,20.918,31.833,22.034,35.697,34,32,2,3,238.31,1,13,11,1.116,0,0,0,1,0,0.029,46.9
5.8,30,27,41.0,4,8.2,22,18,22,31.542,48.687,33.33,54.939,52,49,4,5,358.48,6,22,22,1.121,0,0,0,1,0,0.115,44.9
