pXC50,nC,nBM,nAB,RBN,nO,Sv,Sp,nBO,Se,nH,Si,nAT,nBT,RBF,MW
8.15,22,8,6,12,4,36.352,39.017,30,63.752,35,72.976,64,65,0.185,405.6
7.28,23,8,6,9,3,36.637,39.563,31,63.425,35,72.766,64,66,0.136,401.61
7.79,24,13,11,11,3,37.276,40.444,32,61.516,32,69.773,62,64,0.172,428.65
7.21,25,8,6,13,3,40.218,43.847,32,71.076,41,82.012,72,73,0.178,431.69
8.78,22,8,6,12,4,35.331,38.012,29,61.65,34,70.477,62,63,0.19,390.58
7.69,20,8,6,8,3,32.057,34.279,28,54.774,29,62.521,55,57,0.14,359.52
7.99,27,14,12,13,3,42.186,45.33,36,71.41,38,81.68,72,74,0.176,466.69
8.3,18,8,6,8,4,29.224,30.966,25,50.116,26,56.817,50,51,0.157,334.46
7.63,32,15,12,16,5,50.722,54.285,43,86.599,46,98.759,87,89,0.18,566.82
8.33,20,8,6,9,4,31.75,33.728,28,54.0,28,61.232,54,56,0.161,360.5
8.1,25,8,6,15,4,39.911,43.296,32,70.301,40,80.723,71,72,0.208,432.67
6.54,28,18,16,10,3,42.298,45.449,39,67.618,33,76.271,68,72,0.139,491.71
6.67,30,19,17,10,3,43.637,46.563,40,70.425,35,79.766,71,75,0.133,485.68
7.28,25,14,12,11,3,38.111,40.802,33,63.541,33,72.351,64,66,0.167,423.61
6.95,30,9,6,16,5,48.755,52.802,39,86.265,49,99.092,87,88,0.182,531.82
8.91,27,9,6,14,5,44.174,47.518,36,77.614,43,88.846,78,79,0.177,489.73
7.9,22,9,6,12,4,37.045,40.421,30,64.61,36,73.813,65,66,0.182,424.67
7.43,26,16,12,12,4,41.012,43.904,36,66.945,33,75.481,67,69,0.174,483.69
6.54,24,14,12,9,4,36.277,38.489,32,59.883,30,67.647,60,62,0.145,410.56
8.34,27,14,12,11,3,40.637,43.563,36,67.425,35,76.766,68,71,0.155,449.65
8.5,24,8,6,11,3,37.143,40.319,31,64.207,36,73.683,65,67,0.164,400.62
6.92,27,9,6,10,5,43.121,45.995,38,73.847,39,84.016,74,77,0.13,485.69
7.54,21,9,6,9,3,33.552,35.523,30,55.992,28,63.604,56,58,0.155,384.53
7.96,23,8,6,13,3,37.33,40.966,30,64.283,36,73.603,65,66,0.197,420.68
7.88,27,14,12,10,4,40.858,43.773,35,68.534,36,77.893,69,71,0.141,452.65
7.8,23,7,6,12,2,35.428,38.864,29,61.879,36,71.474,63,65,0.185,372.61
8.3,23,8,6,12,4,36.858,39.773,30,64.534,36,73.893,65,66,0.182,404.61
7.69,24,8,6,14,4,38.384,41.535,31,67.418,38,77.308,68,69,0.203,418.64
8.04,27,14,12,13,3,42.186,45.33,36,71.41,38,81.68,72,74,0.176,466.69
7.87,23,7,6,13,2,35.955,39.626,28,63.763,38,73.889,65,66,0.197,374.63
8.68,25,9,6,11,5,40.594,43.233,35,69.963,37,79.6,70,72,0.153,459.65
8.52,21,8,6,11,4,33.804,36.25,28,58.767,32,67.062,59,60,0.183,376.55
7.52,22,8,6,8,3,34.584,37.04,31,58.658,31,66.936,59,62,0.129,385.56
8.19,23,8,6,12,3,36.143,39.319,29,63.207,36,72.683,64,65,0.185,388.61
8.19,21,8,6,9,3,33.584,36.04,29,57.658,31,65.936,58,60,0.15,373.55
4.23,20,7,6,10,2,30.353,33.336,24,53.01,31,61.145,54,55,0.182,317.52
7.2,20,7,6,10,2,30.353,33.336,24,53.01,31,61.145,54,55,0.182,317.52
8.13,24,8,6,10,3,38.164,41.324,32,66.309,37,76.182,67,69,0.145,415.64
8.02,23,8,6,11,3,37.164,40.324,30,65.309,37,75.182,66,67,0.164,403.63
8.0,24,8,6,13,4,38.384,41.535,31,67.418,38,77.308,68,69,0.188,418.64
7.16,24,14,12,10,4,36.277,38.489,32,59.883,30,67.647,60,62,0.161,410.56
8.39,25,13,11,11,3,38.637,41.563,33,65.425,35,74.766,66,68,0.162,425.63
7.89,21,8,6,8,3,33.057,35.279,30,55.774,29,63.521,56,59,0.136,371.53
6.19,22,12,11,2,0,30.364,33.148,27,48.807,26,55.979,50,53,0.038,318.5
8.23,24,8,6,10,4,38.879,41.779,33,67.636,37,77.391,68,70,0.143,431.64
6.0,23,12,11,2,0,32.913,35.915,29,53.792,29,61.893,55,58,0.034,347.55
7.66,19,11,11,5,0,28.386,31.154,24,47.909,27,55.477,49,51,0.098,297.49
6.83,18,11,11,4,0,26.859,29.393,23,45.025,25,52.062,46,48,0.083,283.46
8.6,21,11,11,5,0,30.913,33.915,27,51.792,29,59.893,53,56,0.089,323.53
6.56,23,12,11,4,0,32.418,35.671,28,53.574,30,61.809,55,58,0.069,334.55
6.39,23,12,11,2,0,31.891,34.91,28,51.69,28,59.394,53,56,0.036,332.53
6.0,24,12,11,2,0,33.418,36.671,29,54.574,30,62.809,56,59,0.034,346.56
6.16,20,12,11,2,0,27.838,30.387,24,44.923,24,51.564,46,48,0.042,292.46
6.0,20,16,16,5,0,29.354,31.637,27,47.243,24,54.145,48,51,0.098,320.48
7.01,22,11,11,5,0,33.461,36.682,29,56.778,32,65.806,58,61,0.082,352.58
6.4,21,11,11,5,1,31.627,34.37,28,53.12,29,61.102,54,57,0.088,339.53
6.0,21,12,11,5,1,31.627,34.37,27,53.12,29,61.102,54,56,0.089,339.53
6.0,24,12,11,3,2,36.396,39.347,32,61.214,33,70.142,62,65,0.046,395.6
6.0,23,12,11,3,2,34.869,37.586,31,58.33,31,66.727,59,62,0.048,381.57
6.0,23,12,11,3,1,32.606,35.364,29,53.018,28,60.604,54,57,0.053,348.53
6.0,22,12,11,2,1,31.079,33.603,28,50.134,26,57.188,51,54,0.037,334.5
7.13,22,11,11,5,0,32.934,35.921,30,54.894,30,63.391,56,60,0.083,350.56
6.19,24,12,11,2,0,33.418,36.671,29,54.574,30,62.809,56,59,0.034,346.56
7.699,14,6,5,6,0,24.541,27.285,20,42.32,24,49.065,43,44,0.136,280.49
5.301,18,12,12,4,0,25.311,27.625,22,41.04,22,47.149,42,44,0.091,266.42
8.155,19,18,17,7,0,28.128,29.972,26,42.8,19,48.259,43,45,0.156,338.87
7.886,13,6,5,5,0,23.014,25.523,19,39.436,22,45.65,40,41,0.122,266.46
7.398,18,11,11,9,4,28.697,30.205,26,48.232,24,54.401,48,50,0.18,332.44
8.678,15,12,11,6,2,22.16,23.25,21,35.043,16,39.322,35,37,0.162,256.33
6.947,17,12,11,8,2,25.214,26.773,23,40.811,20,46.152,41,43,0.186,284.39
6.301,14,12,11,5,2,20.633,21.489,20,32.16,14,35.907,32,34,0.147,242.3
9.184,17,9,6,3,3,26.806,27.409,27,42.869,18,47.784,42,45,0.067,331.38
8.357,16,12,11,7,2,24.708,26.017,23,40.029,19,45.235,40,42,0.167,285.38
7.523,16,12,11,9,3,24.928,26.228,22,41.138,20,46.362,41,42,0.214,288.38
7.85,14,16,16,5,0,21.907,23.478,21,32.902,14,36.989,33,35,0.143,270.39
7.71,18,16,16,9,1,28.729,30.978,26,45.763,22,51.859,46,48,0.188,342.51
7.85,14,16,16,5,0,22.932,24.83,22,33.131,13,36.831,33,35,0.143,349.28
7.53,16,16,16,6,0,25.982,28.006,24,40.771,19,46.318,41,43,0.14,313.47
7.4,17,16,16,7,0,26.487,28.762,24,41.552,20,47.235,42,44,0.159,312.48
7.51,14,18,16,6,2,23.831,24.631,24,35.774,13,39.491,35,37,0.162,315.39
8.53,20,24,22,8,3,32.292,34.012,32,47.727,18,52.368,47,50,0.16,426.56
7.28,14,18,16,6,2,23.831,24.631,24,35.774,13,39.491,35,37,0.162,315.39
8.03,17,16,16,8,1,27.202,29.216,25,42.88,20,48.444,43,45,0.178,328.48
7.41,11,6,5,7,1,17.445,18.796,14,29.716,16,34.112,30,30,0.233,192.29
8.178,14,5,5,8,1,22.552,24.841,18,40.251,24,46.773,41,42,0.19,236.4
6.301,13,5,5,6,1,21.026,23.08,17,37.367,22,43.358,38,39,0.154,222.37
6.151,11,5,5,4,1,17.972,19.557,15,31.6,18,36.528,32,33,0.121,194.31
6.845,10,6,5,7,2,17.16,18.25,14,30.043,16,34.322,30,30,0.233,196.28
7.491,11,5,5,8,1,18.499,20.319,14,33.483,20,38.943,34,34,0.235,196.33
6.711,9,6,5,5,1,14.392,15.273,12,23.949,12,27.282,24,24,0.208,164.23
7.569,11,6,5,8,1,17.972,19.557,14,31.6,18,36.528,32,32,0.25,194.31
7.7,15,5,5,8,1,24.079,26.603,19,43.134,26,50.188,44,45,0.178,250.43
8.2,5,5,5,2,0,9.645,10.301,8,16.956,9,19.741,17,17,0.118,111.17
6.735,21,17,17,9,1,29.552,31.841,26,47.251,24,53.773,48,50,0.18,320.47
6.619,9,5,5,6,1,15.445,16.796,12,27.716,16,32.112,28,28,0.214,168.27
6.7,9,6,5,6,1,14.918,16.034,12,25.833,14,29.697,26,26,0.231,166.25
6.301,14,12,11,7,2,21.16,22.25,19,34.043,16,38.322,34,35,0.2,244.32
6.301,25,23,23,8,1,33.552,35.841,31,51.251,24,57.773,52,55,0.145,368.51
6.777,10,5,5,6,1,16.445,17.796,14,28.716,16,33.112,29,30,0.2,180.28
6.301,9,5,5,4,1,15.445,16.796,12,27.716,16,32.112,28,28,0.143,168.27
6.519,7,5,5,4,1,12.392,13.273,10,21.949,12,25.282,22,22,0.182,140.21
6.911,10,5,5,5,1,16.972,18.557,13,30.6,18,35.528,31,31,0.161,182.3
7.854,16,12,11,9,2,24.597,25.711,22,40.323,19,45.492,40,41,0.22,290.37
