pXC50,MW,Si,nAT,nSK,nBT,Sv,nC,nBO,nH,Sp,Se,SCBO,AMW,C.,H.,Me,Mi,Mp,Mv,N.,nAB,nB,nBM,nBR,nCL,nCsp,nCsp2,nCsp3,nDB,nF
7.1,305.59,23.157,21,15,22,16.378,9,16,6,17.608,21.811,22.0,14.552,42.9,28.6,1.039,1.103,0.838,0.78,9.5,10,0,11,1,1,0,9,0,1,0
5.6,514.63,76.438,68,38,71,43.508,29,41,30,45.193,68.531,55.0,7.568,42.6,44.1,1.008,1.124,0.665,0.64,5.9,22,0,25,0,0,0,22,7,3,0
6.5,347.82,43.14,39,25,42,27.767,20,28,14,28.898,39.258,40.0,8.918,51.3,35.9,1.007,1.106,0.741,0.712,7.7,22,0,23,0,1,0,20,0,1,0
5.4,409.45,48.953,44,29,47,30.986,20,32,15,31.506,45.32,44.0,9.306,45.5,34.1,1.03,1.113,0.716,0.704,6.8,10,0,16,0,0,1,16,3,5,0
5.3,193.23,28.575,25,14,26,15.601,9,15,11,15.972,25.494,19.5,7.729,36.0,44.0,1.02,1.143,0.639,0.624,12.0,5,0,7,0,0,0,6,3,2,0
5.7,407.46,53.402,48,31,52,33.697,24,35,17,34.506,48.465,50.5,8.489,50.0,35.4,1.01,1.113,0.719,0.702,10.4,21,0,25,0,0,1,21,2,3,0
8.5,329.44,49.398,44,25,47,28.795,20,28,19,30.358,43.694,39.0,7.487,45.5,43.2,0.993,1.123,0.69,0.654,11.4,22,0,22,0,0,0,17,3,0,0
5.0,385.45,53.445,48,29,51,32.423,23,32,19,33.472,48.356,44.0,8.03,47.9,39.6,1.007,1.113,0.697,0.675,6.3,18,0,21,0,0,0,21,2,3,0
6.4,530.76,81.141,72,38,75,45.12,29,41,34,48.25,71.712,54.0,7.372,40.3,47.2,0.996,1.127,0.67,0.627,8.3,22,0,24,0,0,0,21,8,2,0
6.2,302.4,45.528,41,23,43,26.972,20,25,18,28.557,40.6,35.0,7.376,48.8,43.9,0.99,1.11,0.697,0.658,4.9,18,0,19,0,0,0,18,2,1,0
8.5,381.56,56.73,50,27,53,31.551,19,30,23,33.779,49.858,38.5,7.631,38.0,46.0,0.997,1.135,0.676,0.631,14.0,17,0,17,0,0,0,13,6,0,0
5.0,342.47,53.358,48,26,51,31.026,23,29,22,33.08,47.367,39.0,7.135,47.9,45.8,0.987,1.112,0.689,0.646,4.2,18,0,19,0,0,0,18,5,1,0
5.0,344.41,47.275,42,26,45,28.477,19,29,16,29.296,42.356,41.0,8.2,45.2,38.1,1.008,1.126,0.698,0.678,14.3,22,0,23,0,0,0,18,1,1,0
5.0,224.28,32.282,29,17,31,19.392,14,19,12,20.273,28.949,26.0,7.734,48.3,41.4,0.998,1.113,0.699,0.669,6.9,12,0,13,0,0,0,13,1,1,0
6.5,357.32,41.381,36,26,38,26.079,17,28,10,25.341,37.909,39.5,9.926,47.2,27.8,1.053,1.149,0.704,0.724,13.9,17,0,19,0,0,1,15,1,1,3
5.1,319.16,32.336,29,21,30,22.036,14,22,8,22.477,30.033,32.0,11.006,48.3,27.6,1.036,1.115,0.775,0.76,13.8,12,0,14,0,2,2,11,1,0,0
7.9,329.37,38.285,34,23,36,24.019,14,25,11,24.324,35.218,35.0,9.687,41.2,32.4,1.036,1.126,0.715,0.706,14.7,16,0,18,0,0,0,14,0,2,0
7.6,380.49,54.896,49,29,53,32.816,23,33,20,34.364,48.796,46.5,7.765,46.9,40.8,0.996,1.12,0.701,0.67,12.2,27,0,27,0,0,0,21,2,0,0
7.7,268.35,40.694,36,20,38,22.961,15,22,16,24.046,36.036,30.0,7.454,41.7,44.4,1.001,1.13,0.668,0.638,11.1,16,0,16,0,0,0,12,3,0,0
5.7,631.82,88.434,79,46,85,52.33,35,52,33,54.949,79.258,69.5,7.998,44.3,41.8,1.003,1.119,0.696,0.662,8.9,33,0,34,0,0,0,28,7,1,0
7.4,238.35,34.199,30,16,31,18.622,10,17,14,19.932,30.229,22.0,7.945,33.3,46.7,1.008,1.14,0.664,0.621,13.3,10,0,10,0,0,0,6,4,0,0
6.2,389.52,52.527,47,28,50,31.697,21,31,19,33.461,47.098,43.0,8.288,44.7,40.4,1.002,1.118,0.712,0.674,10.6,22,0,23,0,0,0,19,2,1,0
6.9,384.25,42.247,38,24,40,26.68,18,26,14,27.847,38.491,37.0,10.112,47.4,36.8,1.013,1.112,0.733,0.702,7.9,16,0,18,1,0,1,15,2,1,0
7.6,326.4,41.036,37,23,39,25.535,17,25,14,26.591,37.564,34.0,8.822,45.9,37.8,1.015,1.109,0.719,0.69,5.4,12,0,15,0,0,0,16,1,3,0
6.6,420.41,51.164,45,31,50,31.959,21,36,14,31.625,46.709,48.0,9.342,46.7,31.1,1.038,1.137,0.703,0.71,13.3,22,0,23,0,0,0,18,3,1,2
5.0,438.53,64.031,56,32,59,35.878,23,35,24,36.978,56.8,46.0,7.831,41.1,42.9,1.014,1.143,0.66,0.641,10.7,22,0,22,0,0,0,16,7,0,2
5.0,468.56,68.655,60,34,63,38.119,24,37,26,39.194,61.01,48.0,7.809,40.0,43.3,1.017,1.144,0.653,0.635,10.0,22,0,22,0,0,0,16,8,0,2
5.9,463.56,60.571,54,33,57,36.368,23,36,21,37.585,54.963,50.0,8.584,42.6,38.9,1.018,1.122,0.696,0.673,9.3,18,0,23,0,0,0,21,2,5,0
5.0,295.36,34.415,31,21,34,22.742,16,24,10,23.648,31.429,34.5,9.528,51.6,32.3,1.014,1.11,0.763,0.734,9.7,21,0,21,0,0,0,16,0,0,1
6.2,236.29,33.282,30,18,32,20.392,15,20,12,21.273,29.949,29.0,7.876,50.0,40.0,0.998,1.109,0.709,0.68,6.7,16,0,17,0,0,0,14,1,1,0
5.6,326.38,43.279,39,25,42,27.434,20,28,14,28.284,39.153,41.0,8.369,51.3,35.9,1.004,1.11,0.725,0.703,10.3,22,0,23,0,0,1,18,1,0,0
5.0,431.44,48.89,43,30,46,31.187,21,33,13,31.199,44.945,45.0,10.033,48.8,30.2,1.045,1.137,0.726,0.725,7.0,22,0,23,0,0,0,20,1,1,4
5.6,483.53,64.824,58,36,62,39.575,28,40,22,40.387,58.963,54.0,8.337,48.3,37.9,1.017,1.118,0.696,0.682,5.2,24,0,26,0,0,0,26,2,2,1
4.6,198.29,32.488,29,15,31,18.204,13,17,14,19.58,28.505,22.5,6.838,44.8,48.3,0.983,1.12,0.675,0.628,6.9,11,0,11,0,0,0,9,4,0,0
6.8,386.44,52.528,47,29,50,31.918,22,32,18,32.716,47.574,44.0,8.222,46.8,38.3,1.012,1.118,0.696,0.679,8.5,18,0,21,0,0,0,21,1,3,0
6.6,360.37,47.128,41,26,43,27.638,18,28,15,27.62,42.458,37.5,8.79,43.9,36.6,1.036,1.149,0.674,0.674,9.8,17,0,18,0,0,0,15,3,1,3
5.6,372.43,49.857,44,28,48,29.993,19,32,16,30.546,44.676,45.0,8.464,43.2,36.4,1.015,1.133,0.694,0.682,18.2,26,0,26,0,0,0,16,3,0,0
6.5,450.55,56.238,51,33,56,36.39,26,38,18,37.909,51.323,54.0,8.834,51.0,35.3,1.006,1.103,0.743,0.714,7.8,32,0,32,0,0,0,26,0,0,0
5.0,371.86,49.761,44,26,46,29.052,18,28,18,30.125,44.673,37.0,8.451,40.9,40.9,1.015,1.131,0.685,0.66,11.4,12,0,14,0,1,1,11,6,1,0
5.7,626.16,77.263,69,44,75,48.245,32,50,25,50.006,70.116,67.5,9.075,46.4,36.2,1.016,1.12,0.725,0.699,10.1,33,0,34,0,1,0,28,4,1,1
5.8,438.83,50.863,44,30,46,30.696,18,32,14,30.182,46.429,42.0,9.973,40.9,31.8,1.055,1.156,0.686,0.698,13.6,18,0,19,0,1,0,16,2,1,3
5.0,483.69,71.603,64,35,67,41.33,28,38,29,44.267,63.516,52.0,7.558,43.8,45.3,0.992,1.119,0.692,0.646,7.8,22,0,24,0,0,2,20,6,1,0
7.5,393.17,36.711,32,20,34,21.39,10,22,12,22.551,33.422,27.0,12.287,31.3,37.5,1.044,1.147,0.705,0.668,15.6,10,0,10,0,0,0,5,5,0,0
4.4,187.23,26.322,23,14,24,15.161,9,15,9,15.551,23.276,21.0,8.14,39.1,39.1,1.012,1.144,0.676,0.659,21.7,12,0,12,0,0,0,9,0,0,0
6.5,303.39,44.611,40,23,42,26.467,19,25,17,27.801,39.818,35.0,7.585,47.5,42.5,0.995,1.115,0.695,0.662,7.5,18,0,19,0,0,0,18,1,1,0
5.0,539.72,76.394,68,39,72,44.561,29,43,29,46.972,68.163,58.5,7.937,42.6,42.6,1.002,1.123,0.691,0.655,10.3,27,0,29,0,0,0,24,5,2,0
5.5,176.26,22.162,20,12,22,13.81,9,14,8,14.943,19.931,19.0,8.813,45.0,40.0,0.997,1.108,0.747,0.691,10.0,10,0,10,0,0,0,7,2,0,0
5.0,424.5,60.615,53,31,56,34.351,22,34,22,35.216,53.916,45.0,8.009,41.5,41.5,1.017,1.144,0.664,0.648,11.3,22,0,22,0,0,0,16,6,0,2
5.6,595.76,91.182,81,44,85,51.11,34,48,37,53.483,81.283,62.0,7.355,42.0,45.7,1.003,1.126,0.66,0.631,6.2,18,0,23,0,0,0,24,10,5,0
5.9,213.04,17.878,16,11,17,11.836,7,12,5,12.341,16.527,17.0,13.315,43.8,31.3,1.033,1.117,0.771,0.74,12.5,10,0,10,1,0,0,7,0,0,0
7.1,243.3,35.362,31,18,33,19.929,12,20,13,20.529,31.371,27.5,7.848,38.7,41.9,1.012,1.141,0.662,0.643,16.1,15,0,15,0,0,0,9,3,0,0
6.3,337.13,27.671,25,17,27,18.676,12,19,8,20.415,25.353,26.5,13.485,48.0,32.0,1.014,1.107,0.817,0.747,12.0,11,0,13,0,0,0,12,0,2,0
4.5,190.25,21.328,19,13,21,13.8,8,15,6,14.432,19.367,22.0,10.013,42.1,31.6,1.019,1.123,0.76,0.726,21.1,14,0,14,0,0,0,8,0,0,0
6.2,341.22,24.927,23,18,25,18.925,11,20,5,20.091,24.007,27.0,14.836,47.8,21.7,1.044,1.084,0.874,0.823,8.7,6,0,10,1,0,0,11,0,4,0
5.6,675.76,92.367,82,50,89,55.303,39,57,32,56.625,83.283,75.0,8.241,47.6,39.0,1.016,1.126,0.691,0.674,6.1,34,0,35,0,0,0,32,7,1,3
5.0,490.51,65.919,57,35,60,37.359,23,38,22,37.307,59.152,49.0,8.605,40.4,38.6,1.038,1.156,0.655,0.655,10.5,22,0,22,0,0,0,16,7,0,4
5.6,368.29,40.977,35,26,37,25.351,16,28,9,23.972,37.716,37.5,10.523,45.7,25.7,1.078,1.171,0.685,0.724,11.4,17,0,18,0,0,0,15,1,1,5
6.7,306.41,46.481,41,23,44,26.289,17,26,18,27.603,40.912,35.5,7.473,41.5,43.9,0.998,1.134,0.673,0.641,14.6,15,0,16,0,0,1,9,7,0,0
5.6,213.05,18.25,16,11,17,11.638,6,12,5,12.137,16.52,17.0,13.316,37.5,31.3,1.032,1.141,0.759,0.727,25.0,10,0,10,1,0,0,6,0,0,0
5.2,502.62,66.405,59,36,63,39.87,26,40,23,41.381,59.807,54.5,8.519,44.1,39.0,1.014,1.126,0.701,0.676,10.2,27,0,28,0,0,0,23,3,1,1
5.0,211.24,27.95,25,16,27,17.359,12,18,9,17.756,25.284,25.0,8.45,48.0,36.0,1.011,1.118,0.71,0.694,12.0,6,0,10,0,0,0,12,0,4,0
5.3,302.36,41.279,37,23,39,25.434,18,25,14,26.284,37.153,36.5,8.172,48.6,37.8,1.004,1.116,0.71,0.687,10.8,17,0,19,0,0,1,16,1,1,0
8.3,301.38,42.568,38,23,41,25.741,18,26,15,26.836,37.927,37.0,7.931,47.4,39.5,0.998,1.12,0.706,0.677,13.2,22,0,22,0,0,0,17,1,0,0
5.0,279.37,42.611,38,21,40,24.467,17,23,17,25.801,37.818,31.5,7.352,44.7,44.7,0.995,1.121,0.679,0.644,7.9,17,0,17,0,0,0,14,3,0,0
5.9,327.3,41.005,35,23,36,23.321,13,24,12,22.557,37.12,31.0,9.351,37.1,34.3,1.061,1.172,0.644,0.666,14.3,12,0,13,0,0,0,11,2,1,3
5.5,458.68,70.52,63,33,68,39.836,27,38,30,43.023,62.298,48.0,7.281,42.9,47.6,0.989,1.119,0.683,0.632,6.3,16,0,17,0,0,2,13,12,0,0
5.1,240.28,33.491,30,18,32,20.106,14,20,12,20.727,30.276,28.0,8.009,46.7,40.0,1.009,1.116,0.691,0.67,6.7,16,0,16,0,0,0,13,1,0,0
7.9,282.38,44.109,39,21,41,24.488,16,23,18,25.807,38.92,31.0,7.241,41.0,46.2,0.998,1.131,0.662,0.628,10.3,16,0,16,0,0,0,12,4,0,0
7.3,448.94,59.302,53,32,57,35.799,24,36,21,37.097,53.665,48.0,8.471,45.3,39.6,1.013,1.119,0.7,0.675,7.5,22,0,23,0,1,0,20,4,1,0
4.8,211.25,28.322,25,16,27,17.161,11,18,9,17.551,25.276,26.0,8.45,44.0,36.0,1.011,1.133,0.702,0.686,20.0,16,0,16,0,0,0,11,0,0,0
5.8,210.23,22.375,20,14,21,14.428,8,15,6,14.545,21.029,21.0,10.512,40.0,30.0,1.051,1.119,0.727,0.721,10.0,10,0,11,0,0,0,7,1,1,0
6.2,401.96,52.887,47,27,51,31.051,19,31,20,33.08,47.305,39.0,8.552,40.4,42.6,1.006,1.125,0.704,0.661,10.6,16,0,16,0,1,0,12,7,0,0
7.0,376.46,54.315,48,28,52,31.246,20,32,20,32.273,48.451,41.5,7.843,41.7,41.7,1.009,1.132,0.672,0.651,12.5,17,0,18,0,0,0,14,6,1,0
8.6,454.53,62.94,56,34,60,37.487,25,38,22,38.489,56.662,52.5,8.117,44.6,39.3,1.012,1.124,0.687,0.669,10.7,27,0,28,0,0,0,22,3,1,0
6.6,241.27,32.575,29,18,31,19.601,13,20,11,19.972,29.494,27.5,8.32,44.8,37.9,1.017,1.123,0.689,0.676,10.3,11,0,13,0,0,0,12,1,2,0
5.0,600.21,90.75,81,43,85,51.233,35,47,38,54.398,80.843,61.5,7.41,43.2,46.9,0.998,1.12,0.672,0.633,3.7,27,0,28,0,1,0,25,10,1,0
5.6,361.45,45.325,41,26,44,28.842,20,29,15,30.142,41.338,41.0,8.816,48.8,36.6,1.008,1.105,0.735,0.703,7.3,22,0,23,0,0,0,20,0,1,0
6.4,238.31,35.697,32,18,34,20.918,15,20,14,22.034,31.833,27.5,7.447,46.9,43.8,0.995,1.116,0.689,0.654,6.3,11,0,13,0,0,0,13,2,2,0
6.1,268.31,36.445,32,20,34,21.424,13,22,12,21.773,32.589,31.0,8.385,40.6,37.5,1.018,1.139,0.68,0.669,18.8,16,0,17,0,0,0,12,1,1,0
6.4,235.32,38.82,34,17,35,20.181,12,18,17,21.256,34.145,23.0,6.921,35.3,50.0,1.004,1.142,0.625,0.594,8.8,10,0,10,0,0,0,7,5,0,0
5.9,317.42,48.026,43,24,46,27.993,20,27,19,29.563,42.702,36.5,7.382,46.5,44.2,0.993,1.117,0.688,0.651,7.0,17,0,18,0,0,0,16,4,1,0
4.6,196.26,23.953,21,13,22,14.041,7,14,8,14.648,21.578,19.5,9.346,33.3,38.1,1.028,1.141,0.698,0.669,19.0,9,0,10,0,0,0,6,1,1,0
6.8,286.42,48.939,43,21,45,25.542,16,23,22,27.33,42.687,29.0,6.661,37.2,51.2,0.993,1.138,0.636,0.594,9.3,10,0,11,0,0,0,8,8,1,0
7.9,253.34,38.568,34,19,36,21.741,14,21,15,22.836,33.927,29.0,7.451,41.2,44.1,0.998,1.134,0.672,0.639,14.7,16,0,16,0,0,0,12,2,0,0
7.0,399.69,36.243,33,24,35,25.776,16,26,9,26.949,34.324,36.0,12.112,48.5,27.3,1.04,1.098,0.817,0.781,6.1,16,0,18,0,3,0,16,0,2,0
7.0,251.28,28.917,26,17,27,18.175,11,18,9,18.517,27.022,24.0,9.665,42.3,34.6,1.039,1.112,0.712,0.699,3.8,6,0,9,0,0,0,10,1,3,0
7.1,387.28,46.625,42,26,44,29.342,20,28,16,30.727,42.574,38.0,9.221,47.6,38.1,1.014,1.11,0.732,0.699,4.8,18,0,19,0,2,0,18,2,1,0
5.8,384.54,63.976,56,28,57,33.353,20,29,28,35.319,55.985,37.0,6.867,35.7,50.0,1.0,1.142,0.631,0.596,10.7,12,0,14,0,0,0,12,8,2,0
5.2,211.24,27.95,25,16,27,17.359,12,18,9,17.756,25.284,25.0,8.45,48.0,36.0,1.011,1.118,0.71,0.694,12.0,12,0,13,0,0,0,12,0,1,0
5.0,275.76,37.14,33,19,35,21.767,14,21,14,22.898,33.258,27.5,8.356,42.4,42.4,1.008,1.125,0.694,0.66,9.1,11,0,12,0,1,0,10,4,1,0
5.6,334.41,48.318,43,25,45,28.203,19,27,18,29.262,43.247,37.0,7.777,44.2,41.9,1.006,1.124,0.681,0.656,9.3,18,0,19,0,0,0,16,3,1,0
4.9,209.24,23.292,21,14,22,14.933,9,15,7,15.301,21.811,20.5,9.964,42.9,33.3,1.039,1.109,0.729,0.711,4.8,5,0,8,0,0,0,8,1,3,0
8.0,324.38,45.485,40,24,43,26.192,16,27,16,26.75,40.683,37.0,8.109,40.0,40.0,1.017,1.137,0.669,0.655,15.0,16,0,18,0,0,0,11,5,2,0
7.9,314.32,39.958,35,23,37,24.201,16,25,12,24.159,36.178,34.0,8.981,45.7,34.3,1.034,1.142,0.69,0.691,11.4,12,0,15,0,0,0,15,1,3,2
5.0,339.38,47.239,42,25,44,27.611,18,27,17,28.165,42.8,36.0,8.08,42.9,40.5,1.019,1.125,0.671,0.657,7.1,12,0,15,0,0,0,15,3,3,0
5.8,243.27,32.077,28,18,30,19.071,12,20,10,19.25,28.673,28.0,8.688,42.9,35.7,1.024,1.146,0.688,0.681,17.9,16,0,16,0,0,0,11,1,0,1
7.4,333.3,39.381,34,24,36,24.079,15,26,10,23.341,35.909,35.5,9.803,44.1,29.4,1.056,1.158,0.687,0.708,14.7,17,0,18,0,0,0,14,1,1,3
4.5,245.31,37.405,33,18,34,20.655,13,19,15,21.495,33.262,25.0,7.434,39.4,45.5,1.008,1.133,0.651,0.626,9.1,6,0,9,0,0,0,10,3,3,0
6.3,425.5,58.661,52,29,53,32.722,19,30,23,33.665,53.516,39.0,8.183,36.5,44.2,1.029,1.128,0.647,0.629,1.9,12,0,15,0,0,0,13,6,3,0
5.8,357.88,50.967,45,25,48,28.864,18,28,20,30.432,45.229,36.0,7.953,40.0,44.4,1.005,1.133,0.676,0.641,11.1,16,0,16,0,1,0,12,6,0,0
6.8,323.32,39.46,35,24,38,25.18,18,27,11,25.154,36.076,38.0,9.238,51.4,31.4,1.031,1.127,0.719,0.719,8.6,22,0,22,0,0,0,18,0,0,2
5.6,320.38,44.903,40,24,42,26.676,18,26,16,27.5,40.363,36.0,8.009,45.0,40.0,1.009,1.123,0.688,0.667,10.0,18,0,19,0,0,0,16,2,1,0
5.2,528.69,74.105,66,38,70,43.255,28,42,28,45.421,66.389,56.5,8.01,42.4,42.4,1.006,1.123,0.688,0.655,9.1,27,0,28,0,0,0,23,5,1,0
5.1,385.5,58.066,52,29,55,33.762,24,32,23,35.54,51.796,43.0,7.413,46.2,44.2,0.996,1.117,0.683,0.649,5.8,18,0,20,0,0,0,20,4,2,0
5.7,459.61,51.999,47,30,50,33.172,20,33,17,35.108,48.029,44.0,9.779,42.6,36.2,1.022,1.106,0.747,0.706,6.4,10,0,16,0,0,0,17,3,6,0
5.0,423.53,55.413,49,30,53,33.275,22,34,19,34.642,49.68,46.5,8.643,44.9,38.8,1.014,1.131,0.707,0.679,10.2,25,0,25,0,0,0,18,4,0,2
5.6,423.43,53.626,47,31,50,32.659,22,34,16,32.625,48.56,46.5,9.009,46.8,34.0,1.033,1.141,0.694,0.695,10.6,23,0,24,0,0,0,21,1,1,3
6.8,323.32,39.46,35,24,38,25.18,18,27,11,25.154,36.076,38.0,9.238,51.4,31.4,1.031,1.127,0.719,0.719,8.6,22,0,22,0,0,0,18,0,0,2
5.0,312.38,45.449,40,23,42,25.871,17,25,17,26.745,40.432,33.5,7.809,42.5,42.5,1.011,1.136,0.669,0.647,10.0,11,0,13,0,0,1,11,5,1,1
5.0,344.39,46.531,42,26,45,28.875,21,29,16,29.705,42.371,40.0,8.2,50.0,38.1,1.009,1.108,0.707,0.687,4.8,18,0,20,0,0,0,20,1,2,0
7.3,239.25,30.159,27,18,30,19.074,13,21,9,19.21,27.611,29.0,8.861,48.1,33.3,1.023,1.117,0.711,0.706,11.1,16,0,16,0,0,0,12,1,0,0
6.0,373.41,45.581,41,26,44,28.185,18,29,15,28.71,42.327,39.5,9.108,43.9,36.6,1.032,1.112,0.7,0.687,2.4,17,0,19,0,0,0,16,2,2,0
5.6,341.87,49.385,44,24,46,28.348,19,26,20,30.182,43.909,34.0,7.77,43.2,45.5,0.998,1.122,0.686,0.644,6.8,12,0,14,0,1,0,14,5,2,0
6.5,249.33,31.867,28,17,29,18.589,10,18,11,19.415,28.564,24.5,8.905,35.7,39.3,1.02,1.138,0.693,0.664,17.9,11,0,12,0,0,0,9,1,1,0
7.6,330.43,48.481,43,25,47,28.289,19,29,18,29.603,42.912,39.5,7.684,44.2,41.9,0.998,1.127,0.688,0.658,14.0,21,0,21,0,0,0,15,4,0,0
5.0,381.26,45.369,40,23,42,25.943,15,25,17,27.068,40.803,31.5,9.531,37.5,42.5,1.02,1.134,0.677,0.649,10.0,11,0,12,1,0,0,9,6,1,0
5.9,380.43,44.156,39,27,42,27.842,16,30,12,28.125,40.313,42.5,9.755,41.0,30.8,1.034,1.132,0.721,0.714,20.5,21,0,23,0,0,0,16,0,2,0
5.0,542.77,82.141,73,39,76,46.12,30,42,34,49.25,72.712,56.0,7.435,41.1,46.6,0.996,1.125,0.675,0.632,8.2,22,0,25,0,0,0,23,7,3,0
6.1,341.39,45.405,41,26,45,28.655,21,30,15,29.495,41.262,42.0,8.327,51.2,36.6,1.006,1.107,0.719,0.699,7.3,22,0,23,0,0,0,20,1,1,0
5.0,297.36,42.95,38,22,40,24.85,17,24,16,25.739,38.331,32.5,7.825,44.7,42.1,1.009,1.13,0.677,0.654,7.9,17,0,17,0,0,0,14,3,0,1
6.7,333.42,49.235,44,25,46,28.708,20,27,19,30.017,44.029,37.0,7.578,45.5,43.2,1.001,1.119,0.682,0.652,6.8,18,0,19,0,0,0,17,3,1,0
4.1,210.26,29.239,26,16,28,17.666,12,18,10,18.307,26.058,26.0,8.087,46.2,38.5,1.002,1.125,0.704,0.679,15.4,16,0,16,0,0,0,12,0,0,0
6.7,302.39,39.408,35,21,37,23.336,14,23,14,24.387,35.556,33.0,8.64,40.0,40.0,1.016,1.126,0.697,0.667,11.4,16,0,18,0,0,0,13,1,2,0
5.8,350.42,50.492,45,26,47,29.597,21,28,19,30.711,45.323,38.0,7.787,46.7,42.2,1.007,1.122,0.682,0.658,4.4,18,0,19,0,0,0,18,3,1,1
6.2,486.35,53.243,48,32,52,34.723,24,36,16,35.858,48.694,51.5,10.132,50.0,33.3,1.014,1.109,0.747,0.723,10.4,21,0,25,1,0,1,21,2,3,0
5.5,452.56,65.145,58,34,62,38.299,26,38,24,39.796,58.218,52.5,7.803,44.8,41.4,1.004,1.123,0.686,0.66,10.3,27,0,28,0,0,0,22,4,1,0
5.3,331.19,34.705,31,20,33,21.933,14,22,11,22.875,31.498,30.5,10.684,45.2,35.5,1.016,1.12,0.738,0.708,12.9,11,0,13,1,0,1,11,2,1,0
7.2,420.97,55.594,49,28,52,31.787,18,31,21,33.54,49.734,41.0,8.591,36.7,42.9,1.015,1.135,0.684,0.649,12.2,16,0,18,0,1,0,11,7,2,0
5.8,229.21,26.954,24,17,26,17.262,11,19,7,16.903,25.055,28.5,9.55,45.8,29.2,1.044,1.123,0.704,0.719,12.5,15,0,17,0,0,0,11,0,2,0
5.0,506.72,85.261,75,37,79,44.702,28,41,38,47.58,74.73,49.0,6.756,37.3,50.7,0.996,1.137,0.634,0.596,8.0,12,0,14,0,0,0,12,16,2,0
8.3,316.82,44.053,39,22,41,25.316,16,24,17,26.665,39.243,32.0,8.124,41.0,43.6,1.006,1.13,0.684,0.649,10.3,16,0,16,0,1,0,12,4,0,0
5.9,314.81,42.01,37,22,39,24.59,15,24,15,25.699,37.353,32.5,8.508,40.5,40.5,1.01,1.135,0.695,0.665,16.2,17,0,17,0,1,0,13,2,0,0
6.4,339.5,50.361,45,24,48,28.707,19,27,21,30.972,44.662,35.5,7.544,42.2,46.7,0.992,1.119,0.688,0.638,6.7,15,0,16,0,0,0,12,7,1,0
6.7,357.23,39.12,35,22,38,24.46,16,25,13,25.637,35.382,35.0,10.207,45.7,37.1,1.011,1.118,0.732,0.699,11.4,20,0,20,1,0,0,14,2,0,0
5.7,622.2,80.338,72,44,78,49.389,33,50,28,51.83,72.487,67.5,8.642,45.8,38.9,1.007,1.116,0.72,0.686,9.7,33,0,34,0,1,0,28,5,1,0
7.1,258.3,37.116,33,19,35,21.348,14,21,14,21.943,33.487,28.0,7.827,42.4,42.4,1.015,1.125,0.665,0.647,6.1,10,0,12,0,0,0,10,4,2,0
5.9,449.55,58.492,52,32,55,35.321,23,35,20,36.614,52.822,48.0,8.645,44.2,38.5,1.016,1.125,0.704,0.679,9.6,22,0,24,0,0,0,21,2,2,1
5.6,471.55,67.109,60,35,63,39.433,27,38,25,40.665,60.662,52.0,7.859,45.0,41.7,1.011,1.118,0.678,0.657,5.0,22,0,25,0,0,0,22,5,3,0
8.4,365.88,45.266,40,24,42,26.712,15,26,16,28.012,40.865,36.0,9.147,37.5,40.0,1.022,1.132,0.7,0.668,12.5,16,0,18,0,1,0,12,3,2,0
5.6,422.51,61.485,54,31,57,34.682,22,34,23,35.733,54.731,45.0,7.824,40.7,42.6,1.014,1.139,0.662,0.642,11.1,22,0,22,0,0,0,16,6,0,1
5.5,359.42,49.402,44,27,47,29.697,20,30,17,30.506,44.465,42.0,8.169,45.5,38.6,1.011,1.123,0.693,0.675,11.4,22,0,23,0,0,0,19,1,1,0
7.3,480.01,67.631,60,34,64,38.874,25,38,26,40.625,60.534,49.0,8.0,41.7,43.3,1.009,1.127,0.677,0.648,8.3,16,0,19,0,1,0,18,7,3,0
5.8,315.41,49.86,44,23,45,26.95,17,24,21,28.233,44.24,31.0,7.168,38.6,47.7,1.005,1.133,0.642,0.612,6.8,6,0,10,0,0,0,10,7,4,0
8.2,436.56,63.936,57,33,61,37.584,26,37,24,39.341,56.891,51.5,7.659,45.6,42.1,0.998,1.122,0.69,0.659,10.5,27,0,28,0,0,0,22,4,1,0
5.0,401.19,40.186,35,26,37,26.239,16,28,9,25.813,37.338,37.5,11.463,45.7,25.7,1.067,1.148,0.738,0.75,11.4,17,0,18,0,2,0,15,1,1,3
5.8,404.51,60.773,54,30,57,34.498,23,33,24,36.0,54.225,44.5,7.491,42.6,44.4,1.004,1.125,0.667,0.639,7.4,21,0,22,0,0,0,17,6,1,0
5.5,404.56,65.394,58,30,60,35.837,24,32,28,38.069,57.665,42.0,6.975,41.4,48.3,0.994,1.127,0.656,0.618,6.9,18,0,19,0,0,0,18,6,1,0
6.8,393.55,63.85,56,29,59,34.133,21,32,27,36.108,55.876,41.0,7.028,37.5,48.2,0.998,1.14,0.645,0.61,12.5,16,0,17,0,0,0,13,8,1,0
5.0,328.43,43.823,39,23,41,25.863,16,25,16,27.148,39.44,35.5,8.421,41.0,41.0,1.011,1.124,0.696,0.663,10.3,17,0,19,0,0,0,14,2,2,0
5.0,332.39,45.903,41,25,44,27.676,19,28,16,28.5,41.363,38.0,8.107,46.3,39.0,1.009,1.12,0.695,0.675,9.8,18,0,19,0,0,0,18,1,1,0
