pXC50,Sp,Sv,nBT,Si,nAT,nBO,nSK,SCBO,nH,nC,MW,Se,nCsp2,nN,nCsp3,RBN,nDB,nBM,Mv,H.,nAB,nHet,nHM,Me,O.,AMW,N.,Mp
7.301,35.79,34.174,52,55.33,50,32,30,44.0,20,24,466.35,50.476,22,1,2,7,3,21,0.683,40.0,18,6,1,1.01,8.0,9.327,2.0,0.716
5.004,22.972,22.59,33,35.589,32,22,21,30.5,11,15,306.33,33.2,14,0,1,5,3,14,0.706,34.4,11,6,1,1.037,12.5,9.573,0.0,0.718
5.721,40.796,39.195,59,61.828,56,38,35,53.0,21,28,529.41,56.578,28,2,0,7,3,27,0.7,37.5,24,7,1,1.01,7.1,9.454,3.6,0.728
7.009,44.256,41.825,71,76.561,68,38,35,49.0,33,28,475.64,67.869,17,3,11,7,3,19,0.615,48.5,16,7,0,0.998,5.9,6.995,4.4,0.651
8.046,53.518,50.174,88,94.846,84,45,41,55.0,43,33,561.79,83.614,16,3,17,10,2,18,0.597,51.2,16,8,0,0.995,6.0,6.688,3.6,0.637
6.102,31.483,29.841,44,47.797,43,28,27,38.0,16,19,481.26,44.204,17,1,2,8,4,16,0.694,37.2,12,8,1,1.028,14.0,11.192,2.3,0.732
5.353,17.761,17.67,26,28.0,25,18,17,24.5,8,10,252.27,26.24,9,2,1,2,4,9,0.707,32.0,5,7,1,1.05,16.0,10.091,8.0,0.71
7.523,32.205,31.504,46,48.839,44,31,29,43.0,15,22,456.28,45.222,22,1,0,6,3,21,0.716,34.1,18,7,1,1.028,9.1,10.37,2.3,0.732
7.721,48.102,46.938,77,80.857,72,47,42,62.5,30,31,570.65,73.185,22,4,9,10,3,28,0.652,41.7,25,11,0,1.016,9.7,7.926,5.6,0.668
7.824,47.478,46.298,76,78.976,70,48,42,64.5,28,30,564.66,70.96,21,8,9,8,4,29,0.661,40.0,25,12,0,1.014,5.7,8.067,11.4,0.678
6.959,26.705,26.584,38,40.981,37,26,25,37.0,12,18,357.76,38.364,16,1,1,6,3,16,0.718,32.4,12,7,1,1.037,13.5,9.669,2.7,0.722
5.699,45.131,44.191,72,75.315,67,45,40,61.5,27,29,541.61,68.192,21,5,8,8,4,29,0.66,40.3,25,11,0,1.018,9.0,8.084,7.5,0.674
5.152,43.284,41.078,69,73.019,65,39,35,51.0,30,28,470.62,64.876,19,4,9,7,1,23,0.632,46.2,22,7,0,0.998,4.6,7.24,6.2,0.666
4.959,24.847,24.756,37,40.037,36,24,23,34.0,13,17,311.31,37.04,16,1,1,6,4,16,0.688,36.1,12,6,0,1.029,13.9,8.647,2.8,0.69
7.301,44.432,42.981,71,74.023,66,43,38,57.5,28,29,512.61,66.647,21,4,8,7,2,27,0.651,42.4,25,9,0,1.01,7.6,7.767,6.1,0.673
6.155,44.432,42.981,71,74.023,66,43,38,57.5,28,29,512.61,66.647,21,4,8,7,2,27,0.651,42.4,25,9,0,1.01,7.6,7.767,6.1,0.673
6.854,45.983,44.288,73,76.312,68,44,39,59.0,29,30,523.64,68.421,22,5,8,7,2,28,0.651,42.6,26,9,0,1.006,5.9,7.701,7.4,0.676
4.777,25.154,24.568,38,41.242,37,23,22,32.0,15,17,297.33,37.596,15,1,2,7,3,15,0.664,40.5,12,5,0,1.016,10.8,8.036,2.7,0.68
4.523,30.779,29.235,49,51.651,46,28,25,37.0,21,20,335.44,45.912,13,3,7,3,1,17,0.636,45.7,16,5,0,0.998,4.3,7.292,6.5,0.669
5.983,37.171,35.845,54,55.499,50,37,33,51.0,17,23,525.41,51.207,22,4,1,4,5,23,0.717,34.0,18,10,2,1.024,8.0,10.508,8.0,0.743
6.337,46.193,44.508,74,77.438,69,44,39,58.5,30,30,526.64,69.531,21,4,9,7,2,27,0.645,43.5,25,9,0,1.008,7.2,7.632,5.8,0.669
5.745,29.779,28.235,48,50.651,45,27,24,35.5,21,19,323.43,44.912,12,3,7,3,1,16,0.627,46.7,15,5,0,0.998,4.4,7.187,6.7,0.662
5.292,39.426,38.561,61,65.756,58,38,35,48.5,23,25,504.57,59.731,17,2,8,7,2,19,0.665,39.7,17,10,1,1.03,6.9,8.699,3.4,0.68
4.357,24.602,24.262,37,39.953,36,23,22,32.0,14,17,298.31,36.822,15,0,2,7,3,15,0.674,38.9,12,5,0,1.023,13.9,8.286,0.0,0.683
4.523,34.54,32.762,55,57.066,51,32,28,43.0,23,23,373.49,50.796,16,3,7,3,1,21,0.642,45.1,20,5,0,0.996,3.9,7.323,5.9,0.677
7.854,58.79,56.331,92,96.299,86,55,49,71.0,37,39,682.24,86.683,27,3,12,8,2,30,0.655,43.0,28,10,1,1.008,5.8,7.933,3.5,0.684
4.921,27.256,26.181,43,44.82,40,26,23,35.0,17,18,307.38,40.145,13,3,5,3,1,17,0.655,42.5,16,5,0,1.004,5.0,7.684,7.5,0.681
6.955,41.796,39.089,68,71.853,64,36,32,45.0,32,27,432.61,63.44,15,2,12,6,1,17,0.611,50.0,16,5,0,0.991,4.7,6.76,3.1,0.653
5.824,42.978,41.266,68,71.813,64,40,36,53.0,28,28,484.6,64.32,20,4,8,7,2,24,0.645,43.8,22,8,0,1.005,6.3,7.572,6.3,0.672
6.824,49.114,48.581,78,83.085,73,50,45,66.5,28,30,643.7,75.574,21,5,9,9,4,29,0.665,38.4,25,15,1,1.035,8.2,8.818,6.8,0.673
7.31,30.529,28.719,48,50.069,45,27,24,36.0,21,21,319.43,44.592,15,1,6,3,1,17,0.638,46.7,16,3,0,0.991,4.4,7.098,2.2,0.678
7.0,51.625,49.991,83,87.687,78,49,44,64.5,34,33,598.71,78.952,22,4,11,10,3,28,0.641,43.6,25,11,0,1.012,9.0,7.676,5.1,0.662
5.495,40.068,38.125,62,65.946,59,36,33,46.5,26,25,466.6,59.52,17,2,8,8,2,19,0.646,44.1,17,8,1,1.009,8.5,7.908,3.4,0.679
8.404,48.012,45.331,76,80.477,72,42,38,55.0,34,32,510.68,71.65,22,2,10,8,2,24,0.63,47.2,22,6,0,0.995,5.6,7.093,2.8,0.667
7.64,39.813,37.299,62,64.315,58,35,31,47.0,27,28,409.56,57.243,21,1,7,5,1,23,0.643,46.6,22,3,0,0.987,3.4,7.061,1.7,0.686
6.398,46.193,44.508,74,77.438,69,44,39,58.5,30,30,526.64,69.531,21,4,9,8,2,27,0.645,43.5,25,9,0,1.008,7.2,7.632,5.8,0.669
5.155,36.091,34.357,55,57.906,52,33,30,43.5,22,23,422.54,52.425,17,2,6,6,2,19,0.661,42.3,17,7,1,1.008,7.7,8.126,3.8,0.694
6.429,39.131,36.863,61,64.966,58,34,31,44.0,27,25,438.99,57.996,16,2,9,5,2,18,0.636,46.6,16,6,1,1.0,5.2,7.569,3.4,0.675
7.032,36.341,34.873,57,59.488,53,35,31,46.0,22,22,438.55,53.745,15,4,7,3,5,17,0.658,41.5,12,9,1,1.014,7.5,8.275,7.5,0.686
4.0,36.518,35.142,57,61.323,54,34,31,45.5,23,24,419.52,54.37,18,5,6,8,0,23,0.651,42.6,23,7,0,1.007,0.0,7.769,9.3,0.676
4.699,39.682,39.782,62,66.756,59,40,37,52.0,22,27,513.5,61.207,21,1,6,6,3,21,0.674,37.3,18,10,0,1.037,10.2,8.703,1.7,0.673
6.174,29.364,28.788,44,46.369,42,28,26,39.5,16,21,348.37,42.705,20,0,1,6,3,20,0.685,38.1,17,5,0,1.017,11.9,8.295,0.0,0.699
6.046,34.193,32.259,52,56.036,50,30,28,39.5,22,19,422.57,50.829,12,2,7,6,4,15,0.645,44.0,11,9,2,1.017,10.0,8.451,4.0,0.684
5.027,34.438,33.149,52,55.488,50,31,29,43.0,21,24,387.46,50.247,22,1,2,7,3,21,0.663,42.0,18,5,0,1.005,8.0,7.749,2.0,0.689
4.886,21.398,21.063,33,37.325,33,19,19,26.5,14,13,262.29,33.814,8,2,4,7,3,9,0.638,42.4,5,6,0,1.025,12.1,7.948,6.1,0.648
4.921,16.625,16.493,25,27.914,25,15,15,21.0,10,11,206.21,25.727,10,0,1,3,3,9,0.66,40.0,6,4,0,1.029,16.0,8.248,0.0,0.665
5.301,30.341,28.624,42,44.085,40,28,26,39.0,14,17,406.54,41.044,16,2,1,5,5,17,0.716,35.0,12,9,3,1.026,10.0,10.163,5.0,0.759
6.41,32.506,31.986,49,49.953,45,34,30,47.5,15,21,421.46,46.32,20,3,1,3,5,22,0.711,33.3,17,9,1,1.029,11.1,9.366,6.7,0.722
5.06,29.727,30.245,45,48.677,43,31,29,42.5,14,21,401.36,45.018,20,1,1,5,3,20,0.703,32.6,17,8,0,1.047,9.3,9.334,2.3,0.691
6.873,37.517,35.53,60,64.106,57,33,30,43.0,27,24,405.54,56.891,15,3,9,5,2,18,0.623,47.4,16,6,0,0.998,5.3,7.115,5.3,0.658
4.699,24.671,23.6,40,42.574,38,22,20,28.0,18,16,274.34,38.262,9,0,7,4,1,11,0.621,47.4,10,4,0,1.007,10.5,7.219,0.0,0.649
7.398,33.574,31.412,46,48.378,44,30,28,42.0,16,22,485.29,44.549,22,1,0,6,3,21,0.714,36.4,18,6,1,1.012,9.1,11.029,2.3,0.763
6.642,41.802,39.111,68,73.351,65,35,32,44.0,33,26,435.62,64.541,10,3,14,5,2,13,0.602,50.8,10,6,0,0.993,4.6,6.702,4.6,0.643
5.125,23.778,22.695,31,32.698,30,22,21,30.5,9,14,340.82,31.204,14,0,0,5,3,14,0.756,30.0,11,7,3,1.04,13.3,11.361,0.0,0.793
7.222,36.489,35.383,53,56.622,51,34,32,47.0,19,24,495.35,52.022,23,2,1,8,4,22,0.694,37.3,18,8,1,1.02,9.8,9.713,3.9,0.715
4.921,28.091,27.952,42,44.582,40,28,26,39.5,14,20,351.35,41.109,20,1,0,5,3,20,0.699,35.0,17,6,0,1.028,10.0,8.784,2.5,0.702
5.886,32.489,32.772,49,53.092,47,33,31,45.0,16,23,427.4,48.902,22,1,1,6,3,21,0.697,34.0,18,8,0,1.04,8.5,9.094,2.1,0.691
5.119,24.608,24.283,38,41.452,37,23,22,31.5,15,16,301.32,37.924,14,1,2,6,3,14,0.656,40.5,11,6,0,1.025,13.5,8.144,2.7,0.665
6.509,32.779,31.944,48,51.1,46,31,29,43.0,17,22,408.86,46.905,22,2,0,6,3,21,0.694,37.0,18,7,1,1.02,8.7,8.888,4.3,0.713
4.886,38.074,35.754,58,62.575,56,32,30,41.0,26,24,472.41,56.127,16,1,8,8,3,15,0.638,46.4,12,6,1,1.002,7.1,8.436,1.8,0.68
7.108,31.813,30.798,49,50.159,45,32,28,43.0,17,20,395.47,45.876,16,3,4,3,5,17,0.684,37.8,12,8,1,1.019,8.9,8.788,6.7,0.707
6.699,36.96,34.807,57,61.949,55,32,30,41.5,25,20,451.62,55.814,11,3,9,6,4,15,0.633,45.5,11,10,2,1.015,9.1,8.211,5.5,0.672
6.155,32.432,30.732,49,52.62,47,29,27,38.5,20,18,408.54,47.945,12,2,6,6,4,15,0.654,42.6,11,9,2,1.02,10.6,8.692,4.3,0.69
4.77,25.154,24.568,38,41.242,37,23,22,32.0,15,17,297.33,37.596,16,1,1,6,3,15,0.664,40.5,12,5,0,1.016,10.8,8.036,2.7,0.68
6.638,32.142,31.887,46,49.179,44,32,30,44.0,14,22,474.27,45.734,22,1,0,6,3,21,0.725,31.8,18,8,1,1.039,9.1,10.779,2.3,0.731
4.538,22.392,22.041,34,36.827,33,21,20,29.5,13,15,271.29,33.713,14,1,1,5,3,14,0.668,39.4,11,5,0,1.022,12.1,8.221,3.0,0.679
5.523,32.886,30.909,45,45.876,42,31,28,44.5,14,20,426.57,42.716,20,2,0,4,5,22,0.736,33.3,17,8,3,1.017,7.1,10.156,4.8,0.783
5.699,18.386,18.02,28,31.329,28,16,16,22.0,12,12,220.24,28.611,10,0,2,3,3,9,0.644,42.9,6,4,0,1.022,14.3,7.866,0.0,0.657
5.886,29.011,28.396,42,44.186,40,28,26,39.5,14,20,367.8,40.92,20,1,0,5,3,20,0.71,35.0,17,6,1,1.023,10.0,9.195,2.5,0.725
6.0,29.699,29.059,41,43.895,39,30,28,41.0,11,17,444.51,41.254,16,2,1,4,5,17,0.745,28.2,12,11,3,1.058,7.7,11.398,5.1,0.762
7.0,34.961,33.202,55,59.318,53,30,28,39.0,25,23,379.49,53.014,16,1,7,8,3,15,0.626,47.2,12,5,0,1.0,7.5,7.16,1.9,0.66
7.367,43.591,41.179,69,72.776,65,39,35,51.0,30,27,494.66,65.287,16,2,11,5,4,20,0.634,46.2,16,8,1,1.004,7.7,7.61,3.1,0.671
4.0,42.103,40.007,61,64.034,58,38,35,53.0,23,29,527.44,58.134,28,2,1,8,3,27,0.69,39.7,24,6,1,1.002,5.2,9.094,3.4,0.726
7.42,33.512,32.708,52,53.914,48,34,30,45.0,18,21,427.49,49.273,16,3,5,4,5,17,0.681,37.5,12,9,1,1.027,8.3,8.906,6.3,0.698
6.022,25.398,25.352,37,39.877,36,25,24,34.5,12,16,348.35,37.669,15,0,1,7,4,15,0.704,33.3,11,8,1,1.046,19.4,9.676,0.0,0.705
6.222,41.483,38.861,65,69.78,62,36,33,45.5,29,23,491.69,62.582,12,3,11,6,4,15,0.627,46.8,11,10,2,1.009,8.1,7.93,4.8,0.669
7.921,49.944,46.518,80,85.541,76,42,38,52.0,38,31,536.17,75.516,16,3,15,7,2,18,0.612,50.0,16,7,1,0.994,3.9,7.055,3.9,0.657
4.137,32.068,32.019,48,51.159,46,32,30,46.0,16,22,404.4,47.353,22,2,0,7,5,23,0.696,34.8,18,8,0,1.029,13.0,8.791,4.3,0.697
4.745,21.489,21.342,31,33.356,30,21,20,30.0,10,14,291.7,31.153,14,1,0,4,4,14,0.711,33.3,10,6,1,1.038,13.3,9.723,3.3,0.716
7.252,27.562,27.411,38,40.925,37,27,26,38.0,11,18,392.2,38.687,16,1,1,6,3,16,0.741,29.7,12,8,2,1.046,13.5,10.6,2.7,0.745
7.108,45.421,42.465,72,77.71,69,38,35,48.0,34,28,496.1,68.749,16,3,12,7,2,18,0.615,49.3,16,7,1,0.996,4.3,7.19,4.3,0.658
4.097,22.972,22.59,33,35.589,32,22,21,30.5,11,15,306.33,33.2,14,0,1,5,3,14,0.706,34.4,11,6,1,1.037,12.5,9.573,0.0,0.718
5.201,36.534,35.879,58,63.753,56,34,32,43.0,24,24,447.49,57.436,16,1,8,8,3,15,0.641,42.9,12,8,0,1.026,7.1,7.991,1.8,0.652
4.959,30.602,28.564,40,41.764,38,28,26,38.0,12,16,447.41,39.364,14,2,2,5,4,16,0.752,31.6,12,10,5,1.036,7.9,11.774,5.3,0.805
6.0,28.92,27.593,38,39.745,36,28,26,39.0,10,16,428.94,37.669,16,2,0,4,5,17,0.766,27.8,12,10,4,1.046,8.3,11.915,5.6,0.803
4.62,23.25,22.869,34,36.771,33,22,21,30.5,12,15,305.73,34.036,14,1,1,5,3,14,0.693,36.4,11,6,1,1.031,12.1,9.265,3.0,0.705
6.301,31.46,29.392,40,41.708,38,29,27,39.0,11,16,481.85,39.687,15,2,1,4,4,16,0.773,28.9,12,11,6,1.044,7.9,12.68,5.3,0.828
5.155,17.983,17.096,24,25.631,23,17,16,23.0,7,10,254.33,23.847,10,2,0,1,3,9,0.743,30.4,6,6,2,1.037,4.3,11.058,8.7,0.782
5.854,31.108,29.567,45,47.368,43,28,26,39.5,17,21,363.46,43.229,20,1,1,5,3,20,0.688,39.5,17,5,1,1.005,7.0,8.453,2.3,0.723
6.301,35.892,34.169,55,59.791,53,32,30,41.5,23,20,454.59,54.225,12,2,8,6,4,15,0.645,43.4,11,10,2,1.023,9.4,8.577,3.8,0.677
5.351,28.148,26.782,43,45.878,41,25,23,31.0,18,17,357.25,41.793,9,0,8,5,1,11,0.653,43.9,10,6,2,1.019,9.8,8.713,0.0,0.687
6.642,39.722,37.334,62,66.364,59,35,32,44.5,27,22,477.66,59.698,12,3,10,6,4,15,0.633,45.8,11,10,2,1.012,8.5,8.096,5.1,0.673
5.77,32.369,31.116,49,52.96,47,30,28,39.5,19,18,426.53,48.458,12,2,6,6,4,15,0.662,40.4,11,10,2,1.031,10.6,9.075,4.3,0.689
6.237,32.676,31.622,49,52.073,47,30,28,42.0,19,23,373.43,47.363,22,1,1,6,3,21,0.673,40.4,18,5,0,1.008,8.5,7.945,2.1,0.695
7.387,49.137,46.884,74,76.465,69,46,41,63.0,28,34,562.1,69.098,26,3,7,7,1,30,0.679,40.6,28,7,1,1.001,4.3,8.146,4.3,0.712
7.237,49.801,47.819,76,78.8,71,47,42,63.0,29,34,581.1,71.534,27,2,7,8,2,30,0.674,40.8,28,8,1,1.008,7.0,8.185,2.8,0.701
7.796,53.813,51.563,83,87.259,78,50,45,66.0,33,36,626.17,78.589,27,3,9,8,2,30,0.661,42.3,28,9,1,1.008,5.1,8.028,3.8,0.69
7.886,55.574,53.09,86,90.675,81,51,46,67.0,35,37,640.2,81.472,27,3,10,9,2,30,0.655,43.2,28,9,1,1.006,4.9,7.904,3.7,0.686
6.032,47.177,43.55,75,80.73,72,38,35,46.0,37,29,495.74,71.392,15,1,14,7,2,14,0.605,51.4,12,6,1,0.992,5.6,6.885,1.4,0.655
7.62,49.801,47.819,76,78.8,71,47,42,63.0,29,34,581.1,71.534,27,2,7,8,2,30,0.674,40.8,28,8,1,1.008,7.0,8.185,2.8,0.701
7.824,53.875,51.18,83,86.92,78,49,44,65.0,34,36,608.18,78.076,27,3,9,8,2,30,0.656,43.6,28,8,1,1.001,5.1,7.797,3.8,0.691
5.237,27.199,26.696,43,47.032,41,26,24,32.0,17,17,359.8,42.454,9,1,8,3,1,11,0.651,41.5,10,7,1,1.035,4.9,8.776,2.4,0.663
5.0,33.051,32.271,49,49.744,45,34,30,48.0,15,22,417.47,45.993,22,3,0,2,5,23,0.717,33.3,18,8,1,1.022,8.9,9.277,6.7,0.734
4.776,35.409,34.318,51,52.084,47,36,32,50.0,15,22,511.38,48.324,21,4,1,3,5,23,0.73,31.9,18,10,2,1.028,8.5,10.88,8.5,0.753
7.187,36.097,34.379,56,59.405,53,33,30,44.0,23,22,425.55,53.527,16,3,6,5,5,17,0.649,43.4,12,8,1,1.01,7.5,8.029,5.7,0.681
7.301,43.727,43.392,68,73.661,65,44,41,59.0,24,23,608.67,67.989,17,6,6,10,9,21,0.668,36.9,12,18,2,1.046,15.4,9.364,9.2,0.673
7.367,48.131,46.796,74,78.946,70,47,43,64.0,27,27,625.75,71.993,22,7,5,9,8,26,0.669,38.6,18,16,2,1.028,10.0,8.939,10.0,0.688
4.866,32.96,32.701,49,51.163,46,34,31,47.0,15,21,437.46,47.647,20,3,1,6,2,24,0.711,32.6,22,10,1,1.036,13.0,9.51,6.5,0.717
6.523,47.034,44.562,73,75.438,68,43,38,58.0,30,33,502.65,67.556,26,2,7,7,1,29,0.655,44.1,28,5,0,0.993,4.4,7.392,2.9,0.692
5.824,28.983,27.21,38,39.405,36,27,25,38.0,11,16,410.95,37.156,16,2,0,4,5,17,0.756,30.6,12,9,4,1.032,8.3,11.415,5.6,0.805
5.0,35.489,34.776,55,58.491,52,35,32,48.0,20,21,456.52,53.516,16,4,5,5,7,19,0.669,38.5,12,11,1,1.029,11.5,8.779,7.7,0.682
7.721,55.574,53.09,86,90.675,81,51,46,67.0,35,37,640.2,81.472,27,3,10,9,2,30,0.655,43.2,28,9,1,1.006,4.9,7.904,3.7,0.686
6.043,37.614,37.759,59,64.214,56,39,36,51.0,20,22,523.54,58.712,16,5,6,5,6,18,0.674,35.7,12,14,1,1.048,8.9,9.349,8.9,0.672
7.161,50.353,48.126,77,80.089,72,47,42,63.0,30,34,580.12,72.309,27,3,7,8,2,30,0.668,41.7,28,8,1,1.004,5.6,8.057,4.2,0.699
6.42,46.972,44.946,73,75.777,68,44,39,59.0,29,33,520.64,68.069,26,2,7,7,1,29,0.661,42.6,28,6,0,1.001,4.4,7.656,2.9,0.691
7.921,53.813,51.563,83,87.259,78,50,45,66.0,33,36,626.17,78.589,27,3,9,8,2,30,0.661,42.3,28,9,1,1.008,5.1,8.028,3.8,0.69
7.921,52.051,50.036,80,83.844,75,49,44,65.0,31,35,612.14,75.705,27,3,8,8,2,30,0.667,41.3,28,9,1,1.009,5.3,8.162,4.0,0.694
6.252,23.801,23.201,35,37.589,33,24,22,31.5,11,11,364.24,34.749,7,5,4,3,2,13,0.703,33.3,11,11,3,1.053,9.1,11.038,15.2,0.721
5.745,39.324,38.659,62,65.626,58,39,35,51.0,23,27,480.52,59.327,20,2,7,6,1,23,0.667,39.7,22,8,0,1.023,5.2,8.285,3.4,0.678
6.342,35.489,34.776,55,58.491,52,35,32,48.0,20,21,456.52,53.516,16,4,5,5,7,19,0.669,38.5,12,11,1,1.029,11.5,8.779,7.7,0.682
6.409,34.034,33.061,53,56.282,50,33,30,44.0,20,20,428.51,51.189,15,4,5,4,5,17,0.661,40.0,12,10,1,1.024,10.0,8.57,8.0,0.681
7.495,53.875,51.18,83,86.92,78,49,44,65.0,34,36,608.18,78.076,27,3,9,8,2,30,0.656,43.6,28,8,1,1.001,5.1,7.797,3.8,0.691
6.319,48.75,46.217,73,75.326,68,45,40,60.0,28,33,571.53,68.203,26,2,7,7,1,29,0.68,41.2,28,7,2,1.003,4.4,8.405,2.9,0.717
7.638,54.978,52.082,84,88.049,79,50,45,67.0,34,35,644.24,79.48,26,3,9,9,3,31,0.659,43.0,28,10,2,1.006,6.3,8.155,3.8,0.696
7.796,51.455,49.028,78,81.219,73,48,43,65.0,30,33,616.18,73.712,26,3,7,8,3,31,0.672,41.1,28,10,2,1.01,6.8,8.441,4.1,0.705
4.764,28.659,26.874,44,45.657,41,26,23,34.5,18,18,326.45,41.003,12,2,6,3,1,16,0.655,43.9,15,5,1,1.0,4.9,7.962,4.9,0.699
6.824,47.137,44.884,72,74.465,67,44,39,59.0,28,32,538.08,67.098,25,3,7,7,1,29,0.67,41.8,28,7,1,1.001,4.5,8.031,4.5,0.704
7.009,49.654,46.917,76,78.797,71,45,40,60.0,31,34,551.12,70.763,26,2,8,7,1,29,0.661,43.7,28,6,1,0.997,4.2,7.762,2.8,0.699
7.699,47.58,46.489,73,77.657,69,47,43,64.0,26,27,626.73,71.218,22,6,5,9,8,26,0.674,37.7,18,16,2,1.032,11.6,9.083,8.7,0.69
7.409,46.193,44.113,73,78.069,69,43,39,56.0,30,25,574.75,70.331,15,6,10,8,7,19,0.639,43.5,12,14,2,1.019,8.7,8.33,8.7,0.669
6.495,37.517,35.53,60,64.106,57,33,30,43.0,27,24,405.54,56.891,15,3,9,5,2,18,0.623,47.4,16,6,0,0.998,5.3,7.115,5.3,0.658
5.444,31.262,28.993,51,55.026,49,25,23,30.0,26,20,314.46,48.469,8,0,12,5,2,8,0.592,53.1,6,3,0,0.989,6.1,6.418,0.0,0.638
5.252,17.761,17.67,26,28.0,25,18,17,24.5,8,10,252.27,26.24,9,2,1,2,1,12,0.707,32.0,11,7,1,1.05,16.0,10.091,8.0,0.71
7.638,36.551,35.093,57,60.614,54,34,31,45.0,23,22,441.55,54.854,16,3,6,5,5,17,0.65,42.6,12,9,1,1.016,9.3,8.177,5.6,0.677
6.851,37.04,36.082,57,60.78,54,36,33,49.0,21,22,467.55,55.291,15,5,6,6,5,18,0.668,38.9,12,11,1,1.024,9.3,8.658,9.3,0.686
4.699,26.881,25.846,41,45.229,40,24,23,31.0,17,14,360.85,41.309,8,2,6,4,4,10,0.646,42.5,6,9,2,1.033,12.5,9.021,5.0,0.672
7.215,47.25,46.445,74,80.491,71,46,43,61.0,28,25,636.73,73.756,17,6,8,12,9,21,0.654,39.4,12,18,2,1.039,14.1,8.968,8.5,0.665
5.0,25.949,25.07,41,44.077,39,24,22,32.0,17,17,300.36,39.44,9,2,7,3,1,12,0.643,43.6,10,5,0,1.011,5.1,7.702,5.1,0.665
4.699,27.563,25.983,43,46.04,41,24,22,30.0,19,17,322.43,41.407,9,0,8,4,1,11,0.634,46.3,10,5,1,1.01,7.3,7.864,0.0,0.672
6.237,45.273,43.036,70,72.022,65,42,37,57.0,28,32,488.62,64.672,26,2,6,6,1,29,0.662,43.1,28,5,0,0.995,4.6,7.517,3.1,0.697
5.495,26.483,24.847,40,42.542,38,23,21,29.0,17,16,326.24,38.356,9,1,7,3,1,11,0.654,44.7,10,5,2,1.009,5.3,8.585,2.6,0.697
5.174,35.818,34.819,54,55.657,50,36,32,50.0,18,23,446.52,50.978,21,4,2,3,5,23,0.696,36.0,18,9,1,1.02,8.0,8.93,8.0,0.716
7.854,57.029,54.805,89,92.884,83,54,48,70.0,35,38,668.21,83.8,27,3,11,8,2,30,0.66,42.2,28,10,1,1.01,6.0,8.051,3.6,0.687
4.301,30.511,30.008,46,49.451,44,30,28,40.5,16,18,400.45,45.422,16,4,2,6,2,19,0.682,36.4,17,10,1,1.032,11.4,9.101,9.1,0.693
4.699,23.972,23.125,35,38.26,34,22,21,28.0,13,12,354.23,35.647,7,1,5,4,3,9,0.68,38.2,6,9,3,1.048,14.7,10.419,2.9,0.705
8.284,37.386,36.479,58,60.993,54,38,34,51.0,20,20,504.6,55.913,16,6,4,5,7,19,0.676,37.0,12,14,2,1.035,11.1,9.344,11.1,0.692
5.854,39.512,37.509,62,64.607,58,36,32,48.0,26,27,426.55,57.789,20,2,7,6,1,23,0.647,44.8,22,5,0,0.996,5.2,7.354,3.4,0.681
7.018,53.318,51.784,83,89.112,79,51,47,68.0,32,30,684.82,81.196,22,6,8,13,8,26,0.655,40.5,18,17,2,1.028,11.4,8.669,7.6,0.675
6.456,47.892,45.39,73,75.382,68,44,39,59.0,29,33,537.09,67.88,26,2,7,7,1,29,0.667,42.6,28,6,1,0.998,4.4,7.898,2.9,0.704
6.328,38.807,37.631,61,65.694,58,37,34,49.0,24,22,484.59,59.276,16,6,6,7,6,18,0.649,41.4,12,12,1,1.022,8.6,8.355,10.3,0.669
5.319,20.301,19.169,29,31.426,28,18,17,23.0,11,10,296.19,29.109,6,1,4,2,2,8,0.685,39.3,6,7,3,1.04,10.7,10.578,3.6,0.725
4.301,29.96,29.701,45,48.163,43,30,28,40.5,15,18,401.43,44.647,16,3,2,7,2,19,0.691,34.9,17,10,1,1.038,14.0,9.336,7.0,0.697
7.658,52.114,49.653,80,83.505,75,48,43,64.0,32,35,594.15,75.192,27,3,8,8,2,30,0.662,42.7,28,8,1,1.003,5.3,7.922,4.0,0.695
7.678,57.336,54.617,89,94.09,84,52,47,68.0,37,38,654.23,84.356,27,3,11,9,2,30,0.65,44.0,28,9,1,1.004,4.8,7.788,3.6,0.683
5.102,22.21,21.598,32,34.845,31,21,20,27.0,11,11,340.2,32.764,7,1,4,3,3,9,0.697,35.5,6,9,3,1.057,16.1,10.974,3.2,0.716
4.481,26.404,25.486,43,46.749,41,24,22,30.0,19,17,307.37,41.618,9,1,8,4,1,11,0.622,46.3,10,5,0,1.015,4.9,7.497,2.4,0.644
5.0,38.335,36.852,58,59.989,54,37,33,51.0,21,25,459.56,54.643,22,3,3,5,5,23,0.682,38.9,18,8,1,1.012,7.4,8.51,5.6,0.71
6.879,35.335,33.852,55,56.989,51,34,30,45.0,21,22,423.53,51.643,16,3,6,3,5,17,0.664,41.2,12,8,1,1.013,7.8,8.305,5.9,0.693
6.42,27.744,27.459,41,43.538,39,28,26,38.5,13,17,371.4,40.436,16,3,1,5,2,19,0.704,33.3,17,9,1,1.037,12.8,9.523,7.7,0.711
6.292,39.011,37.829,61,65.322,58,37,34,49.0,24,23,484.58,59.283,17,4,6,7,6,18,0.652,41.4,12,11,1,1.022,10.3,8.355,6.9,0.673
6.699,30.54,28.948,40,42.104,38,29,27,39.0,11,16,465.4,39.876,15,2,1,4,4,16,0.762,28.9,12,11,5,1.049,7.9,12.247,5.3,0.804
