pXC50,Eig04_AEA.bo.,Eig04_EA,SM12_AEA.bo.,CENT,ZM2MulPer,ZM2Per,ZM2V,Eig06_AEA.ed.,Eig06_AEA.ri.,Eig06_EA,Eig06_EA.ed.,SM14_AEA.bo.,SM15_AEA.dm.,ZM2Kup,Eig04_EA.bo.,SM14_AEA.ri.,Eig14_EA.ri.,Eig15_EA,Eig15_EA.ri.,SM09_AEA.dm.,Eig04_AEA.ri.,Eig06_EA.bo.,Dz,ATS1s,Chi0_EA.ri.,Chi1_EA.ri.,MDDD,SM03_EA.bo.,piPC02,SM02_EA.bo.,Eig15_EA.bo.,BBI,Eig14_AEA.ed.,MPC02,MWC02,SM02_AEA.ed.,SM02_EA,SpAD_AEA.bo.,SpAD_AEA.ed.,SpAD_AEA.ri.,SpAD_EA,SpAD_EA.ed.,SRW04,SRW06,X2,ZM1,ZM2Mad,VAR,Eig06_AEA.bo.,Eig09_AEA.ed.,Eig15_AEA.ri.,Eig15_EA.ed.,SM04_EA.bo.,SM10_AEA.ri.,SpAD_EA.bo.,BID,Eig14_EA,Eig14_EA.bo.,HDcpx,IDM,SM08_AEA.dm.,SpMaxA_EA.ri.,X1sol,XMOD,Eig04_EA.ri.,S0K,Eig08_EA.ed.,RDSQ,SM03_AEA.ri.,Chi0_EA.ed.,Eig04_EA.ed.,SM13_AEA.dm.,X1v,C.018,SpMax3_Bh.i.,Eig15_AEA.ed.,Eta_betaS,SM07_EA.bo.,SM08_EA.bo.,Eig02_EA.bo.,SM12_AEA.ri.,Eig09_EA.ed.,SM04_AEA.ri.,ATS6m,ATS7m,Eig11_AEA.ed.,ATSC7i,Eig11_AEA.bo.,Eig04_AEA.ed.,AAC,AECC,ALOGP,ALOGP2,AMR,AMW,ARR,ATS1e,ATS1i,ATS1m,ATS1p,ATS1v,ATS2e,ATS2i,ATS2m,ATS2p,ATS2s,ATS2v,ATS3e,ATS3i,ATS3m,ATS3p,ATS3s,ATS3v,ATS4e,ATS4i,ATS4m,ATS4p,ATS4s,ATS4v,ATS5e,ATS5i,ATS5m,ATS5p,ATS5s,ATS5v,ATS6e,ATS6i,ATS6p,ATS6s,ATS6v,ATS7e,ATS7i,ATS7p,ATS7s,ATS7v,ATS8e,ATS8i,ATS8m,ATS8p,ATS8s,ATS8v,ATSC1e,ATSC1i,ATSC1m,ATSC1p,ATSC1s,ATSC1v,ATSC2e,ATSC2i,ATSC2m,ATSC2p,ATSC2s,ATSC2v,ATSC3e,ATSC3i,ATSC3m,ATSC3p,ATSC3s,ATSC3v,ATSC4e,ATSC4i,ATSC4m,ATSC4p,ATSC4s,ATSC4v,ATSC5e,ATSC5i,ATSC5m,ATSC5p,ATSC5s,ATSC5v,ATSC6e,ATSC6i,ATSC6m,ATSC6p,ATSC6s,ATSC6v,ATSC7e,ATSC7m,ATSC7p,ATSC7s,ATSC7v,ATSC8e,ATSC8i,ATSC8m,ATSC8p,ATSC8s,ATSC8v,BAC,BIC0,BIC1,BIC2,BIC3,BIC4,BIC5,BLI,BLTA96,BLTD48,BLTF96,Br.094,C.,C.001,C.002,C.003,C.004,C.005,C.006,C.007,C.008,C.009,C.011,C.012,C.013,C.015,C.016,C.017,C.019,C.021,C.022,C.024,C.025,C.026,C.027,C.028,C.029,C.030,C.031,C.032,C.033,C.034,C.035,C.039,C.040,C.041,C.042,C.043,C.044,CATS2D_00_DD,CATS2D_00_DP,CATS2D_00_PP,CATS2D_01_AA,CATS2D_01_AN,CATS2D_01_DA,CATS2D_01_DN,CATS2D_01_LL,CATS2D_01_NL,CATS2D_02_AA,CATS2D_02_AL,CATS2D_02_AP,CATS2D_02_DA,CATS2D_02_DD,CATS2D_02_DL,CATS2D_02_LL,CATS2D_02_NL,CATS2D_02_PL,CATS2D_03_AA,CATS2D_03_AL,CATS2D_03_AP,CATS2D_03_DA,CATS2D_03_DD,CATS2D_03_DL,CATS2D_03_DP,CATS2D_03_LL,CATS2D_03_NL,CATS2D_03_PL,CATS2D_04_AA,CATS2D_04_AL,CATS2D_04_AP,CATS2D_04_DA,CATS2D_04_DD,CATS2D_04_DL,CATS2D_04_DP,CATS2D_04_LL,CATS2D_04_PL,CATS2D_04_PP,CATS2D_05_AA,CATS2D_05_AL,CATS2D_05_AP,CATS2D_05_DA,CATS2D_05_DD,CATS2D_05_DL,CATS2D_05_DN,CATS2D_05_DP,CATS2D_05_LL,CATS2D_05_PL,CATS2D_06_AA,CATS2D_06_AL,CATS2D_06_AP,CATS2D_06_DA,CATS2D_06_DD,CATS2D_06_DL,CATS2D_06_DP,CATS2D_06_LL,CATS2D_06_PL,CATS2D_07_AA,CATS2D_07_AL,CATS2D_07_AN,CATS2D_07_AP,CATS2D_07_DA,CATS2D_07_DD,CATS2D_07_DL,CATS2D_07_DP,CATS2D_07_LL,CATS2D_07_PL,CATS2D_08_AA,CATS2D_08_AL,CATS2D_08_AP,CATS2D_08_DA,CATS2D_08_DD,CATS2D_08_DL,CATS2D_08_DP,CATS2D_08_LL,CATS2D_08_PL,CATS2D_09_AA,CATS2D_09_AL,CATS2D_09_AP,CATS2D_09_DA,CATS2D_09_DD,CATS2D_09_DL,CATS2D_09_DP,CATS2D_09_LL,CATS2D_09_NL,CATS2D_09_PL,Chi0_AEA.bo.,Chi0_AEA.dm.
5.959,3.415,2.097,2.097,922.0,410.061,600.25,386.0,4.72,2.707,1.821,4.787,1.821,4.787,389.52,2.602,2.602,-0.229,-0.453,-0.429,-0.453,3.074,2.298,55.167,5.015,17.176,14.045,20.576,4.59,4.107,4.792,-0.622,37,2.352,3.638,4.86,5.68,4.317,40.318,41.551,40.107,39.777,112.224,5.313,6.81,10.748,128.0,185.788,90.0,3.205,3.517,0.473,-1.076,6.91,-1.076,50.085,3.267,-0.347,-0.445,1.681,7.99,-0.347,0.111,12.636,82.127,2.012,106.096,2.88,201.18,2.88,9.973,5.885,5.885,8.623,0,3.878,2.154,16.5,10.427,12.002,3.961,3.961,2.412,2.412,3.873,3.951,3.247,0.886,2.0,5.079,1.842,10.12,1.599,2.557,95.872,9.102,0.407,3.859,3.982,3.576,3.39,3.383,4.388,4.548,3.967,3.795,5.554,3.756,4.68,4.897,4.075,3.91,5.81,3.833,4.655,4.867,4.232,3.795,6.037,3.747,4.505,4.704,3.776,3.629,5.817,3.6,4.35,4.516,3.634,5.752,3.61,4.413,4.599,3.659,5.635,3.611,4.405,4.639,3.707,3.471,5.673,3.399,0.148,0.646,6.342,3.323,12.313,4.067,0.331,0.991,13.408,5.864,29.161,7.513,0.599,1.112,27.014,8.588,63.36,11.089,0.864,0.999,33.747,8.087,86.415,10.181,0.729,0.875,25.159,6.457,92.216,7.553,0.557,0.856,15.19,5.304,80.521,6.381,0.525,19.94,5.395,46.277,6.851,0.651,0.797,23.465,5.815,65.239,7.623,17,0.324,0.692,0.811,0.831,0.831,0.831,0.958,-2.99,-2.99,-2.89,0,38.1,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,3,1,3,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,2,0,5,8,0,0,1,0,0,2,1,0,0,3,0,0,0,6,0,2,3,4,0,3,0,0,1,4,0,1,0,2,0,0,0,0,1,1,0,2,0,5,0,0,0,0,4,0,0,1,0,4,0,0,0,0,7,0,0,2,5,0,2,0,0,1,0,0,0,1,0,0,0,0,16.759,16.759
5.0,4.283,2.902,2.902,3944.0,709.299,1047.31,666.0,5.655,3.436,2.498,7.442,2.498,7.442,646.854,3.942,3.942,1.363,1.264,1.249,1.264,3.849,3.014,92.667,5.463,29.237,24.995,55.549,5.568,4.773,5.462,1.329,72,3.977,4.29,5.485,6.409,4.977,74.329,76.857,74.255,73.906,227.757,5.953,7.506,19.798,240.0,376.432,227.0,3.682,4.891,2.255,2.872,7.74,2.872,93.194,3.788,1.381,1.708,1.818,9.554,1.381,0.068,21.928,141.861,2.753,221.329,6.371,466.603,6.371,16.142,9.6,9.6,16.997,0,3.971,3.823,28.0,11.647,13.227,4.334,4.334,5.282,5.282,4.677,4.543,4.841,2.683,3.08,6.371,1.709,15.419,5.69,32.372,171.59,8.333,0.354,4.444,4.548,4.198,4.062,4.009,5.04,5.2,4.583,4.506,6.166,4.438,5.321,5.513,4.683,4.666,6.394,4.564,5.408,5.607,4.83,4.684,6.545,4.57,5.401,5.596,4.765,4.644,6.664,4.572,5.397,5.589,4.71,6.491,4.618,5.514,5.744,4.69,6.624,4.552,5.394,5.657,4.505,4.555,6.445,4.424,0.103,1.119,16.315,7.664,19.103,9.196,0.432,1.915,33.013,13.56,60.785,16.999,0.543,2.361,50.142,18.564,72.916,22.885,0.8,2.44,71.194,21.227,111.978,25.272,1.257,2.442,60.205,19.039,174.294,22.646,0.613,2.549,50.627,19.7,91.259,24.792,1.002,63.53,22.144,174.246,28.851,1.048,2.376,61.829,20.224,139.649,26.655,65,0.26,0.587,0.76,0.844,0.855,0.855,1.062,-5.08,-4.97,-4.66,0,41.6,2,4,0,0,0,5,0,1,0,0,0,0,0,1,1,0,0,0,6,4,4,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,10,0,2,7,0,1,0,7,14,0,0,1,11,0,0,0,5,0,11,0,0,0,13,0,2,0,1,0,14,0,0,1,17,0,1,1,2,0,0,11,0,0,9,0,2,0,5,0,19,0,2,7,0,0,1,0,3,0,19,0,2,6,0,4,0,0,0,13,0,0,7,0,0,0,7,0,13,0,0,28.471,28.471
5.0,4.026,2.762,2.762,3005.0,653.549,962.02,611.0,5.335,3.148,2.208,6.66,2.208,6.66,650.602,3.354,3.354,1.059,1.0,0.928,1.0,3.714,2.881,86.5,5.502,27.026,22.185,42.312,5.293,4.675,5.364,1.163,62,3.733,4.143,5.352,6.232,4.828,65.002,68.376,64.527,64.522,192.409,5.814,7.351,17.227,210.0,279.76,188.0,3.561,4.87,1.936,2.461,7.606,2.461,83.503,3.693,1.087,1.231,1.798,9.297,1.087,0.072,18.372,119.794,2.624,204.131,5.386,403.715,5.386,15.139,9.034,9.034,12.345,0,3.952,3.699,27.25,11.283,12.9,4.128,4.128,5.308,5.308,4.423,4.445,4.534,2.357,2.952,6.141,1.705,13.282,3.582,12.832,146.018,7.833,0.512,4.338,4.466,3.94,3.803,3.818,4.868,5.055,4.32,4.196,6.012,4.197,5.056,5.235,4.419,4.335,6.24,4.322,5.189,5.394,4.486,4.357,6.484,4.341,5.204,5.413,4.396,4.351,6.39,4.335,5.181,5.389,4.424,6.317,4.38,5.271,5.504,4.439,6.349,4.386,5.233,5.467,4.417,4.344,6.455,4.302,0.14,1.145,13.017,5.346,11.905,7.044,0.598,1.77,26.231,8.877,38.466,12.021,0.595,2.097,31.387,11.003,54.569,14.684,1.037,2.227,38.99,12.605,120.109,17.169,1.107,2.207,40.42,10.99,114.841,14.934,0.833,2.287,37.677,12.764,82.724,17.538,0.818,42.849,13.696,73.703,20.019,1.225,2.253,42.727,12.703,110.6,18.261,64,0.266,0.643,0.815,0.874,0.874,0.874,0.861,-3.75,-3.71,-3.53,0,39.7,0,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,0,0,1,0,0,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,5,0,2,7,0,5,0,7,5,0,0,2,5,0,1,0,3,0,3,0,0,0,10,0,4,4,5,0,2,0,0,3,8,0,0,0,3,0,0,3,0,3,7,0,2,0,7,0,3,0,1,5,0,0,3,0,5,0,3,0,4,3,0,5,2,4,0,4,0,2,3,0,0,0,2,0,5,0,0,26.273,26.273
5.0,4.099,2.747,2.747,2092.0,626.056,917.24,582.0,5.217,3.078,2.14,6.48,2.14,6.48,630.738,3.463,3.463,0.342,0.352,0.301,0.352,3.689,2.782,77.5,5.41,23.637,19.48,36.18,5.147,4.494,5.182,0.386,54,3.021,4.007,5.209,6.107,4.691,55.607,58.353,55.078,55.24,166.968,5.673,7.228,15.163,182.0,249.215,140.0,3.475,4.898,1.217,0.603,7.39,0.603,70.054,3.56,0.396,0.452,1.758,8.865,0.396,0.088,15.822,105.445,2.574,162.974,5.726,319.203,5.726,12.811,8.822,8.822,10.119,0,3.843,2.971,24.0,10.87,12.46,3.999,3.999,5.276,5.276,4.061,4.009,4.028,1.487,2.649,6.078,1.811,13.294,3.881,15.065,120.223,8.255,0.486,4.181,4.287,3.819,3.59,3.639,4.696,4.852,4.212,3.93,5.928,3.987,4.871,5.003,4.354,4.072,6.256,4.124,4.965,5.15,4.237,4.11,6.19,4.106,4.971,5.17,4.157,4.096,6.144,4.074,4.931,5.145,4.021,6.123,3.982,4.857,5.115,3.875,5.993,3.849,4.682,4.9,3.99,3.738,5.985,3.776,0.241,0.916,9.999,4.578,11.947,5.41,0.752,1.357,21.622,7.518,50.92,8.972,1.2,1.653,24.404,7.729,79.055,9.366,1.098,1.661,29.552,9.584,85.717,12.264,1.125,1.673,30.993,9.389,71.271,12.534,1.08,1.631,30.075,9.243,75.683,12.335,0.918,31.121,8.513,74.725,12.79,0.995,1.342,24.284,6.132,80.035,8.003,59,0.295,0.608,0.739,0.778,0.791,0.815,0.82,-3.27,-3.26,-3.12,0,38.6,2,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,6,1,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,0,6,0,3,2,0,0,4,6,0,1,0,4,0,0,0,0,3,7,0,3,2,1,0,2,0,0,0,4,0,2,0,0,0,0,2,0,5,2,0,3,0,3,0,0,0,3,1,0,0,0,0,3,0,0,0,1,2,0,3,1,0,0,2,0,1,2,0,2,0,0,0,2,0,0,22.632,22.632
5.0,3.997,2.629,2.629,1567.0,566.356,818.81,527.0,5.364,3.112,2.146,6.502,2.146,6.502,521.846,3.553,3.553,0.229,-0.228,-0.217,-0.228,3.577,2.824,67.5,5.22,20.607,17.634,30.508,5.427,4.588,5.276,-0.28,51,2.986,3.951,5.142,6.057,4.635,52.702,54.365,52.426,52.377,160.562,5.609,7.165,14.586,170.0,261.213,116.0,3.509,4.714,0.728,-0.543,7.654,-0.543,71.959,3.472,0.241,0.292,1.734,8.594,0.241,0.091,15.524,100.934,2.5,149.58,5.232,283.485,5.232,11.303,7.841,7.841,11.085,0,3.896,2.859,20.5,11.606,13.229,4.582,4.582,4.851,4.851,3.915,3.942,3.718,1.281,2.658,5.656,1.719,11.968,3.864,14.932,122.737,8.103,0.647,4.104,4.224,3.876,3.648,3.62,4.618,4.794,4.174,4.016,5.962,3.99,4.786,4.955,4.224,4.173,5.958,4.124,4.937,5.132,4.161,4.214,6.076,4.121,5.003,5.255,4.006,4.116,6.109,4.009,4.823,5.085,3.953,5.83,3.865,4.627,4.861,3.859,5.821,3.799,4.578,4.779,3.856,3.88,5.703,3.799,0.138,0.904,12.929,4.722,20.395,5.743,0.473,1.378,22.161,7.738,72.0,9.924,0.338,1.611,24.428,8.777,40.919,11.033,0.405,1.764,32.164,11.123,46.141,14.3,0.678,1.676,37.021,11.492,90.976,15.73,0.506,1.46,30.445,8.58,62.666,12.541,0.541,22.957,6.991,53.727,9.878,0.292,1.246,21.137,7.269,30.346,9.7,51,0.28,0.632,0.768,0.863,0.869,0.869,0.978,-3.85,-3.81,-3.61,0,38.9,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,3,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,5,0,3,9,2,4,0,2,8,0,0,0,9,0,0,0,3,0,5,0,2,2,13,0,1,0,4,0,4,2,0,1,5,0,2,1,2,0,1,1,1,1,9,0,0,0,2,0,3,0,5,5,0,2,2,0,1,0,1,0,1,3,0,1,0,1,0,6,0,3,3,1,2,0,1,0,5,0,1,20.074,20.074
5.0,3.792,2.421,2.421,2673.0,536.926,773.19,501.0,5.028,3.199,2.236,6.063,2.236,6.063,525.974,3.232,3.232,0.858,0.483,0.448,0.483,3.401,2.826,75.5,5.372,24.396,19.599,52.617,4.997,4.559,5.247,0.59,51,3.128,3.951,5.187,5.974,4.635,55.955,56.87,55.214,55.313,152.226,5.638,7.124,14.986,178.0,221.519,223.0,3.598,4.149,1.422,1.157,7.453,1.157,74.611,3.588,0.94,1.103,1.764,8.928,0.94,0.079,17.012,106.9,2.371,179.525,5.512,312.44,5.512,14.393,6.918,6.918,11.168,0,3.869,3.081,22.75,10.932,12.616,3.911,3.911,3.667,3.667,4.015,3.979,3.604,1.617,2.788,5.355,1.549,16.286,4.201,17.647,136.188,7.574,0.605,4.219,4.334,3.798,3.75,3.741,4.713,4.881,4.114,4.088,5.834,4.065,4.892,5.066,4.171,4.211,6.035,4.164,4.97,5.189,4.054,4.205,5.978,4.122,4.93,5.153,4.037,4.194,5.95,4.11,4.912,5.13,4.194,5.905,4.104,4.919,5.161,4.16,5.887,4.063,4.817,5.03,3.921,4.071,5.859,3.981,0.036,0.9,12.045,5.384,9.303,6.875,0.31,1.382,22.644,8.603,31.037,11.199,0.486,1.615,27.549,10.039,53.629,13.253,0.396,1.673,31.843,11.542,48.311,15.663,0.388,1.638,30.406,10.993,50.395,15.232,0.308,1.621,29.417,10.988,40.691,15.156,0.336,30.451,10.971,41.058,15.655,0.304,1.472,26.418,10.123,38.738,13.742,24,0.246,0.623,0.817,0.894,0.899,0.899,0.882,-4.15,-4.09,-3.87,0,43.5,2,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,8,3,3,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,1,8,0,2,0,4,11,0,0,2,8,0,1,0,4,0,10,0,0,0,6,0,1,0,4,0,7,0,0,0,10,0,1,0,4,0,0,9,0,0,10,0,0,0,3,0,10,0,1,6,0,0,0,0,1,0,11,0,0,6,0,3,1,1,0,11,0,1,5,0,0,0,0,0,5,0,0,23.817,23.817
5.0,3.838,2.541,2.541,2042.0,531.359,785.64,499.0,5.183,2.95,2.018,6.151,2.018,6.151,534.902,3.331,3.331,0.576,0.618,0.572,0.618,3.469,2.545,72.5,5.292,23.51,19.42,40.777,5.13,4.53,5.218,0.618,52,3.198,3.97,5.187,6.033,4.654,54.966,56.473,55.235,55.254,159.889,5.645,7.165,14.382,178.0,235.833,166.0,3.427,4.511,1.539,1.372,7.516,1.372,71.726,3.532,0.621,0.757,1.751,8.77,0.621,0.082,15.691,102.346,2.359,162.465,4.888,310.121,4.888,13.406,7.75,7.75,11.257,0,3.932,3.0,22.5,11.334,12.985,4.504,4.504,4.452,4.452,4.06,4.015,3.656,1.614,2.52,5.742,1.62,13.576,4.761,22.67,124.882,7.509,0.568,4.211,4.322,3.792,3.709,3.709,4.775,4.948,4.155,4.097,5.811,4.084,4.983,5.18,4.213,4.194,6.059,4.156,5.01,5.231,4.148,4.152,6.061,4.1,4.934,5.142,4.089,4.104,6.004,4.047,4.941,5.159,4.078,5.997,4.026,4.887,5.106,4.038,5.957,3.996,4.778,4.973,3.993,4.034,5.831,3.979,0.058,0.944,12.288,5.569,7.222,7.017,0.379,1.51,24.914,9.094,25.934,11.839,0.644,1.772,32.376,11.278,49.412,14.879,0.687,1.792,34.886,12.037,55.404,15.843,0.719,1.649,31.833,11.332,58.454,14.828,0.636,1.671,32.56,11.127,57.323,14.538,0.737,31.105,9.673,61.559,12.704,0.45,1.468,25.697,9.439,40.61,12.598,11,0.26,0.591,0.781,0.84,0.855,0.855,0.913,-4.48,-4.4,-4.15,0,41.7,1,3,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,5,2,4,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,11,0,0,0,4,3,0,0,1,8,0,0,0,1,0,4,0,0,3,5,0,0,0,0,0,6,0,0,3,3,0,1,0,0,0,0,5,0,2,7,0,0,0,0,0,5,0,1,4,0,0,1,0,1,0,3,0,1,8,0,0,0,1,0,4,0,0,5,0,1,0,1,0,3,0,0,22.748,22.748
5.0,3.796,2.535,2.535,1787.0,517.907,756.84,485.0,5.323,3.15,2.221,6.73,2.221,6.73,521.033,3.119,3.119,0.552,0.278,0.263,0.278,3.508,2.501,68.5,5.301,21.286,17.635,33.205,5.027,4.413,5.1,0.336,49,3.211,3.912,5.118,5.999,4.595,53.082,52.67,51.404,51.398,152.991,5.58,7.107,14.063,166.0,219.956,135.0,3.473,3.844,1.228,0.483,7.382,0.483,65.09,3.473,0.591,0.711,1.746,8.647,0.591,0.094,14.87,94.727,2.469,151.58,4.115,290.216,4.115,12.073,7.957,7.957,10.438,0,3.815,2.957,21.25,11.239,12.882,3.942,3.942,3.15,3.15,4.205,4.191,3.43,1.752,2.498,5.85,1.633,10.226,1.839,3.383,117.484,7.337,0.441,4.177,4.306,3.724,3.613,3.615,4.724,4.917,4.099,4.009,5.793,3.997,4.962,5.18,4.127,4.137,6.028,4.082,5.008,5.256,4.141,4.13,5.989,4.073,4.865,5.063,4.153,4.107,5.923,4.086,4.962,5.152,4.179,6.093,4.151,5.06,5.28,4.198,6.178,4.144,5.003,5.247,3.964,4.127,5.95,4.031,0.189,0.894,12.784,4.687,19.748,6.664,0.323,1.386,24.179,7.835,34.585,11.55,0.662,1.584,32.423,10.069,65.938,14.886,0.765,1.589,35.185,10.417,55.895,15.813,0.445,1.531,28.462,8.521,37.944,12.822,0.584,1.685,31.229,8.874,54.292,13.487,0.88,35.761,9.718,75.414,15.157,0.601,1.588,34.2,10.099,55.822,15.703,32,0.266,0.622,0.791,0.852,0.852,0.852,0.921,-3.08,-3.08,-2.96,0,36.2,3,2,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,1,3,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,2,0,0,0,3,0,2,3,1,1,0,5,4,0,0,5,3,2,2,0,2,0,2,0,0,6,4,2,3,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,2,10,0,1,0,1,0,1,1,4,8,0,2,5,0,1,0,3,1,0,6,0,2,0,1,0,3,1,0,5,0,1,0,4,0,5,0,1,20.731,20.731
5.678,3.922,2.841,2.841,3848.0,655.611,958.46,613.0,5.874,3.411,2.465,7.768,2.465,7.768,603.65,3.433,3.433,1.169,1.0,1.0,1.0,3.769,2.851,90.833,5.479,29.213,24.496,58.993,5.352,4.649,5.338,1.316,66,3.754,4.205,5.416,6.293,4.89,69.39,72.024,69.358,69.2,204.493,5.878,7.421,18.711,224.0,345.555,278.0,3.756,4.709,2.0,2.419,7.565,2.419,85.338,3.765,1.238,1.349,1.808,9.462,1.238,0.066,21.228,137.605,2.586,214.477,6.101,424.576,6.101,16.129,9.005,9.005,16.329,0,3.934,3.551,28.5,11.408,13.019,3.977,3.977,4.617,4.617,4.567,4.534,4.327,2.241,2.81,6.138,1.669,16.976,5.342,28.539,170.073,7.491,0.391,4.496,4.621,4.163,4.017,3.968,5.087,5.281,4.512,4.43,6.136,4.363,5.368,5.577,4.642,4.636,6.374,4.539,5.512,5.748,4.531,4.679,6.503,4.55,5.508,5.768,4.534,4.659,6.41,4.527,5.461,5.721,4.606,6.38,4.475,5.352,5.6,4.505,6.362,4.394,5.262,5.504,4.401,4.44,6.273,4.314,0.076,1.264,20.736,7.815,18.574,10.317,0.513,2.034,39.117,12.934,65.567,17.58,0.659,2.533,58.987,17.554,70.348,23.955,0.886,2.662,63.492,20.784,112.54,28.418,0.721,2.642,62.501,20.106,86.361,29.046,0.73,2.492,65.052,18.696,85.627,26.67,0.879,58.969,16.151,93.724,23.233,0.792,2.048,52.656,15.458,87.343,22.089,55,0.253,0.547,0.741,0.808,0.836,0.836,1.065,-4.41,-4.34,-4.09,0,36.6,2,2,0,0,2,6,0,2,0,0,0,0,0,0,0,0,0,0,7,0,6,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,7,0,3,0,2,5,0,0,1,10,0,1,0,5,0,2,0,0,2,8,0,3,1,1,0,6,0,0,2,10,0,1,0,3,0,0,7,0,2,6,0,0,0,2,0,4,0,3,7,0,0,1,0,6,0,2,0,3,2,0,2,0,1,0,5,0,0,9,0,2,0,2,0,4,0,0,28.021,28.021
5.538,3.85,2.668,2.668,2746.0,547.986,810.21,514.0,5.392,3.425,2.453,7.057,2.453,7.057,543.776,3.169,3.169,0.983,0.66,0.647,0.66,3.621,2.7,82.5,5.424,26.489,21.543,45.526,4.956,4.454,5.142,0.786,60,3.414,4.111,5.323,6.196,4.796,63.096,66.159,62.827,62.777,185.722,5.784,7.326,16.495,204.0,269.849,224.0,3.571,4.893,1.651,1.372,7.203,1.372,73.874,3.668,1.0,1.0,1.787,9.189,1.0,0.076,18.389,116.099,2.543,191.421,5.761,384.045,5.761,14.896,8.455,8.455,13.766,0,3.904,3.31,26.25,10.576,12.145,3.964,3.964,5.676,5.676,4.35,4.183,4.146,2.258,2.714,6.021,1.525,14.237,3.655,13.36,148.213,6.776,0.286,4.432,4.57,3.921,3.892,3.869,5.038,5.248,4.303,4.321,5.967,4.272,5.327,5.562,4.434,4.515,6.261,4.439,5.431,5.678,4.445,4.554,6.405,4.474,5.442,5.683,4.457,4.572,6.485,4.487,5.406,5.644,4.546,6.381,4.44,5.411,5.686,4.452,6.3,4.321,5.263,5.539,4.107,4.326,6.139,4.205,0.032,1.179,18.11,6.578,11.145,9.87,0.476,1.902,35.32,11.066,36.537,17.074,0.556,2.349,47.751,14.58,54.5,22.827,0.654,2.456,53.861,15.746,79.905,24.541,1.011,2.478,54.847,15.761,111.883,24.678,0.642,2.419,52.039,15.848,80.741,24.641,0.768,53.425,14.967,86.391,24.141,0.738,1.93,46.069,13.81,76.125,21.436,41,0.235,0.541,0.765,0.845,0.845,0.845,0.983,-4.05,-4.0,-3.79,0,36.4,1,7,0,0,3,2,0,3,0,0,0,0,0,0,0,0,0,0,3,1,3,1,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,3,7,0,3,0,4,6,0,0,4,9,0,1,0,4,0,1,0,0,1,11,0,2,0,2,0,4,0,0,5,11,0,2,0,0,0,0,8,0,1,11,0,1,1,3,0,4,0,1,10,0,0,1,0,3,0,0,0,3,4,0,2,0,2,0,3,0,1,5,0,0,0,0,0,9,0,0,25.825,25.825
