pXC50,SCBO,MW,RBN,nH,nSK,Sv,nBO,Se,Sp,Si,nBT,nAT,nCsp3,nHet,nO,nC,nDB,nAB,C.,H.,Mi,nCsp2,AMW,nN,Mv,RBF,nBM,Mp,nF,nCsp
5.796,71.0,682.91,13,42,49,57.571,54,91.236,60.864,102.058,96.0,91.0,13,11,6,38,3,28,41.8,46.2,1.122,25,7.505,4,0.633,0.135,31,0.669,0,0
7.046,44.0,402.47,6,22,30,34.369,33,52.356,35.648,57.614,55.0,52.0,4,5,5,25,2,18,48.1,42.3,1.108,21,7.74,0,0.661,0.109,20,0.686,0,0
8.77,50.0,476.51,7,24,35,39.04,39,60.222,39.773,65.658,63.0,59.0,6,8,8,27,2,18,45.8,40.7,1.113,21,8.076,0,0.662,0.111,20,0.674,0,0
7.097,51.0,461.45,5,19,34,36.481,39,54.673,36.494,58.91,58.0,53.0,4,9,8,25,1,22,47.2,35.8,1.112,21,8.707,1,0.688,0.086,23,0.689,0,0
5.959,47.0,417.44,5,19,31,34.051,35,51.018,34.585,55.492,54.0,50.0,3,7,6,24,1,22,48.0,38.0,1.11,21,8.349,1,0.681,0.093,23,0.692,0,0
7.301,46.0,416.45,5,20,31,34.557,35,51.8,35.341,56.408,55.0,51.0,4,6,6,25,2,18,49.0,39.2,1.106,21,8.166,0,0.678,0.091,20,0.693,0,0
11.0,54.0,522.68,8,30,37,42.695,40,67.607,44.841,75.358,70.0,67.0,8,10,5,27,3,22,40.3,44.8,1.125,19,7.801,4,0.637,0.114,25,0.669,0,0
7.215,57.0,515.63,6,25,37,41.62,41,62.738,43.313,69.029,66.0,62.0,6,9,5,28,3,22,45.2,40.3,1.113,21,8.317,3,0.671,0.091,26,0.699,0,1
6.201,46.0,414.48,5,22,31,35.369,35,53.356,36.648,58.614,57.0,53.0,5,5,5,26,2,18,49.1,41.5,1.106,21,7.82,0,0.667,0.088,20,0.691,0,0
6.301,46.0,416.45,5,20,31,34.557,35,51.8,35.341,56.408,55.0,51.0,4,6,6,25,2,18,49.0,39.2,1.106,21,8.166,0,0.678,0.091,20,0.693,0,0
7.42,56.0,543.72,11,37,40,47.594,44,76.963,50.233,86.6,81.0,77.0,13,8,5,32,1,22,41.6,48.1,1.125,19,7.061,3,0.618,0.136,23,0.652,0,0
5.553,37.0,359.49,5,21,25,29.137,27,46.316,30.881,51.78,48.0,46.0,5,7,3,18,2,16,39.1,45.7,1.126,13,7.815,3,0.633,0.104,18,0.671,0,0
7.319,59.0,570.69,13,34,42,48.475,45,76.632,50.375,85.106,79.0,76.0,8,9,7,33,2,24,43.4,44.7,1.12,25,7.509,2,0.638,0.165,26,0.663,0,0
7.796,55.0,535.73,10,33,38,44.528,41,71.265,47.154,80.062,74.0,71.0,9,10,4,28,3,22,39.4,46.5,1.128,19,7.545,5,0.627,0.135,25,0.664,0,0
8.155,58.0,579.79,12,37,41,48.297,44,78.36,51.131,88.102,81.0,78.0,11,11,5,30,3,22,38.5,47.4,1.13,19,7.433,5,0.619,0.148,25,0.656,0,0
8.086,49.0,460.51,6,24,34,38.325,38,58.894,39.318,64.448,62.0,58.0,6,7,7,27,2,18,46.6,41.4,1.111,21,7.94,0,0.661,0.097,20,0.678,0,0
8.745,52.0,506.54,8,26,37,41.282,41,64.433,41.989,70.282,67.0,63.0,7,9,9,28,2,18,44.4,41.3,1.116,21,8.04,0,0.655,0.119,20,0.666,0,0
7.854,73.0,682.78,13,30,49,53.157,53,80.902,54.25,88.939,83.0,79.0,6,16,7,33,3,30,41.8,38.0,1.126,25,8.643,8,0.673,0.157,34,0.687,0,2
6.325,46.0,455.3,4,16,31,33.97,35,48.236,34.841,51.672,51.0,47.0,3,7,5,24,2,18,51.1,34.0,1.099,21,9.687,0,0.723,0.078,20,0.741,0,0
7.155,51.0,461.45,6,19,34,36.481,38,54.673,36.494,58.91,57.0,53.0,4,9,8,25,4,18,47.2,35.8,1.112,21,8.707,1,0.688,0.105,22,0.689,0,0
7.076,51.0,477.52,6,19,34,36.953,39,54.422,37.687,58.621,58.0,53.0,4,9,7,25,1,22,47.2,35.8,1.106,21,9.01,1,0.697,0.103,23,0.711,0,0
6.523,47.0,430.48,6,22,32,36.084,36,54.683,37.102,59.824,58.0,54.0,5,6,6,26,2,18,48.1,40.7,1.108,21,7.972,0,0.668,0.103,20,0.687,0,0
7.959,50.0,476.51,7,24,35,39.04,39,60.222,39.773,65.658,63.0,59.0,6,8,8,27,2,18,45.8,40.7,1.113,21,8.076,0,0.662,0.111,20,0.674,0,0
6.638,58.0,613.53,13,30,42,47.603,45,73.396,49.33,80.578,75.0,72.0,8,11,7,31,1,24,43.1,41.7,1.119,23,8.521,2,0.661,0.173,25,0.685,0,0
4.796,62.0,546.6,5,26,41,45.852,47,67.778,47.08,73.863,73.0,67.0,6,7,7,34,3,24,50.7,38.8,1.102,28,8.158,0,0.684,0.068,27,0.703,0,0
5.131,45.0,387.41,4,17,29,31.81,33,46.807,32.369,50.867,50.0,46.0,2,6,5,23,1,22,50.0,37.0,1.106,21,8.422,1,0.692,0.08,23,0.704,0,0
6.824,52.0,475.48,6,21,35,38.008,40,57.556,38.256,62.326,61.0,56.0,5,9,8,26,1,22,46.4,37.5,1.113,21,8.491,1,0.679,0.098,23,0.683,0,0
7.796,50.0,460.46,5,20,34,36.986,39,55.454,37.25,59.827,59.0,54.0,5,8,8,26,2,18,48.1,37.0,1.108,21,8.527,0,0.685,0.085,20,0.69,0,0
4.959,58.0,717.55,13,39,43,51.698,46,82.189,55.461,92.114,85.0,82.0,14,10,5,33,1,22,40.2,47.6,1.123,19,8.751,3,0.63,0.153,23,0.676,0,0
7.066,70.5,710.93,15,34,48,54.068,52,83.502,56.818,92.028,86.0,82.0,8,16,7,32,4,29,39.0,41.5,1.122,24,8.67,6,0.659,0.174,33,0.693,0,0
8.187,58.0,559.56,6,20,39,40.958,43,61.72,40.818,66.842,63.0,59.0,4,13,6,26,4,22,44.1,33.9,1.133,22,9.484,3,0.694,0.095,26,0.692,3,0
5.88,74.5,771.97,17,37,52,58.245,56,91.149,60.699,99.989,93.0,89.0,9,18,10,34,4,29,38.2,41.6,1.123,25,8.674,5,0.654,0.183,33,0.682,0,0
7.0,53.0,507.55,7,21,36,39.195,41,58.633,39.903,63.246,62.0,57.0,5,10,8,26,1,22,45.6,36.8,1.11,21,8.904,1,0.688,0.113,23,0.7,0,0
11.0,54.0,522.68,9,30,37,42.695,40,67.607,44.841,75.358,70.0,67.0,8,10,5,27,3,22,40.3,44.8,1.125,19,7.801,4,0.637,0.129,25,0.669,0,0
9.797,41.0,439.98,5,18,28,31.34,30,47.16,33.08,51.438,48.0,46.0,4,10,4,18,3,16,39.1,39.1,1.118,14,9.565,3,0.681,0.104,19,0.719,0,0
9.921,46.0,496.05,7,22,32,36.108,34,55.254,38.057,60.478,56.0,54.0,6,11,5,21,4,16,38.9,40.7,1.12,15,9.186,3,0.669,0.125,20,0.705,0,0
8.745,55.0,505.59,6,23,36,39.808,40,60.182,41.006,65.823,63.0,59.0,4,10,6,26,4,22,44.1,39.0,1.116,22,8.569,3,0.675,0.095,26,0.695,0,0
7.824,39.0,411.92,5,14,26,28.286,28,41.393,29.557,44.608,42.0,40.0,2,10,4,16,3,16,40.0,35.0,1.115,14,10.298,3,0.707,0.119,19,0.739,0,0
7.62,71.0,682.91,12,42,49,57.571,54,91.236,60.864,102.058,96.0,91.0,13,11,6,38,3,28,41.8,46.2,1.122,25,7.505,4,0.633,0.125,31,0.669,0,0
8.509,58.0,535.57,7,21,38,40.711,42,60.953,41.153,65.827,63.0,59.0,3,12,8,26,5,22,44.1,35.6,1.116,23,9.077,3,0.69,0.111,27,0.698,0,0
10.523,54.0,522.68,8,30,37,42.695,40,67.607,44.841,75.358,70.0,67.0,8,10,5,27,3,22,40.3,44.8,1.125,19,7.801,4,0.637,0.114,25,0.669,0,0
6.086,69.5,688.94,13,40,48,56.231,53,88.429,59.75,98.563,93.0,88.0,13,12,6,36,3,27,40.9,45.5,1.12,23,7.829,4,0.639,0.14,30,0.679,0,0
5.229,32.0,316.42,4,12,21,23.679,23,33.436,25.227,35.959,35.0,33.0,1,5,3,16,1,16,48.5,36.4,1.09,15,9.588,0,0.718,0.114,17,0.764,0,0
7.125,70.5,702.97,13,42,49,57.758,54,91.312,61.512,101.978,96.0,91.0,14,12,6,37,3,27,40.7,46.2,1.121,23,7.725,4,0.635,0.135,30,0.676,0,0
9.77,46.0,458.61,6,22,31,35.06,33,53.822,36.989,59.408,55.0,53.0,6,10,4,21,3,16,39.6,41.5,1.121,14,8.653,4,0.662,0.109,20,0.698,0,1
7.42,55.0,519.67,7,29,37,42.674,41,66.505,44.835,73.86,70.0,66.0,7,9,5,28,3,22,42.4,43.9,1.119,21,7.874,3,0.647,0.1,25,0.679,0,0
7.721,55.0,520.65,7,28,37,42.367,41,65.731,44.284,72.571,69.0,65.0,7,9,6,28,3,22,43.1,43.1,1.116,21,8.01,2,0.652,0.101,25,0.681,0,0
8.553,56.0,521.59,7,23,37,40.523,41,61.509,41.46,67.033,64.0,60.0,4,11,7,26,4,22,43.3,38.3,1.117,22,8.693,3,0.675,0.109,26,0.691,0,0
9.721,42.0,455.98,5,18,29,32.054,31,48.487,33.534,52.648,49.0,47.0,4,11,5,18,3,16,38.3,38.3,1.12,14,9.702,3,0.682,0.102,19,0.713,0,0
7.0,58.0,548.66,8,28,39,44.082,43,68.058,45.739,74.78,71.0,67.0,7,10,7,29,4,22,43.3,41.8,1.116,22,8.189,2,0.658,0.113,26,0.683,0,0
7.456,61.5,558.67,7,26,40,44.157,45,67.16,45.568,74.109,71.0,66.0,6,12,5,28,3,27,42.4,39.4,1.123,22,8.465,6,0.669,0.099,30,0.69,0,0
7.092,61.0,569.67,10,27,41,46.06,46,68.956,47.733,75.282,73.0,68.0,5,9,7,32,1,28,47.1,39.7,1.107,27,8.377,1,0.677,0.137,29,0.702,0,0
10.301,55.0,548.59,8,23,38,40.791,41,63.378,41.131,69.547,64.0,61.0,6,13,5,25,3,22,41.0,37.7,1.14,19,8.993,4,0.669,0.125,25,0.674,3,0
10.699,55.0,536.71,9,32,38,44.222,41,70.491,46.603,78.773,73.0,70.0,9,10,5,28,3,22,40.0,45.7,1.125,19,7.667,4,0.632,0.123,25,0.666,0,0
9.0,51.0,480.59,7,24,34,38.115,37,58.956,39.557,65.112,61.0,58.0,5,10,5,24,3,22,41.4,41.4,1.123,19,8.286,4,0.657,0.115,25,0.682,0,0
8.071,51.0,494.67,9,30,35,40.98,38,65.28,43.387,73.148,68.0,65.0,8,9,4,26,2,22,40.0,46.2,1.125,18,7.61,4,0.63,0.132,24,0.667,0,0
6.796,47.0,449.56,8,23,32,36.577,35,55.534,38.301,61.033,58.0,55.0,4,7,5,25,1,22,45.5,41.8,1.11,21,8.174,1,0.665,0.138,23,0.696,0,0
5.244,37.0,342.45,4,18,24,27.589,26,42.331,29.114,46.866,44.0,42.0,3,6,3,18,3,16,42.9,42.9,1.116,15,8.154,2,0.657,0.091,19,0.693,0,0
9.699,50.0,481.62,9,27,34,39.147,37,61.622,41.074,68.444,64.0,61.0,7,9,5,25,2,22,41.0,44.3,1.122,18,7.895,3,0.642,0.141,24,0.673,0,0
10.398,60.0,542.66,8,26,39,43.641,43,65.84,45.318,72.527,69.0,65.0,4,10,5,29,3,28,44.6,40.0,1.116,25,8.349,4,0.671,0.116,31,0.697,0,0
6.229,51.0,491.6,9,25,35,39.819,39,60.745,41.517,66.657,64.0,60.0,6,8,6,27,1,22,45.0,41.7,1.111,21,8.193,1,0.664,0.141,23,0.692,0,0
6.42,53.0,507.55,7,21,36,39.195,41,58.633,39.903,63.246,62.0,57.0,5,10,8,26,1,22,45.6,36.8,1.11,21,8.904,1,0.688,0.113,23,0.7,0,0
7.712,42.0,440.91,6,13,28,29.694,31,42.946,30.46,45.528,44.0,41.0,3,11,6,17,3,16,41.5,31.7,1.11,14,10.754,2,0.724,0.136,19,0.743,0,0
8.854,43.0,454.94,6,15,29,31.221,32,45.829,32.222,48.943,47.0,44.0,4,11,6,18,3,16,40.9,34.1,1.112,14,10.34,2,0.71,0.128,19,0.732,0,0
5.036,26.5,268.32,3,12,18,19.723,19,31.007,20.284,33.83,31.0,30.0,2,7,4,11,2,11,36.7,40.0,1.128,9,8.944,2,0.657,0.097,13,0.676,0,0
7.721,42.0,486.35,5,12,28,29.386,31,42.069,30.199,44.509,43.0,40.0,2,12,6,16,3,16,40.0,30.0,1.113,14,12.159,3,0.735,0.116,19,0.755,0,0
7.328,47.0,432.87,3,17,31,34.143,35,48.913,34.983,52.728,52.0,48.0,4,6,5,25,3,18,52.1,35.4,1.098,21,9.018,0,0.711,0.058,21,0.729,0,0
8.0,46.0,483.94,6,14,31,32.43,34,47.375,32.92,50.236,48.0,45.0,3,13,7,18,4,16,40.0,31.1,1.116,15,10.754,3,0.721,0.125,20,0.732,0,0
9.367,42.0,454.01,6,20,29,32.866,31,50.044,34.841,54.853,51.0,49.0,5,10,4,19,3,16,38.8,40.8,1.119,14,9.266,3,0.671,0.118,19,0.711,0,0
7.0,53.0,491.5,5,17,35,37.141,41,53.865,37.381,57.415,58.0,52.0,4,10,8,25,1,22,48.1,32.7,1.104,21,9.452,1,0.714,0.086,23,0.719,0,0
9.409,56.0,534.69,7,30,38,43.695,42,68.607,45.841,76.358,72.0,68.0,9,10,5,28,3,22,41.2,44.1,1.123,19,7.863,4,0.643,0.097,25,0.674,0,0
6.602,45.0,450.58,10,30,33,38.992,35,63.211,40.943,70.856,65.0,63.0,9,7,5,26,1,18,41.3,47.6,1.125,17,7.152,2,0.619,0.154,19,0.65,0,0
7.066,47.0,433.51,6,19,31,34.524,35,50.767,35.778,55.202,54.0,50.0,3,7,5,24,1,22,48.0,38.0,1.104,21,8.67,1,0.69,0.111,23,0.716,0,0
6.77,55.0,537.58,8,23,38,41.436,43,62.844,42.119,67.87,66.0,61.0,6,11,9,27,1,22,44.3,37.7,1.113,21,8.813,1,0.679,0.121,23,0.69,0,0
4.553,25.5,253.31,3,11,17,18.503,18,28.898,19.074,31.704,29.0,28.0,1,7,3,10,2,11,35.7,39.3,1.132,9,9.047,3,0.661,0.103,13,0.681,0,0
7.796,53.0,632.67,12,42,41,49.715,44,83.163,53.12,94.269,86.0,83.0,18,11,5,30,4,10,36.1,50.6,1.136,12,7.623,5,0.599,0.14,14,0.64,0,0
9.699,51.0,480.59,7,24,34,38.115,37,58.956,39.557,65.112,61.0,58.0,5,10,5,24,3,22,41.4,41.4,1.123,19,8.286,4,0.657,0.115,25,0.682,0,0
9.222,49.0,467.59,8,25,33,37.62,36,58.738,39.313,65.029,61.0,58.0,6,9,5,24,2,22,41.4,43.1,1.121,18,8.062,3,0.649,0.131,24,0.678,0,0
7.59,51.0,493.57,8,23,35,39.007,39,59.189,40.21,64.451,62.0,58.0,5,9,7,26,1,22,44.8,39.7,1.111,21,8.51,1,0.673,0.129,23,0.693,0,0
4.699,61.0,569.67,10,27,41,46.06,46,68.956,47.733,75.282,73.0,68.0,5,9,7,32,1,28,47.1,39.7,1.107,27,8.377,1,0.677,0.137,29,0.702,0,0
7.287,53.0,507.55,7,21,36,39.195,41,58.633,39.903,63.246,62.0,57.0,5,10,8,26,1,22,45.6,36.8,1.11,21,8.904,1,0.688,0.113,23,0.7,0,0
10.699,57.5,543.57,7,20,38,40.044,42,60.385,40.159,66.005,62.0,58.0,4,13,4,25,2,27,43.1,34.5,1.138,21,9.372,5,0.69,0.113,29,0.692,3,0
9.0,56.0,501.6,8,23,36,40.093,40,59.854,41.551,65.614,63.0,59.0,3,9,5,27,2,28,45.8,39.0,1.112,24,8.502,3,0.68,0.127,30,0.704,0,0
4.585,48.0,467.31,3,16,32,34.97,36,49.236,35.841,52.672,52.0,48.0,4,7,5,25,3,18,52.1,33.3,1.097,21,9.736,0,0.729,0.058,21,0.747,0,0
8.602,57.0,497.61,7,23,36,40.378,40,59.527,42.097,65.405,63.0,59.0,2,8,4,28,3,28,47.5,39.0,1.109,26,8.434,3,0.684,0.111,31,0.714,0,0
5.301,47.0,412.46,3,20,31,34.842,35,51.473,35.886,56.199,55.0,51.0,5,5,5,26,3,18,51.0,39.2,1.102,21,8.087,0,0.683,0.055,21,0.704,0,0
6.398,37.0,401.22,2,13,25,27.287,28,39.051,27.955,41.795,41.0,38.0,4,6,5,19,3,12,50.0,34.2,1.1,15,10.558,0,0.718,0.049,15,0.736,0,0
10.639,52.0,520.63,9,32,38,43.948,42,70.749,45.614,78.69,74.0,70.0,11,9,7,29,1,18,41.4,45.7,1.124,18,7.438,2,0.628,0.122,19,0.652,0,0
4.569,29.5,309.43,6,19,21,24.61,22,40.433,26.12,45.365,41.0,40.0,5,7,3,14,2,11,35.0,47.5,1.134,9,7.736,3,0.615,0.146,13,0.653,0,0
6.538,46.0,398.43,3,18,30,33.315,34,48.589,34.125,52.784,52.0,48.0,4,5,5,25,3,18,52.1,37.5,1.1,21,8.301,0,0.694,0.058,21,0.711,0,0
6.097,36.0,322.33,2,14,24,26.262,27,38.822,26.602,41.953,41.0,38.0,4,5,5,19,3,12,50.0,36.8,1.104,15,8.482,0,0.691,0.049,15,0.7,0,0
5.187,35.0,332.41,4,16,23,25.777,25,39.774,26.807,43.661,41.0,39.0,3,7,4,16,2,16,41.0,41.0,1.12,13,8.523,2,0.661,0.098,18,0.687,0,0
8.518,55.0,553.63,10,27,39,43.49,43,67.611,44.642,73.701,70.0,66.0,7,11,9,28,1,22,42.4,40.9,1.117,21,8.388,1,0.659,0.143,23,0.676,0,0
9.097,59.0,552.67,9,32,41,47.234,46,73.421,49.159,81.481,78.0,73.0,9,8,6,33,1,24,45.2,43.8,1.116,24,7.571,2,0.647,0.115,25,0.673,0,0
10.509,50.0,490.6,8,30,36,41.707,40,66.538,43.398,74.066,70.0,66.0,10,8,6,28,1,18,42.4,45.5,1.122,18,7.433,2,0.632,0.114,19,0.658,0,0
10.737,56.0,559.72,9,37,41,48.309,45,78.29,50.688,87.81,82.0,78.0,13,9,6,32,2,18,41.0,47.4,1.126,19,7.176,3,0.619,0.11,20,0.65,0,0
10.208,49.0,476.57,7,28,35,40.18,39,63.654,41.637,70.651,67.0,63.0,9,8,6,27,1,18,42.9,44.4,1.121,18,7.565,2,0.638,0.104,19,0.661,0,0
6.42,49.0,447.49,5,17,32,34.712,37,50.211,35.472,53.996,54.0,49.0,3,8,6,24,1,22,49.0,34.7,1.102,21,9.132,1,0.708,0.093,23,0.724,0,0
10.308,52.0,518.66,9,34,38,44.76,42,72.305,46.921,80.896,76.0,72.0,12,8,6,30,1,18,41.7,47.2,1.124,18,7.204,2,0.622,0.118,19,0.652,0,0
10.398,53.0,508.65,8,28,36,41.168,39,64.723,43.08,71.943,67.0,64.0,7,10,5,26,3,22,40.6,43.8,1.124,19,7.948,4,0.643,0.119,25,0.673,0,0
7.071,40.0,472.37,6,14,27,29.198,29,42.625,30.506,45.715,43.0,41.0,2,11,5,16,3,16,39.0,34.1,1.115,14,11.521,3,0.712,0.14,19,0.744,0,0
7.194,55.0,537.58,8,23,38,41.436,43,62.844,42.119,67.87,66.0,61.0,6,11,9,27,1,22,44.3,37.7,1.113,21,8.813,1,0.679,0.121,23,0.69,0,0
10.344,52.0,520.63,9,32,38,43.948,42,70.749,45.614,78.69,74.0,70.0,11,9,7,29,1,18,41.4,45.7,1.124,18,7.438,2,0.628,0.122,19,0.652,0,0
5.337,43.0,389.5,6,19,28,32.094,31,47.113,33.87,51.783,50.0,47.0,2,5,3,23,1,22,48.9,40.4,1.102,21,8.287,1,0.683,0.12,23,0.721,0,0
10.301,56.0,534.69,9,30,38,43.695,42,68.607,45.841,76.358,72.0,68.0,9,10,5,28,3,22,41.2,44.1,1.123,19,7.863,4,0.643,0.125,25,0.674,0,0
10.781,53.0,532.69,10,36,39,46.287,43,75.189,48.682,84.311,79.0,75.0,13,8,6,31,1,18,41.3,48.0,1.124,18,7.103,2,0.617,0.127,19,0.649,0,0
5.037,77.5,838.09,24,59,60,70.511,62,120.279,73.631,135.959,121.0,119.0,22,19,10,41,8,15,34.5,49.6,1.143,19,7.043,9,0.593,0.198,23,0.619,0,0
6.375,41.0,374.46,5,22,28,32.654,31,50.029,34.193,55.405,53.0,50.0,5,4,4,24,1,18,48.0,44.0,1.108,19,7.489,0,0.653,0.094,19,0.684,0,0
9.959,51.0,504.63,8,32,37,43.234,41,69.421,45.159,77.481,73.0,69.0,11,8,6,29,1,18,42.0,46.4,1.123,18,7.313,2,0.627,0.11,19,0.654,0,0
10.301,60.0,606.67,14,34,44,49.818,48,79.622,50.943,87.362,82.0,78.0,11,11,11,33,3,18,42.3,43.6,1.12,22,7.778,0,0.639,0.171,21,0.653,0,0
9.387,51.0,504.63,9,32,37,43.234,41,69.421,45.159,77.481,73.0,69.0,11,8,6,29,1,18,42.0,46.4,1.123,18,7.313,2,0.627,0.123,19,0.654,0,0
5.921,39.0,457.35,6,13,26,28.177,28,40.524,29.5,43.216,41.0,39.0,2,10,5,16,3,16,41.0,33.3,1.108,14,11.727,2,0.722,0.146,19,0.756,0,0
5.469,63.0,583.65,9,25,42,46.248,48,68.4,47.426,74.076,73.0,67.0,5,10,8,32,1,28,47.8,37.3,1.106,27,8.711,1,0.69,0.123,29,0.708,0,0
10.301,48.0,532.11,7,22,33,37.01,35,56.658,39.159,61.607,57.0,55.0,6,13,6,20,5,16,36.4,40.0,1.12,14,9.675,3,0.673,0.123,21,0.712,0,0
5.357,38.0,398.87,6,11,25,26.453,27,37.735,27.244,39.904,38.0,36.0,1,10,5,15,3,16,41.7,30.6,1.108,14,11.08,2,0.735,0.158,19,0.757,0,0
10.155,55.5,505.6,8,23,36,39.609,40,60.174,40.801,66.195,63.0,59.0,4,11,5,25,2,27,42.4,39.0,1.122,21,8.569,5,0.671,0.127,29,0.692,0,0
5.119,48.0,467.31,3,16,32,34.97,36,49.236,35.841,52.672,52.0,48.0,4,7,5,25,3,18,52.1,33.3,1.097,21,9.736,0,0.729,0.058,21,0.747,0,0
8.051,42.0,487.33,6,11,28,29.08,31,41.295,29.648,43.22,42.0,39.0,2,12,7,16,3,16,41.0,28.2,1.108,14,12.496,2,0.746,0.143,19,0.76,0,0
8.824,57.0,497.61,7,23,36,40.378,40,59.527,42.097,65.405,63.0,59.0,2,8,4,28,3,28,47.5,39.0,1.109,26,8.434,3,0.684,0.111,31,0.714,0,0
6.22,34.0,399.31,4,11,22,24.221,24,33.985,25.83,36.382,35.0,33.0,1,8,3,14,2,16,42.4,33.3,1.102,13,12.1,2,0.734,0.114,18,0.783,0,0
10.046,41.0,460.39,5,15,28,30.64,30,44.6,32.176,47.967,45.0,43.0,3,11,4,17,3,16,39.5,34.9,1.116,14,10.707,3,0.713,0.111,19,0.748,0,0
8.863,50.0,536.12,7,26,35,40.161,38,62.022,42.58,68.308,64.0,61.0,9,11,5,24,4,16,39.3,42.6,1.12,15,8.789,3,0.658,0.109,20,0.698,0,0
10.523,47.0,494.03,7,20,32,35.581,35,53.371,37.295,58.063,55.0,52.0,6,11,5,21,4,16,40.4,38.5,1.117,15,9.501,3,0.684,0.127,20,0.717,0,0
8.032,39.0,457.35,6,13,26,28.177,28,40.524,29.5,43.216,41.0,39.0,2,10,5,16,3,16,41.0,33.3,1.108,14,11.727,2,0.722,0.146,19,0.756,0,0
9.097,51.0,506.55,8,21,35,37.55,38,58.167,37.915,63.922,59.0,56.0,5,12,4,23,2,22,41.1,37.5,1.141,18,9.046,4,0.671,0.136,24,0.677,3,0
9.699,50.0,466.56,7,22,33,36.588,36,56.073,37.796,61.697,58.0,55.0,4,10,5,23,3,22,41.8,40.0,1.122,19,8.483,4,0.665,0.121,25,0.687,0,0
10.699,45.0,482.02,6,20,31,34.581,33,52.371,36.295,57.063,53.0,51.0,5,11,5,20,4,16,39.2,39.2,1.119,15,9.451,3,0.678,0.113,20,0.712,0,0
9.678,45.0,482.02,6,20,31,34.581,33,52.371,36.295,57.063,53.0,51.0,5,11,5,20,4,16,39.2,39.2,1.119,15,9.451,3,0.678,0.113,20,0.712,0,0
9.824,56.0,502.6,8,22,36,39.389,40,59.065,40.591,65.069,62.0,58.0,3,11,4,25,2,28,43.1,37.9,1.122,22,8.666,6,0.679,0.129,30,0.7,0,0
8.222,56.0,550.74,9,34,39,45.749,42,73.374,48.364,82.188,76.0,73.0,10,10,5,29,3,22,39.7,46.6,1.126,19,7.544,4,0.627,0.118,25,0.663,0,0
7.538,57.5,545.6,10,27,40,43.905,45,68.52,44.585,75.525,72.0,67.0,8,12,7,28,1,23,41.8,40.3,1.127,20,8.143,5,0.655,0.139,24,0.665,0,0
6.879,40.0,472.37,6,14,27,29.198,29,42.625,30.506,45.715,43.0,41.0,2,11,5,16,3,16,39.0,34.1,1.115,14,11.521,3,0.712,0.14,19,0.744,0,0
8.268,53.0,521.56,10,27,38,42.303,42,66.534,42.994,72.781,69.0,65.0,8,10,9,28,2,18,43.1,41.5,1.12,20,8.024,1,0.651,0.145,20,0.661,0,0
7.699,39.0,455.38,6,15,26,28.989,28,42.08,30.807,45.422,43.0,41.0,3,9,4,17,3,16,41.5,36.6,1.108,14,11.107,2,0.707,0.14,19,0.751,0,0
8.886,46.0,465.92,6,12,30,31.189,33,44.164,31.704,46.611,45.0,42.0,3,12,6,18,3,16,42.9,28.6,1.11,14,11.093,3,0.743,0.133,20,0.755,0,1
7.509,46.0,463.53,6,17,31,33.13,34,49.935,33.824,53.707,51.0,48.0,4,12,7,19,4,16,39.6,35.4,1.119,15,9.657,3,0.69,0.118,20,0.705,0,0
8.252,45.0,485.96,7,16,31,32.957,34,49.258,33.682,52.651,50.0,47.0,4,13,7,18,3,16,38.3,34.0,1.12,14,10.34,3,0.701,0.14,19,0.717,0,0
6.26,47.0,515.99,9,18,33,35.199,35,53.469,35.898,57.276,53.0,51.0,4,14,8,19,4,16,37.3,35.3,1.123,15,10.117,3,0.69,0.17,20,0.704,0,0
7.268,42.0,498.46,7,20,29,33.064,31,49.949,35.335,54.751,51.0,49.0,5,10,4,19,3,16,38.8,40.8,1.117,14,10.173,3,0.675,0.137,19,0.721,0,0
9.125,53.5,476.55,7,20,34,37.061,38,55.189,38.034,60.282,58.0,54.0,3,10,5,24,2,27,44.4,37.0,1.116,21,8.825,4,0.686,0.121,29,0.704,0,0
5.845,46.0,501.96,8,16,32,33.672,34,50.586,34.136,53.861,50.0,48.0,3,14,8,18,4,16,37.5,33.3,1.122,15,10.457,3,0.701,0.16,20,0.711,0,0
8.215,50.0,544.0,10,18,35,36.913,38,55.796,37.352,59.485,56.0,53.0,5,15,9,20,4,16,37.7,34.0,1.122,15,10.264,3,0.696,0.179,20,0.705,0,0
7.62,40.0,472.37,6,14,27,29.198,29,42.625,30.506,45.715,43.0,41.0,2,11,5,16,3,16,39.0,34.1,1.115,14,11.521,3,0.712,0.14,19,0.744,0,0
7.921,39.0,456.37,5,14,26,28.484,28,41.298,30.051,44.505,42.0,40.0,2,10,4,16,3,16,40.0,35.0,1.113,14,11.409,3,0.712,0.119,19,0.751,0,0
4.708,49.0,525.05,6,21,34,37.317,38,56.8,38.756,61.77,59.0,55.0,7,13,6,21,3,16,38.2,38.2,1.123,14,9.546,4,0.678,0.102,19,0.705,0,0
8.409,46.0,482.96,7,15,31,32.737,33,48.149,33.472,51.525,48.0,46.0,3,13,6,18,3,16,39.1,32.6,1.12,14,10.499,4,0.712,0.146,20,0.728,0,1
9.357,58.0,562.75,9,34,40,46.749,44,74.374,49.364,83.188,78.0,74.0,11,10,5,30,3,22,40.5,45.9,1.124,19,7.605,4,0.632,0.115,25,0.667,0,0
