pXC50,nX,Mi,nBO,nSK,X.,SCBO,nF,nBT,Si,nAT,nDB,nN,MW,nCL,nHet,C.,nC,Sp,Se,Sv,N.,RBF,nAB,Me,nH,RBN,nHM,H.
5.125,0,1.149,246,239,0.0,295.0,0,461.0,521.449,454.0,43,47,3485.44,0,99,30.8,140,282.019,464.521,272.26,10.4,0.089,12,1.023,215,41,6,47.4
7.495,0,1.15,239,233,0.0,285.0,0,450.0,510.619,444.0,43,47,3409.34,0,99,30.2,134,274.496,454.754,265.207,10.6,0.087,6,1.024,211,39,6,47.5
7.678,0,1.15,241,235,0.0,287.0,0,456.0,517.449,450.0,43,47,3437.4,0,99,30.2,136,278.019,460.521,268.26,10.4,0.088,6,1.023,215,40,6,47.8
6.301,0,1.15,238,232,0.0,284.0,0,447.0,507.204,441.0,43,47,3395.31,0,99,30.2,133,272.734,451.87,263.68,10.7,0.085,6,1.025,209,38,6,47.4
6.284,0,1.15,241,234,0.0,287.0,0,452.0,511.619,445.0,43,47,3421.35,0,99,30.3,135,275.496,455.754,266.207,10.6,0.124,6,1.024,211,56,6,47.4
7.359,1,1.137,36,33,1.8,46.5,1,60.0,64.821,57.0,5,5,453.52,0,10,40.4,23,37.398,58.167,36.617,8.8,0.133,11,1.02,24,8,0,42.1
6.943,0,1.136,35,33,0.0,43.5,0,67.0,73.853,65.0,3,4,456.6,0,9,36.9,24,40.955,65.414,39.035,6.2,0.119,11,1.006,32,8,0,49.2
8.292,0,1.134,45,42,0.0,57.5,0,83.0,90.68,80.0,4,6,574.75,0,11,38.8,31,51.489,80.385,49.131,7.5,0.12,17,1.005,38,10,0,47.5
5.097,0,1.14,53,49,0.0,62.0,0,106.0,116.294,102.0,6,7,679.96,0,13,35.3,36,63.279,101.999,59.555,6.9,0.132,6,1.0,53,14,0,52.0
8.445,0,1.138,35,33,0.0,45.5,0,63.0,69.395,61.0,5,6,452.57,0,10,37.7,23,39.228,61.64,37.782,9.8,0.127,11,1.01,28,8,0,45.9
7.857,1,1.138,39,36,1.7,52.5,1,61.0,65.987,58.0,5,7,491.53,0,12,41.4,24,38.887,59.603,38.607,12.1,0.131,17,1.028,22,8,0,37.9
7.678,0,1.138,75,72,0.0,92.0,0,142.0,158.215,139.0,11,7,1030.29,0,24,34.5,48,86.802,141.534,83.578,5.0,0.113,12,1.018,67,16,1,48.2
7.387,0,1.138,74,71,0.0,91.0,0,139.0,154.799,136.0,11,7,1016.26,0,24,34.6,47,85.04,138.65,82.051,5.1,0.108,12,1.019,65,15,1,47.8
7.553,0,1.138,73,70,0.0,90.0,0,136.0,151.384,133.0,11,7,1002.23,0,24,34.6,46,83.279,135.767,80.524,5.3,0.103,12,1.021,63,14,1,47.4
6.71,0,1.138,74,71,0.0,91.0,0,141.0,157.005,138.0,11,7,1014.29,0,23,34.8,48,86.347,140.207,82.863,5.1,0.113,12,1.016,67,16,1,48.6
6.917,0,1.138,72,69,0.0,89.0,0,135.0,150.175,132.0,11,7,986.23,0,23,34.8,46,82.824,134.439,79.809,5.3,0.104,12,1.018,63,14,1,47.7
5.0,0,1.138,73,70,0.0,90.0,0,138.0,153.59,135.0,11,7,1000.26,0,23,34.8,47,84.586,137.323,81.336,5.2,0.109,12,1.017,65,15,1,48.1
6.078,0,1.147,30,29,0.0,36.5,0,59.0,66.521,58.0,4,5,407.53,0,10,32.8,19,35.438,58.749,34.003,8.6,0.136,5,1.013,29,8,0,50.0
7.238,1,1.128,41,38,1.5,53.5,0,71.0,76.671,68.0,4,5,536.08,1,10,41.2,28,45.603,68.629,43.642,7.4,0.113,17,1.009,30,8,1,44.1
9.31,0,1.132,47,44,0.0,59.5,0,88.0,96.222,85.0,4,5,603.79,0,11,38.8,33,54.461,85.378,51.878,5.9,0.148,17,1.004,41,13,0,48.2
4.611,1,1.121,19,18,3.2,25.5,0,32.0,34.748,31.0,1,2,309.18,0,5,41.9,13,21.841,31.389,20.658,6.5,0.063,11,1.013,13,2,1,41.9
5.796,0,1.137,29,27,0.0,38.5,0,46.0,50.03,44.0,4,5,371.39,0,10,38.6,17,28.869,45.447,28.842,11.4,0.13,11,1.033,17,6,0,38.6
6.788,0,1.137,39,36,0.0,50.5,0,69.0,75.019,66.0,4,6,494.61,0,11,37.9,25,42.443,66.851,41.024,9.1,0.13,15,1.013,30,9,0,45.5
4.524,1,1.109,15,14,4.8,21.5,0,22.0,23.293,21.0,1,2,251.09,0,4,47.6,10,16.102,21.411,15.363,9.5,0.045,11,1.02,7,1,1,33.3
7.854,1,1.144,33,31,1.9,43.5,1,54.0,59.489,52.0,5,6,428.47,0,11,38.5,20,33.881,53.502,33.585,11.5,0.13,11,1.029,21,7,0,40.4
6.0,2,1.111,16,15,9.5,22.5,0,22.0,23.34,21.0,1,2,241.08,2,5,47.6,10,16.466,21.829,15.993,9.5,0.045,11,1.039,6,1,2,28.6
5.469,0,1.119,15,14,0.0,21.5,0,25.0,26.867,24.0,1,2,186.23,0,3,45.8,11,16.512,24.065,15.865,8.3,0.04,11,1.003,10,1,0,41.7
5.143,4,1.139,18,17,19.0,24.5,2,22.0,23.917,21.0,1,2,321.51,1,7,47.6,10,16.835,22.76,16.957,9.5,0.045,11,1.084,4,1,2,19.0
5.046,1,1.123,19,18,3.0,25.5,0,34.0,37.056,33.0,1,2,262.76,1,4,42.4,14,22.654,33.04,21.273,6.1,0.059,11,1.001,15,2,1,45.5
5.046,2,1.132,18,17,7.4,24.5,1,28.0,30.566,27.0,1,2,252.69,1,5,44.4,12,19.068,27.785,18.602,7.4,0.036,11,1.029,10,1,1,37.0
8.222,2,1.13,16,15,9.5,22.5,1,22.0,23.735,21.0,1,2,224.63,1,5,47.6,10,15.546,22.018,15.549,9.5,0.045,11,1.048,6,1,1,28.6
4.971,2,1.117,18,17,7.4,24.5,0,28.0,30.17,27.0,1,2,269.14,2,5,44.4,12,19.989,27.596,19.047,7.4,0.036,11,1.022,10,1,2,37.0
4.293,0,1.133,23,22,0.0,29.5,0,43.0,47.571,42.0,1,2,304.38,0,6,38.1,16,26.682,42.465,25.643,4.8,0.093,11,1.011,20,4,0,47.6
7.187,0,1.13,18,17,0.0,26.5,0,27.0,29.369,26.0,3,3,231.23,0,6,42.3,11,17.665,26.938,17.789,11.5,0.074,11,1.036,9,2,0,34.6
5.02,0,1.099,19,17,0.0,27.0,0,28.0,28.578,26.0,2,1,223.24,0,3,53.8,14,18.96,26.291,18.558,3.8,0.036,12,1.011,9,1,0,34.6
5.75,0,1.103,18,16,0.0,25.5,0,25.0,25.372,23.0,2,1,213.2,0,4,52.2,12,16.653,23.735,16.746,4.3,0.04,11,1.032,7,1,0,30.4
7.62,1,1.126,18,17,4.3,26.5,0,24.0,25.898,23.0,3,3,251.64,1,7,43.5,10,16.761,24.378,17.09,13.0,0.083,11,1.06,6,2,1,26.1
7.469,0,1.128,17,16,0.0,25.5,0,24.0,25.954,23.0,3,3,217.2,0,6,43.5,10,15.903,24.055,16.262,13.0,0.083,11,1.046,7,2,0,30.4
7.347,1,1.113,16,15,4.2,22.5,0,25.0,26.708,24.0,1,2,265.12,0,4,45.8,11,17.864,24.294,16.89,8.3,0.04,11,1.012,9,1,1,37.5
6.983,2,1.111,16,15,9.5,22.5,0,22.0,23.34,21.0,1,2,241.08,2,5,47.6,10,16.466,21.829,15.993,9.5,0.045,11,1.039,6,1,2,28.6
6.959,0,1.118,16,16,0.0,22.0,0,30.0,33.535,30.0,1,0,218.27,0,3,43.3,13,19.693,30.167,18.832,0.0,0.133,6,1.006,14,4,0,46.7
6.538,0,1.131,19,19,0.0,27.0,0,32.0,36.199,32.0,1,3,259.29,0,6,40.6,13,21.188,32.705,20.843,9.4,0.156,6,1.022,13,5,0,40.6
6.086,0,1.121,22,21,0.0,29.5,0,36.0,39.245,35.0,2,2,306.37,0,7,40.0,14,24.046,35.891,23.25,5.7,0.167,11,1.025,14,6,1,40.0
5.602,0,1.122,22,21,0.0,30.0,0,38.0,41.531,37.0,2,2,284.34,0,5,43.2,16,24.705,37.371,23.875,5.4,0.132,12,1.01,16,5,0,43.2
7.553,0,1.13,18,17,0.0,26.5,0,27.0,29.369,26.0,3,3,231.23,0,6,42.3,11,17.665,26.938,17.789,11.5,0.074,11,1.036,9,2,0,34.6
7.337,0,1.128,17,16,0.0,25.5,0,24.0,25.954,23.0,3,3,217.2,0,6,43.5,10,15.903,24.055,16.262,13.0,0.083,11,1.046,7,2,0,30.4
6.523,1,1.113,16,15,4.2,22.5,0,25.0,26.708,24.0,1,2,265.12,0,4,45.8,11,17.864,24.294,16.89,8.3,0.04,11,1.012,9,1,1,37.5
6.523,0,1.129,19,18,0.0,26.5,0,32.0,34.99,31.0,2,3,243.29,0,5,41.9,13,20.733,31.378,20.128,9.7,0.063,11,1.012,13,2,0,41.9
7.78,0,1.141,35,33,0.0,45.5,0,62.0,68.478,60.0,5,7,453.56,0,11,36.7,22,38.472,60.858,37.277,11.7,0.129,11,1.014,27,8,0,45.0
5.523,2,1.091,14,13,11.8,19.0,0,18.0,18.552,17.0,2,0,215.03,2,4,52.9,9,13.909,17.953,13.665,0.0,0.0,6,1.056,4,0,2,23.5
7.31,0,1.136,84,80,0.0,105.0,0,152.0,168.132,148.0,12,8,1137.36,0,27,35.8,53,93.716,151.29,91.029,5.4,0.112,18,1.022,68,17,1,45.9
7.187,0,1.144,83,80,0.0,97.0,0,163.0,183.077,160.0,11,12,1165.57,0,29,31.9,51,99.069,162.326,94.264,7.5,0.104,6,1.015,80,17,2,50.0
5.553,3,1.165,25,25,7.0,31.0,3,43.0,50.088,43.0,6,3,361.36,0,10,34.9,15,26.5,45.105,26.815,7.0,0.14,0,1.049,18,6,0,41.9
9.18,1,1.126,57,53,1.1,75.0,0,97.0,104.714,93.0,7,5,766.34,1,16,39.8,37,62.33,94.76,60.037,5.4,0.134,22,1.019,40,13,2,43.0
4.678,0,1.139,32,31,0.0,38.0,0,67.0,75.185,66.0,3,3,433.61,0,8,34.8,23,40.472,66.08,38.067,4.5,0.149,6,1.001,35,10,0,53.0
7.915,0,1.138,35,33,0.0,45.5,0,63.0,69.395,61.0,5,6,452.57,0,10,37.7,23,39.228,61.64,37.782,9.8,0.127,11,1.01,28,8,0,45.9
8.262,2,1.129,25,24,5.0,32.0,0,41.0,45.173,40.0,4,2,395.29,2,10,35.0,14,27.739,41.633,26.673,5.0,0.146,6,1.041,16,6,3,40.0
5.807,0,1.124,25,23,0.0,30.0,0,49.0,52.82,47.0,2,0,316.43,0,4,40.4,19,29.955,46.912,28.181,0.0,0.082,6,0.998,24,4,0,51.1
7.076,4,1.136,55,52,4.4,71.0,3,93.0,102.231,90.0,7,4,763.3,1,16,40.0,36,59.989,92.425,58.263,4.4,0.14,18,1.027,38,13,2,42.2
6.14,0,1.136,36,34,0.0,44.5,0,70.0,77.268,68.0,3,4,470.63,0,9,36.8,25,42.716,68.298,40.562,5.9,0.114,11,1.004,34,8,0,50.0
7.398,3,1.135,71,67,2.3,87.0,3,136.0,149.814,132.0,7,4,971.33,0,17,37.9,50,85.132,132.992,80.186,3.0,0.125,18,1.008,65,17,2,49.2
6.215,0,1.106,26,23,0.0,35.0,0,41.0,42.033,38.0,3,1,305.35,0,4,50.0,19,26.699,38.269,25.853,2.6,0.049,12,1.007,15,2,0,39.5
6.347,0,1.137,68,64,0.0,78.0,0,139.0,153.524,135.0,7,6,895.04,0,18,34.1,46,83.501,135.257,33.718,4.4,0.151,6,1.002,71,21,0,52.6
9.469,0,1.13,48,45,0.0,61.0,0,90.0,98.348,87.0,5,4,618.8,0,11,39.1,34,55.671,87.487,53.098,4.6,0.133,16,1.006,42,12,0,48.3
7.0,0,1.128,37,34,0.0,47.0,0,66.0,71.069,63.0,4,3,487.63,0,10,38.1,24,41.29,63.832,39.388,4.8,0.121,12,1.013,29,8,1,46.0
4.678,0,1.141,64,62,0.0,79.0,0,122.0,136.879,120.0,9,8,867.08,0,20,35.0,42,74.535,121.832,71.919,6.7,0.172,12,1.015,58,21,0,48.3
6.569,5,1.171,31,30,10.6,39.0,5,48.0,55.057,47.0,5,4,432.39,0,12,38.3,18,29.926,49.905,30.888,8.5,0.125,6,1.062,17,6,0,36.2
4.125,0,1.141,39,38,0.0,46.0,0,83.0,93.554,82.0,4,4,532.76,0,10,34.1,28,49.978,82.043,46.91,4.9,0.157,6,1.001,44,13,0,53.7
6.394,3,1.133,59,56,3.0,76.0,2,102.0,112.14,99.0,8,4,817.38,1,17,39.4,39,65.483,101.334,63.363,4.0,0.167,18,1.024,43,17,2,43.4
6.438,3,1.143,43,41,3.9,53.0,3,79.0,88.035,77.0,4,3,575.69,0,11,39.0,30,48.807,78.385,47.27,3.9,0.152,12,1.018,36,12,0,46.8
7.523,3,1.141,61,58,2.6,74.0,3,118.0,131.233,115.0,7,4,835.1,0,16,36.5,42,72.438,116.381,68.891,3.5,0.119,12,1.012,57,14,1,49.6
7.928,1,1.143,36,34,1.6,46.5,1,63.0,69.734,61.0,5,6,470.56,0,11,37.7,23,39.165,62.152,38.166,9.8,0.127,11,1.019,27,8,0,44.3
7.0,0,1.117,107,99,0.0,137.0,0,193.0,206.623,185.0,3,0,1347.67,0,18,43.8,81,121.921,185.886,116.519,0.0,0.207,54,1.005,86,40,0,46.5
8.78,0,1.134,46,43,0.0,58.5,0,86.0,94.095,83.0,4,6,588.78,0,11,38.6,32,53.25,83.269,50.658,7.2,0.116,17,1.003,40,10,0,48.2
7.585,4,1.135,77,73,2.9,96.0,3,140.0,154.389,136.0,10,5,1098.84,1,23,36.8,50,89.245,138.592,84.839,3.7,0.129,18,1.019,63,18,4,46.3
6.301,0,1.128,24,22,0.0,30.0,0,44.0,47.362,42.0,3,2,300.39,0,5,40.5,17,27.228,42.138,25.928,4.8,0.114,6,1.003,20,5,0,47.6
4.721,0,1.143,105,102,0.0,123.0,0,212.0,238.811,209.0,15,13,1475.02,0,34,32.5,68,128.791,211.224,121.993,6.2,0.203,6,1.011,107,43,2,51.2
7.368,0,1.126,43,42,0.0,54.0,0,85.0,94.604,84.0,5,0,582.75,0,9,39.3,33,53.08,84.501,50.496,0.0,0.165,12,1.006,42,14,0,50.0
8.114,1,1.137,38,36,1.5,46.0,1,70.0,77.347,68.0,5,4,502.41,0,12,35.3,24,43.449,69.025,33.718,5.9,0.114,6,1.015,32,8,0,47.1
6.208,3,1.164,29,28,6.7,36.0,3,46.0,52.381,45.0,7,4,402.37,0,12,35.6,16,28.199,47.651,29.024,8.9,0.109,0,1.059,17,5,0,37.8
6.721,0,1.113,124,114,0.0,163.0,0,204.0,215.843,194.0,6,0,1549.69,0,25,45.9,89,130.819,197.527,127.942,0.0,0.216,66,1.018,80,44,0,41.2
7.658,3,1.151,40,38,4.8,51.0,3,64.0,71.334,62.0,8,5,535.53,0,14,38.7,24,39.943,64.731,40.34,8.1,0.125,6,1.044,24,8,0,38.7
7.77,0,1.119,113,105,0.0,143.0,0,211.0,227.114,203.0,3,0,1431.85,0,18,42.9,87,132.49,203.188,125.68,0.0,0.218,54,1.001,98,46,0,48.3
4.201,0,1.125,13,12,0.0,18.0,0,19.0,20.246,18.0,2,2,162.16,0,4,44.4,8,12.443,18.625,12.526,11.1,0.0,6,1.035,6,0,0,33.3
6.886,0,1.126,29,28,0.0,38.0,0,55.0,60.817,54.0,3,2,382.5,0,6,40.7,22,34.966,54.116,33.224,3.7,0.145,12,1.002,26,8,0,48.1
4.824,0,1.134,24,24,0.0,28.0,0,56.0,63.481,56.0,4,0,336.52,0,4,35.7,20,34.0,55.447,31.288,0.0,0.232,0,0.99,32,13,0,57.1
8.208,1,1.137,34,32,1.6,41.0,1,64.0,70.513,62.0,4,4,444.37,0,10,35.5,22,39.779,62.487,33.718,6.5,0.094,6,1.008,30,6,0,48.4
9.959,2,1.126,41,38,3.0,51.0,0,69.0,74.293,66.0,4,2,587.52,2,13,37.9,25,44.67,67.916,42.978,3.0,0.174,12,1.029,28,12,3,42.4
6.481,3,1.16,37,35,4.9,44.0,3,63.0,70.749,61.0,7,5,501.52,0,14,34.4,21,37.705,63.614,37.867,8.2,0.127,0,1.043,26,8,0,42.6
6.824,0,1.117,27,26,0.0,36.0,0,49.0,53.614,48.0,3,0,354.43,0,5,43.8,21,31.648,48.356,30.369,0.0,0.163,12,1.007,22,8,0,45.8
5.45,0,1.129,31,30,0.0,39.0,0,59.0,65.469,58.0,2,3,413.33,0,9,36.2,21,37.529,58.316,33.718,5.2,0.153,12,1.005,28,9,0,48.3
8.194,0,1.142,42,40,0.0,51.0,0,80.0,89.099,78.0,6,6,558.71,0,13,34.6,27,48.398,79.04,46.561,7.7,0.138,6,1.013,38,11,0,48.7
9.699,1,1.127,58,54,1.1,77.0,0,97.0,104.797,93.0,8,6,779.34,1,17,39.8,37,62.574,94.978,60.532,6.5,0.134,22,1.021,39,13,2,41.9
7.623,1,1.117,16,15,4.0,21.0,0,26.0,27.937,25.0,2,1,223.67,1,4,44.0,11,17.58,25.498,16.913,4.0,0.038,6,1.02,10,1,1,40.0
6.943,0,1.125,18,17,0.0,23.0,0,35.0,38.239,34.0,2,1,231.32,0,3,41.2,14,22.006,33.825,20.665,2.9,0.114,6,0.995,17,4,0,50.0
6.66,0,1.141,16,16,0.0,19.0,0,33.0,37.658,33.0,3,1,227.29,0,5,33.3,11,19.915,33.48,19.095,3.0,0.182,0,1.015,17,6,0,51.5
4.197,0,1.122,19,18,0.0,26.0,0,33.0,35.907,32.0,2,2,242.3,0,4,43.8,14,21.489,32.16,20.633,6.3,0.091,6,1.005,14,3,0,43.8
8.917,0,1.123,17,16,0.0,22.0,0,32.0,34.824,31.0,2,1,217.29,0,3,41.9,13,20.245,30.942,19.139,3.2,0.094,6,0.998,15,3,0,48.4
7.398,6,1.172,37,36,10.7,46.0,6,57.0,65.646,56.0,6,4,522.45,0,15,37.5,21,35.296,59.84,36.754,7.1,0.158,6,1.069,20,9,0,35.7
7.678,3,1.141,42,39,4.7,54.5,3,67.0,73.042,64.0,7,4,542.56,0,12,42.2,27,42.245,66.185,42.131,6.3,0.119,11,1.034,25,8,0,39.1
6.161,3,1.162,32,31,6.3,40.0,3,49.0,55.8,48.0,8,4,446.38,0,14,35.4,17,30.108,51.305,31.454,8.3,0.143,0,1.069,17,7,0,35.4
6.071,0,1.115,26,25,0.0,35.0,0,50.0,54.611,49.0,3,0,336.46,0,3,44.9,22,32.5,48.585,30.466,0.0,0.14,12,0.992,24,7,0,49.0
9.26,0,1.131,47,44,0.0,60.0,0,85.0,92.727,82.0,5,4,606.74,0,12,39.0,32,52.603,83.047,50.76,4.9,0.153,16,1.013,38,13,0,46.3
5.046,0,1.136,31,31,0.0,35.0,0,75.0,85.181,75.0,4,0,436.7,0,5,34.7,26,45.023,74.076,41.164,0.0,0.28,0,0.988,44,21,0,58.7
7.377,6,1.159,44,42,9.1,56.0,6,68.0,76.476,66.0,6,4,598.55,0,15,40.9,27,42.818,69.607,43.808,6.1,0.147,12,1.055,24,10,0,36.4
8.635,2,1.104,26,24,6.1,36.0,0,35.0,36.429,33.0,4,1,386.22,2,9,45.5,15,25.449,34.88,25.072,3.0,0.114,12,1.057,9,4,3,27.3
8.796,4,1.154,40,38,6.1,50.0,4,68.0,76.132,66.0,7,4,560.63,0,14,36.4,24,42.353,68.541,41.755,6.1,0.132,6,1.039,28,9,1,42.4
9.328,2,1.11,28,26,5.4,38.0,0,39.0,41.054,37.0,4,1,416.25,2,10,43.2,16,27.665,39.091,27.313,2.7,0.128,12,1.057,11,5,3,29.7
7.337,4,1.163,31,30,8.0,39.0,4,51.0,58.132,50.0,5,4,428.43,0,11,38.0,19,31.75,52.276,32.031,8.0,0.137,6,1.046,20,7,0,40.0
9.469,2,1.117,32,30,4.3,42.0,0,49.0,52.509,47.0,4,1,474.34,2,11,40.4,19,33.403,49.069,32.608,2.1,0.163,12,1.044,17,8,3,36.2
7.824,3,1.157,34,33,5.5,44.0,3,56.0,63.63,55.0,7,5,489.53,0,14,34.5,19,35.375,57.596,35.286,9.1,0.143,6,1.047,22,8,1,40.0
7.569,3,1.152,35,34,5.1,43.5,3,60.0,67.962,59.0,6,4,502.57,0,13,35.6,21,37.892,61.261,37.318,6.8,0.15,5,1.038,25,9,1,42.4
7.367,6,1.16,47,45,8.6,60.0,6,72.0,81.184,70.0,7,5,641.58,0,17,40.0,28,45.279,74.036,46.544,7.1,0.153,12,1.058,25,11,0,35.7
4.367,0,1.132,23,22,0.0,27.0,0,45.0,49.824,44.0,4,0,310.38,0,6,36.4,16,27.102,44.683,26.084,0.0,0.133,0,1.016,22,6,0,50.0
8.097,3,1.144,40,38,4.8,52.0,3,65.0,72.042,63.0,6,4,530.55,0,12,41.3,26,41.245,65.185,41.131,6.3,0.154,12,1.035,25,10,0,39.7
8.004,3,1.141,47,44,4.2,61.0,3,75.0,82.165,72.0,8,5,611.63,0,14,41.7,30,47.466,74.498,47.394,6.9,0.133,12,1.035,28,10,0,38.9
7.319,6,1.173,36,35,11.3,44.5,6,54.0,62.15,53.0,6,4,528.48,0,16,35.8,19,34.182,57.032,35.414,7.5,0.167,5,1.076,18,9,1,34.0
7.699,5,1.154,42,40,7.9,54.0,5,65.0,72.721,63.0,6,4,566.53,0,14,41.3,26,41.12,66.21,41.898,6.3,0.154,12,1.051,23,10,0,36.5
6.041,3,1.166,28,27,7.1,35.0,3,43.0,48.966,42.0,7,4,388.34,0,12,35.7,15,26.438,44.767,27.497,9.5,0.116,0,1.066,15,5,0,35.7
6.444,0,1.13,57,56,0.0,70.0,0,115.0,128.763,114.0,7,0,783.01,0,13,37.7,43,70.989,114.879,67.57,0.0,0.174,12,1.008,58,20,0,50.9
7.155,4,1.137,74,70,3.0,91.0,3,139.0,153.546,135.0,8,5,1016.73,1,19,37.8,51,86.802,136.668,82.562,3.7,0.137,18,1.012,65,19,2,48.1
7.638,4,1.156,34,33,7.5,43.0,4,54.0,61.262,53.0,6,4,488.51,0,13,37.7,20,34.853,55.68,34.933,7.5,0.148,6,1.051,20,8,1,37.7
6.638,3,1.146,39,36,5.1,49.0,3,62.0,67.627,59.0,7,4,504.51,0,12,40.7,24,38.483,61.301,38.604,6.8,0.113,6,1.039,23,7,0,39.0
6.081,3,1.15,35,33,5.8,45.0,3,54.0,59.796,52.0,7,4,464.44,0,12,40.4,21,33.96,54.534,34.551,7.7,0.111,6,1.049,19,6,0,36.5
9.032,3,1.139,46,43,4.1,59.0,3,77.0,84.287,74.0,7,4,596.66,0,12,41.9,31,48.529,75.836,47.711,5.4,0.117,12,1.025,31,9,0,41.9
7.658,4,1.153,41,39,6.5,53.0,4,64.0,71.465,62.0,6,5,549.53,0,14,40.3,25,40.426,64.916,41.009,8.1,0.156,12,1.047,23,10,0,37.1
5.824,0,1.128,47,46,0.0,58.0,0,97.0,108.265,96.0,5,0,638.87,0,9,38.5,37,60.125,96.036,56.603,0.0,0.227,12,1.0,50,22,0,52.1
5.745,0,1.115,24,23,0.0,33.0,0,42.0,45.704,41.0,3,0,334.42,0,6,41.5,17,27.773,41.665,26.502,0.0,0.119,12,1.016,18,5,1,43.9
7.578,0,1.131,35,32,0.0,45.5,0,60.0,64.481,57.0,5,5,435.53,0,9,40.4,23,37.46,57.654,36.234,8.8,0.133,11,1.011,25,8,0,43.9
7.815,1,1.141,37,34,1.7,47.5,1,62.0,67.319,59.0,5,6,468.54,0,11,39.0,23,38.404,60.269,37.639,10.2,0.129,11,1.022,25,8,0,42.4
9.284,1,1.135,42,39,1.5,55.5,1,71.0,77.15,68.0,5,6,532.63,0,11,41.2,28,44.926,69.036,43.692,8.8,0.127,17,1.015,29,9,0,42.6
7.886,3,1.138,40,37,5.1,53.5,3,62.0,67.128,59.0,3,3,513.51,0,11,44.1,26,39.477,61.2,39.583,5.1,0.113,21,1.037,22,7,0,37.3
8.863,1,1.135,43,40,1.4,56.5,1,74.0,80.565,71.0,5,6,546.66,0,11,40.8,29,46.688,71.92,45.219,8.5,0.122,17,1.013,31,9,0,43.7
7.796,3,1.146,40,38,4.7,52.0,3,66.0,73.331,64.0,6,5,529.57,0,12,40.6,26,41.796,65.96,41.438,7.8,0.136,12,1.031,26,9,0,40.6
7.357,3,1.161,36,36,4.1,41.0,3,73.0,84.742,73.0,5,4,522.64,0,13,31.5,23,43.267,74.814,42.007,5.5,0.164,0,1.025,37,12,0,50.7
8.097,0,1.133,47,44,0.0,60.0,0,86.0,94.016,83.0,5,5,605.76,0,12,38.6,32,53.154,83.821,51.066,6.0,0.128,16,1.01,39,11,0,47.0
7.854,3,1.161,36,36,4.3,42.0,3,69.0,80.121,69.0,6,4,522.59,0,14,31.9,22,41.199,71.374,40.668,5.8,0.174,0,1.034,33,12,0,47.8
7.721,3,1.152,38,36,5.0,48.0,3,62.0,69.125,60.0,7,5,507.52,0,13,38.3,23,38.489,62.403,38.626,8.3,0.113,6,1.04,24,7,0,40.0
6.699,0,1.147,34,34,0.0,40.0,0,70.0,80.312,70.0,6,4,484.62,0,12,31.4,22,41.841,71.163,40.233,5.7,0.186,0,1.017,36,13,0,51.4
7.745,3,1.153,34,33,5.4,44.0,3,57.0,64.547,56.0,7,4,488.54,0,13,35.7,20,36.131,58.378,35.791,7.1,0.158,6,1.042,23,9,1,41.1
8.058,0,1.135,36,33,0.0,46.5,0,62.0,66.979,59.0,5,6,450.55,0,10,39.0,23,38.466,59.756,37.256,10.2,0.129,11,1.013,26,8,0,44.1
8.475,1,1.131,41,38,1.5,54.5,1,69.0,74.651,66.0,5,5,517.61,0,10,42.4,28,43.921,66.934,42.671,7.6,0.13,17,1.014,28,9,0,42.4
8.928,1,1.135,46,42,1.4,59.5,1,75.0,80.568,71.0,5,6,576.64,0,13,40.8,29,46.835,72.691,46.122,8.5,0.12,17,1.024,29,9,0,40.8
6.159,3,1.146,45,44,3.6,55.0,3,85.0,96.284,84.0,4,3,623.74,0,13,36.9,31,52.239,85.807,50.754,3.6,0.188,12,1.022,40,16,0,47.6
8.244,3,1.14,43,41,4.5,56.0,3,69.0,76.377,67.0,7,3,573.57,0,13,41.8,28,43.909,69.621,44.066,4.5,0.159,12,1.039,26,11,0,38.8
8.648,1,1.134,40,37,1.6,53.5,1,65.0,70.319,62.0,5,6,504.57,0,11,41.9,26,41.404,63.269,40.639,9.7,0.138,17,1.02,25,9,0,40.3
4.301,0,1.126,29,27,0.0,38.0,0,50.0,54.069,48.0,3,3,367.44,0,7,41.7,20,31.688,48.567,30.665,6.3,0.16,12,1.012,21,8,0,43.8
4.301,0,1.126,29,27,0.0,38.0,0,50.0,54.069,48.0,3,3,367.44,0,7,41.7,20,31.688,48.567,30.665,6.3,0.16,12,1.012,21,8,0,43.8
7.606,1,1.134,39,36,1.7,52.5,1,62.0,66.904,59.0,5,6,490.54,0,11,42.4,25,39.642,60.385,39.112,10.2,0.129,17,1.023,23,8,0,39.0
8.593,0,1.13,41,38,0.0,54.5,0,71.0,76.81,68.0,5,6,514.64,0,10,41.2,28,44.989,68.523,43.309,8.8,0.127,17,1.008,30,9,0,44.1
7.921,0,1.145,35,34,0.0,42.5,0,72.0,81.311,71.0,5,5,499.71,0,12,31.0,22,43.586,71.687,41.012,7.0,0.139,5,1.01,37,10,1,52.1
4.523,0,1.12,37,34,0.0,49.0,0,62.0,66.109,59.0,3,3,459.54,0,8,44.1,26,39.665,59.662,38.433,5.1,0.161,18,1.011,25,10,0,42.4
8.745,3,1.142,41,39,4.5,54.0,3,68.0,75.377,66.0,7,4,564.64,0,13,39.4,26,43.654,68.145,42.845,6.1,0.162,12,1.033,27,11,1,40.9
8.195,1,1.143,36,34,1.6,46.5,1,63.0,69.734,61.0,5,6,470.56,0,11,37.7,23,39.165,62.152,38.166,9.8,0.127,11,1.019,27,8,0,44.3
