pXC50,nN,nBM,nAB,SCBO,MW,nBO,Sv,nSK,nCsp2,Se,Si,Sp,nHet,nAT,nBT,nH,nC,AMW,C.,H.,Me,Mi,Mp,Mv,N.,nB
4.523,2,21,18,47.0,590.39,35,35.824,33,19,53.032,57.646,37.563,11,51,53,18,22,11.576,43.1,35.3,1.04,1.13,0.737,0.702,3.9,0
5.1,2,12,11,27.5,282.67,21,19.505,19,10,28.556,30.569,19.216,7,27,29,8,12,10.469,44.4,29.6,1.058,1.132,0.712,0.722,7.4,0
6.7,2,22,21,47.5,478.48,36,34.695,33,18,52.407,56.72,34.597,11,50,53,17,22,9.57,44.0,34.0,1.048,1.134,0.692,0.694,4.0,0
5.362,6,19,18,47.0,470.51,37,36.827,34,16,58.712,65.113,37.097,12,57,60,23,22,8.255,38.6,40.4,1.03,1.142,0.651,0.646,10.5,0
5.0,7,24,22,47.0,437.58,34,34.981,31,17,54.512,61.149,36.688,10,54,57,23,21,8.103,38.9,42.6,1.009,1.132,0.679,0.648,13.0,0
5.4,3,22,21,43.5,417.44,32,30.518,29,18,44.76,48.759,30.716,9,43,46,14,20,9.708,46.5,32.6,1.041,1.134,0.714,0.71,7.0,0
4.523,3,20,17,45.5,559.26,34,32.793,32,19,47.734,51.188,33.091,12,45,47,13,20,12.428,44.4,28.9,1.061,1.138,0.735,0.729,6.7,0
4.523,3,23,18,52.0,651.81,38,37.334,36,21,53.018,56.467,38.358,14,50,52,14,22,13.036,44.0,28.0,1.06,1.129,0.767,0.747,6.0,0
5.2,6,22,21,42.5,430.98,31,30.679,28,16,43.833,48.059,32.449,10,43,46,15,18,10.023,41.9,34.9,1.019,1.118,0.755,0.713,14.0,0
6.1,6,17,17,37.5,368.51,29,29.718,26,13,46.2,52.026,31.466,8,46,49,20,18,8.011,39.1,43.5,1.004,1.131,0.684,0.646,13.0,0
5.1,4,26,24,55.0,518.96,41,39.897,37,24,58.505,63.851,40.489,10,57,61,20,27,9.105,47.4,35.1,1.026,1.12,0.71,0.7,7.0,0
5.0,5,25,23,51.5,469.59,38,40.046,35,22,62.211,69.687,41.767,8,62,65,27,27,7.574,43.5,43.5,1.003,1.124,0.674,0.646,8.1,0
5.1,5,19,16,49.0,457.63,37,40.385,34,15,64.65,73.308,42.836,7,65,68,31,27,7.04,41.5,47.7,0.995,1.128,0.659,0.621,7.7,0
5.1,6,20,16,51.0,472.6,38,40.068,35,16,63.312,71.185,41.773,9,63,66,28,26,7.502,41.3,44.4,1.005,1.13,0.663,0.636,9.5,0
6.1,5,20,18,49.0,512.48,38,40.513,35,19,62.414,69.781,42.79,9,62,65,27,26,8.266,41.9,43.5,1.007,1.125,0.69,0.653,8.1,0
5.2,4,21,21,47.5,450.56,37,37.935,33,16,60.505,67.944,39.461,8,60,64,27,25,7.509,41.7,45.0,1.008,1.132,0.658,0.632,6.7,0
5.7,4,18,18,32.0,280.33,23,23.103,21,16,34.338,38.409,23.767,5,34,36,13,16,8.245,47.1,38.2,1.01,1.13,0.699,0.679,11.8,0
5.0,7,16,15,43.5,425.55,34,35.562,31,8,58.531,66.268,37.017,10,58,61,27,21,7.337,36.2,46.6,1.009,1.143,0.638,0.613,12.1,0
5.1,3,21,21,36.5,437.23,26,24.293,23,15,32.084,34.009,25.972,8,31,34,8,15,14.104,48.4,25.8,1.035,1.097,0.838,0.784,9.7,0
5.3,4,15,15,25.5,230.32,18,17.853,16,9,26.134,29.159,18.955,5,26,28,10,11,8.858,42.3,38.5,1.005,1.121,0.729,0.687,15.4,0
5.1,5,24,23,43.5,369.46,31,31.509,28,21,47.022,52.607,32.813,6,47,50,19,22,7.861,46.8,40.4,1.0,1.119,0.698,0.67,10.6,0
6.8,8,28,27,51.5,438.54,37,36.574,33,22,55.327,62.102,37.83,9,55,59,22,24,7.973,43.6,40.0,1.006,1.129,0.688,0.665,14.5,0
6.7,3,19,16,36.0,293.3,25,23.316,22,15,33.822,36.784,23.426,6,33,36,11,16,8.888,48.5,33.3,1.025,1.115,0.71,0.707,9.1,0
6.705,7,20,18,57.0,614.29,46,50.264,42,16,82.116,93.039,53.853,12,82,86,40,30,7.491,36.6,48.8,1.001,1.135,0.657,0.613,8.5,0
5.1,4,21,21,36.5,322.42,26,25.622,23,16,37.229,41.199,26.932,6,37,40,14,17,8.714,45.9,37.8,1.006,1.113,0.728,0.692,10.8,0
5.0,7,14,12,50.0,521.74,42,45.723,38,12,76.832,87.76,48.586,10,77,81,39,28,6.776,36.4,50.6,0.998,1.14,0.631,0.594,9.1,0
6.7,3,22,21,47.5,477.5,36,35.002,33,18,53.182,58.008,35.148,11,51,54,18,22,9.363,43.1,35.3,1.043,1.137,0.689,0.686,5.9,0
7.125,5,24,22,43.0,339.38,29,27.929,26,19,39.371,43.362,28.529,6,39,42,13,20,8.702,51.3,33.3,1.01,1.112,0.732,0.716,12.8,0
5.222,4,15,12,40.0,536.28,31,31.626,30,15,48.392,52.892,32.404,12,46,47,16,18,11.658,39.1,34.8,1.052,1.15,0.704,0.688,8.7,0
5.1,5,19,16,46.0,415.54,34,35.805,31,15,56.0,63.062,37.551,7,56,59,25,24,7.42,42.9,44.6,1.0,1.126,0.671,0.639,8.9,0
5.0,7,22,20,52.0,513.71,40,39.936,35,13,62.683,70.108,42.313,12,62,67,27,23,8.286,37.1,43.5,1.011,1.131,0.682,0.644,11.3,0
6.51,6,18,16,43.0,392.48,33,32.441,29,16,50.52,56.861,33.517,8,50,54,21,21,7.85,42.0,42.0,1.01,1.137,0.67,0.649,12.0,0
6.4,2,12,11,27.5,280.68,21,19.837,19,10,29.371,31.439,19.733,7,28,30,9,12,10.024,42.9,32.1,1.049,1.123,0.705,0.708,7.1,0
5.1,6,16,16,36.0,354.51,28,31.111,26,11,51.774,59.351,33.103,7,52,54,26,19,6.817,36.5,50.0,0.996,1.141,0.637,0.598,11.5,0
5.0,4,18,17,37.5,334.41,28,28.203,25,15,43.247,48.318,29.262,6,43,46,18,19,7.777,44.2,41.9,1.006,1.124,0.681,0.656,9.3,0
5.1,4,19,16,36.0,288.33,25,23.908,22,17,34.269,37.863,24.523,5,34,37,12,17,8.48,50.0,35.3,1.008,1.114,0.721,0.703,11.8,0
7.252,4,14,11,39.5,398.53,31,34.22,29,14,56.178,63.734,36.006,7,56,58,27,22,7.117,39.3,48.2,1.003,1.138,0.643,0.611,7.1,0
5.1,5,21,20,35.0,275.34,24,23.214,21,16,34.043,38.152,24.074,5,34,37,13,16,8.098,47.1,38.2,1.001,1.122,0.708,0.683,14.7,0
5.1,1,13,12,33.0,383.69,26,24.266,25,13,36.342,38.806,22.727,10,33,34,8,15,11.627,45.5,24.2,1.101,1.176,0.689,0.735,3.0,0
5.1,3,13,11,31.5,281.34,24,23.655,21,12,36.262,40.405,24.495,5,36,39,15,16,7.815,44.4,41.7,1.007,1.122,0.68,0.657,8.3,0
5.05,3,18,17,41.5,393.48,31,33.191,29,14,52.451,58.485,34.449,7,52,54,23,22,7.567,42.3,44.2,1.009,1.125,0.662,0.638,5.8,0
5.05,4,30,28,60.0,581.11,44,44.664,40,24,67.232,74.017,46.421,11,66,70,26,29,8.805,43.9,39.4,1.019,1.121,0.703,0.677,6.1,0
5.0,6,27,27,54.5,518.46,41,37.357,37,21,56.083,61.559,36.205,13,53,57,16,24,9.782,45.3,30.2,1.058,1.161,0.683,0.705,11.3,0
5.1,5,20,17,39.5,333.33,27,25.832,25,16,37.142,40.365,25.676,8,36,38,11,17,9.259,47.2,30.6,1.032,1.121,0.713,0.718,13.9,0
6.9,6,24,21,51.5,438.53,38,36.772,33,20,55.334,61.73,38.034,8,55,60,22,25,7.973,45.5,40.0,1.006,1.122,0.692,0.669,10.9,0
5.6,8,18,17,46.5,464.66,37,38.341,33,14,61.054,69.268,40.762,10,61,65,28,23,7.617,37.7,45.9,1.001,1.136,0.668,0.629,13.1,0
5.0,5,19,18,41.0,373.5,31,32.563,28,17,50.789,57.438,34.336,6,51,54,23,22,7.324,43.1,45.1,0.996,1.126,0.673,0.638,9.8,0
5.0,4,21,21,40.5,348.39,30,28.391,26,15,42.691,47.113,28.955,7,42,46,16,19,8.295,45.2,38.1,1.016,1.122,0.689,0.676,9.5,0
5.6,7,19,18,51.0,529.63,41,42.578,38,17,69.392,78.324,43.66,12,68,71,30,26,7.789,38.2,44.1,1.02,1.152,0.642,0.626,10.3,0
5.0,6,26,25,58.5,560.74,45,46.023,40,19,72.483,81.145,48.398,11,72,77,32,29,7.788,40.3,44.4,1.007,1.127,0.672,0.639,8.3,0
5.1,2,12,10,25.0,271.13,18,16.653,16,10,21.022,21.844,17.352,6,20,22,4,10,13.557,50.0,20.0,1.051,1.092,0.868,0.833,10.0,0
6.272,7,30,30,51.0,425.56,36,34.498,31,21,50.091,55.899,36.256,8,50,55,19,23,8.511,46.0,38.0,1.002,1.118,0.725,0.69,14.0,0
6.3,7,30,30,52.0,439.59,37,36.024,32,21,52.974,59.315,38.017,8,53,58,21,24,8.294,45.3,39.6,1.0,1.119,0.717,0.68,13.2,0
6.004,5,17,17,41.5,450.38,33,34.128,30,14,52.832,59.081,35.75,9,52,55,22,21,8.661,40.4,42.3,1.016,1.136,0.688,0.656,9.6,0
6.959,3,15,11,38.5,371.5,29,30.137,26,13,47.316,52.78,31.881,7,47,50,21,19,7.904,40.4,44.7,1.007,1.123,0.678,0.641,6.4,0
5.62,5,20,17,47.5,467.97,35,37.015,33,18,56.836,63.346,38.347,9,56,58,23,24,8.357,42.9,41.1,1.015,1.131,0.685,0.661,8.9,0
5.0,4,22,21,40.5,366.83,29,28.504,26,17,41.687,45.847,29.358,7,41,44,15,19,8.947,46.3,36.6,1.017,1.118,0.716,0.695,9.8,0
6.5,2,17,16,29.0,220.24,20,18.338,17,14,25.182,27.452,18.75,3,25,28,8,14,8.81,56.0,32.0,1.007,1.098,0.75,0.734,8.0,0
6.018,4,23,20,53.0,468.6,40,40.552,35,20,62.992,70.604,42.523,7,63,68,28,28,7.438,44.4,44.4,1.0,1.121,0.675,0.644,6.3,0
5.05,4,17,17,42.5,446.95,34,35.236,31,14,55.945,62.472,36.557,9,55,58,24,22,8.126,40.0,43.6,1.017,1.136,0.665,0.641,7.3,0
5.1,7,25,24,54.0,493.67,41,43.186,37,22,67.643,76.68,45.631,8,68,72,31,29,7.26,42.6,45.6,0.995,1.128,0.671,0.635,10.3,0
5.1,5,17,17,37.5,353.44,29,29.42,26,13,46.418,52.362,30.512,7,46,49,20,19,7.683,41.3,43.5,1.009,1.138,0.663,0.64,10.9,0
