pXC50,RBF,O.,Me,H.,nBM,nDB,nAB,Mv,Mp,AMW,Sp,Se,SCBO,nCsp2,nBO,nSK,Si,MW,Mi,nAT,nH,nO,RBN,Sv,nBT,C.
4.724,0.103,5.4,0.992,51.4,7,1,6,0.6,0.642,6.631,23.767,36.709,24.0,7,20,18,41.654,245.35,1.126,37,19,2,4,22.192,39,40.5
8.262,0.152,2.2,0.987,55.6,6,1,5,0.572,0.633,6.567,28.495,44.429,24.5,4,21,20,51.192,295.5,1.138,45,25,1,7,25.761,46,33.3
7.284,0.148,3.8,0.995,51.3,15,3,12,0.593,0.633,6.676,49.341,77.614,50.0,14,41,38,88.676,520.75,1.137,78,40,3,12,46.228,81,37.2
8.481,0.165,3.2,0.991,51.6,20,2,18,0.595,0.639,6.59,59.387,92.148,60.0,19,49,45,105.337,612.9,1.133,93,48,3,16,55.336,97,38.7
7.2,0.152,2.2,0.987,55.6,6,1,5,0.572,0.633,6.567,28.495,44.429,24.5,4,21,20,51.192,295.5,1.138,45,25,1,7,25.761,46,33.3
4.523,0.103,7.7,1.018,44.6,17,5,12,0.626,0.651,7.933,42.335,66.145,50.0,14,39,36,74.022,515.66,1.139,65,29,5,7,40.706,68,35.4
4.0,0.05,5.4,1.008,41.1,21,3,18,0.661,0.683,7.884,38.245,56.443,49.0,20,37,33,62.857,441.53,1.122,56,23,3,3,36.993,60,44.6
5.924,0.073,3.8,1.004,46.2,14,2,12,0.621,0.65,7.317,33.796,52.218,39.0,13,31,28,59.145,380.5,1.137,52,24,2,4,32.299,55,38.5
4.523,0.095,6.7,1.016,45.0,16,4,12,0.624,0.652,7.894,39.12,60.934,46.0,13,36,33,68.398,473.62,1.14,60,27,4,6,37.464,63,35.0
5.051,0.116,3.0,0.996,48.5,15,2,12,0.612,0.649,6.979,42.841,65.752,47.0,13,37,34,74.806,460.64,1.133,66,32,2,8,40.406,69,39.4
5.363,0.108,4.8,1.007,46.8,15,3,12,0.614,0.642,7.284,39.779,62.414,45.0,14,36,33,70.684,451.59,1.14,62,29,3,7,38.089,65,37.1
8.262,0.095,2.4,0.992,51.2,7,1,5,0.603,0.658,7.109,26.972,40.662,26.5,4,21,20,46.361,291.46,1.131,41,21,1,4,24.707,42,36.6
5.357,0.056,5.9,1.009,45.1,14,2,12,0.627,0.652,7.48,33.245,51.443,39.0,13,31,28,57.857,381.48,1.134,51,23,3,3,31.993,54,39.2
5.775,0.128,5.6,1.003,47.8,22,4,18,0.613,0.645,7.132,58.018,90.254,64.0,21,51,47,102.009,641.85,1.133,90,43,5,12,55.206,94,38.9
5.742,0.083,6.0,1.01,41.8,22,4,18,0.653,0.675,7.83,45.228,67.64,57.0,21,44,39,75.395,524.63,1.125,67,28,4,6,43.782,72,43.3
5.511,0.098,3.4,1.0,48.3,14,2,12,0.61,0.643,7.044,37.319,57.985,41.0,13,33,30,65.976,408.56,1.138,58,28,2,6,35.353,61,37.9
6.174,0.083,5.3,1.008,45.6,15,3,12,0.624,0.649,7.413,37.012,57.429,43.0,14,34,31,64.77,422.54,1.136,57,26,3,5,35.541,60,38.6
7.854,0.152,2.2,0.987,55.6,6,1,5,0.572,0.633,6.567,28.495,44.429,24.5,4,21,20,51.192,295.5,1.138,45,25,1,7,25.761,46,33.3
4.523,0.08,4.2,0.992,51.4,14,2,12,0.605,0.662,6.886,47.631,71.407,46.0,13,38,35,81.487,495.77,1.132,72,37,3,6,43.565,75,36.1
4.876,0.125,6.5,1.008,48.1,16,4,12,0.606,0.633,7.165,48.733,77.603,53.0,15,43,40,87.763,551.72,1.14,77,37,5,10,46.626,80,36.4
7.125,0.155,3.7,0.994,51.9,15,3,12,0.59,0.631,6.602,51.103,80.498,51.0,14,42,39,92.092,534.78,1.137,81,42,3,13,47.755,84,37.0
6.951,0.152,2.2,0.987,55.6,6,1,5,0.572,0.633,6.567,28.495,44.429,24.5,4,21,20,51.192,295.5,1.138,45,25,1,7,25.761,46,33.3
8.072,0.125,2.6,0.991,53.8,6,1,5,0.582,0.64,6.857,24.972,38.662,22.5,4,19,18,44.361,267.44,1.137,39,21,1,5,22.707,40,33.3
5.91,0.117,1.7,0.982,56.9,6,1,5,0.567,0.63,6.269,36.54,56.963,30.5,4,27,25,65.852,363.63,1.135,58,33,1,7,32.868,60,34.5
7.658,0.022,0.0,0.989,47.6,12,1,11,0.631,0.685,7.44,28.762,41.552,31.5,11,25,22,47.235,312.48,1.125,42,20,0,1,26.487,45,40.5
8.049,0.146,2.5,0.992,52.5,7,2,5,0.593,0.649,6.986,25.972,39.662,24.5,6,20,19,45.361,279.45,1.134,40,21,1,6,23.707,41,35.0
7.461,0.184,2.1,0.986,56.3,6,1,5,0.568,0.63,6.449,30.256,47.312,25.5,4,22,21,54.607,309.53,1.138,48,27,1,9,27.288,49,33.3
7.886,0.14,2.4,0.989,54.8,6,1,5,0.577,0.637,6.702,26.733,41.545,23.5,4,20,19,47.776,281.47,1.138,42,23,1,6,24.234,43,33.3
6.83,0.071,3.7,1.005,48.1,6,1,5,0.615,0.664,7.827,17.926,27.127,18.5,4,15,14,30.7,211.32,1.137,27,13,1,2,16.6,28,33.3
4.066,0.083,8.3,1.002,54.2,2,2,0,0.567,0.603,6.467,14.483,24.058,13.0,3,11,11,27.408,155.22,1.142,24,13,2,2,13.612,24,33.3
8.084,0.163,2.4,0.989,54.8,6,1,5,0.577,0.637,6.702,26.733,41.545,23.5,4,20,19,47.776,281.47,1.138,42,23,1,7,24.234,43,33.3
7.921,0.174,0.0,0.982,55.6,6,1,5,0.583,0.66,6.924,29.688,44.178,24.5,4,21,20,50.902,311.57,1.131,45,25,0,8,26.233,46,33.3
6.369,0.167,0.0,0.978,57.4,6,1,5,0.565,0.634,6.245,29.802,45.985,24.5,4,21,20,53.397,293.53,1.136,47,27,0,8,26.573,48,34.0
7.087,0.091,0.0,0.986,53.1,6,1,5,0.592,0.656,6.981,20.995,31.567,19.5,4,16,15,36.321,223.38,1.135,32,17,0,3,18.939,33,34.4
6.854,0.184,0.0,0.98,56.3,6,1,5,0.578,0.655,6.783,31.449,47.061,25.5,4,22,21,54.317,325.6,1.132,48,27,0,9,27.76,49,33.3
6.803,0.128,0.0,0.982,55.3,6,1,5,0.579,0.645,6.617,24.517,37.334,21.5,4,18,17,43.152,251.44,1.136,38,21,0,5,21.993,39,34.2
6.222,0.108,5.4,1.005,48.6,8,1,6,0.616,0.655,7.616,24.25,37.193,25.0,7,19,19,41.889,281.79,1.132,37,18,2,4,22.778,37,37.8
6.839,0.042,0.0,0.996,47.8,6,1,5,0.624,0.683,7.882,15.71,22.916,16.5,4,13,12,26.076,181.29,1.134,23,11,0,1,14.359,24,34.8
7.745,0.097,0.0,0.992,50.0,6,1,5,0.62,0.696,8.047,20.881,29.76,19.5,4,16,15,33.826,241.42,1.128,30,15,0,3,18.599,31,33.3
6.558,0.163,4.8,0.995,54.8,6,1,5,0.566,0.608,6.319,25.54,41.796,23.5,4,20,19,48.066,265.4,1.144,42,23,2,7,23.762,43,33.3
4.921,0.027,8.6,1.02,42.9,8,2,6,0.649,0.673,8.422,23.563,35.694,27.0,8,22,20,39.475,294.76,1.128,35,15,3,1,22.702,37,40.0
5.398,0.027,5.7,1.003,45.7,8,2,6,0.638,0.683,7.897,23.898,35.12,26.0,8,21,19,39.242,276.39,1.121,35,16,2,1,22.347,37,40.0
6.051,0.031,6.5,1.004,51.6,2,2,0,0.592,0.642,7.366,19.898,31.12,18.0,2,16,15,35.242,228.35,1.137,31,16,2,1,18.347,32,32.3
8.549,0.15,2.6,0.991,53.8,6,1,5,0.582,0.64,6.857,24.972,38.662,22.5,4,19,18,44.361,267.44,1.137,39,21,1,6,22.707,40,33.3
7.373,0.156,4.5,0.999,52.3,8,3,5,0.594,0.655,7.49,28.836,43.949,27.5,4,22,21,49.906,329.54,1.134,44,23,2,7,26.136,45,31.8
6.462,0.135,5.6,1.001,52.8,6,1,5,0.575,0.612,6.593,22.017,36.029,21.5,4,18,17,41.235,237.34,1.145,36,19,2,5,20.708,37,33.3
5.0,0.086,14.7,1.03,47.1,3,3,0,0.597,0.606,7.538,20.614,35.025,22.0,3,19,18,38.95,256.29,1.146,34,16,5,3,20.304,35,32.4
8.055,0.14,2.4,0.989,54.8,6,1,5,0.577,0.637,6.702,26.733,41.545,23.5,4,20,19,47.776,281.47,1.138,42,23,1,6,24.234,43,33.3
7.921,0.174,2.2,0.987,55.6,6,1,5,0.572,0.633,6.567,28.495,44.429,24.5,4,21,20,51.192,295.5,1.138,45,25,1,8,25.761,46,33.3
6.515,0.159,2.3,0.991,53.5,7,2,5,0.591,0.66,7.292,28.381,42.622,25.5,4,21,20,48.696,313.54,1.132,43,23,1,7,25.421,44,32.6
6.708,0.059,3.0,0.988,54.5,2,1,0,0.575,0.623,6.252,20.557,32.6,19.0,1,16,15,37.528,206.32,1.137,33,18,1,2,18.972,34,36.4
9.23,0.096,4.0,0.986,52.0,13,1,12,0.601,0.649,6.49,32.432,49.301,33.0,13,26,24,56.107,324.48,1.122,50,26,2,5,30.036,52,42.0
5.056,0.117,3.4,0.985,59.3,2,2,0,0.541,0.595,5.722,35.109,58.098,27.0,2,25,24,67.557,337.57,1.145,59,35,2,7,31.923,60,32.2
4.818,0.042,4.3,0.991,57.4,2,2,0,0.549,0.597,5.988,28.063,46.563,23.0,2,21,20,53.896,281.45,1.147,47,27,2,2,25.815,48,31.9
4.602,0.05,7.7,1.006,53.8,2,2,0,0.563,0.596,6.548,23.233,39.24,21.0,2,19,18,44.86,255.36,1.15,39,21,3,2,21.95,40,30.8
4.0,0.026,5.3,0.998,55.3,2,2,0,0.559,0.599,6.299,22.779,37.912,20.0,2,18,17,43.651,239.36,1.149,38,21,2,1,21.235,39,31.6
4.187,0.067,4.5,0.993,56.8,2,2,0,0.552,0.598,6.078,26.302,43.68,22.0,2,20,19,50.481,267.42,1.147,44,25,2,3,24.289,45,31.8
5.0,0.053,3.7,0.992,50.0,13,2,11,0.608,0.649,6.769,35.063,53.563,37.5,12,30,27,60.896,365.52,1.128,54,27,2,3,32.815,57,40.7
4.469,0.089,3.7,0.99,53.7,8,2,6,0.58,0.626,6.361,33.824,53.447,32.0,8,27,25,61.311,343.52,1.135,54,29,2,5,31.342,56,37.0
4.42,0.038,3.9,0.989,56.9,2,2,0,0.556,0.604,6.029,30.824,50.447,26.0,2,24,22,58.311,307.49,1.143,51,29,2,2,28.342,53,33.3
4.222,0.024,4.9,0.995,56.1,2,2,0,0.555,0.599,6.18,24.54,40.796,21.0,2,19,18,47.066,253.39,1.148,41,23,2,1,22.762,42,31.7
4.119,0.048,4.9,0.995,56.1,2,2,0,0.555,0.599,6.18,24.54,40.796,21.0,2,19,18,47.066,253.39,1.148,41,23,2,2,22.762,42,31.7
5.022,0.123,3.6,0.986,58.9,2,2,0,0.543,0.595,5.777,33.347,55.214,26.0,2,24,23,64.142,323.54,1.145,56,33,2,7,30.396,57,32.1
5.149,0.074,7.4,1.006,51.9,2,1,0,0.579,0.611,6.75,16.489,27.16,16.0,1,13,13,30.907,182.25,1.145,27,14,2,2,15.633,27,33.3
4.553,0.044,4.5,0.993,56.8,2,2,0,0.552,0.598,6.078,26.302,43.68,22.0,2,20,19,50.481,267.42,1.147,44,25,2,2,24.289,45,31.8
4.866,0.081,3.3,0.985,58.3,2,2,0,0.549,0.602,5.826,36.109,59.098,29.0,2,27,25,68.557,349.58,1.143,60,35,2,5,32.923,62,33.3
4.523,0.054,3.7,0.988,57.4,2,2,0,0.553,0.603,5.954,32.586,53.33,27.0,2,25,23,61.727,321.52,1.143,54,31,2,3,29.869,56,33.3
4.523,0.06,4.2,0.993,52.1,8,2,6,0.589,0.631,6.572,30.302,47.68,30.0,8,25,23,54.481,315.46,1.135,48,25,2,3,28.289,50,37.5
6.385,0.094,6.5,1.001,51.6,2,1,0,0.586,0.621,6.719,19.25,31.043,19.0,1,16,15,35.322,208.29,1.139,31,16,2,3,18.16,32,35.5
4.046,0.063,4.3,0.991,57.4,2,2,0,0.549,0.597,5.988,28.063,46.563,23.0,2,21,20,53.896,281.45,1.147,47,27,2,3,25.815,48,31.9
7.292,0.094,0.0,0.985,51.6,6,1,5,0.616,0.698,7.756,21.637,30.542,19.5,4,16,15,34.743,240.43,1.121,31,16,0,3,19.105,32,35.5
5.288,0.091,3.1,0.994,53.1,6,1,5,0.577,0.619,6.478,19.801,31.818,19.5,4,16,15,36.611,207.31,1.144,32,17,1,3,18.467,33,34.4
4.991,0.083,2.9,0.991,54.3,6,1,5,0.571,0.616,6.324,21.563,34.702,20.5,4,17,16,40.026,221.34,1.144,35,19,1,3,19.993,36,34.3
5.745,0.094,6.5,1.001,51.6,6,1,5,0.586,0.621,6.719,19.25,31.043,19.5,4,16,15,35.322,208.29,1.139,31,16,2,3,18.16,32,35.5
5.0,0.083,2.9,0.991,54.3,6,1,5,0.571,0.616,6.324,21.563,34.702,20.5,4,17,16,40.026,221.34,1.144,35,19,1,3,19.993,36,34.3
5.851,0.074,3.7,0.984,59.3,5,0,5,0.544,0.599,5.713,16.171,26.556,13.5,4,11,11,30.822,154.26,1.142,27,16,1,2,14.687,27,33.3
8.388,0.036,3.8,1.002,50.0,5,0,5,0.593,0.626,6.894,16.279,26.051,17.5,2,15,13,29.78,179.25,1.145,26,13,1,1,15.413,28,34.6
5.745,0.091,3.1,0.987,56.3,5,0,5,0.562,0.611,6.072,19.557,31.6,17.5,3,15,14,36.528,194.31,1.141,32,18,1,3,17.972,33,34.4
6.451,0.127,4.5,1.004,46.3,19,1,18,0.632,0.663,7.338,44.427,67.247,50.0,19,40,36,75.449,491.62,1.126,67,31,3,9,42.361,71,44.8
6.5,0.032,3.3,0.98,58.3,2,2,0,0.557,0.614,5.76,36.859,58.778,30.0,3,28,25,67.976,345.58,1.133,60,35,2,2,33.407,63,36.7
6.398,0.143,6.9,0.992,62.1,1,1,0,0.515,0.565,5.527,16.387,28.767,11.0,1,10,11,33.446,160.27,1.153,29,18,2,4,14.929,28,27.6
6.58,0.123,4.3,1.005,46.4,19,1,18,0.629,0.658,7.343,45.432,69.349,51.0,19,41,37,77.947,506.64,1.13,69,32,3,9,43.383,73,43.5
5.572,0.111,5.0,1.006,48.3,13,1,12,0.614,0.644,7.159,38.665,60.363,41.0,13,34,31,68.034,429.55,1.134,60,29,3,7,36.834,63,41.7
7.319,0.097,3.3,1.0,50.0,6,1,5,0.604,0.656,7.512,19.688,30.011,19.5,4,16,15,34.116,225.35,1.137,30,15,1,3,18.127,31,33.3
6.0,0.032,3.3,0.98,58.3,2,2,0,0.557,0.614,5.76,36.859,58.778,30.0,3,28,25,67.976,345.58,1.133,60,35,2,2,33.407,63,36.7
8.19,0.04,4.3,1.005,44.7,14,2,12,0.633,0.66,7.478,31.029,47.232,37.0,13,29,26,53.232,351.45,1.133,47,21,2,2,29.751,50,40.4
