pXC50,RBN,RBF,nH,MW,C.,SCBO,nC,Sp,nBO,Sv,nSK,N.,Se,Si,nBT,nAT,Mp,nCsp2,nF,Mv,nAB,nN,nBM,H.,Mi,nHet,AMW,nX
5.0,7,0.117,29,395.62,40.4,38.0,23,38.017,31,34.815,28,5.3,56.196,64.022,60,57,0.667,13,0,0.611,12,3,13,50.9,1.123,5,6.941,0
5.0,5,0.093,25,367.56,41.2,36.0,21,34.495,29,31.761,26,5.9,50.429,57.192,54,51,0.676,13,0,0.623,12,3,13,49.0,1.121,5,7.207,0
6.0,5,0.1,26,298.47,39.6,29.0,19,30.603,24,28.079,22,4.2,47.134,54.188,50,48,0.638,9,0,0.585,6,2,8,54.2,1.129,3,6.218,0
6.0,3,0.061,24,337.89,36.2,29.0,17,30.159,25,28.116,23,6.4,47.003,53.425,49,47,0.642,7,0,0.598,6,3,7,51.1,1.137,6,7.189,1
7.523,6,0.103,28,380.6,41.8,37.0,23,37.012,30,33.793,27,3.6,54.094,61.524,58,55,0.673,13,0,0.614,12,2,13,50.9,1.119,4,6.92,0
6.0,4,0.091,22,270.41,40.5,27.0,17,27.08,22,25.026,20,4.8,41.367,47.358,44,42,0.645,9,0,0.596,6,2,8,52.4,1.128,3,6.438,0
6.0,5,0.1,26,322.47,30.6,28.0,15,29.557,24,27.826,23,12.2,49.101,56.561,50,49,0.603,5,0,0.568,6,6,7,53.1,1.154,8,6.581,0
6.0,3,0.065,24,272.43,38.6,26.0,17,27.841,22,25.552,20,4.5,43.251,49.773,46,44,0.633,7,0,0.581,6,2,7,54.5,1.131,3,6.192,0
6.0,0,0.0,14,186.28,42.9,21.0,12,18.58,16,17.204,14,7.1,27.505,31.488,30,28,0.664,8,0,0.614,10,2,10,50.0,1.125,2,6.653,0
6.385,5,0.086,29,347.55,41.8,36.0,23,35.915,29,32.913,26,5.5,53.792,61.893,58,55,0.653,13,0,0.598,12,3,13,52.7,1.125,3,6.319,0
6.0,6,0.111,24,372.47,37.3,37.0,19,32.455,30,31.213,27,7.8,51.552,57.983,54,51,0.636,9,0,0.612,10,4,12,47.1,1.137,8,7.303,0
7.0,7,0.115,30,394.63,41.4,38.0,24,38.773,31,35.32,28,3.4,56.978,64.939,61,58,0.669,13,0,0.609,12,2,13,51.7,1.12,4,6.804,0
7.321,0,0.0,17,267.35,45.9,29.0,17,25.006,23,23.665,20,2.7,36.825,41.239,40,37,0.676,12,0,0.64,12,1,12,45.9,1.115,3,7.226,0
5.176,5,0.106,26,270.46,39.1,26.0,18,29.148,21,26.364,20,4.3,44.807,51.979,47,46,0.634,6,0,0.573,6,2,7,56.5,1.13,2,5.88,0
6.0,3,0.073,20,256.38,41.0,26.0,16,25.319,21,23.499,19,5.1,38.483,43.943,41,39,0.649,9,0,0.603,6,2,8,51.3,1.127,3,6.574,0
7.387,0,0.0,16,266.2,41.9,20.0,13,21.449,17,19.261,15,3.2,30.4,34.662,33,31,0.692,6,0,0.621,6,1,6,51.6,1.118,2,8.587,1
6.0,3,0.07,21,276.39,39.0,26.0,16,26.017,22,24.409,20,4.9,40.88,46.698,43,41,0.635,7,1,0.595,6,2,7,51.2,1.139,4,6.741,1
4.778,3,0.079,20,228.37,40.5,23.0,15,23.864,18,21.784,17,5.4,36.156,41.733,38,37,0.645,6,0,0.589,6,2,7,54.1,1.128,2,6.172,0
7.469,1,0.028,18,280.23,41.2,21.0,14,23.211,18,20.788,16,2.9,33.283,38.077,36,34,0.683,6,0,0.611,6,1,6,52.9,1.12,2,8.242,1
6.0,4,0.087,24,272.43,38.6,26.0,17,27.841,22,25.552,20,4.5,43.251,49.773,46,44,0.633,7,0,0.581,6,2,7,54.5,1.131,3,6.192,0
6.0,2,0.051,18,254.36,43.2,27.0,16,24.557,21,22.972,19,5.4,36.6,41.528,39,37,0.664,7,0,0.621,6,2,8,48.6,1.122,3,6.875,0
6.0,5,0.096,28,300.49,38.0,28.0,19,31.364,24,28.606,22,4.0,49.018,56.604,52,50,0.627,7,0,0.572,6,2,7,56.0,1.132,3,6.01,0
6.086,8,0.143,30,350.51,34.5,30.0,19,33.489,26,31.277,25,3.6,54.883,62.647,56,55,0.609,7,0,0.569,6,2,7,54.5,1.139,6,6.373,0
7.125,3,0.071,22,308.29,40.0,23.0,16,26.733,20,23.841,18,2.5,39.051,44.907,42,40,0.668,6,0,0.596,6,1,6,55.0,1.123,2,7.707,1
6.2,5,0.082,29,396.55,41.4,39.5,24,37.517,32,35.231,29,3.4,57.741,65.568,61,58,0.647,12,1,0.607,11,2,13,50.0,1.13,5,6.837,1
7.04,4,0.065,28,409.55,41.4,42.5,24,37.762,34,35.725,30,5.2,57.96,65.651,62,58,0.651,12,1,0.616,15,3,16,48.3,1.132,6,7.061,1
6.924,2,0.049,20,306.27,42.1,24.0,16,25.972,21,23.315,18,2.6,37.167,42.492,41,38,0.683,6,0,0.614,6,1,6,52.6,1.118,2,8.06,1
6.0,1,0.027,18,230.34,40.0,23.0,14,22.557,19,20.972,17,5.7,34.6,39.528,37,35,0.644,7,0,0.599,6,2,7,51.4,1.129,3,6.581,0
6.0,4,0.091,22,274.4,38.1,26.0,16,26.534,22,24.74,20,4.8,41.694,47.567,44,42,0.632,7,0,0.589,6,2,7,52.4,1.133,4,6.533,0
7.745,2,0.047,22,320.3,41.5,25.0,17,27.733,21,24.841,19,2.4,40.051,45.907,43,41,0.676,8,0,0.606,6,1,7,53.7,1.12,2,7.812,1
6.0,5,0.088,27,402.97,38.2,37.0,21,35.927,30,33.664,28,7.3,54.989,62.338,57,55,0.653,13,0,0.612,12,4,13,49.1,1.133,7,7.327,1
6.55,8,0.116,34,439.63,39.4,42.5,26,42.046,35,39.306,32,4.5,65.61,74.897,69,66,0.637,12,1,0.596,11,3,13,51.5,1.135,6,6.661,1
6.0,7,0.115,34,342.58,37.3,31.0,22,36.648,27,33.186,25,3.4,57.669,66.849,61,59,0.621,7,0,0.562,6,2,7,57.6,1.133,3,5.806,0
6.0,3,0.064,22,335.88,35.6,31.0,16,29.194,25,27.391,23,11.1,45.112,51.382,47,45,0.649,8,0,0.609,10,5,11,48.9,1.142,7,7.464,1
6.0,3,0.057,25,380.92,35.3,33.0,18,32.62,28,30.852,26,7.8,51.432,58.133,53,51,0.64,8,0,0.605,6,4,8,49.0,1.14,8,7.469,1
6.155,0,0.0,13,179.24,38.5,17.0,10,16.483,14,15.612,13,3.8,26.058,29.408,27,26,0.634,6,0,0.6,6,1,6,50.0,1.131,3,6.894,0
7.889,7,0.123,30,428.43,32.1,31.0,18,35.188,27,32.41,26,8.9,55.88,64.15,57,56,0.628,6,0,0.579,6,5,7,53.6,1.146,8,7.651,1
7.276,5,0.122,23,233.39,37.5,21.0,15,24.836,18,22.531,17,2.5,39.149,45.275,41,40,0.621,6,0,0.563,6,1,6,57.5,1.132,2,5.835,0
6.003,7,0.146,27,277.45,36.2,24.0,17,28.813,21,26.299,20,2.1,46.243,53.315,48,47,0.613,6,0,0.56,6,1,6,57.4,1.134,3,5.903,0
9.553,5,0.088,26,399.96,40.7,38.0,22,35.921,31,33.643,28,5.6,53.887,60.84,57,54,0.665,13,0,0.623,12,3,13,48.1,1.127,6,7.407,1
8.495,2,0.054,18,292.24,42.9,23.0,15,24.211,19,21.788,17,2.9,34.283,39.077,37,35,0.692,8,0,0.623,6,1,7,51.4,1.116,2,8.35,1
7.556,6,0.111,28,369.95,32.1,30.0,17,32.932,26,30.686,25,9.4,53.091,60.837,54,53,0.621,6,0,0.579,6,5,7,52.8,1.148,8,6.98,1
7.368,6,0.111,28,369.95,32.1,30.0,17,32.932,26,30.686,25,9.4,53.091,60.837,54,53,0.621,6,0,0.579,6,5,7,52.8,1.148,8,6.98,1
6.0,3,0.073,20,297.82,35.0,25.0,14,25.637,21,24.063,20,7.5,40.236,45.595,41,40,0.641,7,0,0.602,6,3,7,50.0,1.14,6,7.445,1
5.301,12,0.16,35,524.12,43.1,50.0,31,47.87,40,44.859,37,1.4,71.825,80.884,75,72,0.665,19,1,0.623,18,1,19,48.6,1.123,6,7.279,2
6.066,2,0.044,20,297.4,45.2,31.0,19,28.012,25,26.388,22,2.4,41.778,47.199,45,42,0.667,12,1,0.628,12,1,12,47.6,1.124,3,7.081,1
5.523,5,0.089,26,371.49,41.5,36.0,22,34.205,30,32.398,27,1.9,53.083,59.864,56,53,0.645,12,1,0.611,12,1,12,49.1,1.13,5,7.009,1
6.004,4,0.075,24,357.46,42.0,35.0,21,32.444,29,30.871,26,2.0,50.2,56.449,53,50,0.649,12,1,0.617,12,1,12,48.0,1.129,5,7.149,1
5.796,4,0.075,24,357.46,42.0,35.0,21,32.444,29,30.871,26,2.0,50.2,56.449,53,50,0.649,12,1,0.617,12,1,12,48.0,1.129,5,7.149,1
5.62,3,0.06,22,343.43,42.6,34.0,20,30.682,28,29.344,25,2.1,47.316,53.033,50,47,0.653,12,1,0.624,12,1,12,46.8,1.128,5,7.307,1
5.0,3,0.06,22,343.43,42.6,34.0,20,30.682,28,29.344,25,2.1,47.316,53.033,50,47,0.653,12,1,0.624,12,1,12,46.8,1.128,5,7.307,1
6.208,2,0.043,20,329.4,43.2,33.0,19,28.921,27,27.817,24,2.3,44.432,49.618,47,44,0.657,12,1,0.632,12,1,12,45.5,1.128,5,7.486,1
6.31,5,0.091,26,355.49,42.3,35.0,22,33.75,29,31.683,26,1.9,51.756,58.654,55,52,0.649,12,1,0.609,12,1,12,50.0,1.128,4,6.836,1
7.252,4,0.077,24,341.46,42.9,34.0,21,31.989,28,30.156,25,2.0,48.872,55.239,52,49,0.653,12,1,0.615,12,1,12,49.0,1.127,4,6.969,1
6.398,4,0.077,24,341.46,42.9,34.0,21,31.989,28,30.156,25,2.0,48.872,55.239,52,49,0.653,12,1,0.615,12,1,12,49.0,1.127,4,6.969,1
6.125,3,0.061,22,327.43,43.5,33.0,20,30.228,27,28.629,24,2.2,45.989,51.824,49,46,0.657,12,1,0.622,12,1,12,47.8,1.127,4,7.118,1
6.319,2,0.043,20,313.4,44.2,32.0,19,28.466,26,27.102,23,2.3,43.105,48.409,46,43,0.662,12,1,0.63,12,1,12,46.5,1.126,4,7.288,1
6.484,6,0.098,31,365.57,39.7,36.0,23,37.131,30,34.154,27,5.2,57.003,65.517,61,58,0.64,11,0,0.589,12,3,12,53.4,1.13,4,6.303,0
5.73,8,0.138,27,463.41,39.3,38.0,22,37.08,31,34.776,29,3.6,56.229,63.073,58,56,0.662,13,0,0.621,12,2,13,48.2,1.126,7,8.275,1
8.523,3,0.068,21,284.41,42.9,29.0,18,27.563,23,25.694,21,4.8,41.552,47.488,44,42,0.656,12,1,0.612,12,2,12,50.0,1.131,3,6.772,1
5.0,6,0.13,22,361.3,35.6,28.0,16,29.466,24,27.637,23,4.4,45.553,51.08,46,45,0.655,7,0,0.614,6,2,7,48.9,1.135,7,8.029,2
6.191,6,0.095,29,430.56,41.7,41.0,25,38.699,34,36.809,31,3.3,60.323,68.453,63,60,0.645,14,3,0.613,12,2,13,48.3,1.141,6,7.176,3
7.538,7,0.123,26,420.95,40.0,38.0,22,36.069,31,34.246,29,3.6,55.509,62.306,57,55,0.656,13,1,0.623,12,2,13,47.3,1.133,7,7.654,2
7.759,7,0.109,32,392.59,41.0,39.0,25,39.341,32,36.374,29,3.3,60.112,68.643,64,61,0.645,14,0,0.596,12,2,13,52.5,1.125,4,6.436,0
7.293,8,0.116,36,408.64,39.4,39.0,26,41.864,33,38.428,30,3.0,64.879,74.474,69,66,0.634,12,0,0.582,12,2,12,54.5,1.128,4,6.192,0
9.444,6,0.109,25,449.38,39.6,37.0,21,35.319,30,33.249,28,3.8,53.345,59.658,55,53,0.666,13,0,0.627,12,2,13,47.2,1.126,7,8.479,1
7.299,7,0.109,32,412.65,39.3,38.0,24,39.989,32,36.561,29,3.3,60.189,68.563,64,61,0.656,12,0,0.599,12,2,12,52.5,1.124,5,6.765,0
7.553,6,0.097,32,364.58,40.7,36.0,24,37.887,30,34.66,27,3.4,57.785,66.434,62,59,0.642,12,0,0.587,12,2,12,54.2,1.126,3,6.179,0
5.462,6,0.111,24,423.37,40.4,37.0,21,35.228,30,33.164,28,3.8,52.436,58.495,54,52,0.677,13,0,0.638,12,2,13,46.2,1.125,7,8.142,2
6.409,9,0.143,29,466.0,37.7,41.0,23,39.29,34,37.509,32,4.9,61.821,69.429,63,61,0.644,13,1,0.615,12,3,13,47.5,1.138,9,7.639,2
7.947,6,0.094,32,392.59,41.0,39.0,25,39.341,32,36.374,29,3.3,60.112,68.643,64,61,0.645,14,0,0.596,12,2,13,52.5,1.125,4,6.436,0
8.036,1,0.023,19,282.39,45.0,30.0,18,26.802,24,25.167,21,5.0,39.669,45.073,43,40,0.67,12,1,0.629,12,2,12,47.5,1.127,3,7.06,1
4.0,7,0.125,25,421.94,38.9,38.0,21,35.313,31,33.741,29,5.6,54.727,61.389,56,54,0.654,13,1,0.625,12,3,13,46.3,1.137,8,7.814,2
8.027,6,0.105,27,402.96,40.0,37.0,22,36.131,30,33.863,28,3.6,54.996,61.966,57,55,0.657,13,0,0.616,12,2,13,49.1,1.127,6,7.327,1
7.678,6,0.118,21,427.33,40.8,37.0,20,33.404,30,32.02,28,4.1,50.065,55.42,51,49,0.682,13,1,0.653,12,2,13,42.9,1.131,8,8.721,3
7.618,6,0.102,30,370.61,39.3,34.5,22,36.773,29,33.32,26,3.6,54.978,62.939,59,56,0.657,10,0,0.595,11,2,11,53.6,1.124,4,6.618,0
6.854,6,0.102,26,415.51,39.3,40.0,22,35.909,33,34.628,30,5.4,56.731,63.655,59,56,0.641,13,1,0.618,12,3,13,46.4,1.137,8,7.42,1
7.896,5,0.083,30,362.56,42.1,37.0,24,37.126,30,34.133,27,3.5,55.901,64.019,60,57,0.651,14,0,0.599,12,2,13,52.6,1.123,3,6.361,0
6.618,1,0.024,17,285.36,47.4,30.0,18,25.733,24,24.529,21,2.6,38.08,42.915,41,38,0.677,12,2,0.646,12,1,12,44.7,1.129,3,7.509,2
6.382,1,0.024,18,283.82,47.4,29.0,18,26.716,23,24.59,20,2.6,37.378,42.179,41,38,0.703,12,0,0.647,12,1,12,47.4,1.11,2,7.469,1
6.398,3,0.061,23,309.44,43.5,32.0,20,30.29,26,28.246,23,2.2,45.476,51.484,49,46,0.658,12,0,0.614,12,1,12,50.0,1.119,3,6.727,0
7.26,5,0.083,27,411.0,39.3,41.0,22,37.267,33,34.751,29,10.7,55.654,63.501,60,56,0.665,12,0,0.621,16,6,16,48.2,1.134,7,7.339,1
7.585,3,0.07,18,295.39,45.0,33.0,18,27.046,25,25.662,22,7.5,39.887,45.156,43,40,0.676,13,1,0.642,16,3,16,45.0,1.129,4,7.385,1
7.921,4,0.074,21,389.48,48.0,44.0,24,34.506,33,33.099,29,6.0,50.167,56.326,54,50,0.69,19,2,0.662,22,3,22,42.0,1.127,5,7.79,2
6.9,4,0.087,20,325.87,44.2,34.0,19,29.728,26,27.633,23,7.0,42.582,48.176,46,43,0.691,13,0,0.643,16,3,16,46.5,1.12,4,7.578,1
6.845,5,0.102,22,323.45,43.5,35.0,20,30.569,27,28.716,24,6.5,45.654,51.987,49,46,0.665,13,1,0.624,16,3,16,47.8,1.13,4,7.032,1
6.987,3,0.07,18,311.84,45.0,33.0,18,27.966,25,26.106,22,7.5,39.698,44.761,43,40,0.699,13,0,0.653,16,3,16,45.0,1.119,4,7.796,1
6.733,3,0.06,20,345.45,47.8,40.5,22,31.807,30,30.189,26,6.5,45.771,51.571,50,46,0.691,17,1,0.656,21,3,21,43.5,1.121,4,7.51,1
8.155,4,0.074,21,389.48,48.0,44.0,24,34.506,33,33.099,29,6.0,50.167,56.326,54,50,0.69,19,2,0.662,22,3,22,42.0,1.127,5,7.79,2
8.155,6,0.1,25,417.54,46.4,46.0,26,38.029,35,36.152,31,5.4,55.934,63.157,60,56,0.679,19,2,0.646,22,3,22,44.6,1.128,5,7.456,2
7.222,5,0.083,28,376.56,39.3,40.0,22,36.41,32,33.923,28,10.7,55.33,63.557,60,56,0.65,12,0,0.606,16,6,16,50.0,1.135,6,6.724,0
6.983,4,0.087,20,309.42,44.2,34.0,19,28.807,26,27.189,23,7.0,42.771,48.571,46,43,0.67,13,1,0.632,16,3,16,46.5,1.13,4,7.196,1
6.48,3,0.06,21,327.46,47.8,39.5,22,31.87,29,29.805,25,6.5,45.258,51.232,50,46,0.693,17,0,0.648,21,3,21,45.7,1.114,3,7.119,0
7.201,3,0.071,17,296.38,43.6,33.0,17,26.29,25,25.157,22,10.3,39.105,44.239,42,39,0.674,12,1,0.645,16,4,16,43.6,1.134,5,7.599,1
6.959,3,0.07,18,295.39,45.0,33.0,18,27.046,25,25.662,22,7.5,39.887,45.156,43,40,0.676,13,1,0.642,16,3,16,45.0,1.129,4,7.385,1
6.854,5,0.088,25,367.53,47.2,43.0,25,36.393,32,33.859,28,5.7,52.025,59.062,57,53,0.687,19,0,0.639,22,3,22,47.2,1.114,3,6.935,0
6.222,4,0.074,23,353.5,48.0,42.0,24,34.631,31,32.332,27,6.0,49.141,55.647,54,50,0.693,19,0,0.647,22,3,22,46.0,1.113,3,7.07,0
7.745,6,0.098,25,434.54,47.4,47.0,27,38.722,36,37.041,32,3.5,57.229,64.413,61,57,0.679,20,3,0.65,22,2,22,43.9,1.13,5,7.624,3
9.0,6,0.09,27,467.6,48.4,53.5,30,42.79,40,40.679,35,4.8,61.818,69.572,67,62,0.69,23,2,0.656,27,3,27,43.5,1.122,5,7.542,2
9.0,4,0.066,23,439.54,50.0,51.5,28,39.267,38,37.626,33,5.4,56.05,62.742,61,56,0.701,23,2,0.672,27,3,27,41.1,1.12,5,7.849,2
8.301,4,0.075,20,390.47,46.9,44.0,23,33.75,33,32.593,29,8.2,49.385,55.409,53,49,0.689,18,2,0.665,22,4,22,40.8,1.131,6,7.969,2
6.975,5,0.102,22,339.9,43.5,35.0,20,31.489,27,29.16,24,6.5,45.465,51.591,49,46,0.685,13,0,0.634,16,3,16,47.8,1.122,4,7.389,1
6.394,6,0.1,27,381.56,46.4,44.0,26,38.154,33,35.386,29,5.4,54.909,62.477,60,56,0.681,19,0,0.632,22,3,22,48.2,1.116,3,6.814,0
7.086,3,0.06,20,361.9,47.8,40.5,22,32.728,30,30.633,26,6.5,45.582,51.176,50,46,0.711,17,0,0.666,21,3,21,43.5,1.113,4,7.867,1
7.553,6,0.113,28,312.5,39.2,31.0,20,32.364,25,29.606,23,3.9,50.018,57.604,53,51,0.635,9,0,0.581,10,2,11,54.9,1.129,3,6.127,0
7.886,2,0.053,18,242.35,41.7,26.0,15,23.557,20,21.972,18,5.6,35.6,40.528,38,36,0.654,9,0,0.61,10,2,11,50.0,1.126,3,6.732,0
8.244,5,0.098,28,284.49,38.8,28.0,19,30.91,23,27.891,21,4.1,47.69,55.394,51,49,0.631,8,0,0.569,10,2,10,57.1,1.13,2,5.806,0
6.81,2,0.047,19,277.39,47.5,31.0,19,27.313,24,25.477,21,2.5,39.382,44.445,43,40,0.683,14,0,0.637,12,1,13,47.5,1.111,2,6.935,0
6.196,3,0.059,25,352.91,34.7,30.0,17,31.165,26,29.138,24,8.2,49.105,55.923,51,49,0.636,7,0,0.595,6,4,7,51.0,1.141,7,7.202,1
6.0,5,0.098,26,355.92,32.0,29.0,16,31.171,25,29.159,24,10.0,50.207,57.422,51,50,0.623,6,0,0.583,6,5,7,52.0,1.148,8,7.118,1
7.167,5,0.111,23,273.42,37.2,27.0,16,27.086,22,25.047,20,7.0,42.469,48.856,45,43,0.63,7,0,0.582,10,3,10,53.5,1.136,4,6.359,0
6.553,6,0.083,34,501.55,39.7,45.0,27,45.375,38,41.884,34,5.9,67.52,76.734,72,68,0.667,13,0,0.616,12,4,13,50.0,1.128,7,7.376,2
6.31,6,0.083,34,485.1,39.7,45.0,27,44.455,38,41.44,34,5.9,67.709,77.13,72,68,0.654,13,1,0.609,12,4,13,50.0,1.134,7,7.134,2
7.174,5,0.079,28,459.08,40.7,42.0,24,40.364,35,37.332,31,6.8,58.807,66.595,63,59,0.684,13,1,0.633,12,4,13,47.5,1.129,7,7.781,2
6.347,6,0.08,37,481.14,39.4,45.0,28,46.279,38,42.583,34,5.6,70.079,80.205,75,71,0.652,13,0,0.6,12,4,13,52.1,1.13,6,6.777,1
6.721,5,0.076,30,457.04,40.3,43.0,25,40.932,36,38.386,32,6.5,61.941,70.299,66,62,0.66,13,1,0.619,12,4,13,48.4,1.134,7,7.372,2
6.036,6,0.083,34,485.1,39.7,45.0,27,44.455,38,41.44,34,5.9,67.709,77.13,72,68,0.654,13,1,0.609,12,4,13,50.0,1.134,7,7.134,2
6.658,5,0.076,30,456.66,40.3,43.0,25,41.205,36,38.414,32,6.5,61.879,70.405,66,62,0.665,13,2,0.62,12,4,13,48.4,1.136,7,7.365,2
6.638,5,0.079,28,442.63,40.7,42.0,24,39.444,35,36.888,31,6.8,58.996,66.99,63,59,0.669,13,2,0.625,12,4,13,47.5,1.135,7,7.502,2
5.398,5,0.076,30,440.59,40.3,43.0,25,40.012,36,37.942,32,6.5,62.13,70.695,66,62,0.645,13,2,0.612,12,4,13,48.4,1.14,7,7.106,2
5.77,5,0.076,30,457.04,40.3,43.0,25,40.932,36,38.386,32,6.5,61.941,70.299,66,62,0.66,13,1,0.619,12,4,13,48.4,1.134,7,7.372,2
6.347,6,0.08,37,464.69,39.4,45.0,28,45.359,38,42.139,34,5.6,70.268,80.601,75,71,0.639,13,1,0.594,12,4,13,52.1,1.135,6,6.545,1
5.886,4,0.071,24,408.48,41.5,38.0,22,34.114,32,33.139,29,3.8,54.069,60.962,56,53,0.644,12,4,0.625,12,2,12,45.3,1.15,7,7.707,4
6.292,6,0.08,34,518.66,39.4,48.0,28,45.171,41,43.289,37,5.6,71.807,81.62,75,71,0.636,13,4,0.61,12,4,13,47.9,1.15,9,7.305,4
5.959,4,0.071,27,354.51,41.5,35.0,22,34.302,29,31.989,26,3.8,52.53,59.943,56,53,0.647,12,1,0.604,12,2,12,50.9,1.131,4,6.689,1
6.125,6,0.083,35,467.11,39.7,44.0,27,44.518,37,41.057,33,5.9,67.196,76.79,72,68,0.655,13,0,0.604,12,4,13,51.5,1.129,6,6.869,1
6.585,6,0.087,32,471.07,40.0,44.0,26,42.694,37,39.913,33,6.2,64.825,73.714,69,65,0.657,13,1,0.614,12,4,13,49.2,1.134,7,7.247,2
6.626,6,0.083,34,485.1,39.7,45.0,27,44.455,38,41.44,34,5.9,67.709,77.13,72,68,0.654,13,1,0.609,12,4,13,50.0,1.134,7,7.134,2
6.62,6,0.083,34,529.55,39.7,45.0,27,44.949,38,41.638,34,5.9,67.614,77.027,72,68,0.661,13,1,0.612,12,4,13,50.0,1.133,7,7.787,2
7.187,5,0.072,28,523.12,43.8,51.0,28,44.819,41,42.047,36,6.3,64.134,71.804,69,64,0.7,18,1,0.657,12,4,16,43.8,1.122,8,8.174,2
6.959,5,0.074,28,491.05,44.4,51.0,28,43.171,40,40.86,35,6.3,63.058,70.884,68,63,0.685,19,1,0.649,22,4,22,44.4,1.125,7,7.794,2
6.796,6,0.091,30,457.04,40.3,43.0,25,40.932,36,38.386,32,6.5,61.941,70.299,66,62,0.66,13,1,0.619,12,4,13,48.4,1.134,7,7.372,2
7.032,5,0.071,28,519.06,44.6,53.0,29,44.625,42,42.574,37,6.2,65.385,73.093,70,65,0.687,20,1,0.655,18,4,20,43.1,1.125,8,7.986,2
6.523,6,0.081,32,519.11,43.5,52.0,30,46.694,42,43.913,37,5.8,68.825,77.714,74,69,0.677,19,1,0.636,18,4,19,46.4,1.126,7,7.523,2
6.495,7,0.1,32,487.07,39.4,45.0,26,43.148,38,40.628,34,6.1,66.152,74.924,70,66,0.654,13,1,0.616,12,4,13,48.5,1.135,8,7.38,2
6.553,6,0.081,34,490.73,40.6,48.0,28,46.0,40,42.604,35,5.8,68.392,77.56,74,69,0.667,14,0,0.617,12,4,14,49.3,1.124,7,7.112,0
7.387,5,0.098,23,419.35,40.8,35.0,20,33.103,28,31.007,26,4.1,49.134,55.034,51,49,0.676,13,0,0.633,12,2,13,46.9,1.123,6,8.558,1
5.228,8,0.119,34,406.62,40.6,40.0,26,41.103,33,37.901,30,3.1,62.996,72.059,67,64,0.642,14,0,0.592,12,2,13,53.1,1.126,4,6.353,0
6.907,7,0.127,24,467.37,39.6,38.0,21,35.256,31,33.632,29,3.8,53.858,59.998,55,53,0.665,13,1,0.635,12,2,13,45.3,1.132,8,8.818,2
4.658,6,0.113,27,325.49,41.2,32.0,21,32.813,26,30.299,24,2.0,50.243,57.315,53,51,0.643,12,0,0.594,12,1,12,52.9,1.124,3,6.382,0
8.106,7,0.109,32,412.65,39.3,38.0,24,39.989,32,36.561,29,3.3,60.189,68.563,64,61,0.656,12,0,0.599,12,2,12,52.5,1.124,5,6.765,0
7.174,3,0.063,21,328.42,42.2,33.0,19,29.472,27,28.124,24,4.4,45.207,50.907,48,45,0.655,12,1,0.625,12,2,12,46.7,1.131,5,7.298,1
7.553,6,0.118,22,437.34,40.8,36.0,20,33.04,29,31.391,27,4.1,49.647,55.373,51,49,0.674,13,1,0.641,12,2,13,44.9,1.13,7,8.925,2
5.845,3,0.058,24,377.98,38.8,33.5,19,33.353,28,30.588,25,6.1,48.752,55.136,52,49,0.681,10,0,0.624,11,3,11,49.0,1.125,6,7.714,1
6.924,6,0.102,29,363.55,41.1,37.0,23,36.37,30,33.627,27,5.4,55.12,63.102,59,56,0.649,13,0,0.6,12,3,13,51.8,1.127,4,6.492,0
6.9,1,0.022,21,311.49,41.9,31.5,18,29.517,25,26.993,22,7.0,42.334,48.152,46,43,0.686,12,0,0.628,11,3,12,48.8,1.12,4,7.244,0
8.167,3,0.059,22,376.89,41.7,35.0,20,32.091,29,30.478,26,4.2,48.414,54.266,51,48,0.669,12,1,0.635,12,2,12,45.8,1.131,6,7.852,2
6.0,1,0.023,17,312.37,45.0,34.0,18,26.949,26,26.07,23,5.0,40.44,45.077,43,40,0.674,14,1,0.652,16,2,16,42.5,1.127,5,7.809,1
7.678,7,0.13,26,354.49,40.4,35.0,21,33.512,28,31.509,26,3.8,51.789,58.607,54,52,0.644,13,0,0.606,12,2,13,50.0,1.127,5,6.817,0
8.854,7,0.13,25,433.38,40.4,36.0,21,34.864,29,32.534,27,3.8,52.018,58.449,54,52,0.67,13,0,0.626,12,2,13,48.1,1.124,6,8.334,1
7.081,1,0.024,17,280.37,47.4,32.0,18,26.04,24,24.641,21,5.3,37.785,42.658,41,38,0.685,14,1,0.648,16,2,16,44.7,1.123,3,7.378,1
8.292,5,0.085,25,404.53,43.6,44.0,24,36.79,34,34.978,30,7.3,54.967,62.11,59,55,0.669,17,1,0.636,16,4,18,45.5,1.129,6,7.355,1
8.62,7,0.127,25,449.38,39.6,37.0,21,35.319,30,33.249,28,3.8,53.345,59.658,55,53,0.666,13,0,0.627,12,2,13,47.2,1.126,7,8.479,1
6.326,6,0.092,31,432.58,40.3,40.0,25,39.461,34,37.336,31,3.2,62.207,70.868,65,62,0.636,12,3,0.602,12,2,12,50.0,1.143,6,6.977,3
7.469,1,0.025,17,268.36,45.9,29.0,17,25.04,23,23.641,20,5.4,36.785,41.658,40,37,0.677,12,1,0.639,12,2,12,45.9,1.126,3,7.253,1
6.371,4,0.075,25,335.49,42.0,36.0,21,32.847,28,30.574,25,6.0,49.352,56.272,53,50,0.657,13,0,0.611,16,3,16,50.0,1.125,4,6.71,0
7.62,3,0.061,22,323.45,43.5,35.0,20,30.569,27,28.716,24,6.5,45.654,51.987,49,46,0.665,13,1,0.624,16,3,16,47.8,1.13,4,7.032,1
