pXC50,nC,Sp,nBT,nAT,Sv,nP,O.,nSK,Si,Me,nAB,Se,AMW,nH,nBO,nCsp2,nCsp3,nO,nHM,H.,nDB,SCBO,RBN,MW,nBM,Mv,nN,nHet,nTB,Mp
5.854,37,58.762,96,93,54.459,0,6.5,43,104.636,0.99,16,92.054,6.353,50,46,17,20,6,0,53.8,2,56.0,22,590.87,18,0.586,0,6,0,0.632
5.658,36,56.546,92,89,52.217,0,5.6,41,100.012,0.987,16,87.843,6.302,48,44,17,19,5,0,53.9,2,54.0,21,560.84,18,0.587,0,5,0,0.635
5.319,24,36.625,59,56,35.137,0,10.7,30,62.654,1.008,16,56.451,7.33,26,33,15,9,6,0,46.4,1,42.0,9,410.5,17,0.627,0,6,0,0.654
5.26,23,34.409,55,52,32.896,0,9.6,28,58.029,1.005,16,52.24,7.317,24,31,15,8,5,0,46.2,1,40.0,8,380.47,17,0.633,0,5,0,0.662
5.481,26,38.108,60,56,37.105,0,10.7,33,62.322,1.014,22,56.785,7.955,23,37,21,5,6,0,41.1,1,49.0,8,445.5,23,0.663,1,7,0,0.681
4.301,17,25.915,42,39,25.095,0,10.3,22,43.658,1.012,11,39.48,7.676,17,25,11,6,4,0,43.6,1,31.5,0,299.35,12,0.643,1,5,0,0.664
4.301,16,23.909,38,36,23.074,0,11.1,20,40.159,1.011,6,36.378,7.564,16,22,10,6,4,0,44.4,3,28.0,0,272.32,9,0.641,0,4,0,0.664
4.301,16,24.608,39,37,24.283,0,13.5,22,41.452,1.025,6,37.924,8.144,15,24,11,5,5,0,40.5,4,31.0,1,301.32,10,0.656,1,6,0,0.665
6.481,26,41.62,65,61,39.432,0,6.6,34,68.235,1.005,17,61.294,7.83,27,38,18,8,4,1,44.3,2,48.5,7,477.63,19,0.646,3,8,0,0.682
5.046,16,23.0,35,34,21.644,0,5.9,18,37.74,0.992,12,33.723,7.068,16,19,14,2,2,0,47.1,1,26.0,4,240.32,13,0.637,0,2,0,0.676
6.162,27,39.585,63,58,37.96,0,6.9,33,64.609,1.003,23,58.174,7.613,25,38,21,6,4,0,43.1,0,49.5,6,441.54,23,0.654,2,6,0,0.683
6.231,28,41.347,66,61,39.487,0,6.6,34,68.024,1.001,23,61.058,7.468,27,39,21,7,4,0,44.3,0,50.5,7,455.57,23,0.647,2,6,0,0.678
6.457,29,43.108,69,64,41.014,0,6.3,35,71.439,0.999,23,63.941,7.337,29,40,21,8,4,0,45.3,0,51.5,8,469.6,23,0.641,2,6,0,0.674
5.961,30,44.87,72,67,42.541,0,6.0,36,74.855,0.997,23,66.825,7.218,31,41,21,9,4,0,46.3,0,52.5,9,483.63,23,0.635,2,6,0,0.67
5.848,31,46.631,75,70,44.067,0,5.7,37,78.27,0.996,23,69.709,7.109,33,42,21,10,4,0,47.1,0,53.5,10,497.66,23,0.63,2,6,0,0.666
6.029,26,37.37,59,54,35.719,0,5.6,31,59.984,0.999,23,53.963,7.621,23,36,21,5,3,0,42.6,0,47.5,4,411.51,23,0.661,2,5,0,0.692
6.167,28,40.892,65,60,38.772,0,5.0,33,66.815,0.996,23,59.731,7.326,27,38,21,7,3,0,45.0,0,49.5,6,439.57,23,0.646,2,5,0,0.682
5.899,30,44.353,71,65,42.508,0,6.2,37,72.523,1.002,27,65.16,7.609,28,43,23,7,4,0,43.1,0,56.5,6,494.61,27,0.654,3,7,0,0.682
6.216,25,38.017,59,54,35.906,0,5.6,31,59.904,1.001,22,54.04,7.992,23,36,19,6,3,1,42.6,0,47.0,5,431.57,22,0.665,2,6,0,0.704
5.936,26,38.375,61,56,36.74,0,5.4,32,62.483,1.001,23,56.065,7.617,24,37,20,6,3,0,42.9,0,48.5,5,426.53,23,0.656,3,6,0,0.685
6.004,28,41.347,66,61,39.487,0,6.6,34,68.024,1.001,23,61.058,7.468,27,39,21,7,4,0,44.3,0,50.5,6,455.57,23,0.647,2,6,0,0.678
6.623,27,39.068,62,57,37.629,0,5.3,33,63.739,1.006,23,57.36,7.781,24,38,21,6,3,0,42.1,0,49.5,5,443.53,23,0.66,2,6,0,0.685
6.159,27,40.284,64,59,39.17,0,8.5,35,65.902,1.012,23,59.72,7.975,24,40,21,6,5,0,40.7,2,53.5,6,470.54,25,0.664,3,8,0,0.683
7.569,28,40.892,65,60,38.772,0,5.0,33,66.815,0.996,23,59.731,7.326,27,38,21,7,3,0,45.0,0,49.5,5,439.57,23,0.646,2,5,0,0.682
7.041,28,40.892,65,60,38.772,0,5.0,33,66.815,0.996,23,59.731,7.326,27,38,21,7,3,0,45.0,0,49.5,5,439.57,23,0.646,2,5,0,0.682
6.348,28,40.892,65,60,38.772,0,5.0,33,66.815,0.996,23,59.731,7.326,27,38,21,7,3,0,45.0,0,49.5,5,439.57,23,0.646,2,5,0,0.682
6.796,29,43.563,70,65,41.729,0,7.7,36,72.649,1.004,23,65.269,7.471,29,41,21,8,5,0,44.6,0,52.5,7,485.6,23,0.642,2,7,0,0.67
6.886,27,40.847,62,57,38.9,0,5.3,34,63.288,1.009,23,57.494,8.674,23,39,21,6,3,2,40.4,0,50.5,5,494.42,23,0.682,2,7,0,0.717
6.398,33,47.87,76,70,45.541,0,5.7,39,77.855,0.998,28,69.825,7.424,31,45,25,8,4,0,44.3,0,59.0,8,519.66,28,0.651,2,6,0,0.684
5.933,28,42.353,68,63,40.508,0,6.3,35,70.523,1.003,23,63.16,7.47,28,40,20,8,4,0,44.4,0,51.5,8,470.59,23,0.643,3,7,0,0.672
5.718,27,39.131,62,57,37.245,0,5.3,32,63.4,0.997,23,56.847,7.466,25,37,21,6,3,0,43.9,0,48.5,4,425.54,23,0.653,2,5,0,0.687
5.942,23,35.131,57,53,33.245,0,5.7,28,59.4,0.997,17,52.847,7.123,25,32,15,8,3,0,47.2,0,40.5,4,377.5,17,0.627,2,5,0,0.663
4.0,17,24.796,39,36,23.445,0,2.8,20,40.112,0.992,16,35.716,7.343,16,23,13,4,1,0,44.4,0,31.0,1,264.35,16,0.651,2,3,0,0.689
4.0,18,26.557,42,39,24.972,0,2.6,21,43.528,0.99,16,38.6,7.138,18,24,13,5,1,0,46.2,0,32.0,1,278.38,16,0.64,2,3,0,0.681
6.211,23,32.87,51,47,30.805,0,0.0,26,52.232,0.984,22,46.258,7.223,21,30,19,4,0,0,44.7,0,41.0,2,339.47,22,0.655,3,3,0,0.699
4.523,24,34.631,54,50,32.332,0,0.0,27,55.647,0.983,22,49.141,7.07,23,31,19,5,0,0,46.0,0,42.0,2,353.5,22,0.647,3,3,0,0.693
4.0,18,26.557,42,39,24.972,0,2.6,21,43.528,0.99,16,38.6,7.138,18,24,13,5,1,0,46.2,0,32.0,1,278.38,16,0.64,2,3,0,0.681
4.523,19,28.319,45,42,26.499,0,2.4,22,46.943,0.988,16,41.483,6.962,20,25,13,6,1,0,47.6,0,33.0,1,292.41,16,0.631,2,3,0,0.674
4.0,17,25.654,39,36,24.273,0,2.8,21,40.056,1.001,16,36.04,8.3,15,24,13,4,1,1,41.7,0,32.0,1,298.79,16,0.674,2,4,0,0.713
4.0,18,27.415,42,39,25.8,0,2.6,22,43.472,0.998,16,38.923,8.021,17,25,13,5,1,1,43.6,0,33.0,1,312.82,16,0.662,2,4,0,0.703
4.0,18,26.898,40,37,25.767,0,2.7,23,41.14,1.007,16,37.258,8.751,14,26,13,4,1,1,37.8,0,36.0,1,323.8,17,0.696,3,5,1,0.727
4.62,23,33.728,51,47,31.633,0,0.0,27,52.176,0.991,22,46.582,7.956,20,31,19,4,0,1,42.6,0,42.0,2,373.91,22,0.673,3,4,0,0.718
4.742,29,45.415,73,70,41.735,0,1.4,33,78.763,0.981,16,68.654,6.338,37,36,14,13,1,0,52.9,0,46.0,10,443.69,17,0.596,3,4,1,0.649
6.31,28,41.25,66,61,39.895,0,9.8,35,67.945,1.01,23,61.611,7.747,26,40,21,7,6,0,42.6,0,51.5,7,472.55,23,0.654,1,7,0,0.676
6.91,29,43.012,69,64,41.422,0,9.4,36,71.36,1.008,23,64.494,7.603,28,41,21,8,6,0,43.8,0,52.5,8,486.58,23,0.647,1,7,0,0.672
6.375,27,39.034,62,57,37.654,0,8.8,33,63.32,1.007,23,57.4,7.764,24,38,21,6,5,0,42.1,0,49.5,5,442.52,23,0.661,1,6,0,0.685
6.202,28,41.25,66,61,39.895,0,9.8,35,67.945,1.01,23,61.611,7.747,26,40,21,7,6,0,42.6,0,51.5,7,472.55,23,0.654,1,7,0,0.676
6.262,29,43.012,69,64,41.422,0,9.4,36,71.36,1.008,23,64.494,7.603,28,41,21,8,6,0,43.8,0,52.5,8,486.58,23,0.647,1,7,0,0.672
6.337,28,41.25,66,61,39.895,0,9.8,35,67.945,1.01,23,61.611,7.747,26,40,21,7,6,0,42.6,0,51.5,7,472.55,23,0.654,1,7,0,0.676
6.517,29,43.012,69,64,41.422,0,9.4,36,71.36,1.008,23,64.494,7.603,28,41,21,8,6,0,43.8,0,52.5,8,486.58,23,0.647,1,7,0,0.672
5.955,32,47.568,76,70,45.75,0,7.1,40,78.147,1.005,27,70.371,7.666,30,46,24,8,5,0,42.9,1,60.5,8,536.65,28,0.654,3,8,0,0.68
5.848,33,49.33,79,73,47.277,0,6.8,41,81.562,1.003,27,73.254,7.544,32,47,24,9,5,0,43.8,1,61.5,8,550.68,28,0.648,3,8,0,0.676
5.842,33,49.784,80,74,47.992,0,8.1,42,82.772,1.008,27,74.581,7.658,32,48,24,9,6,0,43.2,1,62.5,9,566.68,28,0.649,3,9,0,0.673
5.493,32,47.682,76,71,46.378,0,11.3,41,79.194,1.015,23,72.032,7.84,30,46,24,8,8,0,42.3,2,59.5,10,556.63,25,0.653,1,9,0,0.672
4.635,15,24.404,38,37,24.084,0,10.8,22,41.824,1.025,12,37.916,8.144,15,23,13,2,4,0,40.5,2,31.0,6,301.33,14,0.651,3,7,0,0.66
5.264,16,26.165,41,40,25.611,0,10.0,23,45.239,1.02,12,40.8,7.884,17,24,13,3,4,0,42.5,2,32.0,7,315.36,14,0.64,3,7,0,0.654
4.615,17,27.926,44,43,27.138,0,9.3,24,48.654,1.016,12,43.683,7.66,19,25,13,4,4,0,44.2,2,33.0,8,329.39,14,0.631,3,7,0,0.649
5.24,17,27.926,44,43,27.138,0,9.3,24,48.654,1.016,12,43.683,7.66,19,25,13,4,4,0,44.2,2,33.0,7,329.39,14,0.631,3,7,0,0.649
4.59,18,29.688,47,46,28.665,0,8.7,25,52.069,1.012,12,46.567,7.466,21,26,13,5,4,0,45.7,2,34.0,8,343.42,14,0.623,3,7,0,0.645
4.936,19,30.688,49,47,29.665,0,8.5,26,53.069,1.012,12,47.567,7.562,21,28,13,6,4,0,44.7,2,36.0,7,355.43,14,0.631,3,7,0,0.653
4.587,12,22.165,36,36,21.611,0,11.1,19,41.239,1.022,6,36.8,7.426,17,19,7,5,4,0,47.2,2,24.0,7,267.32,8,0.6,3,7,0,0.616
4.44,9,16.881,27,27,17.031,0,14.8,16,30.993,1.043,6,28.149,8.342,11,16,7,2,4,0,40.7,2,21.0,4,225.23,8,0.631,3,7,0,0.625
4.341,7,13.21,21,21,13.074,0,9.5,12,24.159,1.029,6,21.611,7.961,9,12,6,1,2,0,42.9,1,16.0,2,167.19,7,0.623,3,5,0,0.629
4.351,7,12.756,20,20,12.359,0,5.0,11,22.95,1.014,6,20.284,7.559,9,11,6,1,1,0,45.0,1,15.0,1,151.19,7,0.618,3,4,0,0.638
4.466,9,15.972,25,25,15.601,0,8.0,14,28.575,1.02,6,25.494,7.729,11,14,7,2,2,0,44.0,2,19.0,2,193.23,8,0.624,3,5,0,0.639
4.054,12,21.71,35,35,20.896,0,8.6,18,40.03,1.014,6,35.473,7.181,17,18,7,5,3,0,48.6,2,23.0,6,251.32,8,0.597,3,6,0,0.62
5.289,22,36.495,54,52,34.05,0,7.7,29,57.743,1.005,12,52.283,8.262,23,31,16,6,4,2,44.2,3,40.0,9,429.6,15,0.655,1,7,0,0.702
4.367,29,45.813,67,64,42.904,0,4.7,37,70.946,1.001,18,64.043,8.277,27,40,24,5,3,2,42.2,5,54.0,9,529.73,23,0.67,3,8,0,0.716
4.854,29,44.62,67,64,42.432,0,6.3,37,71.235,1.005,18,64.294,8.026,27,40,24,5,4,1,42.2,5,54.0,9,513.66,23,0.663,3,8,0,0.697
4.0,23,38.29,56,54,35.851,0,5.6,31,60.115,1.005,12,54.276,8.401,23,33,18,5,3,2,42.6,5,44.0,7,453.63,17,0.664,3,8,0,0.709
4.0,23,37.097,56,54,35.378,0,7.4,31,60.405,1.01,12,54.527,8.103,23,33,18,5,4,1,42.6,5,44.0,7,437.56,17,0.655,3,8,0,0.687
4.0,23,38.744,57,55,36.566,0,7.3,32,61.325,1.011,12,55.603,8.539,23,34,18,5,4,2,41.8,5,45.0,8,469.63,17,0.665,3,9,0,0.704
4.0,23,37.551,57,55,36.093,0,9.1,32,61.614,1.016,12,55.854,8.247,23,34,18,5,5,1,41.8,5,45.0,8,453.56,17,0.656,3,9,0,0.683
4.666,27,45.79,69,67,42.673,0,6.0,36,74.985,1.002,12,67.138,7.847,31,38,18,9,4,2,46.3,5,49.0,10,525.75,17,0.637,3,9,0,0.683
4.18,27,44.597,69,67,42.2,0,7.5,36,75.275,1.006,12,67.389,7.607,31,38,18,9,5,1,46.3,5,49.0,10,509.68,17,0.63,3,9,0,0.666
4.244,29,46.267,68,65,43.619,0,6.2,38,72.155,1.006,18,65.371,8.396,27,41,24,5,4,2,41.5,5,55.0,9,545.73,23,0.671,3,9,0,0.712
4.602,30,48.029,71,68,45.146,0,5.9,39,75.57,1.004,18,68.254,8.232,29,42,24,6,4,2,42.6,5,56.0,11,559.76,23,0.664,3,9,0,0.706
4.0,11,18.949,25,24,18.12,0,12.5,17,26.212,1.037,6,24.887,11.055,7,18,11,0,3,2,29.2,4,25.0,2,265.33,10,0.755,1,6,0,0.79
4.0,11,17.756,25,24,17.648,0,16.7,17,26.502,1.047,6,25.138,10.386,7,18,11,0,4,1,29.2,4,25.0,2,249.26,10,0.735,1,6,0,0.74
4.0,21,31.08,48,46,29.026,0,2.2,24,51.358,0.986,16,45.367,6.923,22,26,14,5,1,0,47.8,0,36.0,6,318.45,17,0.631,2,3,1,0.676
6.509,27,41.893,67,64,38.681,0,1.6,31,71.932,0.983,16,62.887,6.494,33,34,14,11,1,0,51.6,0,44.0,8,415.63,17,0.604,3,4,1,0.655
6.377,28,43.654,70,67,40.208,0,1.5,32,75.348,0.982,16,65.77,6.413,35,35,14,12,1,0,52.2,0,45.0,9,429.66,17,0.6,3,4,1,0.652
6.642,29,45.415,73,70,41.735,0,1.4,33,78.763,0.981,16,68.654,6.338,37,36,14,13,1,0,52.9,0,46.0,10,443.69,17,0.596,3,4,1,0.649
6.585,30,47.177,76,73,43.261,0,1.4,34,82.178,0.98,16,71.538,6.27,39,37,14,14,1,0,53.4,0,47.0,11,457.72,17,0.593,3,4,1,0.646
4.0,28,43.654,70,67,40.208,0,1.5,32,75.348,0.982,16,65.77,6.413,35,35,14,12,1,0,52.2,0,45.0,9,429.66,17,0.6,3,4,1,0.652
4.0,28,44.66,72,69,41.229,0,1.4,33,77.846,0.984,16,67.872,6.445,36,36,14,12,1,0,52.2,0,46.0,10,444.68,17,0.598,4,5,1,0.647
6.319,28,42.858,67,61,40.905,0,6.6,36,67.82,1.007,18,61.411,8.191,25,42,19,9,4,1,41.0,2,53.0,3,499.63,20,0.671,3,8,0,0.703
5.951,29,43.551,68,62,41.794,0,6.5,37,69.076,1.011,18,62.705,8.333,25,43,20,9,4,1,40.3,2,54.0,3,516.63,20,0.674,2,8,0,0.702
5.208,31,48.046,76,70,45.894,0,8.6,40,77.986,1.009,18,70.614,7.981,30,46,20,11,6,1,42.9,2,57.0,5,558.7,20,0.656,2,9,0,0.686
5.08,29,44.472,68,62,42.238,0,6.5,37,68.681,1.008,18,62.516,8.598,25,43,20,9,4,2,40.3,2,54.0,3,533.08,20,0.681,2,8,0,0.717
5.237,29,43.614,68,62,41.411,0,6.5,36,68.737,1.003,18,62.192,8.043,26,42,20,9,4,1,41.9,2,53.0,3,498.64,20,0.668,2,7,0,0.703
6.469,28,43.716,67,61,41.733,0,6.6,37,67.764,1.012,18,61.734,8.755,24,43,19,9,4,2,39.3,2,54.0,3,534.07,20,0.684,3,9,0,0.717
5.807,29,44.409,68,62,42.621,0,6.5,38,69.02,1.017,18,63.029,8.888,24,44,20,9,4,2,38.7,2,55.0,3,551.07,20,0.687,2,9,0,0.716
5.65,31,48.904,76,70,46.721,0,8.6,41,77.93,1.013,18,70.938,8.473,29,47,20,11,6,2,41.4,2,58.0,5,593.14,20,0.667,2,10,0,0.699
5.484,29,45.33,68,62,43.066,0,6.5,38,68.625,1.014,18,62.84,9.154,24,44,20,9,4,3,38.7,2,55.0,3,567.52,20,0.695,2,9,0,0.731
5.585,29,44.472,68,62,42.238,0,6.5,37,68.681,1.008,18,62.516,8.598,25,43,20,9,4,2,40.3,2,54.0,3,533.08,20,0.681,2,8,0,0.717
6.959,28,44.011,69,63,42.829,0,9.5,39,70.322,1.02,18,64.283,8.645,24,45,19,9,6,1,38.1,4,58.0,4,544.63,22,0.68,4,11,0,0.699
5.936,29,44.705,70,64,43.718,0,9.4,40,71.578,1.025,18,65.578,8.775,24,46,20,9,6,1,37.5,4,59.0,4,561.63,22,0.683,3,11,0,0.699
5.678,31,49.199,78,72,47.818,0,11.1,43,80.488,1.021,18,73.487,8.385,29,49,20,11,8,1,40.3,4,62.0,6,603.7,22,0.664,3,12,0,0.683
5.674,29,45.625,70,64,44.162,0,9.4,40,71.183,1.022,18,65.389,9.032,24,46,20,9,6,2,37.5,4,59.0,4,578.08,22,0.69,3,11,0,0.713
5.5,29,44.767,70,64,43.335,0,9.4,39,71.239,1.017,18,65.065,8.494,25,45,20,9,6,1,39.1,4,58.0,4,543.64,22,0.677,3,10,0,0.699
4.0,16,21.364,30,27,20.671,0,3.7,19,29.313,1.011,17,27.287,9.841,8,22,16,0,1,1,29.6,1,31.5,0,265.7,18,0.766,1,3,0,0.791
5.693,20,29.563,46,43,27.993,0,2.3,24,48.026,0.993,17,42.702,7.382,19,27,16,4,1,0,44.2,1,36.5,4,317.42,18,0.651,3,4,0,0.688
6.31,21,31.324,49,46,29.52,0,2.2,25,51.441,0.991,17,45.585,7.205,21,28,16,5,1,0,45.7,1,37.5,5,331.45,18,0.642,3,4,0,0.681
6.143,22,33.086,52,49,31.047,0,2.0,26,54.856,0.989,17,48.469,7.051,23,29,16,6,1,0,46.9,1,38.5,6,345.48,18,0.634,3,4,0,0.675
6.632,23,34.847,55,52,32.574,0,1.9,27,58.272,0.988,17,51.352,6.914,25,30,16,7,1,0,48.1,1,39.5,7,359.51,18,0.626,3,4,0,0.67
5.24,22,32.779,52,48,31.235,0,4.2,27,53.651,0.998,17,47.912,7.489,21,31,16,6,2,0,43.8,1,40.5,4,359.46,18,0.651,3,5,0,0.683
5.658,23,34.54,55,51,32.762,0,3.9,28,57.066,0.996,17,50.796,7.323,23,32,16,7,2,0,45.1,1,41.5,5,373.49,18,0.642,3,5,0,0.677
4.932,18,25.489,39,36,24.633,0,5.6,22,39.907,1.004,17,36.16,8.065,14,25,16,2,2,0,38.9,1,34.5,3,290.34,18,0.684,2,4,0,0.708
4.253,19,27.25,42,39,26.16,0,5.1,23,43.322,1.001,17,39.043,7.804,16,26,16,3,2,0,41.0,1,35.5,4,304.37,18,0.671,2,4,0,0.699
5.699,22,32.324,51,47,30.52,0,2.1,26,52.441,0.991,17,46.585,7.308,21,30,16,6,1,0,44.7,1,39.5,4,343.46,18,0.649,3,4,0,0.688
6.137,23,34.086,54,50,32.047,0,2.0,27,55.856,0.989,17,49.469,7.15,23,31,16,7,1,0,46.0,1,40.5,5,357.49,18,0.641,3,4,0,0.682
5.959,23,34.086,54,50,32.047,0,2.0,27,55.856,0.989,17,49.469,7.15,23,31,16,7,1,0,46.0,1,40.5,4,357.49,18,0.641,3,4,0,0.682
6.237,24,35.847,57,53,33.574,0,1.9,28,59.272,0.988,17,52.352,7.01,25,32,16,8,1,0,47.2,1,41.5,5,371.52,18,0.633,3,4,0,0.676
4.0,19,27.716,38,36,26.38,0,0.0,24,39.574,1.001,18,36.018,9.123,12,26,17,0,0,1,33.3,0,39.0,3,328.42,20,0.733,4,5,2,0.77
7.31,26,39.023,59,55,37.347,0,3.6,33,61.3,1.005,18,55.28,8.327,22,37,22,4,2,1,40.0,4,50.0,5,457.97,22,0.679,4,7,0,0.71
6.086,27,40.784,62,58,38.874,0,3.4,34,64.716,1.003,18,58.163,8.138,24,38,22,5,2,1,41.4,4,51.0,5,472.0,22,0.67,4,7,0,0.703
7.387,25,39.165,61,57,37.137,0,3.5,32,63.923,1.002,12,57.105,7.877,25,36,17,8,2,1,43.9,4,46.0,5,448.99,16,0.652,4,7,0,0.687
6.0,26,40.926,64,60,38.664,0,3.3,33,67.338,1.0,12,59.989,7.717,27,37,17,9,2,1,45.0,4,47.0,5,463.02,16,0.644,4,7,0,0.682
7.222,25,39.926,62,59,37.664,0,3.4,32,66.338,1.0,12,58.989,7.644,27,35,17,8,2,1,45.8,4,45.0,7,451.01,16,0.638,4,7,0,0.677
6.0,26,41.688,65,62,39.191,0,3.2,33,69.754,0.998,12,61.872,7.501,29,36,17,9,2,1,46.8,4,46.0,7,465.04,16,0.632,4,7,0,0.672
7.638,26,40.926,64,60,38.664,0,3.3,33,67.338,1.0,12,59.989,7.717,27,37,17,9,2,1,45.0,4,47.0,5,463.02,16,0.644,4,7,0,0.682
7.509,27,42.688,67,63,40.191,0,3.2,34,70.754,0.998,12,62.872,7.572,29,38,17,10,2,1,46.0,4,48.0,5,477.05,16,0.638,4,7,0,0.678
7.347,25,39.165,61,57,37.137,0,3.5,32,63.923,1.002,12,57.105,7.877,25,36,17,8,2,1,43.9,4,46.0,5,448.99,16,0.652,4,7,0,0.687
5.842,26,40.926,64,60,38.664,0,3.3,33,67.338,1.0,12,59.989,7.717,27,37,17,9,2,1,45.0,4,47.0,6,463.02,16,0.644,4,7,0,0.682
5.821,26,40.926,64,60,38.664,0,3.3,33,67.338,1.0,12,59.989,7.717,27,37,17,9,2,1,45.0,4,47.0,5,463.02,16,0.644,4,7,0,0.682
5.917,27,42.688,67,63,40.191,0,3.2,34,70.754,0.998,12,62.872,7.572,29,38,17,10,2,1,46.0,4,48.0,6,477.05,16,0.638,4,7,0,0.678
6.796,23,36.404,56,53,34.611,0,3.8,30,59.508,1.004,12,53.222,7.98,23,33,17,6,2,1,43.4,4,43.0,5,422.95,16,0.653,4,7,0,0.687
5.848,24,38.165,59,56,36.137,0,3.6,31,62.923,1.002,12,56.105,7.803,25,34,17,7,2,1,44.6,4,44.0,6,436.98,16,0.645,4,7,0,0.682
6.444,24,38.165,59,56,36.137,0,3.6,31,62.923,1.002,12,56.105,7.803,25,34,17,7,2,1,44.6,4,44.0,5,436.98,16,0.645,4,7,0,0.682
5.688,25,39.926,62,59,37.664,0,3.4,32,66.338,1.0,12,58.989,7.644,27,35,17,8,2,1,45.8,4,45.0,6,451.01,16,0.638,4,7,0,0.677
4.767,29,51.069,89,86,46.271,0,5.8,34,97.842,0.984,0,84.61,5.591,52,37,0,29,5,0,60.5,0,37.0,6,480.81,0,0.538,0,5,0,0.594
5.115,11,16.648,26,25,15.634,0,4.0,13,27.991,0.992,11,24.789,6.97,12,14,9,2,1,0,48.0,0,19.5,1,174.24,11,0.625,1,2,0,0.666
5.609,17,24.171,37,35,22.687,0,2.9,19,38.822,0.987,17,34.556,7.153,16,21,15,2,1,0,45.7,0,29.5,3,250.34,17,0.648,1,2,0,0.691
4.91,24,39.523,61,59,37.84,0,10.2,33,66.155,1.014,12,59.847,7.976,26,35,18,6,6,1,44.1,6,47.0,8,470.59,18,0.641,2,9,0,0.67
5.004,23,33.807,50,46,32.777,0,8.7,30,50.661,1.017,23,46.774,9.054,16,34,23,0,4,1,34.8,3,48.5,5,416.48,26,0.713,2,7,0,0.735
4.0,25,38.028,57,53,37.04,0,9.4,34,58.784,1.021,23,54.087,8.935,19,38,24,1,5,1,35.8,4,53.5,6,473.54,27,0.699,3,9,0,0.718
4.0,26,42.563,65,62,41.136,0,8.1,37,69.611,1.017,23,63.058,8.381,25,40,22,4,5,1,40.3,2,53.5,10,519.63,25,0.663,5,11,0,0.686
4.979,19,34.125,48,46,32.264,0,4.3,29,51.522,1.021,17,46.978,10.757,17,31,16,3,2,3,37.0,2,41.5,6,494.83,19,0.701,5,10,0,0.742
5.319,20,38.421,59,58,36.543,0,10.3,32,65.657,1.021,12,59.243,8.321,26,33,14,6,6,2,44.8,4,43.0,10,482.64,16,0.63,4,12,0,0.662
4.827,24,35.137,54,51,34.358,0,9.8,31,56.78,1.016,18,51.793,8.166,20,34,21,3,5,0,39.2,3,46.0,6,416.46,21,0.674,2,7,0,0.689
5.229,19,36.881,55,52,34.742,0,7.7,31,58.411,1.021,11,53.116,9.224,21,34,13,6,4,3,40.4,5,44.5,5,479.66,16,0.668,5,12,0,0.709
5.187,20,35.262,52,49,33.808,0,6.1,31,54.949,1.021,21,50.047,9.277,18,34,18,2,3,2,36.7,4,48.5,7,454.58,25,0.69,6,11,0,0.72
5.602,23,42.159,63,60,39.301,0,6.7,34,67.158,1.011,11,60.665,8.646,26,37,15,8,4,3,43.3,6,48.5,9,518.74,17,0.655,4,11,0,0.703
5.174,22,32.37,50,48,33.56,0,8.3,33,55.27,1.063,18,51.029,9.716,15,35,20,2,4,0,31.3,2,46.0,7,466.39,20,0.699,2,11,0,0.674
5.009,20,32.585,47,45,31.684,0,11.1,29,50.151,1.032,17,46.462,10.661,16,31,18,2,5,2,35.6,2,41.5,7,479.73,19,0.704,2,9,0,0.724
5.824,19,33.341,52,50,31.873,0,8.0,28,56.488,1.015,16,50.745,8.05,22,30,14,5,4,1,44.0,3,41.0,7,402.52,19,0.637,4,9,0,0.667
5.022,24,36.154,53,49,34.884,0,4.1,32,54.322,1.011,23,49.542,8.97,17,36,24,0,2,1,34.7,3,50.5,5,439.53,26,0.712,5,8,0,0.738
5.427,29,48.944,84,81,43.6,0,2.5,31,91.799,0.972,0,78.745,5.318,50,34,2,27,2,0,61.7,1,35.0,6,430.79,1,0.538,0,2,0,0.604
4.882,29,49.398,85,82,44.314,0,3.7,32,93.008,0.976,0,80.072,5.449,50,35,2,27,3,0,61.0,1,36.0,6,446.79,1,0.54,0,3,0,0.602
4.702,29,46.967,79,76,41.831,0,1.3,30,85.759,0.969,0,73.65,5.405,46,33,6,23,1,0,60.5,3,36.0,5,410.75,3,0.55,0,1,0,0.618
4.0,19,27.557,42,40,25.972,0,2.5,22,44.528,0.99,16,39.6,7.26,18,24,14,3,1,0,45.0,0,34.0,6,290.39,17,0.649,2,3,1,0.689
5.674,35,50.017,79,72,48.443,0,8.3,43,79.858,1.008,33,72.596,7.967,29,50,28,7,6,0,40.3,0,66.5,8,573.66,33,0.673,2,8,0,0.695
6.011,31,45.807,73,67,44.223,0,7.5,39,74.732,1.007,27,67.487,7.8,28,45,24,7,5,0,41.8,1,59.5,7,522.62,28,0.66,3,8,0,0.684
5.712,31,45.256,72,66,43.917,0,9.1,39,73.443,1.011,27,66.712,7.933,27,45,24,7,6,0,40.9,1,59.5,7,523.6,28,0.665,2,8,0,0.686
7.77,29,43.256,66,61,40.288,0,1.6,34,67.607,0.989,27,60.312,7.634,27,39,22,7,1,1,44.3,0,52.5,7,465.66,27,0.66,3,5,0,0.709
6.979,30,45.017,69,64,41.814,0,1.6,35,71.022,0.987,27,63.196,7.495,29,40,22,8,1,1,45.3,0,53.5,8,479.69,27,0.653,3,5,0,0.703
