pXC50,nAB,Sp,Me,Sv,nCsp2,nBM,nHet,Si,nAT,nH,Se,RBN,nC,C.,Mi,RBF,X.,nX,O.,nF,nBT,SCBO,AMW,N.,nCsp3,H.
6.481,12,33.91,1.023,33.24,12,14,9,59.872,52,22,53.21,2,21,40.4,1.151,0.037,5.8,3,1.9,3,54,41.0,8.028,9.6,8,42.3
5.428,0,33.33,0.979,30.332,2,2,2,59.647,53,30,51.909,0,21,39.6,1.125,0.0,0.0,0,3.8,0,56,29.0,5.934,0.0,17,56.6
7.959,0,32.268,0.989,29.715,4,2,3,58.987,52,29,51.421,1,20,38.5,1.134,0.018,1.9,1,3.8,1,55,28.0,6.163,0.0,16,55.8
5.328,17,24.636,1.027,24.536,17,20,6,38.91,35,12,35.931,4,17,48.6,1.112,0.108,0.0,0,11.4,0,37,36.5,8.809,5.7,0,34.3
7.071,0,32.268,0.989,29.715,4,2,3,58.987,52,29,51.421,1,20,38.5,1.134,0.018,1.9,1,3.8,1,55,28.0,6.163,0.0,16,55.8
6.074,0,34.091,0.978,30.858,4,2,2,62.062,55,32,53.792,1,21,38.2,1.128,0.017,0.0,0,3.6,0,58,28.0,5.755,0.0,17,58.2
6.678,12,33.722,1.053,34.39,12,14,12,60.891,52,19,54.749,2,21,40.4,1.171,0.037,11.5,6,1.9,6,54,44.0,9.066,9.6,8,36.5
6.137,12,33.006,1.034,32.54,12,14,10,56.401,49,19,50.651,2,20,40.8,1.151,0.039,8.2,4,2.0,3,51,41.0,8.937,10.2,7,38.8
6.699,12,32.779,1.043,32.985,13,14,10,58.053,50,19,52.134,2,21,42.0,1.161,0.038,10.0,5,2.0,5,52,42.0,8.769,8.0,7,38.0
5.337,12,31.392,1.032,31.208,11,14,10,55.54,48,19,49.545,2,19,39.6,1.157,0.04,6.3,3,2.1,3,50,40.0,8.426,12.5,7,39.6
6.0,12,31.392,1.032,31.208,11,14,10,55.54,48,19,49.545,2,19,39.6,1.157,0.04,6.3,3,2.1,3,50,40.0,8.426,12.5,7,39.6
5.765,0,33.33,0.979,30.332,2,2,2,59.647,53,30,51.909,1,21,39.6,1.125,0.018,0.0,0,3.8,0,56,29.0,5.934,0.0,17,56.6
8.102,0,31.569,0.981,28.805,5,3,2,56.232,50,28,49.025,1,20,40.0,1.125,0.019,0.0,0,4.0,0,53,28.0,6.01,0.0,15,56.0
6.921,0,33.682,0.983,30.357,4,2,3,58.488,52,29,51.138,1,20,38.5,1.125,0.018,1.9,1,3.8,0,55,28.0,7.334,0.0,16,55.8
5.336,0,34.546,0.984,31.573,4,2,3,63.271,56,32,55.12,2,21,37.5,1.13,0.034,0.0,0,5.4,0,59,29.0,5.938,0.0,17,57.1
6.772,0,34.091,0.978,30.858,4,2,2,62.062,55,32,53.792,1,21,38.2,1.128,0.017,0.0,0,3.6,0,58,28.0,5.755,0.0,17,58.2
8.151,6,26.341,1.028,25.869,9,8,6,47.088,41,18,42.131,2,17,41.5,1.148,0.047,7.3,3,4.9,3,43,30.0,7.936,2.4,8,43.9
4.58,21,32.375,1.019,31.831,20,23,7,52.365,47,18,47.909,5,22,46.8,1.114,0.1,0.0,0,10.6,0,50,44.5,8.307,4.3,2,38.3
4.876,17,27.296,1.019,26.373,18,19,6,40.958,37,13,37.716,3,18,48.6,1.107,0.077,2.7,1,8.1,0,39,36.5,10.412,5.4,0,35.1
4.799,22,30.705,1.009,29.875,22,24,5,47.531,43,16,43.371,3,22,51.2,1.105,0.065,0.0,0,7.0,0,46,43.0,8.288,4.7,0,37.2
4.747,21,33.228,1.003,31.928,20,23,5,53.362,48,20,48.138,6,23,47.9,1.112,0.118,0.0,0,6.3,0,51,43.5,7.759,4.2,3,41.7
8.481,6,88.575,0.988,81.758,12,11,9,158.951,141,77,139.297,13,55,39.0,1.127,0.087,0.0,0,5.7,0,149,81.0,6.243,0.7,41,54.6
8.319,6,88.575,0.988,81.758,12,11,9,158.951,141,77,139.297,13,55,39.0,1.127,0.087,0.0,0,5.7,0,149,81.0,6.243,0.7,41,54.6
8.367,11,25.097,1.037,25.272,12,15,8,41.618,37,13,38.36,2,16,43.2,1.125,0.05,0.0,0,13.5,0,40,36.5,8.846,8.1,4,35.1
7.796,6,24.58,1.033,24.342,9,8,6,43.673,38,16,39.247,1,16,42.1,1.149,0.025,7.9,3,5.3,3,40,29.0,8.193,2.6,7,42.1
5.854,6,26.341,1.028,25.869,9,8,6,47.088,41,18,42.131,2,17,41.5,1.148,0.047,7.3,3,4.9,3,43,30.0,7.936,2.4,8,43.9
8.155,6,24.58,1.033,24.342,9,8,6,43.673,38,16,39.247,1,16,42.1,1.149,0.025,7.9,3,5.3,3,40,29.0,8.193,2.6,7,42.1
9.262,6,24.58,1.033,24.342,9,8,6,43.673,38,16,39.247,1,16,42.1,1.149,0.025,7.9,3,5.3,3,40,29.0,8.193,2.6,7,42.1
7.697,6,19.665,1.084,20.928,7,9,10,37.554,32,11,34.68,3,11,34.4,1.174,0.094,9.4,3,15.6,3,32,27.0,9.633,6.3,4,34.4
7.046,24,83.387,1.035,83.337,30,32,24,143.826,127,50,131.49,14,53,41.7,1.132,0.104,2.4,3,12.6,3,134,106.0,8.426,3.9,20,39.4
6.479,12,44.676,1.037,44.614,15,16,14,80.291,70,29,72.607,13,27,38.6,1.147,0.181,4.3,3,10.0,3,72,54.0,8.266,5.7,11,41.4
7.114,12,40.699,1.04,40.846,15,16,13,72.251,63,25,65.512,10,25,39.7,1.147,0.154,4.8,3,9.5,3,65,51.0,8.485,6.3,9,39.7
7.31,12,38.722,1.042,39.077,15,17,12,66.211,58,21,60.418,6,25,43.1,1.142,0.1,5.2,3,8.6,3,60,52.0,8.871,6.9,7,36.2
7.144,11,26.705,1.058,27.325,9,11,9,49.396,42,16,44.443,2,17,40.5,1.176,0.045,14.3,6,2.4,6,44,33.5,9.008,4.8,8,38.1
7.252,11,28.654,1.018,27.702,9,11,6,51.792,45,21,45.789,2,18,40.0,1.151,0.043,6.7,3,2.2,3,47,31.5,7.52,4.4,9,46.7
5.0,11,25.131,1.026,24.649,9,11,6,44.962,39,17,40.021,1,16,41.0,1.153,0.024,7.7,3,2.6,3,41,29.5,7.958,5.1,7,43.6
5.0,17,47.415,0.993,44.023,16,18,6,79.314,71,35,70.509,11,30,42.3,1.117,0.147,0.0,0,5.6,0,75,49.5,7.123,1.4,14,49.3
8.098,6,27.159,1.064,28.04,9,8,10,50.606,43,16,45.77,2,17,39.5,1.177,0.044,14.0,6,4.7,6,45,34.0,9.171,4.7,8,37.2
5.19,6,26.983,0.998,25.434,10,10,4,47.279,42,21,41.92,3,17,40.5,1.126,0.07,0.0,0,7.1,0,43,29.0,6.843,2.4,7,50.0
5.94,6,24.37,1.031,24.122,7,8,6,42.547,37,15,38.138,1,16,43.2,1.15,0.026,8.1,3,2.7,3,39,30.0,8.333,5.4,8,40.5
6.98,6,24.279,1.047,24.552,7,9,8,43.966,38,15,39.792,2,15,39.5,1.157,0.05,7.9,3,7.9,3,40,31.0,8.64,5.3,8,39.5
6.51,6,24.279,1.047,24.552,7,9,8,43.966,38,15,39.792,2,15,39.5,1.157,0.05,7.9,3,7.9,3,40,31.0,8.64,5.3,8,39.5
6.41,6,24.279,1.047,24.552,7,9,8,43.966,38,15,39.792,2,15,39.5,1.157,0.05,7.9,3,7.9,3,40,31.0,8.64,5.3,8,39.5
4.96,6,23.063,1.04,23.011,7,7,6,41.803,36,15,37.432,1,15,41.7,1.161,0.026,11.1,4,2.8,4,38,27.0,8.37,2.8,8,41.7
6.135,6,23.063,1.04,23.011,7,7,6,41.803,36,15,37.432,1,15,41.7,1.161,0.026,11.1,4,2.8,4,38,27.0,8.37,2.8,8,41.7
6.53,6,26.131,1.026,25.649,7,8,6,45.962,40,17,41.021,1,17,42.5,1.149,0.024,7.5,3,2.5,3,42,31.0,8.059,5.0,9,42.5
5.7,6,26.131,1.026,25.649,7,8,6,45.962,40,17,41.021,1,17,42.5,1.149,0.024,7.5,3,2.5,3,42,31.0,8.059,5.0,9,42.5
6.15,6,26.04,1.041,26.078,7,9,8,47.381,41,17,42.676,2,16,39.0,1.156,0.047,7.3,3,7.3,3,43,32.0,8.35,4.9,9,41.5
6.12,6,26.04,1.041,26.078,7,9,8,47.381,41,17,42.676,2,16,39.0,1.156,0.047,7.3,3,7.3,3,43,32.0,8.35,4.9,9,41.5
5.39,6,24.824,1.034,24.537,7,7,6,45.219,39,17,40.316,1,16,41.0,1.159,0.024,10.3,4,2.6,4,41,28.0,8.086,2.6,9,43.6
4.88,6,24.824,1.034,24.537,7,7,6,45.219,39,17,40.316,1,16,41.0,1.159,0.024,10.3,4,2.6,4,41,28.0,8.086,2.6,9,43.6
7.36,6,24.37,1.031,24.122,7,8,6,42.547,37,15,38.138,1,16,43.2,1.15,0.026,8.1,3,2.7,3,39,30.0,8.333,5.4,8,40.5
6.52,6,20.756,1.063,21.498,7,9,8,37.135,32,11,34.025,2,13,40.6,1.16,0.059,9.4,3,9.4,3,34,29.0,9.383,6.3,6,34.4
6.57,6,20.756,1.063,21.498,7,9,8,37.135,32,11,34.025,2,13,40.6,1.16,0.059,9.4,3,9.4,3,34,29.0,9.383,6.3,6,34.4
5.83,6,19.54,1.056,19.957,7,7,6,34.973,30,11,31.665,1,13,43.3,1.166,0.031,13.3,4,3.3,4,32,25.0,9.108,3.3,6,36.7
5.84,6,19.54,1.056,19.957,7,7,6,34.973,30,11,31.665,1,13,43.3,1.166,0.031,13.3,4,3.3,4,32,25.0,9.108,3.3,6,36.7
7.56,6,22.608,1.037,22.595,7,8,6,39.132,34,13,35.254,1,15,44.1,1.151,0.028,8.8,3,2.9,3,36,29.0,8.656,5.9,7,38.2
5.845,6,22.608,1.037,22.595,7,8,6,39.132,34,13,35.254,1,15,44.1,1.151,0.028,8.8,3,2.9,3,36,29.0,8.656,5.9,7,38.2
7.145,6,22.608,1.037,22.595,7,8,6,39.132,34,13,35.254,1,15,44.1,1.151,0.028,8.8,3,2.9,3,36,29.0,8.656,5.9,7,38.2
6.92,6,22.517,1.055,23.025,7,9,8,40.55,35,13,36.909,2,14,40.0,1.159,0.054,8.6,3,8.6,3,37,30.0,8.98,5.7,7,37.1
6.89,6,22.517,1.055,23.025,7,9,8,40.55,35,13,36.909,2,14,40.0,1.159,0.054,8.6,3,8.6,3,37,30.0,8.98,5.7,7,37.1
6.58,6,22.517,1.055,23.025,7,9,8,40.55,35,13,36.909,2,14,40.0,1.159,0.054,8.6,3,8.6,3,37,30.0,8.98,5.7,7,37.1
5.96,6,21.301,1.047,21.484,7,7,6,38.388,33,13,34.549,1,14,42.4,1.163,0.029,12.1,4,3.0,4,35,26.0,8.705,3.0,7,39.4
5.94,6,21.301,1.047,21.484,7,7,6,38.388,33,13,34.549,1,14,42.4,1.163,0.029,12.1,4,3.0,4,35,26.0,8.705,3.0,7,39.4
6.21,6,20.847,1.044,21.068,7,8,6,35.716,31,11,32.371,1,14,45.2,1.152,0.03,9.7,3,3.2,3,33,28.0,9.041,6.5,6,35.5
6.65,6,20.847,1.044,21.068,7,8,6,35.716,31,11,32.371,1,14,45.2,1.152,0.03,9.7,3,3.2,3,33,28.0,9.041,6.5,6,35.5
6.35,6,20.847,1.044,21.068,7,8,6,35.716,31,11,32.371,1,14,45.2,1.152,0.03,9.7,3,3.2,3,33,28.0,9.041,6.5,6,35.5
5.6,6,20.756,1.063,21.498,7,9,8,37.135,32,11,34.025,2,13,40.6,1.16,0.059,9.4,3,9.4,3,34,29.0,9.383,6.3,6,34.4
6.2,12,37.233,1.035,37.088,15,15,10,65.045,57,23,58.981,5,24,42.1,1.141,0.083,5.3,3,8.8,3,60,46.0,8.359,3.5,9,40.4
5.892,11,29.415,1.014,28.229,9,11,6,54.208,47,23,47.672,7,18,38.3,1.153,0.146,6.4,3,2.1,3,48,30.5,7.243,4.3,9,48.9
5.0,11,18.847,1.047,19.068,9,11,6,33.716,29,11,30.371,1,12,41.4,1.163,0.033,10.3,3,3.4,3,30,24.5,8.836,6.9,3,37.9
8.461,11,27.892,1.021,27.176,9,11,6,49.377,43,19,43.905,5,18,41.9,1.148,0.109,7.0,3,2.3,3,46,32.5,7.823,4.7,9,44.2
8.395,11,24.131,1.027,23.649,9,11,6,43.962,38,17,39.021,3,15,39.5,1.157,0.077,7.9,3,2.6,3,39,27.5,7.851,5.3,6,44.7
7.51,11,20.608,1.039,20.595,9,11,6,37.132,32,13,33.254,2,13,40.6,1.16,0.061,9.4,3,3.1,3,33,25.5,8.446,6.3,4,40.6
8.018,12,28.523,1.048,29.046,14,15,9,48.049,42,14,44.011,2,19,45.2,1.144,0.045,7.1,3,7.1,3,44,40.0,9.27,7.1,4,33.3
5.0,11,22.182,1.076,23.272,9,11,9,41.566,35,12,37.676,3,14,40.0,1.188,0.083,17.1,6,2.9,6,36,29.5,9.665,5.7,5,34.3
5.932,18,42.455,1.007,40.913,21,20,7,69.445,62,26,62.403,2,29,46.8,1.12,0.029,1.6,1,4.8,1,68,53.0,7.8,4.8,8,41.9
5.353,6,33.654,1.009,32.39,15,12,6,57.113,51,23,51.458,4,22,43.1,1.12,0.075,0.0,0,9.8,0,53,39.0,7.48,2.0,7,45.1
7.62,11,27.495,1.007,26.655,12,14,5,43.405,39,15,39.262,1,19,48.7,1.113,0.023,0.0,0,5.1,0,43,37.5,8.138,7.7,6,38.5
8.26,11,25.188,1.02,24.843,12,14,6,40.199,36,13,36.705,1,17,47.2,1.117,0.026,0.0,0,8.3,0,39,35.5,8.537,8.3,4,36.1
8.824,11,25.097,1.037,25.272,12,15,8,41.618,37,13,38.36,2,16,43.2,1.125,0.05,0.0,0,13.5,0,40,36.5,8.846,8.1,4,35.1
8.751,11,25.097,1.037,25.272,12,15,8,41.618,37,13,38.36,2,16,43.2,1.125,0.05,0.0,0,13.5,0,40,36.5,8.846,8.1,4,35.1
7.0,11,24.017,1.039,23.608,10,14,8,40.004,35,13,36.363,4,14,40.0,1.143,0.111,5.7,2,5.7,2,36,32.5,9.296,8.6,3,37.1
5.0,12,46.87,0.998,43.738,14,14,7,79.524,71,35,70.836,11,29,40.8,1.12,0.147,0.0,0,7.0,0,75,48.0,7.179,1.4,15,49.3
5.796,6,57.166,0.979,51.863,8,8,4,103.922,92,53,90.057,10,35,38.0,1.13,0.104,0.0,0,3.3,0,96,48.0,5.825,1.1,27,57.6
6.511,0,54.927,0.977,49.389,2,2,4,103.337,91,55,88.941,11,32,35.2,1.136,0.117,0.0,0,3.3,0,94,41.0,5.515,1.1,30,60.4
5.538,0,57.779,1.003,53.525,1,2,9,109.288,95,53,95.246,14,33,34.7,1.15,0.143,5.3,5,3.2,5,98,47.0,6.578,0.0,32,55.8
5.429,0,56.688,0.977,50.916,2,2,4,106.752,94,57,91.825,13,33,35.1,1.136,0.134,0.0,0,3.2,0,97,42.0,5.488,1.1,31,60.6
8.558,6,22.063,1.047,22.31,9,8,7,39.341,34,13,35.582,1,14,41.2,1.157,0.028,8.8,3,5.9,3,36,28.0,8.773,5.9,5,38.2
8.331,6,25.586,1.034,25.364,9,8,7,46.171,40,17,41.349,2,16,40.0,1.154,0.048,7.5,3,5.0,3,42,30.0,8.159,5.0,7,42.5
5.0,0,67.257,0.974,60.077,2,2,4,127.243,112,69,109.126,18,39,34.8,1.136,0.157,0.0,0,2.7,0,115,48.0,5.358,0.9,37,61.6
8.554,6,23.637,1.081,24.987,9,8,10,43.775,37,12,40.003,1,15,40.5,1.183,0.026,16.2,6,5.4,6,39,32.0,9.9,5.4,6,32.4
5.0,0,64.825,0.998,59.632,1,2,9,122.948,107,61,106.781,18,37,34.6,1.149,0.164,4.7,5,2.8,5,110,51.0,6.365,0.0,36,57.0
6.722,0,53.166,0.978,47.863,2,2,4,99.922,88,53,86.057,10,31,35.2,1.135,0.11,0.0,0,3.4,0,91,40.0,5.544,1.1,29,60.2
6.372,0,53.166,0.978,47.863,2,2,4,99.922,88,53,86.057,9,31,35.2,1.135,0.099,0.0,0,3.4,0,91,40.0,5.544,1.1,29,60.2
5.886,0,52.859,0.983,48.051,2,2,5,98.716,87,51,85.501,8,31,35.6,1.135,0.088,0.0,0,4.6,0,91,42.0,5.768,1.1,29,58.6
6.616,0,54.166,0.978,48.863,2,2,4,100.922,89,53,87.057,8,32,36.0,1.134,0.086,0.0,0,3.4,0,93,42.0,5.616,1.1,30,59.6
6.466,0,46.12,0.981,41.755,2,2,4,86.261,76,45,74.523,8,27,35.5,1.135,0.101,0.0,0,3.9,0,79,36.0,5.681,1.3,25,59.2
5.771,0,51.404,0.979,46.336,2,2,4,96.507,85,51,83.174,10,30,35.3,1.135,0.114,0.0,0,3.5,0,88,39.0,5.574,1.2,28,60.0
5.084,0,50.734,1.009,47.418,1,2,9,95.627,83,45,83.712,10,29,34.9,1.152,0.116,6.0,5,3.6,5,86,43.0,6.853,0.0,28,54.2
6.511,0,54.927,0.977,49.389,2,2,4,103.337,91,55,88.941,11,32,35.2,1.136,0.117,0.0,0,3.3,0,94,41.0,5.515,1.1,30,60.4
5.745,0,58.45,0.976,52.443,2,2,4,110.167,97,59,94.708,13,34,35.1,1.136,0.13,0.0,0,3.1,0,100,43.0,5.463,1.0,32,60.8
6.829,0,47.881,0.98,43.282,2,2,4,89.676,79,47,77.407,7,28,35.4,1.135,0.085,0.0,0,3.8,0,82,37.0,5.643,1.3,26,59.5
8.561,6,25.398,1.072,26.513,9,8,10,47.19,40,14,42.887,2,16,40.0,1.18,0.048,15.0,6,5.0,6,42,33.0,9.508,5.0,7,35.0
7.292,6,27.159,1.064,28.04,9,8,10,50.606,43,16,45.77,2,17,39.5,1.177,0.044,14.0,6,4.7,6,45,34.0,9.171,4.7,8,37.2
7.825,6,24.824,1.039,24.837,9,8,7,43.756,38,15,39.465,0,16,42.1,1.151,0.0,7.9,3,5.3,3,41,31.0,8.535,5.3,7,39.5
7.785,6,20.301,1.055,20.783,9,8,7,35.926,31,11,32.698,0,13,41.9,1.159,0.0,9.7,3,6.5,3,33,27.0,9.17,6.5,4,35.5
6.912,6,20.301,1.055,20.783,9,8,7,35.926,31,11,32.698,0,13,41.9,1.159,0.0,9.7,3,6.5,3,33,27.0,9.17,6.5,4,35.5
8.332,6,23.637,1.081,24.987,9,8,10,43.775,37,12,40.003,1,15,40.5,1.183,0.026,16.2,6,5.4,6,39,32.0,9.9,5.4,6,32.4
8.189,6,23.824,1.04,23.837,9,8,7,42.756,37,15,38.465,1,15,40.5,1.156,0.026,8.1,3,5.4,3,39,29.0,8.441,5.4,6,40.5
8.56,6,26.586,1.033,26.364,9,8,7,47.171,41,17,42.349,2,17,41.5,1.151,0.045,7.3,3,4.9,3,44,32.0,8.253,4.9,8,41.5
7.48,6,23.637,1.081,24.987,9,8,10,43.775,37,12,40.003,1,15,40.5,1.183,0.026,16.2,6,5.4,6,39,32.0,9.9,5.4,6,32.4
8.339,6,23.637,1.081,24.987,9,8,10,43.775,37,12,40.003,1,15,40.5,1.183,0.026,16.2,6,5.4,6,39,32.0,9.9,5.4,6,32.4
7.237,6,23.824,1.04,23.837,9,8,7,42.756,37,15,38.465,1,15,40.5,1.156,0.026,8.1,3,5.4,3,39,29.0,8.441,5.4,6,40.5
8.319,6,23.824,1.04,23.837,9,8,7,42.756,37,15,38.465,2,15,40.5,1.156,0.051,8.1,3,5.4,3,39,29.0,8.441,5.4,6,40.5
7.77,6,25.586,1.034,25.364,9,8,7,46.171,40,17,41.349,2,16,40.0,1.154,0.048,7.5,3,5.0,3,42,30.0,8.159,5.0,7,42.5
6.963,6,28.921,1.058,29.567,9,8,10,54.021,46,18,48.654,3,18,39.1,1.174,0.063,13.0,6,4.3,6,48,35.0,8.878,4.3,9,39.1
7.577,6,23.063,1.045,23.31,9,8,7,40.341,35,13,36.582,0,15,42.9,1.153,0.0,8.6,3,5.7,3,38,30.0,8.866,5.7,6,37.1
8.427,6,21.875,1.092,23.46,9,8,10,40.36,34,10,37.12,1,14,41.2,1.187,0.028,17.6,6,5.9,6,36,31.0,10.361,5.9,5,29.4
8.825,6,24.824,1.039,24.837,9,8,7,43.756,38,15,39.465,2,16,42.1,1.151,0.049,7.9,3,5.3,3,41,31.0,8.535,5.3,7,39.5
7.886,6,25.114,1.013,24.009,7,8,6,41.764,37,16,37.469,1,15,40.5,1.129,0.026,2.7,1,5.4,0,39,29.0,8.265,8.1,7,43.2
8.585,6,26.875,1.009,25.536,7,8,6,45.179,40,18,40.353,2,16,40.0,1.129,0.048,2.5,1,5.0,0,42,30.0,7.995,7.5,8,45.0
8.538,6,24.926,1.054,25.159,7,8,9,42.783,37,13,39.007,1,15,40.5,1.156,0.026,10.8,4,5.4,3,39,32.0,9.723,8.1,7,35.1
8.668,6,24.926,1.054,25.159,7,8,9,42.783,37,13,39.007,1,15,40.5,1.156,0.026,10.8,4,5.4,3,39,32.0,9.723,8.1,7,35.1
8.766,6,23.046,1.031,22.67,8,9,7,37.143,33,12,34.029,1,14,42.4,1.126,0.029,3.0,1,9.1,0,35,30.0,9.265,9.1,5,36.4
8.461,6,23.352,1.017,22.482,7,8,6,38.349,34,14,34.585,1,14,41.2,1.128,0.028,2.9,1,5.9,0,36,28.0,8.581,8.8,6,41.2
8.796,6,25.114,1.013,24.009,7,8,6,41.764,37,16,37.469,1,15,40.5,1.129,0.026,2.7,1,5.4,0,39,29.0,8.265,8.1,7,43.2
8.745,6,26.875,1.009,25.536,7,8,6,45.179,40,18,40.353,2,16,40.0,1.129,0.048,2.5,1,5.0,0,42,30.0,7.995,7.5,8,45.0
7.06,6,25.114,1.013,24.009,7,8,6,41.764,37,16,37.469,1,15,40.5,1.129,0.026,2.7,1,5.4,0,39,29.0,8.265,8.1,7,43.2
8.473,6,26.875,1.009,25.536,7,8,6,45.179,40,18,40.353,2,16,40.0,1.129,0.048,2.5,1,5.0,0,42,30.0,7.995,7.5,8,45.0
8.689,6,21.284,1.038,21.143,8,9,7,33.728,30,10,31.145,1,13,43.3,1.124,0.031,3.3,1,10.0,0,32,29.0,9.724,10.0,4,33.3
6.462,12,27.949,1.015,27.369,14,15,6,44.614,40,15,40.589,2,19,47.5,1.115,0.047,0.0,0,7.5,0,43,38.0,8.334,7.5,4,37.5
5.0,6,25.858,1.032,25.799,9,10,8,44.033,39,15,40.244,3,16,41.0,1.129,0.073,0.0,0,12.8,0,41,34.0,8.445,7.7,6,38.5
8.491,6,23.762,1.059,24.519,8,9,9,41.633,36,12,38.127,1,15,41.7,1.156,0.026,8.3,3,8.3,3,38,33.0,9.425,8.3,6,33.3
6.312,6,24.404,1.025,24.084,8,9,7,41.824,37,15,37.916,2,15,40.5,1.13,0.051,0.0,0,10.8,0,39,31.0,8.144,8.1,6,40.5
8.378,6,23.432,1.027,23.337,8,10,7,38.282,34,12,34.924,1,15,44.1,1.126,0.028,0.0,0,8.8,0,36,33.0,8.715,11.8,5,35.3
7.328,6,20.301,1.062,21.082,8,9,8,34.463,30,9,31.847,1,13,43.3,1.149,0.031,6.7,2,10.0,2,32,30.0,9.775,10.0,4,30.0
7.0,0,28.046,0.983,25.751,5,3,2,49.401,44,24,43.258,0,18,40.9,1.123,0.0,0.0,0,4.5,0,47,26.0,6.191,0.0,13,54.5
8.77,6,23.046,1.031,22.67,8,9,7,37.143,33,12,34.029,1,14,42.4,1.126,0.029,3.0,1,9.1,0,35,30.0,9.265,9.1,5,36.4
5.967,6,24.216,1.066,25.234,8,9,10,42.843,37,12,39.454,2,15,40.5,1.158,0.051,8.1,3,10.8,3,39,34.0,9.603,8.1,6,32.4
7.478,6,23.949,1.016,23.369,8,9,6,40.614,36,15,36.589,2,15,41.7,1.128,0.053,0.0,0,8.3,0,38,30.0,7.926,8.3,6,41.7
4.921,16,24.989,0.985,22.918,13,16,3,38.823,35,16,34.465,5,16,45.7,1.109,0.135,0.0,0,0.0,0,37,29.0,7.669,5.7,3,45.7
5.131,16,23.228,0.987,21.391,13,16,3,35.408,32,14,31.582,4,15,46.9,1.106,0.118,0.0,0,0.0,0,34,28.0,7.949,6.3,2,43.8
4.721,16,25.443,0.994,23.632,13,16,4,40.032,36,16,35.793,5,16,44.4,1.112,0.132,0.0,0,2.8,0,38,30.0,7.9,5.6,3,44.4
5.613,16,25.443,0.994,23.632,13,16,4,40.032,36,16,35.793,5,16,44.4,1.112,0.132,0.0,0,2.8,0,38,30.0,7.9,5.6,3,44.4
5.155,16,25.443,0.994,23.632,13,16,4,40.032,36,16,35.793,5,16,44.4,1.112,0.132,0.0,0,2.8,0,38,30.0,7.9,5.6,3,44.4
5.569,16,27.205,0.992,25.159,13,16,4,43.448,39,18,38.676,5,17,43.6,1.114,0.122,0.0,0,2.6,0,41,31.0,7.652,5.1,4,46.2
5.301,16,24.54,1.007,22.933,13,16,5,36.561,33,13,33.233,5,15,45.5,1.108,0.143,3.0,1,3.0,0,35,30.0,9.237,6.1,2,39.4
5.398,16,24.54,1.007,22.933,13,16,5,36.561,33,13,33.233,5,15,45.5,1.108,0.143,3.0,1,3.0,0,35,30.0,9.237,6.1,2,39.4
4.208,16,27.244,1.02,25.744,13,18,8,42.454,38,15,38.742,6,15,39.5,1.117,0.15,0.0,0,7.9,0,40,35.0,9.197,7.9,2,39.5
5.268,16,24.438,0.991,22.611,14,16,3,37.534,34,15,33.691,5,16,47.1,1.104,0.139,0.0,0,2.9,0,36,29.0,7.923,2.9,2,44.1
5.796,16,28.0,1.013,26.249,14,18,7,43.371,39,16,39.524,6,16,41.0,1.112,0.146,0.0,0,7.7,0,41,35.0,8.935,5.1,2,41.0
4.921,16,27.205,0.992,25.159,13,16,4,43.448,39,18,38.676,6,17,43.6,1.114,0.146,0.0,0,2.6,0,41,31.0,7.652,5.1,4,46.2
4.955,16,34.398,1.0,32.169,14,17,6,57.112,51,24,50.982,9,21,41.2,1.12,0.17,0.0,0,5.9,0,53,38.0,7.54,3.9,7,47.1
4.896,16,31.182,0.995,28.928,13,16,5,51.487,46,22,45.771,8,19,41.3,1.119,0.167,0.0,0,4.3,0,48,34.0,7.446,4.3,6,47.8
4.863,16,34.398,1.0,32.169,14,17,6,57.112,51,24,50.982,9,21,41.2,1.12,0.17,0.0,0,5.9,0,53,38.0,7.54,3.9,7,47.1
4.851,16,32.637,1.002,30.642,14,17,6,53.697,48,22,48.098,9,20,41.7,1.119,0.18,0.0,0,6.3,0,50,37.0,7.719,4.2,6,45.8
4.642,22,40.921,0.996,38.223,19,22,6,66.942,60,28,59.749,11,26,43.3,1.116,0.175,0.0,0,5.0,0,63,46.0,7.477,3.3,7,46.7
4.618,16,31.182,0.995,28.928,13,16,5,51.487,46,22,45.771,8,19,41.3,1.119,0.167,0.0,0,4.3,0,48,34.0,7.446,4.3,6,47.8
4.514,16,36.159,0.998,33.696,14,17,6,60.527,54,26,53.865,9,22,40.7,1.121,0.161,0.0,0,5.6,0,56,39.0,7.381,3.7,8,48.1
4.483,16,30.875,1.005,29.116,14,17,6,50.282,45,20,45.214,8,19,42.2,1.117,0.17,0.0,0,6.7,0,47,36.0,7.922,4.4,5,44.4
4.456,16,28.966,0.99,26.686,13,16,4,46.863,42,20,41.56,6,18,42.9,1.116,0.136,0.0,0,2.4,0,44,32.0,7.44,4.8,5,47.6
4.395,16,34.398,1.0,32.169,14,17,6,57.112,51,24,50.982,9,21,41.2,1.12,0.17,0.0,0,5.9,0,53,38.0,7.54,3.9,7,47.1
4.347,16,27.205,0.992,25.159,13,16,4,43.448,39,18,38.676,5,17,43.6,1.114,0.122,0.0,0,2.6,0,41,31.0,7.652,5.1,4,46.2
4.26,16,34.398,1.0,32.169,14,17,6,57.112,51,24,50.982,10,21,41.2,1.12,0.189,0.0,0,5.9,0,53,38.0,7.54,3.9,7,47.1
