pXC50,nHM,Si,nAT,nBT,Mp,C.,nCsp2,nN,SCBO,nBM,AMW,nDB,N.,Se,Sp,Mi,nC,nAB,nBO,Mv,nO,nS,nSK,MW,nH,RBF,H.,Sv,nHet,Me
5.31,1,46.495,41,42,0.646,34.1,8,2,31.0,10,8.351,4,4.9,42.313,26.477,1.134,14,6,24,0.628,6,1,23,342.41,18,0.095,43.9,25.733,9,1.032
5.886,1,52.7,47,49,0.676,40.4,14,2,39.0,16,8.266,4,4.3,47.869,31.784,1.121,19,12,29,0.65,5,1,27,388.48,20,0.082,42.6,30.545,8,1.018
5.796,1,53.91,48,50,0.672,39.6,14,2,40.0,16,8.427,4,4.2,49.196,32.239,1.123,19,12,30,0.651,6,1,28,404.48,20,0.1,41.7,31.26,9,1.025
4.658,0,61.777,55,58,0.675,43.6,20,4,49.5,24,8.118,3,7.3,55.996,37.148,1.123,24,21,36,0.662,5,0,33,446.5,22,0.138,40.0,36.401,9,1.018
5.0,0,75.351,67,71,0.654,41.8,13,3,47.0,14,6.86,1,4.5,66.541,43.802,1.125,28,12,38,0.614,3,0,34,459.64,33,0.056,49.3,41.111,6,0.993
5.0,1,72.776,65,69,0.671,41.5,13,2,50.0,16,7.61,3,3.1,65.287,43.591,1.12,27,12,39,0.634,5,1,35,494.66,30,0.058,46.2,41.179,8,1.004
7.018,2,55.538,49,50,0.66,32.7,7,3,39.0,12,8.807,5,6.1,50.702,32.347,1.133,16,6,29,0.636,7,2,28,431.54,21,0.12,42.9,31.183,12,1.035
6.917,0,34.827,31,31,0.658,41.9,8,1,25.0,9,7.976,2,3.2,31.713,20.392,1.123,13,6,18,0.646,4,0,18,247.27,13,0.161,41.9,20.041,5,1.023
4.553,1,80.61,72,75,0.67,41.7,22,2,58.0,26,7.843,4,2.8,72.825,48.262,1.12,30,22,43,0.641,7,1,40,564.71,32,0.133,44.4,46.135,10,1.011
4.431,2,80.554,72,75,0.682,41.7,22,2,59.0,26,8.322,4,2.8,73.149,49.119,1.119,30,22,44,0.652,7,1,41,599.15,31,0.133,43.1,46.963,11,1.016
8.086,1,39.538,35,36,0.678,37.1,12,3,32.0,15,9.239,3,8.6,36.436,23.744,1.13,13,12,23,0.67,5,1,22,323.36,13,0.167,37.1,23.459,9,1.041
5.495,1,62.112,55,57,0.665,38.2,12,4,44.0,16,8.083,3,7.3,55.956,36.557,1.129,21,12,33,0.638,5,1,31,444.56,24,0.123,43.6,35.115,10,1.017
7.155,1,39.269,35,36,0.693,42.9,14,2,31.0,14,9.164,2,5.7,36.138,24.256,1.122,15,12,23,0.683,4,0,22,320.75,13,0.139,37.1,23.89,7,1.033
5.0,1,50.408,45,46,0.669,40.0,13,1,34.0,15,7.722,3,2.2,45.323,30.085,1.12,18,12,25,0.63,4,1,24,347.47,21,0.13,46.7,28.336,6,1.007
6.0,3,45.734,41,43,0.726,39.0,13,2,37.0,15,10.12,3,4.9,42.502,29.767,1.115,16,12,28,0.695,5,2,26,414.92,15,0.116,36.6,28.506,10,1.037
4.301,2,46.13,41,43,0.704,39.0,13,2,37.0,15,9.719,3,4.9,42.691,28.847,1.125,16,12,28,0.684,5,2,26,398.47,15,0.116,36.6,28.062,10,1.041
5.398,2,45.79,41,43,0.705,39.0,13,2,37.0,16,9.28,4,4.9,42.178,28.909,1.117,16,12,27,0.675,5,2,25,380.48,16,0.093,39.0,27.679,9,1.029
5.602,2,46.999,42,44,0.699,38.1,13,2,39.0,17,9.44,5,4.8,43.505,29.364,1.119,16,12,28,0.676,6,2,26,396.48,16,0.091,38.1,28.393,10,1.036
4.523,0,49.654,44,46,0.657,40.9,14,3,35.0,14,7.759,2,6.8,44.683,28.926,1.129,18,12,27,0.639,4,0,25,341.4,19,0.13,43.2,28.138,7,1.016
6.447,1,54.408,48,49,0.651,35.4,8,3,37.0,11,8.239,4,6.3,49.298,31.244,1.134,17,6,28,0.631,6,1,27,395.48,21,0.102,43.8,30.281,10,1.027
6.79,1,47.495,42,43,0.654,35.7,7,2,33.0,10,8.439,3,4.8,43.313,27.477,1.131,15,6,25,0.637,6,1,24,354.42,18,0.116,42.9,26.733,9,1.031
8.523,0,63.813,56,57,0.625,35.7,11,4,37.0,13,6.938,3,7.1,56.32,34.978,1.14,20,10,29,0.594,4,0,28,388.52,28,0.158,50.0,33.266,8,1.006
7.036,0,59.9,53,54,0.645,39.6,15,3,38.0,15,7.236,3,5.7,53.334,34.211,1.13,21,12,29,0.617,4,0,28,383.49,25,0.167,47.2,32.718,7,1.006
7.658,1,41.372,37,38,0.683,40.5,13,1,32.0,15,8.686,3,2.7,38.0,25.256,1.118,15,12,23,0.661,5,1,22,321.38,15,0.158,40.5,24.47,7,1.027
5.0,2,132.892,118,122,0.664,39.0,34,6,93.0,38,8.01,8,5.1,120.014,78.296,1.126,46,30,70,0.637,12,2,66,945.18,52,0.18,44.1,75.197,20,1.017
6.036,0,43.073,38,38,0.623,36.8,8,1,24.0,8,6.983,2,2.6,38.363,23.676,1.133,14,6,19,0.595,4,0,19,265.34,19,0.211,50.0,22.622,5,1.01
8.523,0,31.72,27,27,0.629,37.0,8,2,23.0,8,9.711,2,7.4,29.142,16.994,1.175,10,6,18,0.666,3,0,18,262.21,9,0.111,33.3,17.971,8,1.079
6.917,1,35.957,32,32,0.672,37.5,7,1,27.0,10,8.854,3,3.1,33.116,21.494,1.124,12,6,19,0.654,5,1,19,283.33,13,0.156,40.6,20.943,7,1.035
4.959,1,43.285,38,38,0.632,31.6,7,2,26.0,9,7.958,3,5.3,38.985,24.023,1.139,12,6,20,0.606,5,1,20,302.39,18,0.211,47.4,23.018,8,1.026
6.65,0,53.651,47,49,0.637,36.2,11,5,35.5,13,7.647,2,10.6,47.887,29.938,1.142,17,11,28,0.621,4,0,26,359.43,21,0.102,44.7,29.181,9,1.019
8.0,0,46.496,41,42,0.655,41.5,14,2,33.0,14,8.106,2,4.9,42.094,26.858,1.134,17,12,25,0.646,4,0,24,332.36,17,0.143,41.5,26.5,7,1.027
4.469,2,73.724,66,69,0.691,42.4,22,2,57.0,26,8.653,4,3.0,67.382,45.597,1.117,28,22,42,0.665,7,1,39,571.09,27,0.13,40.9,43.909,11,1.021
7.481,0,31.91,28,28,0.63,35.7,8,2,21.0,8,8.009,2,7.1,28.931,17.636,1.14,10,6,16,0.626,4,0,16,224.24,12,0.143,42.9,17.536,6,1.033
7.658,0,40.242,36,37,0.671,44.4,14,1,30.0,14,7.926,2,2.8,36.596,24.154,1.118,16,12,22,0.655,4,0,21,285.32,15,0.162,41.7,23.568,5,1.017
5.904,1,64.654,57,58,0.641,35.1,8,3,40.0,11,7.677,4,5.3,57.949,36.529,1.134,20,6,31,0.612,6,1,30,437.57,27,0.138,47.4,34.862,10,1.017
5.5,1,33.143,30,31,0.73,50.0,15,1,27.0,14,8.591,2,3.3,30.054,21.887,1.105,15,12,19,0.691,1,0,18,257.73,12,0.097,40.0,20.725,3,1.002
8.523,0,37.325,33,34,0.648,39.4,9,2,26.0,6,7.948,6,6.1,33.814,21.398,1.131,13,0,20,0.638,4,0,19,262.29,14,0.118,42.4,21.063,6,1.025
4.523,2,73.622,66,69,0.698,42.4,22,2,57.0,26,9.326,4,3.0,67.287,46.091,1.115,28,22,42,0.668,7,1,39,615.54,27,0.13,40.9,44.107,11,1.02
7.155,2,40.399,36,37,0.704,38.9,13,2,33.0,15,9.911,3,5.6,37.542,25.358,1.122,14,12,24,0.689,5,1,23,356.81,13,0.162,36.1,24.792,9,1.043
8.086,0,39.325,35,36,0.669,42.9,13,2,30.0,14,8.18,2,5.7,35.814,23.398,1.124,15,12,22,0.659,4,0,21,286.31,14,0.167,40.0,23.063,6,1.023
6.65,1,55.697,49,51,0.649,34.7,10,4,37.5,14,8.051,3,8.2,50.073,31.796,1.137,17,11,29,0.624,5,1,27,394.5,22,0.137,44.9,30.588,10,1.022
8.523,0,59.315,52,52,0.615,34.6,9,3,31.0,9,6.721,3,5.8,52.218,31.972,1.141,18,6,25,0.582,4,0,25,349.48,27,0.154,51.9,30.245,7,1.004
7.658,0,39.325,35,36,0.669,42.9,14,2,30.0,14,8.18,2,5.7,35.814,23.398,1.124,15,12,22,0.659,4,0,21,286.31,14,0.139,40.0,23.063,6,1.023
4.896,0,52.654,47,50,0.679,44.7,18,3,41.5,19,8.03,2,6.4,47.683,31.926,1.12,21,17,31,0.663,4,0,28,377.43,19,0.1,40.4,31.138,7,1.015
8.886,1,37.538,33,34,0.659,33.3,8,3,28.0,7,9.071,7,9.1,34.436,21.744,1.138,11,0,21,0.65,5,1,20,299.34,13,0.118,39.4,21.459,9,1.044
7.481,1,33.957,30,30,0.65,33.3,7,1,23.0,9,8.644,3,3.3,31.116,19.494,1.132,10,6,17,0.631,5,1,17,259.31,13,0.167,43.3,18.943,7,1.037
8.523,0,32.637,28,28,0.634,39.3,8,1,23.0,8,9.329,2,3.6,29.923,17.75,1.166,11,6,18,0.66,3,0,18,261.22,10,0.143,35.7,18.477,7,1.069
6.411,0,38.824,34,35,0.63,35.3,8,3,25.0,8,7.803,2,8.8,34.916,21.404,1.142,12,6,20,0.62,4,0,19,265.3,15,0.114,44.1,21.084,7,1.027
4.523,0,46.579,41,43,0.661,41.5,14,3,35.0,14,8.423,2,7.3,42.313,27.102,1.136,17,12,27,0.658,4,0,25,345.36,16,0.116,39.0,26.994,8,1.032
6.143,1,40.455,36,37,0.681,38.9,13,2,32.0,15,8.955,3,5.6,37.218,24.5,1.124,14,12,23,0.666,5,1,22,322.37,14,0.162,38.9,23.965,8,1.034
8.523,1,33.766,29,29,0.65,34.5,7,1,25.0,9,10.251,3,3.4,31.327,18.852,1.164,10,6,19,0.668,4,1,19,297.28,10,0.138,34.5,19.378,9,1.08
8.0,0,47.412,42,43,0.657,42.9,14,1,33.0,14,7.89,2,2.4,42.876,27.614,1.129,18,12,25,0.643,4,0,24,331.37,18,0.163,42.9,27.005,6,1.021
8.0,1,48.542,43,44,0.668,39.5,13,1,35.0,15,8.545,3,2.3,44.28,28.716,1.129,17,12,26,0.649,5,1,25,367.43,18,0.159,41.9,27.907,8,1.03
8.523,1,32.849,28,28,0.646,32.1,7,2,25.0,9,10.653,3,7.1,30.545,18.097,1.173,9,6,19,0.674,4,1,19,298.27,9,0.143,32.1,18.873,10,1.091
4.222,2,73.501,66,69,0.718,42.4,22,2,57.0,26,10.038,4,3.0,67.127,47.398,1.114,28,22,42,0.673,7,1,39,662.54,27,0.13,40.9,44.399,11,1.017
8.538,0,66.561,58,58,0.591,31.0,3,3,28.0,3,6.13,3,5.2,57.869,34.256,1.148,18,0,25,0.549,4,0,25,355.54,33,0.138,56.9,31.825,7,0.998
5.379,0,33.539,30,31,0.699,50.0,15,1,27.0,14,8.043,2,3.3,30.243,20.966,1.118,15,12,19,0.676,1,0,18,241.28,12,0.097,40.0,20.28,3,1.008
6.0,2,60.957,55,58,0.725,45.5,22,2,52.0,26,9.845,4,3.6,55.982,39.898,1.108,25,22,37,0.693,5,1,34,541.45,21,0.138,38.2,38.097,9,1.018
5.394,0,55.651,49,52,0.652,38.8,13,5,40.0,17,7.826,1,10.2,49.887,31.938,1.136,19,16,31,0.636,4,0,28,383.45,21,0.077,42.9,31.181,9,1.018
7.523,0,74.6,65,65,0.588,30.8,3,3,31.0,3,6.148,3,4.6,64.963,38.233,1.148,20,0,28,0.548,5,0,28,399.6,37,0.092,56.9,35.594,8,0.999
7.032,0,62.73,55,55,0.613,34.5,9,3,32.0,9,6.609,3,5.5,55.101,33.733,1.141,19,6,26,0.578,4,0,26,363.51,29,0.182,52.7,31.772,7,1.002
4.301,0,70.738,62,63,0.629,38.7,13,2,38.0,13,6.751,1,3.2,62.021,38.978,1.141,24,12,31,0.591,2,0,30,418.58,32,0.175,51.6,36.668,6,1.0
4.301,0,69.821,61,62,0.627,37.7,13,3,38.0,13,6.878,1,4.9,61.239,38.222,1.145,23,12,31,0.593,2,0,30,419.57,31,0.177,50.8,36.162,7,1.004
4.301,0,68.532,60,61,0.628,38.3,13,2,38.0,13,7.009,1,3.3,60.465,37.671,1.142,23,12,31,0.598,3,0,30,420.55,30,0.18,50.0,35.856,7,1.008
4.328,0,71.947,63,64,0.626,38.1,13,2,39.0,13,6.898,1,3.2,63.349,39.432,1.142,24,12,32,0.593,3,0,31,434.58,32,0.203,50.8,37.383,7,1.006
7.678,0,66.145,58,58,0.612,34.5,9,3,33.0,9,6.509,3,5.2,57.985,35.495,1.14,20,6,27,0.574,4,0,27,377.54,31,0.172,53.4,33.299,7,1.0
5.095,0,36.325,32,33,0.637,37.5,8,2,24.0,8,7.821,2,6.3,32.814,20.398,1.135,12,6,19,0.627,4,0,18,250.28,14,0.091,43.8,20.063,6,1.025
5.192,0,42.871,38,40,0.675,44.7,14,2,33.0,14,8.272,2,5.3,38.883,25.642,1.128,17,12,25,0.665,3,0,23,314.34,15,0.075,39.5,25.258,6,1.023
5.125,1,95.779,85,87,0.655,38.8,21,3,58.0,22,7.15,4,3.5,84.916,55.654,1.127,33,18,45,0.61,6,0,43,607.75,42,0.184,49.4,51.813,10,0.999
7.456,2,58.66,52,53,0.662,34.6,7,2,37.0,10,8.242,3,3.8,53.04,34.409,1.128,18,6,29,0.625,6,2,28,428.58,24,0.113,46.2,32.501,10,1.02
7.013,2,56.534,50,51,0.664,34.0,7,3,36.0,10,8.271,3,6.0,50.931,33.199,1.131,17,6,28,0.626,5,2,27,413.57,23,0.098,46.0,31.28,10,1.019
4.523,0,38.116,34,36,0.675,44.1,12,2,29.5,13,7.95,2,5.9,34.487,22.943,1.121,15,11,22,0.657,3,0,20,270.31,14,0.056,41.2,22.348,5,1.014
5.978,2,59.949,53,54,0.66,34.0,7,3,37.0,10,8.068,3,5.7,53.814,34.96,1.131,18,6,29,0.619,5,2,28,427.6,25,0.111,47.2,32.807,10,1.015
6.824,2,53.966,48,49,0.676,35.4,12,1,36.0,15,8.322,3,2.1,48.836,32.438,1.124,17,12,27,0.629,6,1,26,399.44,22,0.143,45.8,30.216,9,1.017
5.305,1,60.614,54,57,0.677,40.7,16,3,45.5,20,8.177,3,5.6,54.854,36.551,1.122,22,17,34,0.65,5,1,31,441.55,23,0.088,42.6,35.093,9,1.016
7.036,2,66.78,59,60,0.652,33.9,7,3,39.0,10,7.723,3,5.1,59.582,38.483,1.132,20,6,31,0.608,5,2,30,455.66,29,0.133,49.2,35.861,10,1.01
5.305,1,61.531,55,58,0.678,41.8,16,2,45.5,20,8.01,3,3.6,55.636,37.307,1.119,23,17,34,0.647,5,1,31,440.56,24,0.103,43.6,35.599,8,1.012
5.305,1,57.199,51,54,0.682,41.2,16,3,44.5,20,8.383,3,5.9,51.971,34.79,1.122,21,17,33,0.658,5,1,30,427.52,21,0.093,41.2,33.567,9,1.019
7.678,2,59.949,53,54,0.66,34.0,7,3,37.0,10,8.068,3,5.7,53.814,34.96,1.131,18,6,29,0.619,5,2,28,427.6,25,0.111,47.2,32.807,10,1.015
7.678,0,89.431,79,81,0.63,38.0,15,3,49.0,15,6.63,3,3.8,78.73,49.756,1.132,30,12,40,0.59,5,0,38,523.74,41,0.148,51.9,46.647,8,0.997
5.305,1,60.614,54,57,0.677,40.7,16,3,45.5,20,8.177,3,5.6,54.854,36.551,1.122,22,17,34,0.65,5,1,31,441.55,23,0.105,42.6,35.093,9,1.016
5.305,1,64.029,57,60,0.672,40.4,16,3,46.5,20,7.993,3,5.3,57.738,38.313,1.123,23,17,35,0.642,5,1,32,455.58,25,0.117,43.9,36.62,9,1.013
5.658,1,48.04,42,43,0.636,33.3,7,2,30.0,9,8.248,3,4.8,43.382,26.722,1.144,14,6,24,0.617,5,1,23,346.42,19,0.116,45.2,25.928,9,1.033
4.699,0,71.983,64,69,0.681,43.8,22,6,60.0,26,8.447,4,9.4,65.527,43.614,1.125,28,22,45,0.674,6,0,40,540.58,24,0.087,37.5,43.158,12,1.024
4.699,0,70.18,61,65,0.675,44.3,21,5,59.0,25,9.402,3,8.2,64.218,41.148,1.15,27,22,45,0.691,4,0,41,573.52,20,0.092,32.8,42.151,14,1.053
4.787,0,71.91,64,66,0.646,40.6,19,0,51.0,17,8.289,5,0.0,66.414,41.352,1.124,26,12,40,0.647,12,0,38,530.52,26,0.152,40.6,41.426,12,1.038
5.085,0,74.91,67,70,0.662,43.3,23,0,57.0,22,8.456,4,0.0,69.414,44.352,1.118,29,18,44,0.663,12,0,41,566.55,26,0.157,38.8,44.426,12,1.036
5.488,0,81.741,73,76,0.656,42.5,23,0,59.0,22,8.145,4,0.0,75.182,47.875,1.12,31,18,46,0.65,12,0,43,594.61,30,0.171,41.1,47.48,12,1.03
4.976,0,36.574,32,31,0.583,31.3,2,0,15.0,2,6.321,2,0.0,32.262,18.671,1.143,10,0,13,0.55,4,0,14,202.28,18,0.194,56.3,17.6,4,1.008
8.387,0,62.73,55,55,0.613,34.5,9,3,32.0,9,6.609,3,5.5,55.101,33.733,1.141,19,6,26,0.578,4,0,26,363.51,29,0.182,52.7,31.772,7,1.002
6.469,1,60.72,53,56,0.696,43.4,21,5,52.0,24,9.802,2,9.4,55.687,36.881,1.146,23,22,39,0.702,3,1,36,519.52,17,0.107,32.1,37.186,13,1.051
5.305,0,69.73,62,65,0.657,41.9,17,3,46.5,19,7.219,2,4.8,62.101,40.733,1.125,26,17,36,0.625,4,0,33,447.58,29,0.108,46.8,38.772,7,1.002
5.305,0,82.474,73,76,0.644,39.7,17,4,50.5,19,6.914,2,5.5,72.854,47.023,1.13,29,17,40,0.608,4,0,37,504.69,36,0.105,49.3,44.374,8,0.998
5.305,1,77.647,69,73,0.672,40.6,18,5,53.5,20,7.735,3,7.2,69.381,46.392,1.125,28,17,42,0.638,4,1,38,533.71,31,0.11,44.9,44.002,10,1.006
7.481,2,77.025,68,69,0.644,33.8,7,3,42.0,10,7.32,3,4.4,68.232,43.767,1.133,23,6,34,0.595,5,2,33,497.75,35,0.145,51.5,40.441,10,1.003
6.799,2,62.075,55,56,0.658,34.5,7,2,38.0,10,8.047,3,3.6,55.923,36.171,1.129,19,6,30,0.619,6,2,29,442.61,26,0.125,47.3,34.027,10,1.017
7.377,2,80.444,71,72,0.643,33.8,8,3,46.0,11,7.63,4,4.2,71.887,45.676,1.133,24,6,37,0.604,7,2,36,541.76,35,0.139,49.3,42.871,12,1.012
5.305,1,75.567,67,70,0.661,38.8,17,4,52.5,21,7.861,4,6.0,67.934,44.296,1.128,26,17,40,0.633,6,1,37,526.67,30,0.114,44.8,42.41,11,1.014
7.538,2,64.281,57,58,0.657,35.1,7,2,38.0,10,7.731,3,3.5,57.48,37.477,1.128,20,6,30,0.611,5,2,29,440.64,28,0.121,49.1,34.839,9,1.008
7.721,3,66.703,59,60,0.666,32.2,7,3,43.0,12,8.571,5,5.1,60.429,39.278,1.131,19,6,33,0.626,7,3,32,505.7,27,0.133,45.8,36.951,13,1.024
8.699,2,54.036,48,49,0.671,35.4,7,2,35.0,10,8.303,3,4.2,48.829,32.193,1.126,17,6,27,0.63,5,2,26,398.55,22,0.122,45.8,30.259,9,1.017
7.456,2,62.159,55,56,0.662,34.5,8,3,40.0,11,8.284,4,5.5,56.142,36.415,1.13,19,6,31,0.628,6,2,30,455.61,25,0.125,45.5,34.522,11,1.021
7.481,2,55.245,49,50,0.666,34.7,7,2,36.0,10,8.46,3,4.1,50.156,32.648,1.127,17,6,28,0.632,6,2,27,414.55,22,0.1,44.9,30.974,10,1.024
6.672,0,54.611,48,49,0.618,35.4,8,2,30.0,8,7.009,2,4.2,48.56,29.659,1.138,17,6,25,0.592,5,0,24,336.43,24,0.122,50.0,28.412,7,1.012
5.305,0,84.683,75,78,0.646,40.0,18,4,53.5,20,7.103,3,5.3,75.181,48.478,1.129,30,17,42,0.615,5,0,39,532.7,36,0.103,48.0,46.088,9,1.002
5.305,0,75.983,67,70,0.648,40.3,17,4,49.5,19,7.382,2,6.0,67.6,43.438,1.134,27,17,39,0.622,4,0,36,494.62,31,0.114,46.3,41.703,9,1.009
5.305,0,79.644,71,75,0.669,43.7,23,4,56.5,25,7.39,2,5.6,71.087,47.5,1.122,31,23,43,0.638,4,0,39,524.67,32,0.107,45.1,45.32,8,1.001
5.305,0,85.889,76,79,0.642,39.5,17,4,51.5,19,6.825,2,5.3,75.738,48.785,1.13,30,17,41,0.604,4,0,38,518.72,38,0.114,50.0,45.9,8,0.997
5.305,0,67.524,60,63,0.657,41.7,17,3,46.5,19,7.492,2,5.0,60.545,39.426,1.125,25,17,36,0.633,5,0,33,449.55,27,0.111,45.0,37.96,8,1.009
5.305,0,80.351,71,74,0.647,39.4,18,5,52.5,20,7.319,3,7.0,71.516,45.961,1.132,28,17,41,0.621,5,0,38,519.66,33,0.095,46.5,44.056,10,1.007
5.305,0,75.644,67,70,0.649,40.3,17,4,48.5,19,7.114,2,6.0,67.087,43.5,1.129,27,17,38,0.617,4,0,35,476.63,32,0.114,47.8,41.32,8,1.001
5.305,0,84.683,75,78,0.646,40.0,18,4,53.5,20,7.103,3,5.3,75.181,48.478,1.129,30,17,42,0.615,5,0,39,532.7,36,0.115,48.0,46.088,9,1.002
5.305,0,81.059,72,75,0.656,41.7,17,4,53.5,20,7.148,2,5.6,71.97,47.262,1.126,30,17,41,0.623,4,0,38,514.68,34,0.107,47.2,44.847,8,1.0
5.305,0,81.268,72,75,0.649,40.3,18,4,52.5,20,7.204,3,5.6,72.298,46.716,1.129,29,17,41,0.619,5,0,38,518.67,34,0.107,47.2,44.562,9,1.004
8.168,2,54.036,48,49,0.671,35.4,7,2,35.0,10,8.303,3,4.2,48.829,32.193,1.126,17,6,27,0.63,5,2,26,398.55,22,0.102,45.8,30.259,9,1.017
7.602,0,64.94,57,58,0.617,35.1,9,3,35.0,9,6.869,3,5.3,57.429,35.188,1.139,20,6,29,0.587,5,0,28,391.52,29,0.121,50.9,33.487,8,1.008
9.0,2,50.62,45,46,0.676,35.6,7,2,34.0,10,8.545,3,4.4,45.945,30.432,1.125,16,6,26,0.638,5,2,25,384.52,20,0.109,44.4,28.732,9,1.021
5.305,0,88.099,78,81,0.644,39.7,18,4,54.5,20,7.009,3,5.1,78.065,50.239,1.129,31,17,43,0.61,5,0,40,546.73,38,0.111,48.7,47.615,9,1.001
5.305,0,68.813,61,64,0.655,41.0,17,4,46.5,19,7.354,2,6.6,61.32,39.978,1.128,25,17,36,0.627,4,0,33,448.57,28,0.109,45.9,38.266,8,1.005
5.305,0,79.059,70,73,0.647,40.0,17,4,49.5,19,7.009,2,5.7,69.97,45.262,1.129,28,17,39,0.612,4,0,36,490.66,34,0.123,48.6,42.847,8,1.0
5.305,1,85.813,76,79,0.652,38.2,17,4,55.5,21,7.484,4,5.3,76.585,49.58,1.129,29,17,43,0.618,6,1,40,568.76,36,0.139,47.4,46.99,11,1.008
9.155,0,84.601,74,75,0.613,33.8,11,5,46.0,11,7.023,5,6.8,74.938,45.392,1.143,25,6,38,0.588,7,0,37,519.67,37,0.133,50.0,43.539,12,1.013
5.203,1,73.694,65,67,0.639,35.4,8,3,45.0,11,7.594,4,4.6,66.043,41.506,1.134,23,6,36,0.61,7,1,34,493.64,31,0.119,47.7,39.63,11,1.016
6.523,1,42.993,38,38,0.64,34.2,7,1,25.0,9,7.511,3,2.6,38.44,24.324,1.131,13,6,19,0.6,4,1,19,285.4,19,0.184,50.0,22.809,6,1.012
5.941,1,49.823,44,44,0.633,34.1,7,1,26.0,8,7.124,2,2.3,44.207,27.847,1.132,15,6,21,0.588,4,1,21,313.46,23,0.205,52.3,25.863,6,1.005
5.0,1,45.578,41,42,0.697,43.9,13,1,35.0,15,8.376,2,2.4,41.556,28.563,1.112,18,12,25,0.665,4,1,24,343.43,17,0.143,41.5,27.282,6,1.014
5.0,1,50.202,45,46,0.684,42.2,13,1,37.0,15,8.299,2,2.2,45.767,30.779,1.116,19,12,27,0.656,5,1,26,373.46,19,0.152,42.2,29.524,7,1.017
5.821,1,49.823,44,44,0.633,34.1,7,1,26.0,8,7.124,2,2.3,44.207,27.847,1.132,15,6,21,0.588,4,1,21,313.46,23,0.205,52.3,25.863,6,1.005
5.509,1,55.238,49,49,0.645,36.7,7,1,31.0,9,7.174,2,2.0,49.091,31.608,1.127,18,6,24,0.6,4,1,24,351.51,25,0.204,51.0,29.389,6,1.002
5.0,1,45.578,41,42,0.697,43.9,13,1,35.0,15,8.376,2,2.4,41.556,28.563,1.112,18,12,25,0.665,4,1,24,343.43,17,0.143,41.5,27.282,6,1.014
5.0,1,50.202,45,46,0.684,42.2,13,1,37.0,15,8.299,2,2.2,45.767,30.779,1.116,19,12,27,0.656,5,1,26,373.46,19,0.152,42.2,29.524,7,1.017
5.057,2,66.7,59,60,0.651,33.9,7,2,42.0,12,8.011,5,3.4,60.134,38.386,1.131,20,6,32,0.615,7,2,31,472.64,28,0.133,47.5,36.269,11,1.019
7.187,2,70.7,63,65,0.673,38.1,13,2,50.0,18,8.265,5,3.2,64.134,42.386,1.122,24,12,37,0.639,7,2,35,520.68,28,0.138,44.4,40.269,11,1.018
6.0,1,60.333,54,58,0.711,46.3,22,3,56.0,27,9.399,5,5.6,55.927,38.42,1.117,25,22,40,0.706,6,1,36,507.53,18,0.121,33.3,38.138,11,1.036
6.0,1,61.827,56,59,0.714,48.2,21,1,54.0,24,8.706,5,1.8,56.978,39.994,1.104,27,18,38,0.692,6,1,35,487.56,21,0.102,37.5,38.765,8,1.017
5.745,0,68.355,60,61,0.616,35.0,9,3,36.0,9,6.759,3,5.0,60.312,36.949,1.139,21,6,30,0.584,5,0,29,405.55,31,0.131,51.7,35.013,8,1.005
6.456,2,52.854,47,49,0.683,38.3,13,2,39.0,15,9.083,3,4.3,48.52,32.097,1.125,18,12,30,0.661,6,1,28,426.91,19,0.122,40.4,31.087,10,1.032
6.538,1,53.25,47,49,0.663,38.3,13,2,39.0,15,8.733,3,4.3,48.709,31.176,1.133,18,12,30,0.652,6,1,28,410.46,19,0.122,40.4,30.643,10,1.036
6.627,2,62.866,56,58,0.674,37.5,13,2,41.0,15,8.047,3,3.6,56.596,37.716,1.123,21,12,32,0.631,5,2,30,450.63,26,0.086,46.4,35.313,9,1.011
6.097,0,68.355,60,61,0.616,35.0,9,3,36.0,9,6.759,3,5.0,60.312,36.949,1.139,21,6,30,0.584,5,0,29,405.55,31,0.131,51.7,35.013,8,1.005
5.479,1,71.405,63,64,0.634,34.9,8,2,43.0,11,7.66,4,3.2,64.269,39.955,1.133,22,6,34,0.608,8,1,33,482.61,30,0.141,47.6,38.323,11,1.02
6.567,2,62.866,56,58,0.674,37.5,13,2,41.0,15,8.047,3,3.6,56.596,37.716,1.123,21,12,32,0.631,5,2,30,450.63,26,0.086,46.4,35.313,9,1.011
5.538,1,111.231,98,100,0.637,35.7,17,5,62.0,18,6.978,6,5.1,98.098,62.404,1.135,35,12,50,0.593,7,0,48,683.87,50,0.16,51.0,58.151,13,1.001
4.301,1,64.095,56,58,0.647,37.5,13,1,45.0,15,9.027,3,1.8,58.938,36.239,1.145,21,12,36,0.65,8,1,34,505.51,22,0.138,39.3,36.398,13,1.052
5.597,1,73.401,65,67,0.643,36.9,13,2,44.0,15,7.333,3,3.1,65.498,41.807,1.129,24,12,35,0.606,6,1,33,476.65,32,0.149,49.2,39.421,9,1.008
5.382,1,65.571,58,59,0.643,36.2,8,2,40.0,11,7.527,4,3.4,58.731,37.284,1.131,21,6,31,0.61,6,1,30,436.58,28,0.136,48.3,35.367,9,1.013
4.301,1,64.095,56,58,0.647,37.5,13,1,45.0,15,9.027,3,1.8,58.938,36.239,1.145,21,12,36,0.65,8,1,34,505.51,22,0.138,39.3,36.398,13,1.052
