pXC50,Sp,nC,nBO,nAT,nBT,nSK,SCBO,Sv,MW,X.,nF,nH,Si,nCsp3,Se,O.,RBN,nN,N.,Mv,nHet,nCsp2,nDB,Mi,H.,nAB,AMW,Mp,RBF,nBM
6.237,45.864,30,37,70.0,73.0,34,47.0,42.428,456.68,0.0,0,36,78.474,11,68.879,2.9,9,2,2.9,0.606,4,19,1,1.121,51.4,18,6.524,0.655,0.123,19
7.222,44.893,30,37,67.0,70.0,34,49.0,41.681,451.66,0.0,0,33,74.932,10,65.887,1.5,8,3,4.5,0.622,4,19,1,1.118,49.3,18,6.741,0.67,0.114,20
6.237,45.001,29,36,66.0,69.0,33,46.0,41.212,505.54,1.5,0,33,73.691,10,64.898,1.5,8,2,3.0,0.624,4,19,1,1.117,50.0,18,7.66,0.682,0.116,19
5.06,40.773,26,33,60.0,63.0,30,42.5,37.32,418.65,0.0,0,30,66.939,9,58.978,1.7,7,2,3.3,0.622,4,17,1,1.116,50.0,17,6.977,0.68,0.111,18
4.041,54.279,33,45,86.0,90.0,41,53.0,50.701,563.81,0.0,0,45,97.261,19,85.498,5.8,10,3,3.5,0.59,8,14,2,1.131,52.3,12,6.556,0.631,0.111,14
4.167,52.518,32,44,83.0,87.0,40,52.0,49.174,549.78,0.0,0,43,93.846,18,82.614,6.0,9,3,3.6,0.592,8,14,2,1.131,51.8,12,6.624,0.633,0.103,14
4.409,54.523,33,46,86.0,90.0,42,55.0,51.196,576.81,0.0,0,44,97.344,18,85.716,5.8,10,4,4.7,0.595,9,15,3,1.132,51.2,12,6.707,0.634,0.111,15
4.42,56.285,34,47,89.0,93.0,43,56.0,52.722,590.84,0.0,0,46,100.759,19,88.599,5.6,10,4,4.5,0.592,9,15,3,1.132,51.7,12,6.639,0.632,0.108,15
4.319,55.625,32,47,87.0,91.0,43,57.0,52.097,612.87,0.0,0,44,98.474,18,87.119,6.9,10,4,4.6,0.599,11,14,4,1.132,50.6,12,7.044,0.639,0.11,16
4.469,56.381,33,47,88.0,92.0,43,57.0,52.603,611.88,0.0,0,45,99.391,19,87.901,6.8,10,3,3.4,0.598,10,14,4,1.129,51.1,12,6.953,0.641,0.109,16
4.585,57.387,33,48,90.0,94.0,44,58.0,53.624,626.9,0.0,0,46,101.889,19,90.003,6.7,11,4,4.4,0.596,11,14,4,1.132,51.1,12,6.966,0.638,0.117,16
4.319,49.449,30,42,78.0,81.0,39,51.0,46.835,537.72,0.0,0,39,88.225,15,78.174,7.7,10,3,3.8,0.6,9,15,3,1.131,50.0,12,6.894,0.634,0.123,15
4.092,48.688,30,43,76.0,80.0,39,52.0,46.309,535.7,0.0,0,37,85.81,15,76.29,7.9,10,3,3.9,0.609,9,15,3,1.129,48.7,12,7.049,0.641,0.125,15
4.391,50.449,31,44,79.0,83.0,40,53.0,47.835,549.73,0.0,0,39,89.225,16,79.174,7.6,10,3,3.8,0.606,9,15,3,1.129,49.4,12,6.959,0.639,0.12,15
4.684,52.211,32,45,82.0,86.0,41,54.0,49.362,563.76,0.0,0,41,92.64,17,82.058,7.3,10,3,3.7,0.602,9,15,3,1.13,50.0,12,6.875,0.637,0.116,15
4.495,55.733,34,47,88.0,92.0,43,56.0,52.416,591.82,0.0,0,45,99.471,19,87.825,6.8,10,3,3.4,0.596,9,15,3,1.13,51.1,12,6.725,0.633,0.109,15
4.638,54.427,33,47,86.0,90.0,43,56.0,51.604,593.79,0.0,0,43,97.265,18,86.269,8.1,10,3,3.5,0.6,10,15,3,1.131,50.0,12,6.905,0.633,0.111,15
4.301,48.688,30,43,76.0,80.0,39,52.0,46.309,535.7,0.0,0,37,85.81,15,76.29,7.9,7,3,3.9,0.609,9,15,3,1.129,48.7,12,7.049,0.641,0.088,15
4.229,51.0,31,44,80.0,84.0,40,53.0,48.142,548.75,0.0,0,40,90.514,16,79.949,6.3,7,4,5.0,0.602,9,15,3,1.131,50.0,12,6.859,0.638,0.083,15
4.638,50.449,31,44,79.0,83.0,40,53.0,47.835,549.73,0.0,0,39,89.225,16,79.174,7.6,8,3,3.8,0.606,9,15,3,1.129,49.4,12,6.959,0.639,0.096,15
4.699,52.762,32,45,83.0,87.0,41,54.0,49.669,562.78,0.0,0,42,93.929,17,82.832,6.0,8,4,4.8,0.598,9,15,3,1.132,50.6,12,6.78,0.636,0.092,15
4.523,52.211,32,45,82.0,86.0,41,54.0,49.362,563.76,0.0,0,41,92.64,17,82.058,7.3,9,3,3.7,0.602,9,15,3,1.13,50.0,12,6.875,0.637,0.105,15
4.616,54.523,33,46,86.0,90.0,42,55.0,51.196,576.81,0.0,0,44,97.344,18,85.716,5.8,9,4,4.7,0.595,9,15,3,1.132,51.2,12,6.707,0.634,0.1,15
4.167,58.046,35,48,92.0,96.0,44,57.0,54.249,604.87,0.0,0,48,104.175,20,91.483,5.4,11,4,4.3,0.59,9,15,3,1.132,52.2,12,6.575,0.631,0.115,15
4.456,59.807,36,49,95.0,99.0,45,58.0,55.776,618.9,0.0,0,50,107.59,21,94.367,5.3,12,4,4.2,0.587,9,15,3,1.133,52.6,12,6.515,0.63,0.121,15
4.245,54.978,33,47,87.0,91.0,43,56.0,51.91,592.81,0.0,0,44,98.554,18,87.043,6.9,10,4,4.6,0.597,10,15,3,1.133,50.6,12,6.814,0.632,0.11,15
4.337,52.574,32,48,83.0,87.0,44,57.0,50.819,616.75,3.6,3,39,94.948,17,84.37,6.0,8,4,4.8,0.612,12,15,3,1.144,47.0,12,7.431,0.633,0.092,15
5.131,40.648,26,32,63.0,66.0,29,39.0,37.186,390.62,0.0,0,34,70.849,13,61.669,1.6,7,2,3.2,0.59,3,13,1,1.125,54.0,12,6.2,0.645,0.106,13
5.185,49.66,30,32,81.0,82.0,31,37.0,43.928,424.81,0.0,0,50,91.671,21,78.25,0.0,16,1,1.2,0.542,1,9,2,1.132,61.7,6,5.245,0.613,0.195,8
5.108,51.183,30,32,85.0,86.0,31,35.0,44.982,428.85,0.0,0,54,96.501,25,82.017,0.0,18,1,1.2,0.529,1,5,0,1.135,63.5,6,5.045,0.602,0.209,6
5.0,51.421,31,33,84.0,85.0,32,38.0,45.455,438.84,0.0,0,52,95.086,22,81.134,0.0,16,1,1.2,0.541,1,9,2,1.132,61.9,6,5.224,0.612,0.188,8
5.337,51.421,31,33,84.0,85.0,32,38.0,45.455,438.84,0.0,0,52,95.086,22,81.134,0.0,16,1,1.2,0.541,1,9,2,1.132,61.9,6,5.224,0.612,0.188,8
4.817,52.944,31,33,88.0,89.0,32,36.0,46.508,442.88,0.0,0,56,99.916,26,84.901,0.0,18,1,1.1,0.529,1,5,0,1.135,63.6,6,5.033,0.602,0.202,6
5.076,53.183,32,34,87.0,88.0,33,39.0,46.982,452.87,0.0,0,54,98.501,23,84.017,0.0,16,1,1.1,0.54,1,9,2,1.132,62.1,6,5.205,0.611,0.182,8
4.318,53.183,32,34,87.0,88.0,33,39.0,46.982,452.87,0.0,0,54,98.501,23,84.017,0.0,16,1,1.1,0.54,1,9,2,1.132,62.1,6,5.205,0.611,0.182,8
4.425,54.706,32,34,91.0,92.0,33,37.0,48.035,456.91,0.0,0,58,103.332,27,87.784,0.0,18,1,1.1,0.528,1,5,0,1.136,63.7,6,5.021,0.601,0.196,6
8.478,50.768,33,41,78.0,82.0,37,51.0,46.745,497.76,0.0,0,41,87.512,14,76.588,2.6,6,2,2.6,0.599,4,19,1,1.122,52.6,18,6.382,0.651,0.073,19
6.959,49.631,32,40,76.0,79.0,37,51.0,45.976,497.74,0.0,0,39,85.387,11,74.865,2.6,11,3,3.9,0.605,5,21,2,1.124,51.3,18,6.549,0.653,0.139,20
7.041,47.211,29,39,71.0,74.0,36,51.0,43.824,505.74,0.0,0,35,79.686,10,70.501,4.2,9,3,4.2,0.617,7,19,3,1.122,49.3,18,7.123,0.665,0.122,21
6.432,44.608,28,37,65.0,68.0,34,47.0,41.336,496.52,3.1,0,31,72.82,9,64.534,1.5,7,3,4.6,0.636,6,19,1,1.12,47.7,18,7.639,0.686,0.103,19
5.569,48.08,31,39,74.0,77.0,36,49.0,44.67,486.71,0.0,0,38,83.098,12,73.09,4.1,10,2,2.7,0.604,5,19,1,1.123,51.4,18,6.577,0.65,0.13,19
7.394,50.728,32,42,76.0,80.0,38,54.0,46.857,530.79,0.0,0,38,85.018,13,75.167,3.9,10,2,2.6,0.617,6,19,3,1.119,50.0,18,6.984,0.667,0.125,21
6.456,48.438,32,42,74.0,77.0,39,53.0,46.105,536.69,4.1,3,35,83.908,11,74.301,2.7,11,2,2.7,0.623,7,21,2,1.134,47.3,18,7.253,0.655,0.143,20
7.553,45.972,27,37,71.0,74.0,34,46.0,42.351,483.74,0.0,0,37,80.102,14,70.385,4.2,8,3,4.2,0.596,7,13,3,1.128,52.1,12,6.813,0.647,0.108,15
5.469,41.41,26,31,65.0,67.0,29,38.0,37.713,392.64,0.0,0,36,73.264,13,63.552,1.5,8,2,3.1,0.58,3,13,1,1.127,55.4,12,6.041,0.637,0.119,13
5.215,41.131,27,34,62.0,65.0,31,44.0,38.154,413.61,0.0,0,31,69.517,9,61.003,1.6,7,3,4.8,0.615,4,18,1,1.121,50.0,18,6.671,0.663,0.108,19
6.161,43.523,29,37,66.0,69.0,34,47.0,40.953,462.63,3.0,2,32,74.529,10,65.694,1.5,8,2,3.0,0.62,5,19,1,1.129,48.5,18,7.01,0.659,0.116,19
7.18,46.654,31,38,70.0,73.0,35,50.0,43.208,465.69,0.0,0,35,78.348,11,68.77,1.4,9,3,4.3,0.617,4,19,1,1.119,50.0,18,6.653,0.666,0.123,20
7.31,50.733,31,41,77.0,80.0,38,53.0,46.878,533.8,0.0,0,39,86.517,12,76.269,3.9,10,3,3.9,0.609,7,19,3,1.124,50.6,18,6.932,0.659,0.125,21
5.229,43.341,29,36,65.0,68.0,33,47.0,40.374,440.63,0.0,0,32,72.643,9,64.112,3.1,8,2,3.1,0.621,4,20,2,1.118,49.2,18,6.779,0.667,0.118,20
5.721,43.586,29,36,66.0,69.0,33,46.0,40.57,444.64,1.5,1,33,74.189,10,65.181,1.5,8,2,3.0,0.615,4,19,1,1.124,50.0,18,6.737,0.66,0.116,19
6.187,48.08,31,39,74.0,77.0,36,49.0,44.67,486.71,0.0,0,38,83.098,12,73.09,4.1,10,2,2.7,0.604,5,19,1,1.123,51.4,18,6.577,0.65,0.13,19
6.538,45.677,30,40,70.0,73.0,37,50.0,43.578,510.65,4.3,3,33,79.493,11,70.418,2.9,9,2,2.9,0.623,7,19,1,1.136,47.1,18,7.295,0.653,0.123,19
6.201,47.319,31,39,72.0,75.0,36,50.0,44.143,484.69,0.0,0,36,80.683,11,71.207,4.2,10,2,2.8,0.613,5,20,2,1.121,50.0,18,6.732,0.657,0.133,20
7.377,48.631,31,39,75.0,78.0,36,49.0,44.976,485.73,0.0,0,39,84.387,12,73.865,2.7,10,3,4.0,0.6,5,19,1,1.125,52.0,18,6.476,0.648,0.128,19
6.509,47.438,31,41,73.0,76.0,38,51.0,45.105,524.68,4.1,3,35,82.908,12,73.301,2.7,10,2,2.7,0.618,7,19,1,1.136,47.9,18,7.187,0.65,0.132,19
6.167,47.87,31,39,73.0,76.0,36,50.0,44.449,483.71,0.0,0,37,81.972,11,71.981,2.7,9,3,4.1,0.609,5,20,2,1.123,50.7,18,6.626,0.656,0.118,20
6.509,47.563,31,41,72.0,76.0,37,53.0,44.637,497.69,0.0,0,35,80.766,12,71.425,4.2,10,3,4.2,0.62,6,19,3,1.122,48.6,18,6.912,0.661,0.132,21
7.456,48.177,31,38,74.0,77.0,35,48.0,44.261,469.73,0.0,0,39,83.178,12,72.538,1.4,9,3,4.1,0.598,4,19,1,1.124,52.7,18,6.348,0.651,0.117,19
6.62,49.177,32,39,75.0,78.0,36,50.0,45.261,481.74,0.0,0,39,84.178,11,73.538,1.3,10,3,4.0,0.603,4,21,2,1.122,52.0,18,6.423,0.656,0.128,20
6.097,44.506,29,36,66.0,69.0,33,46.0,41.014,461.09,1.5,0,33,73.793,10,64.992,1.5,8,2,3.0,0.621,4,19,1,1.118,50.0,18,6.986,0.674,0.116,19
7.0,44.654,29,36,68.0,71.0,33,46.0,41.208,441.67,0.0,0,35,76.348,10,66.77,1.5,8,3,4.4,0.606,4,19,1,1.123,51.5,18,6.495,0.657,0.113,19
6.252,47.057,30,37,70.0,73.0,34,47.0,42.9,472.75,0.0,0,36,78.184,11,68.629,1.4,9,2,2.9,0.613,4,19,1,1.117,51.4,18,6.754,0.672,0.123,19
5.678,45.654,30,37,69.0,72.0,34,48.0,42.208,453.68,0.0,0,35,77.348,9,67.77,1.4,9,3,4.3,0.612,4,21,2,1.121,50.7,18,6.575,0.662,0.125,20
5.854,43.586,29,36,66.0,69.0,33,46.0,40.57,444.64,1.5,1,33,74.189,10,65.181,1.5,8,2,3.0,0.615,4,19,1,1.124,50.0,18,6.737,0.66,0.116,19
5.444,44.506,29,36,66.0,69.0,33,46.0,41.014,461.09,1.5,0,33,73.793,10,64.992,1.5,8,2,3.0,0.621,4,19,1,1.118,50.0,18,6.986,0.674,0.116,19
5.456,53.387,36,44,80.0,84.0,40,57.0,49.482,532.78,0.0,0,40,89.304,11,78.647,2.5,11,2,2.5,0.619,4,25,1,1.116,50.0,24,6.66,0.667,0.131,25
6.328,44.103,29,36,67.0,70.0,33,46.0,40.901,442.65,0.0,0,34,75.059,10,65.996,3.0,8,2,3.0,0.61,4,19,1,1.12,50.7,18,6.607,0.658,0.114,19
5.229,44.654,29,36,68.0,71.0,33,46.0,41.208,441.67,0.0,0,35,76.348,10,66.77,1.5,7,3,4.4,0.606,4,19,1,1.123,51.5,18,6.495,0.657,0.099,19
5.268,48.177,31,38,74.0,77.0,35,48.0,44.261,469.73,0.0,0,39,83.178,12,72.538,1.4,9,3,4.1,0.598,4,19,1,1.124,52.7,18,6.348,0.651,0.117,19
6.167,45.864,30,37,70.0,73.0,34,47.0,42.428,456.68,0.0,0,36,78.474,11,68.879,2.9,9,2,2.9,0.606,4,19,1,1.121,51.4,18,6.524,0.655,0.123,19
5.585,45.364,29,37,66.0,69.0,34,47.0,41.841,495.53,3.0,0,32,73.737,10,65.316,1.5,8,2,3.0,0.634,5,19,1,1.117,48.5,18,7.508,0.687,0.116,19
5.387,45.347,30,39,68.0,72.0,35,50.0,42.396,467.66,0.0,0,33,76.142,10,67.214,2.9,6,3,4.4,0.623,5,20,2,1.12,48.5,18,6.877,0.667,0.083,20
5.143,41.824,28,35,63.0,66.0,32,45.0,39.043,430.61,1.6,1,31,70.774,9,62.298,1.6,7,2,3.2,0.62,4,19,1,1.123,49.2,18,6.835,0.664,0.106,19
4.735,30.642,19,25,45.0,47.0,23,31.0,28.271,376.32,2.2,0,22,50.326,7,44.705,4.4,7,1,2.2,0.628,4,12,0,1.118,48.9,12,8.363,0.681,0.149,12
6.0,37.762,24,32,58.0,60.0,30,41.0,35.725,409.55,1.7,1,28,65.651,10,57.96,3.4,9,3,5.2,0.616,6,13,1,1.132,48.3,12,7.061,0.651,0.15,14
5.545,44.358,26,37,69.0,72.0,34,45.0,41.428,490.7,1.4,1,35,78.152,14,69.123,5.8,8,2,2.9,0.6,8,12,2,1.133,50.7,12,7.112,0.643,0.111,14
5.886,42.142,25,35,65.0,68.0,32,43.0,39.186,460.67,1.5,1,33,73.528,13,64.912,4.6,6,2,3.1,0.603,7,12,2,1.131,50.8,12,7.087,0.648,0.088,14
8.201,51.398,32,43,80.0,85.0,38,52.0,47.524,514.78,0.0,0,42,90.301,18,78.85,2.5,8,4,5.0,0.594,6,14,1,1.129,52.5,16,6.435,0.642,0.094,17
7.921,47.12,29,41,73.0,78.0,36,50.0,43.965,487.71,0.0,0,37,82.554,16,72.301,2.7,8,5,6.8,0.602,7,13,1,1.131,50.7,16,6.681,0.645,0.103,17
7.0,51.091,32,44,79.0,84.0,39,53.0,47.712,528.76,0.0,0,40,89.095,17,78.294,3.8,7,4,5.1,0.604,7,15,3,1.128,50.6,12,6.693,0.647,0.083,15
7.469,47.188,29,42,70.0,73.0,39,52.0,45.034,579.54,7.1,3,31,79.753,11,71.058,1.4,9,4,5.7,0.643,10,18,1,1.139,44.3,18,8.279,0.674,0.123,19
7.301,47.83,29,40,71.0,74.0,37,50.0,44.599,541.57,2.8,0,34,79.943,11,70.847,2.8,10,4,5.6,0.628,8,18,1,1.126,47.9,18,7.628,0.674,0.135,19
7.585,47.642,29,43,71.0,74.0,40,53.0,45.749,595.54,7.0,3,31,80.962,11,72.385,2.8,10,4,5.6,0.644,11,18,1,1.14,43.7,18,8.388,0.671,0.135,19
7.721,46.858,29,40,68.0,71.0,37,52.0,43.852,536.55,2.9,0,31,76.402,10,67.854,1.5,9,5,7.4,0.645,8,18,1,1.124,45.6,18,7.89,0.689,0.127,20
7.046,49.284,30,42,73.0,76.0,39,53.0,46.314,569.58,2.7,0,34,82.153,11,73.174,4.1,11,4,5.5,0.634,9,19,2,1.125,46.6,18,7.802,0.675,0.145,20
6.936,51.597,31,43,77.0,80.0,40,54.0,48.147,582.63,2.6,0,37,86.857,12,76.832,2.6,10,5,6.5,0.625,9,19,2,1.128,48.1,18,7.567,0.67,0.125,20
7.959,55.5,35,49,81.0,85.0,45,63.0,52.555,647.65,2.5,0,36,90.777,10,81.385,4.9,12,4,4.9,0.649,10,25,2,1.121,44.4,24,7.996,0.685,0.141,26
7.523,47.824,28,40,67.0,70.0,37,50.0,44.21,624.87,6.0,0,30,75.104,10,67.189,1.5,9,4,6.0,0.66,9,18,1,1.121,44.8,18,9.326,0.714,0.129,19
6.412,49.182,29,41,71.0,74.0,38,51.0,45.624,620.46,4.2,0,33,79.785,11,71.076,2.8,10,4,5.6,0.643,9,18,1,1.124,46.5,18,8.739,0.693,0.135,19
8.097,48.211,29,41,68.0,71.0,38,53.0,44.877,615.44,4.4,0,30,76.243,10,68.083,1.5,9,5,7.4,0.66,9,18,1,1.121,44.1,18,9.051,0.709,0.127,20
8.523,48.432,30,44,71.0,74.0,41,56.0,46.529,604.55,7.0,3,30,80.836,11,72.276,1.4,9,5,7.0,0.655,11,18,1,1.139,42.3,18,8.515,0.682,0.122,20
8.699,49.074,30,42,72.0,75.0,39,54.0,46.094,566.58,2.8,0,33,81.026,11,72.065,2.8,10,5,6.9,0.64,9,18,1,1.125,45.8,18,7.869,0.682,0.133,20
8.523,48.887,30,45,72.0,75.0,42,57.0,47.243,620.55,6.9,3,30,82.045,11,73.603,2.8,10,5,6.9,0.656,12,18,1,1.14,41.7,18,8.619,0.679,0.133,20
7.921,48.103,30,42,69.0,72.0,39,56.0,45.347,561.56,2.9,0,30,77.485,10,69.072,1.4,9,6,8.7,0.657,9,18,1,1.123,43.5,18,8.139,0.697,0.125,21
7.963,49.887,30,41,78.0,81.0,38,51.0,46.514,516.76,0.0,0,40,88.467,14,77.287,2.6,10,6,7.7,0.596,8,16,1,1.134,51.3,18,6.625,0.64,0.123,19
8.155,50.643,31,41,79.0,82.0,38,51.0,47.019,515.77,0.0,0,41,89.384,14,78.068,2.5,10,5,6.3,0.595,7,17,1,1.131,51.9,18,6.529,0.641,0.122,19
8.62,50.643,31,41,79.0,82.0,38,51.0,47.019,515.77,0.0,0,41,89.384,14,78.068,2.5,10,5,6.3,0.595,7,17,1,1.131,51.9,18,6.529,0.641,0.122,19
9.155,49.739,30,41,76.0,79.0,38,51.0,46.32,536.18,1.3,0,38,85.913,13,75.509,2.6,10,5,6.6,0.609,8,17,1,1.13,50.0,18,7.055,0.654,0.127,19
7.91,49.739,30,41,76.0,79.0,38,51.0,46.32,536.18,1.3,0,38,85.913,13,75.509,2.6,10,5,6.6,0.609,8,17,1,1.13,50.0,18,7.055,0.654,0.127,19
9.699,51.501,31,42,79.0,82.0,39,52.0,47.846,550.21,1.3,0,40,89.328,14,78.392,2.5,10,5,6.3,0.606,8,17,1,1.131,50.6,18,6.965,0.652,0.122,19
8.824,49.739,30,41,76.0,79.0,38,51.0,46.32,536.18,1.3,0,38,85.913,13,75.509,2.6,10,5,6.6,0.609,8,17,1,1.13,50.0,18,7.055,0.654,0.127,19
7.398,51.501,31,42,79.0,82.0,39,52.0,47.846,550.21,1.3,0,40,89.328,14,78.392,2.5,10,5,6.3,0.606,8,17,1,1.131,50.6,18,6.965,0.652,0.122,19
9.523,50.58,31,42,79.0,82.0,39,52.0,47.402,533.76,1.3,1,40,89.724,14,78.581,2.5,10,5,6.3,0.6,8,17,1,1.136,50.6,18,6.756,0.64,0.122,19
8.796,48.819,30,41,76.0,79.0,38,51.0,45.875,519.73,1.3,1,38,86.308,13,75.698,2.6,10,5,6.6,0.604,8,17,1,1.136,50.0,18,6.839,0.642,0.127,19
9.523,51.887,32,43,80.0,83.0,40,55.0,48.514,540.78,0.0,0,40,90.467,14,79.287,2.5,10,6,7.5,0.606,8,17,1,1.131,50.0,18,6.76,0.649,0.12,20
10.046,58.387,35,47,92.0,95.0,44,58.0,54.336,600.89,0.0,0,48,104.337,17,91.148,3.3,12,6,6.5,0.591,9,18,2,1.134,52.2,18,6.531,0.635,0.126,20
9.222,55.478,33,45,86.0,89.0,42,55.0,51.615,594.27,1.2,0,44,97.368,16,85.487,3.5,13,5,5.8,0.6,9,17,1,1.132,51.2,18,6.91,0.645,0.146,19
9.097,55.864,34,46,87.0,90.0,43,58.0,52.282,584.84,0.0,0,44,98.507,16,86.381,3.4,13,6,6.9,0.601,9,17,1,1.132,50.6,18,6.722,0.642,0.144,20
8.886,54.557,33,45,86.0,89.0,42,55.0,51.171,577.82,1.2,1,44,97.763,16,85.676,3.5,13,5,5.8,0.595,9,17,1,1.137,51.2,18,6.719,0.634,0.146,19
6.886,51.535,30,42,79.0,82.0,39,53.0,47.701,548.83,0.0,0,40,89.387,14,78.363,2.5,10,6,7.6,0.604,9,16,2,1.131,50.6,18,6.947,0.652,0.122,20
9.009,54.347,33,46,84.0,87.0,43,59.0,51.25,583.81,0.0,0,41,95.175,14,83.716,3.6,12,7,8.3,0.61,10,18,2,1.133,48.8,18,6.95,0.647,0.138,21
8.155,49.671,31,41,76.0,79.0,38,53.0,46.272,510.75,0.0,0,38,85.842,13,75.076,1.3,9,6,7.9,0.609,7,17,1,1.13,50.0,18,6.72,0.654,0.114,20
5.8,57.029,34,47,88.0,92.0,43,57.0,52.921,605.3,1.1,0,45,99.657,17,87.261,2.3,10,6,6.8,0.601,9,17,1,1.132,51.1,18,6.878,0.648,0.109,19
9.523,51.37,32,44,78.0,81.0,41,58.0,48.481,551.76,0.0,0,37,88.135,13,77.621,2.6,10,7,9.0,0.622,9,17,1,1.13,47.4,18,7.074,0.659,0.123,21
9.523,50.983,31,43,77.0,80.0,40,55.0,47.814,561.19,1.3,0,37,86.996,13,76.727,2.6,10,6,7.8,0.621,9,17,1,1.13,48.1,18,7.288,0.662,0.125,20
9.155,50.063,31,43,77.0,80.0,40,55.0,47.37,544.74,1.3,1,37,87.392,13,76.916,2.6,10,6,7.8,0.615,9,17,1,1.135,48.1,18,7.075,0.65,0.125,20
9.076,54.921,34,45,86.0,91.0,40,54.0,50.578,542.84,0.0,0,46,97.131,20,84.617,2.3,10,4,4.7,0.588,6,14,1,1.129,53.5,16,6.312,0.639,0.11,17
9.097,55.336,36,49,84.0,90.0,43,61.0,51.908,580.81,1.2,1,41,94.641,16,83.363,2.4,9,4,4.8,0.618,7,20,1,1.127,48.8,22,6.914,0.659,0.1,23
8.585,53.16,33,44,83.0,88.0,39,53.0,49.051,528.81,0.0,0,44,93.716,19,81.734,2.4,9,4,4.8,0.591,6,14,1,1.129,53.0,16,6.371,0.64,0.102,17
9.456,51.336,32,44,80.0,85.0,39,53.0,47.908,532.77,1.3,1,41,90.641,18,79.363,2.5,9,4,5.0,0.599,7,14,1,1.133,51.3,16,6.66,0.642,0.106,17
9.051,48.671,30,43,74.0,79.0,38,52.0,45.682,539.15,2.7,1,36,83.754,16,73.919,2.7,8,4,5.4,0.617,8,14,1,1.132,48.6,16,7.286,0.658,0.101,17
7.921,51.091,32,44,79.0,84.0,39,53.0,47.712,528.76,0.0,0,40,89.095,17,78.294,3.8,7,4,5.1,0.604,7,15,3,1.128,50.6,12,6.693,0.647,0.083,15
5.137,47.182,27,44,73.0,76.0,41,55.0,45.92,595.71,4.1,3,32,83.706,12,75.014,6.8,8,5,6.8,0.629,14,15,5,1.147,43.8,12,8.16,0.646,0.105,17
6.092,52.466,30,47,82.0,85.0,44,58.0,50.5,637.8,3.7,3,38,93.951,15,83.665,6.1,10,5,6.1,0.616,14,15,5,1.146,46.3,12,7.778,0.64,0.118,17
9.523,47.751,30,43,74.0,79.0,38,52.0,45.237,522.7,2.7,2,36,84.15,16,74.108,2.7,8,4,5.4,0.611,8,14,1,1.137,48.6,16,7.064,0.645,0.101,17
8.268,57.148,32,48,89.0,92.0,45,59.0,53.752,671.93,3.4,3,44,101.535,19,90.072,5.6,12,3,3.4,0.604,13,13,5,1.141,49.4,12,7.55,0.642,0.13,17
6.44,52.262,30,41,82.0,85.0,38,50.0,47.953,540.85,0.0,0,44,92.845,17,81.138,3.7,10,4,4.9,0.585,8,13,3,1.132,53.7,12,6.596,0.637,0.118,15
8.301,58.023,35,47,89.0,93.0,43,59.0,53.48,602.92,0.0,0,46,100.261,16,88.021,3.4,11,4,4.5,0.601,8,19,3,1.127,51.7,18,6.774,0.652,0.118,21
8.509,57.961,35,48,89.0,93.0,44,60.0,53.863,620.91,1.1,1,45,100.6,16,88.534,3.4,11,4,4.5,0.605,9,19,3,1.13,50.6,18,6.977,0.651,0.118,21
6.64,53.716,31,43,84.0,87.0,40,53.0,49.668,568.86,0.0,0,44,95.055,17,83.465,4.8,10,4,4.8,0.591,9,14,4,1.132,52.4,12,6.772,0.639,0.115,16
7.409,54.819,30,44,85.0,88.0,41,55.0,50.57,604.92,0.0,0,44,96.184,17,84.869,5.9,11,4,4.7,0.595,11,13,5,1.132,51.8,12,7.117,0.645,0.125,17
7.824,56.58,31,45,88.0,91.0,42,56.0,52.097,618.95,0.0,0,46,99.599,18,87.752,5.7,12,4,4.5,0.592,11,13,5,1.132,52.3,12,7.034,0.643,0.132,17
8.796,54.631,30,47,85.0,88.0,44,58.0,51.72,658.89,3.5,3,41,97.203,17,86.407,5.9,11,4,4.7,0.608,14,13,5,1.144,48.2,12,7.752,0.643,0.125,17
8.051,56.393,31,48,88.0,91.0,45,59.0,53.246,672.92,3.4,3,43,100.619,18,89.29,5.7,12,4,4.5,0.605,14,13,5,1.143,48.9,12,7.647,0.641,0.132,17
6.47,53.018,31,41,83.0,86.0,38,50.0,48.458,539.86,0.0,0,45,93.762,18,81.919,3.6,10,3,3.6,0.584,7,13,3,1.13,54.2,12,6.504,0.639,0.116,15
6.79,60.54,37,48,93.0,97.0,44,60.0,55.512,615.96,0.0,0,49,104.593,18,91.687,3.2,12,3,3.2,0.597,7,19,3,1.125,52.7,18,6.623,0.651,0.124,21
7.081,54.472,32,43,85.0,88.0,40,53.0,50.173,567.87,0.0,0,45,95.972,18,84.247,4.7,11,3,3.5,0.59,8,14,4,1.129,52.9,12,6.681,0.641,0.125,16
6.9,53.018,31,41,83.0,86.0,38,50.0,48.458,539.86,0.0,0,45,93.762,18,81.919,3.6,10,3,3.6,0.584,7,13,3,1.13,54.2,12,6.504,0.639,0.116,15
8.051,60.54,37,48,93.0,97.0,44,60.0,55.512,615.96,0.0,0,49,104.593,18,91.687,3.2,12,3,3.2,0.597,7,19,3,1.125,52.7,18,6.623,0.651,0.124,21
7.432,54.472,32,43,85.0,88.0,40,53.0,50.173,567.87,0.0,0,45,95.972,18,84.247,4.7,10,3,3.5,0.59,8,14,4,1.129,52.9,12,6.681,0.641,0.114,16
