pXC50,nBO,Sp,nBT,Se,nAT,nN,nC,nH,Sv,MW,nSK,Si,O.,nCsp3,SCBO,nHet,C.,Mi,RBN,Mv,nDB,N.
5.0,24,25.301,39,39.313,38,5,13,15,24.787,337.4,23,43.325,10.5,3,34.5,10,34.2,1.14,5,0.652,5,13.2
7.959,42,49.875,84,81.494,81,2,29,42,47.297,546.73,39,91.976,9.9,20,48.0,10,35.8,1.136,9,0.584,6,2.5
5.0,28,29.699,43,42.069,41,3,17,15,28.458,389.49,26,45.664,9.8,2,41.0,9,41.5,1.114,5,0.694,5,7.3
5.0,29,30.813,46,44.876,44,3,19,17,29.798,383.46,27,49.159,9.1,2,42.5,8,43.2,1.117,5,0.677,5,6.8
8.222,35,35.773,59,56.222,55,0,23,24,35.04,428.47,31,61.658,14.5,13,42.5,8,41.8,1.121,4,0.637,5,0.0
5.0,31,32.75,51,48.898,48,1,21,20,31.691,401.87,28,53.641,10.4,6,39.0,7,43.8,1.118,2,0.66,2,2.1
5.398,24,23.063,33,30.695,30,1,16,9,22.46,295.33,21,32.707,10.0,0,34.0,5,53.3,1.09,1,0.749,2,3.3
5.0,27,28.983,44,42.996,42,5,16,17,27.879,382.28,25,47.705,4.8,5,34.5,9,38.1,1.136,4,0.664,2,11.9
6.141,20,22.904,37,35.222,35,3,12,17,21.369,267.39,18,39.74,5.7,8,23.5,6,34.3,1.135,1,0.611,1,8.6
6.106,26,26.841,42,39.734,39,3,16,16,25.752,333.42,23,44.08,5.1,6,32.5,7,41.0,1.13,1,0.66,1,7.7
5.0,48,53.387,82,77.578,77,4,32,34,50.216,641.67,43,86.282,5.2,12,61.5,11,41.6,1.121,7,0.652,5,5.2
6.218,26,28.665,45,42.105,42,3,17,19,26.895,329.46,23,47.155,4.8,7,32.5,6,40.5,1.123,1,0.64,1,7.1
5.673,28,32.944,52,48.654,49,2,20,24,30.454,356.53,25,54.903,4.1,10,34.5,5,40.8,1.12,3,0.622,1,4.1
6.815,26,28.256,42,39.451,39,3,16,16,26.394,394.32,23,43.582,5.1,6,32.5,7,41.0,1.117,1,0.677,1,7.7
4.398,18,22.659,36,35.003,35,2,12,18,20.874,254.39,17,39.657,5.7,8,21.5,5,34.3,1.133,4,0.596,1,5.7
5.0,43,44.722,72,69.029,68,8,27,29,43.494,532.64,39,77.522,4.4,7,56.0,12,39.7,1.14,8,0.64,2,11.8
4.581,21,25.421,41,38.887,39,2,14,20,23.401,280.43,19,44.072,5.1,10,24.5,5,35.9,1.13,3,0.6,1,5.1
5.224,19,21.898,35,33.12,33,2,12,16,20.347,252.37,17,37.242,6.1,8,22.5,5,36.4,1.129,1,0.617,1,6.1
4.499,25,27.659,43,40.003,40,2,17,18,25.874,314.44,22,44.657,5.0,7,31.5,5,42.5,1.116,2,0.647,1,5.0
5.41,18,20.137,32,30.236,30,2,11,14,18.82,238.34,16,33.827,6.7,7,21.5,5,36.7,1.128,1,0.627,1,6.7
7.77,31,32.671,51,47.207,47,4,20,20,30.917,380.51,27,52.654,4.3,7,40.0,7,42.6,1.12,2,0.658,1,8.5
7.292,32,33.676,53,49.309,49,5,20,21,31.938,395.53,28,55.152,4.1,7,41.0,8,40.8,1.126,2,0.652,1,10.2
5.121,29,33.194,53,49.974,50,4,19,24,30.97,372.54,26,56.484,4.0,9,35.5,7,38.0,1.13,3,0.619,1,8.0
7.092,31,31.915,50,46.425,46,5,19,19,30.411,381.5,27,51.737,4.3,6,40.0,8,41.3,1.125,2,0.661,1,10.9
6.545,32,33.676,53,49.309,49,5,20,21,31.938,395.53,28,55.152,4.1,7,41.0,8,40.8,1.126,2,0.652,1,10.2
6.447,26,28.665,45,42.105,42,3,17,19,26.895,329.46,23,47.155,4.8,7,32.5,6,40.5,1.123,1,0.64,1,7.1
5.788,25,26.904,42,39.222,39,3,16,17,25.369,315.43,22,43.74,5.1,6,31.5,6,41.0,1.122,1,0.65,1,7.7
4.699,25,26.148,41,38.44,38,4,15,16,24.863,316.42,22,42.823,5.3,6,31.5,7,39.5,1.127,1,0.654,1,10.5
6.604,26,29.012,43,40.233,40,2,17,17,26.899,393.33,23,44.499,5.0,7,32.5,6,42.5,1.112,1,0.672,1,5.0
5.93,24,28.182,46,42.771,43,2,16,22,25.928,306.47,21,48.487,4.7,12,27.5,5,37.2,1.128,1,0.603,1,4.7
4.72,20,22.682,34,31.909,32,2,14,14,21.106,258.37,18,35.617,3.1,5,26.5,4,43.8,1.113,1,0.66,1,6.3
4.398,20,24.966,40,37.56,38,2,14,20,22.686,264.43,18,42.863,2.6,10,23.5,4,36.8,1.128,1,0.597,1,5.3
4.301,27,31.182,49,45.771,46,2,19,22,28.928,342.5,24,51.487,4.3,9,33.5,5,41.3,1.119,2,0.629,1,4.3
6.154,20,23.659,38,36.003,36,2,13,18,21.874,266.4,18,40.657,5.6,9,23.5,5,36.1,1.129,1,0.608,1,5.6
5.242,25,26.904,42,39.222,39,3,16,17,25.369,315.43,22,43.74,5.1,7,31.5,6,41.0,1.122,1,0.65,1,7.7
7.131,32,34.426,53,48.989,49,3,22,21,32.422,391.53,28,54.571,4.1,7,41.5,6,44.9,1.114,2,0.662,1,6.1
7.097,32,35.182,54,49.771,50,2,23,22,32.928,390.54,28,55.487,4.0,7,41.5,5,46.0,1.11,2,0.659,1,4.0
6.212,25,27.659,43,40.003,40,2,17,18,25.874,314.44,22,44.657,5.0,7,31.5,5,42.5,1.116,1,0.647,1,5.0
7.678,33,35.432,55,51.091,51,4,22,22,33.444,406.55,29,57.069,3.9,7,42.5,7,43.1,1.119,2,0.656,1,7.8
6.91,32,32.915,51,47.425,47,5,20,19,31.411,393.51,28,52.737,4.3,6,41.5,8,42.6,1.122,2,0.668,1,10.6
6.857,33,34.676,54,50.309,50,5,21,21,32.938,407.54,29,56.152,4.0,7,42.5,8,42.0,1.123,2,0.659,1,10.0
4.949,26,26.841,42,39.734,39,3,16,16,25.752,333.42,23,44.08,5.1,6,32.5,7,41.0,1.13,1,0.66,1,7.7
4.816,26,28.665,45,42.105,42,3,17,19,26.895,329.46,23,47.155,4.8,7,32.5,6,40.5,1.123,1,0.64,1,7.1
6.437,28,30.12,47,44.433,44,3,18,19,28.61,357.47,25,49.365,6.8,7,35.5,7,40.9,1.122,2,0.65,2,6.8
5.979,32,35.182,54,49.771,50,2,23,22,32.928,390.54,28,55.487,4.0,7,41.5,5,46.0,1.11,2,0.659,1,4.0
5.377,37,37.097,60,58.712,57,6,22,23,36.827,470.51,34,65.113,8.8,6,47.0,12,38.6,1.142,7,0.646,1,10.5
5.856,33,37.705,59,54.538,55,2,24,26,34.981,406.59,29,61.318,3.6,10,42.0,5,43.6,1.115,3,0.636,1,3.6
5.0,34,36.688,57,54.512,54,7,21,23,34.981,437.58,31,61.149,3.7,4,47.0,10,38.9,1.132,5,0.648,2,13.0
4.301,28,32.944,52,48.654,49,2,20,24,30.454,356.53,25,54.903,4.1,10,34.5,5,40.8,1.12,3,0.622,1,4.1
6.9,33,37.705,59,54.538,55,2,24,26,34.981,406.59,29,61.318,3.6,10,42.0,5,43.6,1.115,3,0.636,1,3.6
7.131,32,35.194,56,51.974,52,4,21,24,32.97,396.56,28,58.484,3.8,10,40.5,7,40.4,1.125,3,0.634,1,7.7
7.222,32,36.591,56,51.731,52,2,22,24,33.641,412.62,28,57.823,3.8,10,40.5,6,42.3,1.112,3,0.647,1,3.8
7.921,36,38.449,61,57.396,57,7,22,25,36.508,451.61,32,64.564,3.5,8,45.5,10,38.6,1.133,4,0.64,1,12.3
8.046,37,39.87,64,60.614,60,5,23,27,37.948,469.62,33,67.816,6.7,10,46.0,10,38.3,1.13,6,0.632,1,8.3
8.398,34,35.682,56,52.411,52,6,21,22,33.96,422.56,30,58.65,3.8,7,43.5,9,40.4,1.128,3,0.653,1,11.5
7.678,40,42.216,68,63.381,63,8,24,28,40.056,492.67,35,71.477,3.2,10,49.5,11,38.1,1.135,4,0.636,1,12.7
7.523,41,43.978,71,66.265,66,8,25,30,41.583,506.7,36,74.892,3.0,11,50.5,11,37.9,1.135,4,0.63,1,12.1
5.0,37,39.461,64,60.505,60,4,25,27,37.935,450.56,33,67.944,5.0,9,47.5,8,41.7,1.132,8,0.632,0,6.7
6.611,35,37.443,59,55.294,55,6,22,24,35.486,436.59,31,62.065,3.6,8,44.5,9,40.0,1.128,3,0.645,1,10.9
5.0,34,37.017,61,58.531,58,7,21,27,35.562,425.55,31,66.268,5.2,11,43.5,10,36.2,1.143,5,0.613,0,12.1
7.367,35,38.961,62,57.96,58,5,23,27,36.518,437.62,31,65.398,3.4,10,44.0,8,39.7,1.128,3,0.63,1,8.6
7.854,37,39.87,64,60.614,60,5,23,27,37.948,469.62,33,67.816,6.7,10,46.0,10,38.3,1.13,6,0.632,1,8.3
8.398,39,40.443,63,58.294,58,6,25,24,38.486,472.62,34,65.065,3.4,7,51.0,9,43.1,1.122,4,0.664,1,10.3
8.097,33,35.438,56,52.192,52,5,21,23,33.465,409.56,29,58.567,3.8,8,42.0,8,40.4,1.126,2,0.644,1,9.6
8.222,40,41.443,64,59.294,59,6,26,24,39.486,484.63,35,66.065,3.4,6,52.5,9,44.1,1.12,4,0.669,1,10.2
6.987,39,41.211,66,61.28,61,7,24,27,39.034,477.65,34,68.979,3.3,10,48.5,10,39.3,1.131,3,0.64,1,11.5
7.409,34,36.443,58,54.294,54,6,21,24,34.486,424.58,30,61.065,3.7,8,43.0,9,38.9,1.131,4,0.639,1,11.1
7.444,33,34.682,55,51.411,51,6,20,22,32.96,410.55,29,57.65,3.9,7,42.0,9,39.2,1.13,2,0.646,1,11.8
7.854,37,39.87,64,60.614,60,5,23,27,37.948,469.62,33,67.816,6.7,10,46.0,10,38.3,1.13,6,0.632,1,8.3
7.495,33,35.438,56,52.192,52,5,21,23,33.465,409.56,29,58.567,3.8,8,42.0,8,40.4,1.126,2,0.644,1,9.6
7.268,36,39.415,63,59.287,59,5,23,27,37.233,453.62,32,66.607,5.1,10,45.0,9,39.0,1.129,4,0.631,1,8.5
6.636,40,42.972,69,64.163,64,7,25,29,40.561,491.68,35,72.394,3.1,11,49.5,10,39.1,1.131,3,0.634,1,10.9
7.187,38,42.938,69,65.054,65,5,25,31,40.287,481.68,34,73.437,4.6,12,47.0,9,38.5,1.13,4,0.62,1,7.7
7.538,37,41.728,67,62.945,63,6,24,30,39.067,466.67,33,71.311,3.2,11,46.0,9,38.1,1.132,6,0.62,1,9.5
6.987,35,37.443,59,55.294,55,6,22,24,35.486,436.59,31,62.065,3.6,8,44.5,9,40.0,1.128,3,0.645,1,10.9
7.051,34,35.131,55,51.636,51,5,21,21,33.653,423.54,30,57.361,5.9,7,43.5,9,41.2,1.125,3,0.66,1,9.8
7.31,32,34.432,54,50.091,50,4,21,22,32.444,394.54,28,56.069,4.0,8,41.0,7,42.0,1.121,2,0.649,1,8.0
5.0,46,53.853,86,82.116,82,7,30,40,50.264,614.29,42,93.039,3.7,14,57.0,12,36.6,1.135,9,0.613,2,8.5
7.046,31,31.915,50,46.425,46,5,19,19,30.411,381.5,27,51.737,4.3,6,40.0,8,41.3,1.125,2,0.661,1,10.9
7.301,32,34.426,53,48.989,49,3,22,21,32.422,391.53,28,54.571,4.1,6,41.5,6,44.9,1.114,2,0.662,1,6.1
6.81,29,31.426,50,45.989,46,3,19,21,29.422,355.5,25,51.571,4.3,9,35.5,6,41.3,1.121,2,0.64,1,6.5
7.796,31,31.915,50,46.425,46,5,19,19,30.411,381.5,27,51.737,4.3,6,40.0,8,41.3,1.125,2,0.661,1,10.9
5.829,23,26.421,43,39.887,40,2,15,20,24.401,292.44,20,45.072,5.0,11,26.5,5,37.5,1.127,1,0.61,1,5.0
7.495,32,33.676,53,49.309,49,5,20,21,31.938,395.53,28,55.152,4.1,7,41.0,8,40.8,1.126,2,0.652,1,10.2
4.301,27,31.182,49,45.771,46,2,19,22,28.928,342.5,24,51.487,4.3,9,33.5,5,41.3,1.119,2,0.629,1,4.3
6.638,27,29.12,46,43.433,43,3,17,19,27.61,345.46,24,48.365,7.0,7,33.5,7,39.5,1.125,2,0.642,1,7.0
7.699,32,34.426,53,48.989,49,3,22,21,32.422,391.53,28,54.571,4.1,7,41.5,6,44.9,1.114,2,0.662,1,6.1
7.027,32,34.426,53,48.989,49,3,22,21,32.422,391.53,28,54.571,4.1,7,41.5,6,44.9,1.114,2,0.662,1,6.1
6.26,26,29.012,43,40.233,40,2,17,17,26.899,393.33,23,44.499,5.0,7,32.5,6,42.5,1.112,1,0.672,1,5.0
7.585,33,36.188,56,51.872,52,3,23,23,33.949,405.56,29,57.986,3.8,8,42.5,6,44.2,1.115,2,0.653,1,5.8
5.119,42,48.586,81,76.832,77,7,28,39,45.723,521.74,38,87.76,3.9,16,50.0,10,36.4,1.14,7,0.594,2,9.1
7.456,32,35.949,57,52.756,53,3,22,25,33.476,395.57,28,59.401,3.8,10,40.5,6,41.5,1.121,3,0.632,1,5.7
5.598,32,35.949,57,52.756,53,3,22,25,33.476,395.57,28,59.401,3.8,10,40.5,6,41.5,1.121,3,0.632,1,5.7
7.745,33,36.955,59,54.858,55,4,22,26,34.497,410.59,29,61.899,3.6,10,41.5,7,40.0,1.125,3,0.627,1,7.3
7.77,33,35.438,56,52.192,52,5,21,23,33.465,409.56,29,58.567,3.8,8,42.0,8,40.4,1.126,3,0.644,1,9.6
8.412,40,42.313,67,62.683,62,7,23,27,39.936,513.71,35,70.108,4.8,10,52.0,12,37.1,1.131,5,0.644,2,11.3
8.398,39,41.199,64,59.076,59,5,26,25,38.992,471.63,34,65.982,3.4,7,51.0,8,44.1,1.118,4,0.661,1,8.5
5.0,33,33.517,54,50.52,50,6,21,21,32.441,392.48,29,56.861,2.0,5,43.0,8,42.0,1.137,2,0.649,2,12.0
8.155,35,36.137,57,53.738,53,6,21,22,34.674,438.56,31,59.86,5.7,7,44.5,10,39.6,1.129,4,0.654,1,11.3
7.143,33,33.921,53,49.527,49,6,20,20,32.433,408.53,29,55.235,4.1,6,42.5,9,40.8,1.127,2,0.662,1,12.2
5.0,28,29.262,46,43.247,43,4,19,18,28.203,334.41,25,48.318,4.7,4,37.5,6,44.2,1.124,4,0.656,1,9.3
7.347,34,37.199,59,55.076,55,5,22,25,34.992,423.59,30,61.982,3.6,9,43.0,8,40.0,1.127,2,0.636,1,9.1
8.398,36,39.966,64,60.061,60,6,23,28,37.54,452.64,32,67.896,3.3,10,45.0,9,38.3,1.132,5,0.626,1,10.0
4.921,31,36.006,58,56.178,56,4,22,27,34.22,398.53,29,63.734,3.6,8,39.5,7,39.3,1.138,7,0.611,3,7.1
7.194,44,47.097,77,72.174,72,9,28,33,44.944,527.7,39,81.886,2.8,11,56.0,11,38.9,1.137,6,0.624,1,12.5
5.0,31,34.449,54,52.451,52,3,22,23,33.191,393.48,29,58.485,7.7,6,41.5,7,42.3,1.125,10,0.638,0,5.8
5.0,44,46.421,70,67.232,66,4,29,26,44.664,581.11,40,74.017,6.1,5,60.0,11,43.9,1.121,11,0.677,2,6.1
5.0,41,36.205,57,56.083,53,6,24,16,37.357,518.46,37,61.559,1.9,3,54.5,13,45.3,1.161,5,0.705,0,11.3
5.0,38,38.034,60,55.334,55,6,25,22,36.772,438.53,33,61.73,3.6,5,51.5,8,45.5,1.122,3,0.669,3,10.9
6.046,29,28.404,44,41.916,41,3,19,15,28.084,349.37,26,45.824,9.8,2,39.5,7,46.3,1.118,4,0.685,2,7.3
4.328,29,29.71,46,43.473,43,3,20,17,28.896,347.4,26,48.03,7.0,3,40.5,6,46.5,1.117,5,0.672,1,7.0
6.025,51,51.432,85,80.479,79,9,31,34,50.147,621.74,45,90.735,2.5,13,63.0,14,39.2,1.149,6,0.635,1,11.4
5.0,37,40.762,65,61.054,61,8,23,28,38.341,464.66,33,69.268,1.6,9,46.5,10,37.7,1.136,7,0.629,1,13.1
5.0,31,34.336,54,50.789,51,5,22,23,32.563,373.5,28,57.438,2.0,5,41.0,6,43.1,1.126,5,0.638,1,9.8
7.545,30,28.955,46,42.691,42,4,19,16,28.391,348.39,26,47.113,7.1,4,40.5,7,45.2,1.122,2,0.676,0,9.5
5.0,41,43.66,71,69.392,68,7,26,30,42.578,529.63,38,78.324,2.9,9,51.0,12,38.2,1.152,8,0.626,1,10.3
5.0,45,48.398,77,72.483,72,6,29,32,46.023,560.74,40,81.145,5.6,10,58.5,11,40.3,1.127,8,0.639,1,8.3
4.0,24,24.801,37,35.811,35,2,16,13,24.176,316.76,22,39.06,8.6,2,32.0,6,45.7,1.116,4,0.691,2,5.7
4.0,24,26.239,38,36.64,36,2,15,14,24.722,334.45,22,39.956,8.3,4,32.5,7,41.7,1.11,5,0.687,1,5.6
5.0,46,47.762,80,74.61,74,8,28,34,45.879,546.7,40,84.222,5.4,15,56.0,12,37.8,1.138,6,0.62,2,10.8
8.337,34,32.915,55,52.461,51,7,19,21,32.56,417.47,30,58.908,3.9,9,42.0,11,37.3,1.155,3,0.638,0,13.7
4.182,16,15.994,23,22.4,22,3,11,7,15.833,197.21,15,24.535,4.5,0,24.0,4,50.0,1.115,1,0.72,0,13.6
7.796,47,49.557,81,76.603,76,10,29,34,47.68,570.73,42,86.594,3.9,11,60.0,13,38.2,1.139,6,0.627,2,13.2
8.222,50,55.052,91,86.363,86,9,32,41,52.481,615.82,45,97.966,4.7,15,61.0,13,37.2,1.139,7,0.61,2,10.5
5.0,33,35.75,55,52.832,52,5,21,22,34.128,450.38,30,59.081,1.9,7,41.5,9,40.4,1.136,5,0.656,0,9.6
5.0,29,29.358,44,41.687,41,4,19,15,28.504,366.83,26,45.847,4.9,2,40.5,7,46.3,1.118,3,0.695,1,9.8
5.0,40,42.523,68,62.992,63,4,28,28,40.552,468.6,35,70.604,4.8,8,53.0,7,44.4,1.121,2,0.644,3,6.3
4.301,34,36.557,58,55.945,55,4,22,24,35.236,446.95,31,62.472,5.5,8,42.5,9,40.0,1.136,8,0.641,0,7.3
5.0,41,45.631,72,67.643,68,7,29,31,43.186,493.67,37,76.68,1.5,7,54.0,8,42.6,1.128,7,0.635,1,10.3
5.876,26,27.46,43,40.153,40,1,19,17,26.38,307.37,23,44.448,7.5,4,34.0,4,47.5,1.111,2,0.66,2,2.5
