pXC50,nN,Mi,nCsp2,H.,Mp,nCL,C.,nAB,Mv,N.,nBM,Sp,nSK,nC,nBO,SCBO,nCsp3,Sv,MW,X.,RBF,nAT
6.82,2,1.125,12,53.6,0.645,0,41.1,12,0.592,3.6,12,36.126,26,23,29,35.0,11,33.133,350.55,0.0,0.068,56
6.0,3,1.118,18,48.3,0.673,0,45.0,18,0.627,5.0,18,40.37,31,27,36,45.0,9,37.627,411.59,0.0,0.046,60
6.17,2,1.124,12,52.0,0.652,0,42.0,12,0.602,4.0,12,32.603,24,21,27,33.0,9,30.079,322.49,0.0,0.075,50
6.99,2,1.121,12,45.2,0.682,1,42.9,12,0.644,4.8,12,28.631,23,18,26,32.0,6,27.041,330.84,2.4,0.044,42
6.0,3,1.125,12,50.0,0.657,0,42.0,12,0.611,6.0,12,32.847,25,21,29,35.0,9,30.574,335.49,0.0,0.037,50
6.721,4,1.124,17,45.3,0.674,1,42.2,17,0.639,6.3,19,43.142,35,27,38,49.5,8,40.906,493.05,1.6,0.09,64
4.67,3,1.139,9,56.0,0.608,0,34.5,6,0.562,3.6,9,51.04,37,29,38,44.0,20,47.228,517.79,0.0,0.176,84
7.08,2,1.123,12,51.1,0.656,0,42.6,12,0.607,4.3,12,30.841,23,20,26,32.0,8,28.552,308.46,0.0,0.06,47
7.81,2,1.121,12,47.7,0.68,1,43.2,12,0.633,4.5,12,29.938,23,19,26,32.0,7,27.853,328.87,2.3,0.043,44
6.0,2,1.111,18,46.2,0.689,0,48.1,18,0.645,3.8,18,35.841,28,25,33,42.0,7,33.552,368.51,0.0,0.035,52
7.77,2,1.137,12,45.5,0.658,0,43.2,12,0.632,4.5,12,28.955,24,19,27,33.0,7,27.792,330.41,4.5,0.043,44
7.93,2,1.123,12,51.1,0.656,0,42.6,12,0.607,4.3,12,30.841,23,20,26,32.0,8,28.552,308.46,0.0,0.04,47
8.42,2,1.129,12,47.7,0.659,0,43.2,12,0.623,4.5,12,29.017,23,19,26,32.0,7,27.409,312.42,2.3,0.043,44
7.327,1,1.107,18,48.3,0.696,0,46.7,18,0.638,1.7,18,41.767,31,28,36,45.0,10,38.298,427.65,0.0,0.046,60
7.84,2,1.125,12,50.0,0.652,0,41.7,12,0.61,4.2,12,31.296,24,20,27,33.0,8,29.267,324.46,0.0,0.059,48
8.1,2,1.115,18,48.1,0.678,0,46.3,18,0.631,3.7,18,36.603,28,25,32,41.0,7,34.079,370.53,0.0,0.052,54
6.0,2,1.121,12,47.7,0.68,1,43.2,12,0.633,4.5,12,29.938,23,19,26,32.0,7,27.853,328.87,2.3,0.043,44
8.631,2,1.121,12,47.7,0.68,1,43.2,12,0.633,4.5,12,29.938,23,19,26,32.0,7,27.853,328.87,2.3,0.043,44
8.759,2,1.129,12,47.7,0.659,0,43.2,12,0.623,4.5,12,29.017,23,19,26,32.0,7,27.409,312.42,2.3,0.043,44
8.921,2,1.117,12,50.0,0.678,0,42.3,12,0.621,3.8,12,35.25,26,22,30,36.0,10,32.266,366.57,0.0,0.036,52
8.52,2,1.12,12,50.0,0.663,0,43.8,12,0.616,4.2,12,31.841,24,21,28,34.0,9,29.552,320.47,0.0,0.038,48
6.003,4,1.124,28,47.3,0.654,0,41.8,28,0.622,3.6,31,71.932,58,46,64,81.0,18,68.447,789.02,0.0,0.147,110
4.125,3,1.14,9,52.2,0.611,0,34.3,6,0.579,4.5,9,40.926,32,23,33,39.0,14,38.782,449.61,0.0,0.176,67
5.0,4,1.109,27,36.8,0.735,0,50.9,32,0.704,7.0,33,41.915,36,29,41,58.0,2,40.112,492.61,1.8,0.097,57
6.69,4,1.125,27,45.0,0.661,0,43.0,28,0.635,4.0,30,66.131,55,43,62,78.0,16,63.535,748.92,1.0,0.112,100
6.74,2,1.125,13,49.1,0.666,0,40.0,12,0.619,3.6,13,36.625,28,22,30,37.0,9,34.061,447.41,1.8,0.14,55
7.131,3,1.133,15,47.8,0.645,0,40.3,12,0.615,4.5,14,43.194,35,27,39,47.0,12,41.209,481.62,1.5,0.099,67
7.09,3,1.132,13,47.4,0.639,0,38.6,12,0.613,5.3,15,36.426,30,22,32,41.0,9,34.96,413.52,0.0,0.153,57
8.22,4,1.126,22,47.1,0.661,2,40.2,22,0.626,3.9,25,67.432,54,41,59,73.0,19,63.861,779.83,2.0,0.15,102
8.523,2,1.122,12,51.9,0.655,0,42.6,12,0.604,3.7,12,35.364,26,23,30,36.0,11,32.606,348.53,0.0,0.034,54
5.25,2,1.121,12,47.8,0.664,0,43.5,12,0.625,4.3,13,30.534,24,20,26,34.0,7,28.74,322.44,0.0,0.125,46
5.72,3,1.126,12,50.9,0.653,0,41.5,12,0.606,5.7,13,34.608,26,22,28,36.0,9,32.101,349.52,0.0,0.127,53
4.023,2,1.136,7,53.7,0.623,0,36.6,6,0.579,4.9,7,25.534,19,15,20,24.0,8,23.74,262.39,0.0,0.143,41
6.301,8,1.14,16,44.6,0.659,0,40.0,21,0.632,12.3,22,42.813,36,26,41,52.5,10,41.064,488.63,1.5,0.086,65
8.18,4,1.124,27,46.5,0.663,0,43.6,28,0.63,4.0,30,66.984,54,44,61,77.0,17,63.632,730.95,1.0,0.111,101
8.175,4,1.125,27,45.0,0.661,0,43.0,28,0.635,4.0,30,66.131,55,43,62,78.0,16,63.535,748.92,1.0,0.112,100
8.194,4,1.124,21,45.2,0.675,2,41.7,22,0.64,4.8,24,56.716,46,35,51,64.0,14,53.797,665.67,2.4,0.112,84
4.222,3,1.139,9,53.0,0.613,0,34.8,6,0.577,4.5,9,40.472,31,23,32,38.0,14,38.067,433.61,0.0,0.164,66
6.8,3,1.127,13,48.2,0.652,0,41.1,12,0.617,5.4,14,36.517,29,23,31,40.0,9,34.53,393.53,0.0,0.138,56
5.444,2,1.122,13,46.6,0.676,1,39.7,12,0.634,3.4,15,39.233,31,23,34,43.0,10,36.765,463.04,1.7,0.164,58
5.824,2,1.121,13,46.6,0.685,0,39.7,12,0.637,3.4,15,39.728,31,23,34,43.0,10,36.963,507.49,1.7,0.164,58
6.419,4,1.128,21,49.5,0.644,0,40.2,22,0.608,4.1,24,62.501,49,39,54,67.0,18,58.964,668.91,0.0,0.137,97
4.041,4,1.133,10,48.3,0.649,0,36.2,11,0.611,6.9,14,37.625,30,21,33,41.5,11,35.453,432.6,0.0,0.164,58
5.0,4,1.133,12,47.1,0.647,0,39.2,12,0.618,7.8,14,33.0,27,20,29,37.0,8,31.498,368.48,0.0,0.151,51
6.56,2,1.121,12,51.0,0.659,0,43.1,12,0.609,3.9,13,33.603,25,22,27,35.0,9,31.079,334.5,0.0,0.113,51
4.432,4,1.121,16,45.2,0.68,0,41.9,17,0.641,6.5,19,42.171,34,26,38,48.5,10,39.739,476.65,0.0,0.152,62
6.37,2,1.121,12,51.0,0.659,0,43.1,12,0.609,3.9,13,33.603,25,22,27,35.0,9,31.079,334.5,0.0,0.113,51
6.553,3,1.125,13,49.1,0.656,0,41.8,12,0.615,5.5,14,36.063,28,23,30,39.0,9,33.815,377.53,0.0,0.14,55
5.0,5,1.166,4,52.0,0.603,0,28.0,5,0.569,20.0,6,15.074,12,7,12,15.5,3,14.214,167.25,0.0,0.2,25
5.893,2,1.135,19,46.3,0.655,0,43.3,18,0.628,3.0,19,43.915,36,29,39,49.0,10,42.051,496.62,4.5,0.143,67
6.1,3,1.13,19,45.6,0.665,0,44.1,18,0.635,4.4,20,45.222,37,30,40,52.0,10,43.162,503.64,2.9,0.141,68
8.367,1,1.111,12,48.8,0.691,0,44.2,12,0.632,2.3,12,29.722,22,19,25,31.0,7,27.191,311.48,0.0,0.043,43
6.62,4,1.123,27,46.2,0.667,0,44.1,28,0.633,4.3,30,62.006,50,41,56,72.0,14,58.864,674.88,1.1,0.111,93
8.427,1,1.117,12,51.1,0.663,0,44.4,12,0.612,2.2,12,29.836,22,20,25,31.0,8,27.531,293.44,0.0,0.042,45
8.208,4,1.13,21,49.5,0.637,0,39.0,22,0.604,3.8,24,66.932,53,41,58,71.0,20,63.447,728.97,0.0,0.145,105
6.0,3,1.127,15,48.4,0.648,0,40.6,12,0.614,4.7,14,41.495,33,26,37,45.0,11,39.299,449.6,0.0,0.103,64
3.8,2,1.14,5,52.6,0.635,0,36.8,6,0.587,10.5,6,12.057,9,7,9,12.0,2,11.15,122.19,0.0,0.105,19
5.824,7,1.137,17,45.5,0.66,0,40.9,21,0.63,10.6,22,43.569,36,27,41,52.5,10,41.569,487.64,1.5,0.085,66
7.686,1,1.119,12,50.0,0.658,0,43.5,12,0.614,2.2,12,30.29,23,20,26,32.0,8,28.246,309.44,0.0,0.041,46
8.222,2,1.123,12,51.1,0.656,0,42.6,12,0.607,4.3,12,30.841,23,20,26,32.0,8,28.552,308.46,0.0,0.04,47
5.917,4,1.122,28,46.6,0.66,0,42.7,28,0.628,3.9,31,67.955,55,44,61,78.0,16,64.679,744.96,0.0,0.128,103
9.194,2,1.122,12,50.0,0.661,0,43.2,12,0.614,4.5,12,29.08,22,19,25,31.0,7,27.026,294.43,0.0,0.043,44
8.721,1,1.117,19,46.9,0.676,0,46.9,18,0.637,1.6,19,43.273,34,30,39,49.0,11,40.736,455.61,1.6,0.058,64
8.176,4,1.124,27,45.0,0.677,2,43.0,28,0.643,4.0,30,67.699,55,43,61,77.0,16,64.287,787.82,3.0,0.113,100
9.201,1,1.117,12,51.1,0.663,0,44.4,12,0.612,2.2,12,29.836,22,20,25,31.0,8,27.531,293.44,0.0,0.042,45
6.351,4,1.124,25,46.9,0.655,0,41.8,27,0.624,4.1,29,64.194,52,41,58,73.5,16,61.152,706.91,0.0,0.135,98
9.268,1,1.117,12,51.1,0.663,0,44.4,12,0.612,2.2,12,29.836,22,20,25,31.0,8,27.531,293.44,0.0,0.042,45
8.032,1,1.116,12,50.0,0.668,0,45.2,12,0.619,2.4,12,28.074,21,19,24,30.0,7,26.004,279.41,0.0,0.044,42
6.381,5,1.123,26,46.9,0.662,0,42.7,28,0.627,5.2,30,63.529,51,41,57,73.0,15,60.217,687.91,0.0,0.118,96
5.0,3,1.124,20,47.0,0.668,2,41.0,18,0.63,3.6,20,55.472,44,34,48,59.0,14,52.302,640.66,2.4,0.115,83
6.801,4,1.128,27,48.2,0.649,0,41.2,28,0.616,3.5,30,73.938,59,47,65,81.0,20,70.169,807.06,0.9,0.142,114
6.907,4,1.124,27,44.3,0.68,2,43.3,28,0.647,4.1,30,65.938,54,42,60,76.0,15,62.761,773.79,3.1,0.117,97
8.167,4,1.128,27,48.2,0.649,0,41.2,28,0.616,3.5,30,73.938,59,47,65,81.0,20,70.169,807.06,0.9,0.142,114
6.301,4,1.125,21,47.6,0.655,0,41.7,22,0.621,4.8,24,55.0,44,35,49,62.0,14,52.142,596.79,0.0,0.112,84
7.487,1,1.118,12,48.8,0.663,0,44.2,12,0.621,2.3,12,28.529,22,19,25,31.0,7,26.719,295.41,0.0,0.043,43
6.545,5,1.123,26,46.9,0.662,0,42.7,28,0.627,5.2,30,63.529,51,41,57,73.0,15,60.217,687.91,0.0,0.118,96
6.012,1,1.124,13,50.0,0.66,0,44.2,12,0.615,1.9,13,34.296,26,23,29,36.0,10,31.968,351.5,1.9,0.109,52
6.1,1,1.122,10,51.5,0.653,0,42.4,11,0.605,3.0,11,21.551,16,14,17,22.5,4,19.951,215.32,0.0,0.147,33
5.602,3,1.125,11,50.0,0.657,0,42.0,10,0.611,6.0,12,32.847,25,21,29,36.0,10,30.574,335.49,0.0,0.019,50
4.7,3,1.149,3,60.5,0.596,0,31.6,5,0.535,7.9,5,22.631,15,12,15,17.5,9,20.332,209.38,0.0,0.237,38
9.301,1,1.118,12,53.5,0.66,0,44.2,12,0.6,2.3,12,28.381,20,19,22,28.0,7,25.816,265.43,0.0,0.089,43
4.0,3,1.134,9,54.8,0.634,0,38.1,11,0.579,7.1,11,26.631,19,16,20,25.5,7,24.332,257.42,0.0,0.186,42
5.6,3,1.119,15,47.8,0.695,0,43.5,17,0.638,6.5,17,31.983,24,20,26,34.5,5,29.357,384.35,2.2,0.146,46
8.523,1,1.116,12,52.5,0.665,0,45.0,12,0.607,2.5,12,26.62,19,18,21,27.0,6,24.289,251.4,0.0,0.095,40
4.0,3,1.134,9,53.8,0.638,0,38.5,11,0.585,7.7,11,24.87,18,15,19,24.5,6,22.805,243.39,0.0,0.175,39
5.61,2,1.125,13,55.2,0.645,0,41.4,12,0.585,3.4,13,37.432,26,24,28,35.0,11,33.945,348.58,0.0,0.117,58
4.523,2,1.137,6,57.1,0.615,0,35.7,6,0.561,4.8,6,25.841,18,15,19,22.0,9,23.552,248.41,0.0,0.14,42
5.3,2,1.139,5,60.5,0.608,0,34.9,6,0.543,4.7,6,26.148,17,15,17,20.0,10,23.364,234.43,0.0,0.233,43
7.301,4,1.122,20,46.8,0.673,1,43.0,18,0.633,5.1,21,53.188,42,34,46,59.0,12,50.013,585.2,1.3,0.096,79
7.75,3,1.127,25,46.1,0.662,0,43.8,24,0.632,3.4,26,58.938,48,39,52,67.0,12,56.226,653.83,2.2,0.151,89
7.658,4,1.133,9,50.0,0.653,0,40.0,10,0.608,10.0,11,26.114,20,16,23,29.0,7,24.3,268.4,0.0,0.0,40
8.921,1,1.119,12,46.5,0.69,0,44.2,12,0.641,2.3,12,29.659,23,19,26,32.0,7,27.575,329.47,2.3,0.043,43
7.854,1,1.117,12,46.5,0.683,1,44.2,12,0.641,2.3,12,29.387,23,19,26,32.0,7,27.547,329.85,2.3,0.043,43
8.854,1,1.119,12,46.5,0.69,0,44.2,12,0.641,2.3,12,29.659,23,19,26,32.0,7,27.575,329.47,2.3,0.043,43
8.3,3,1.133,19,46.8,0.651,0,41.8,18,0.622,3.8,20,51.415,42,33,45,57.0,12,49.172,577.73,2.5,0.146,79
5.0,5,1.135,13,49.2,0.651,1,37.7,12,0.61,8.2,13,39.694,31,23,34,41.0,10,37.212,444.03,1.6,0.063,61
9.367,1,1.117,12,51.1,0.663,0,44.4,12,0.612,2.2,12,29.836,22,20,25,31.0,8,27.531,293.44,0.0,0.042,45
5.0,5,1.135,13,49.2,0.651,1,37.7,12,0.61,8.2,13,39.694,31,23,34,41.0,10,37.212,444.03,1.6,0.063,61
7.699,1,1.113,21,47.7,0.674,0,46.2,18,0.632,1.5,20,43.79,34,30,38,49.0,9,41.068,453.62,0.0,0.087,65
6.7,5,1.125,17,47.0,0.674,0,40.9,22,0.63,7.6,22,44.483,35,27,39,50.0,10,41.572,489.7,0.0,0.114,66
6.3,6,1.141,17,44.9,0.669,0,40.6,22,0.635,8.7,22,46.154,38,28,42,53.0,11,43.841,540.72,4.3,0.096,69
5.6,3,1.137,14,47.0,0.647,0,40.9,12,0.619,4.5,14,42.677,35,27,39,47.0,13,40.877,483.61,3.0,0.071,66
5.6,3,1.139,14,46.8,0.644,0,40.3,12,0.619,4.8,14,39.915,33,25,36,44.0,11,38.35,457.57,3.2,0.077,62
5.7,3,1.139,14,46.8,0.644,0,40.3,12,0.619,4.8,14,39.915,33,25,36,44.0,11,38.35,457.57,3.2,0.108,62
6.083,3,1.134,13,47.1,0.652,0,41.2,16,0.621,5.9,16,33.239,27,21,30,38.0,8,31.672,369.48,2.0,0.111,51
6.284,4,1.132,13,46.7,0.651,0,36.7,16,0.619,6.7,18,39.08,32,22,35,45.0,9,37.168,460.61,0.0,0.127,60
5.7,3,1.139,14,45.8,0.647,0,40.7,12,0.624,5.1,14,38.154,32,24,35,43.0,10,36.824,443.54,3.4,0.113,59
5.7,3,1.133,14,48.4,0.645,0,40.3,12,0.612,4.8,14,39.978,32,25,35,43.0,11,37.967,439.58,1.6,0.108,62
7.569,2,1.115,12,50.0,0.688,0,43.2,12,0.625,4.5,12,30.273,22,19,25,31.0,7,27.498,310.5,0.0,0.043,44
6.5,5,1.123,17,47.7,0.677,0,41.5,22,0.629,7.7,22,44.029,34,27,38,49.0,10,40.857,473.7,0.0,0.101,65
7.4,6,1.129,15,47.6,0.671,0,39.7,21,0.625,9.5,21,42.273,33,25,37,47.5,10,39.352,462.68,0.0,0.104,63
6.9,5,1.121,17,43.5,0.709,2,41.9,22,0.661,8.1,22,43.983,35,26,39,50.0,9,40.985,528.55,3.2,0.106,62
5.7,6,1.123,19,45.5,0.686,0,42.4,26,0.642,9.1,26,45.273,36,28,41,54.0,9,42.352,498.71,0.0,0.099,66
5.7,3,1.139,14,46.8,0.644,0,40.3,12,0.619,4.8,14,39.915,33,25,36,44.0,11,38.35,457.57,3.2,0.108,62
5.6,3,1.126,14,47.8,0.657,0,39.1,12,0.619,4.3,16,45.358,36,27,40,50.0,13,42.727,511.7,0.0,0.082,69
5.0,4,1.119,19,31.8,0.709,0,43.2,18,0.709,9.1,23,31.205,30,19,33,47.0,0,31.196,426.44,0.0,0.106,44
5.6,4,1.128,15,48.6,0.649,0,40.5,12,0.613,5.4,15,48.023,38,30,43,52.0,15,45.374,516.7,0.0,0.076,74
5.6,4,1.128,14,48.5,0.652,0,40.9,12,0.615,6.1,15,43.046,34,27,37,47.0,12,40.605,460.63,0.0,0.101,66
6.2,5,1.141,15,42.6,0.673,0,41.0,21,0.647,8.2,21,41.08,35,25,39,49.5,10,39.48,501.63,4.9,0.092,61
5.5,8,1.133,15,44.8,0.671,0,38.8,25,0.636,11.9,25,44.978,37,26,42,54.5,11,42.583,518.71,0.0,0.097,67
5.7,6,1.124,18,47.2,0.678,0,41.7,26,0.631,8.3,26,48.796,38,30,43,56.0,12,45.405,526.77,0.0,0.091,72
5.6,6,1.123,18,46.4,0.682,0,42.0,26,0.636,8.7,26,47.035,37,29,42,55.0,11,43.879,512.74,0.0,0.081,69
5.8,6,1.119,18,42.9,0.712,0,42.9,26,0.664,9.5,26,44.864,36,27,41,54.0,9,41.85,563.57,1.6,0.074,63
5.8,6,1.138,18,40.9,0.683,0,42.4,26,0.659,9.1,26,45.086,39,28,44,57.0,10,43.502,552.68,4.5,0.085,66
5.8,6,1.125,18,48.7,0.671,0,41.0,26,0.621,7.7,26,52.319,40,32,45,58.0,14,48.459,554.83,0.0,0.084,78
6.427,1,1.139,12,50.0,0.632,0,39.7,12,0.601,1.7,12,36.665,29,23,31,37.0,11,34.834,405.53,3.4,0.133,58
5.7,6,1.16,12,38.3,0.661,0,38.3,20,0.658,10.0,20,39.654,37,23,41,51.0,11,39.456,542.59,8.3,0.109,60
6.0,1,1.119,10,53.8,0.657,0,43.6,11,0.597,2.6,11,25.62,18,17,20,25.5,7,23.289,239.39,0.0,0.073,39
5.5,6,1.131,12,45.6,0.67,0,38.6,20,0.632,10.5,20,38.205,31,22,35,45.0,10,36.013,438.61,0.0,0.098,57
5.6,6,1.124,18,47.2,0.678,0,41.7,26,0.631,8.3,26,48.796,38,30,43,56.0,12,45.405,526.77,0.0,0.104,72
6.0,8,1.125,21,44.7,0.685,0,42.1,31,0.644,10.5,31,52.046,42,32,48,63.5,11,48.921,578.81,0.0,0.085,76
6.9,6,1.123,18,46.4,0.682,0,42.0,26,0.636,8.7,26,47.035,37,29,42,55.0,11,43.879,512.74,0.0,0.095,69
5.6,6,1.127,12,46.7,0.686,0,38.3,20,0.634,10.0,20,41.159,32,23,36,46.0,11,38.012,468.71,0.0,0.109,60
5.8,6,1.122,18,43.9,0.699,1,42.4,26,0.654,9.1,26,46.131,37,28,42,55.0,10,43.179,533.15,1.5,0.085,66
5.4,6,1.138,18,40.9,0.683,0,42.4,26,0.659,9.1,26,45.086,39,28,44,57.0,10,43.502,552.68,4.5,0.085,66
5.7,6,1.145,14,41.7,0.672,0,40.0,21,0.65,10.0,21,40.324,35,24,39,49.5,10,38.975,502.62,5.0,0.094,60
8.0,1,1.129,12,47.6,0.654,0,42.9,12,0.621,2.4,12,27.466,22,18,24,30.0,6,26.102,301.39,2.4,0.091,42
5.7,7,1.125,18,45.3,0.688,0,42.2,26,0.643,10.9,26,44.063,35,27,40,53.0,9,41.132,483.7,0.0,0.087,64
5.6,6,1.136,18,38.1,0.709,0,42.9,26,0.683,9.5,26,44.677,39,27,44,57.0,9,43.0,617.54,6.3,0.074,63
7.585,1,1.121,12,46.5,0.671,1,41.9,12,0.634,2.3,12,28.841,23,18,25,31.0,6,27.261,333.84,2.3,0.111,43
6.301,5,1.125,26,47.0,0.657,0,42.0,28,0.625,5.0,30,65.745,53,42,59,75.0,16,62.459,717.94,0.0,0.123,100
6.1,7,1.14,18,41.8,0.681,0,41.8,26,0.654,10.4,26,45.637,39,28,44,57.0,10,43.808,551.7,4.5,0.083,67
8.35,4,1.122,28,46.0,0.662,0,43.0,28,0.632,4.0,31,66.194,54,43,60,77.0,15,63.152,730.93,0.0,0.123,100
7.071,2,1.122,12,51.1,0.672,1,42.2,12,0.615,4.4,12,30.245,22,19,24,30.0,7,27.665,314.89,2.2,0.085,45
7.84,4,1.138,11,53.1,0.63,0,36.7,12,0.584,8.2,12,30.853,23,18,24,30.0,7,28.595,314.48,0.0,0.18,49
5.03,3,1.134,14,49.2,0.642,0,40.0,12,0.608,4.6,14,41.739,33,26,36,44.0,12,39.494,453.61,1.5,0.147,65
6.14,3,1.13,13,51.6,0.638,0,39.1,12,0.595,4.7,14,40.802,31,25,33,41.0,12,38.111,423.61,0.0,0.167,64
5.33,3,1.137,8,53.4,0.621,0,36.2,6,0.579,5.2,8,36.04,27,21,29,34.0,13,33.584,373.55,0.0,0.15,58
6.09,2,1.129,14,49.2,0.638,0,39.3,12,0.606,3.3,14,38.943,31,24,33,41.0,10,36.992,426.56,0.0,0.159,61
6.0,3,1.128,15,49.3,0.646,0,40.3,12,0.609,4.5,14,43.256,34,27,38,46.0,12,40.825,463.63,0.0,0.099,67
5.43,3,1.132,12,50.0,0.639,0,38.9,12,0.602,5.6,13,34.517,27,21,29,36.0,9,32.53,369.51,0.0,0.143,54
8.651,4,1.125,13,45.2,0.69,1,42.9,12,0.646,9.5,13,28.972,23,18,26,33.0,5,27.128,326.86,2.4,0.022,42
5.208,3,1.123,13,45.8,0.672,0,40.7,12,0.634,5.1,16,39.62,32,24,35,46.0,10,37.432,453.61,0.0,0.161,59
5.54,3,1.123,12,49.0,0.664,0,43.1,12,0.619,5.9,13,33.847,26,22,29,37.0,9,31.574,347.5,0.0,0.111,51
7.041,5,1.139,16,41.8,0.666,0,43.3,12,0.65,7.5,17,44.648,39,29,42,55.0,11,43.535,535.62,4.5,0.1,67
4.66,3,1.134,8,50.9,0.632,0,37.7,6,0.595,5.7,8,33.517,26,20,29,34.0,12,31.53,357.5,0.0,0.143,53
6.516,4,1.124,19,46.5,0.671,1,42.3,18,0.633,5.6,20,47.665,38,30,41,53.0,9,44.959,533.12,1.4,0.122,71
6.076,5,1.142,9,50.0,0.625,0,35.2,6,0.593,9.3,9,33.767,27,19,29,35.0,10,32.046,373.51,0.0,0.125,54
5.5,6,1.132,12,46.7,0.666,0,38.3,20,0.626,10.0,20,39.966,32,23,36,46.0,11,37.54,452.64,0.0,0.109,60
5.3,6,1.125,18,48.0,0.674,0,41.3,26,0.626,8.0,26,50.557,39,31,44,57.0,13,46.932,540.8,0.0,0.088,75
7.738,3,1.157,7,37.9,0.696,2,37.9,6,0.677,10.3,7,20.176,18,11,19,23.0,4,19.647,294.15,13.8,0.067,29
5.6,3,1.133,14,47.5,0.648,0,40.7,12,0.618,5.1,14,38.216,31,24,34,42.0,10,36.44,425.55,1.7,0.113,59
6.0,1,1.121,12,53.2,0.651,0,42.6,12,0.597,2.1,12,30.597,22,20,24,30.0,8,28.058,295.46,0.0,0.122,47
5.6,3,1.139,14,46.8,0.644,0,40.3,12,0.619,4.8,14,39.915,33,25,36,44.0,11,38.35,457.57,3.2,0.077,62
8.298,4,1.124,28,47.3,0.654,0,41.8,28,0.622,3.6,31,71.932,58,46,64,81.0,18,68.447,789.02,0.0,0.147,110
4.886,3,1.124,14,46.3,0.662,0,42.6,12,0.63,5.6,15,35.756,29,23,31,41.0,8,34.003,391.51,0.0,0.143,54
7.131,2,1.114,20,50.0,0.677,0,46.4,18,0.623,3.6,19,37.91,28,26,31,41.0,6,34.891,368.56,0.0,0.102,56
4.58,2,1.135,7,54.2,0.625,0,33.9,6,0.576,3.4,9,36.898,27,20,28,34.0,13,33.991,396.61,0.0,0.183,59
6.633,4,1.125,27,46.4,0.662,0,43.3,28,0.63,4.1,30,64.222,52,42,58,74.0,15,61.106,704.91,1.0,0.117,97
6.36,5,1.122,26,44.8,0.68,2,42.7,28,0.644,5.2,30,65.245,53,41,59,75.0,15,61.872,756.79,2.1,0.118,96
5.47,2,1.137,7,58.1,0.611,0,35.5,6,0.555,3.2,7,37.864,26,22,27,31.0,15,34.428,360.6,0.0,0.19,62
5.27,4,1.133,10,45.0,0.657,0,40.0,15,0.63,10.0,15,26.262,22,16,25,32.5,6,25.203,298.38,0.0,0.07,40
7.54,2,1.12,13,51.2,0.666,0,44.2,12,0.612,4.7,13,28.625,21,19,23,30.0,6,26.311,278.43,0.0,0.089,43
4.97,1,1.126,7,48.1,0.648,0,40.7,6,0.615,3.7,7,17.483,14,11,15,19.0,4,16.612,191.25,0.0,0.071,27
7.237,4,1.14,16,43.9,0.658,0,42.4,12,0.637,6.1,16,43.404,37,28,40,51.0,11,42.04,510.61,4.5,0.101,66
8.367,1,1.117,12,46.5,0.683,1,44.2,12,0.641,2.3,12,29.387,23,19,26,32.0,7,27.547,329.85,2.3,0.043,43
6.21,5,1.139,16,42.9,0.663,0,42.9,12,0.644,7.1,17,46.41,40,30,43,56.0,12,45.062,549.65,4.3,0.096,70
5.0,4,1.129,13,47.8,0.659,0,41.3,16,0.62,8.7,16,30.33,24,19,27,35.0,6,28.542,322.45,0.0,0.082,46
5.8,6,1.143,12,43.3,0.664,0,38.3,20,0.638,10.0,20,39.841,34,23,38,48.0,11,38.306,488.62,3.3,0.109,60
7.721,3,1.141,16,46.2,0.649,0,41.5,12,0.624,4.6,15,42.16,35,27,38,47.0,11,40.546,485.6,4.6,0.103,65
5.4,5,1.141,15,42.6,0.673,0,41.0,21,0.647,8.2,21,41.08,35,25,39,49.5,10,39.48,501.63,4.9,0.092,61
7.06,4,1.127,11,46.5,0.679,0,39.5,11,0.633,9.3,12,29.216,23,17,26,32.5,6,27.202,328.48,0.0,0.022,43
6.68,2,1.133,14,47.4,0.643,0,40.4,12,0.616,3.5,14,36.665,30,23,32,40.0,9,35.134,414.52,1.8,0.153,57
6.3,6,1.123,18,46.4,0.682,0,42.0,26,0.636,8.7,26,47.035,37,29,42,55.0,11,43.879,512.74,0.0,0.095,69
4.89,5,1.159,5,50.0,0.61,0,30.0,5,0.582,16.7,7,18.29,15,9,15,19.5,4,17.456,209.29,0.0,0.2,30
7.585,4,1.135,19,46.8,0.652,0,41.6,18,0.623,5.2,20,50.205,41,32,44,56.0,11,47.952,562.72,2.6,0.138,77
6.37,3,1.129,15,48.3,0.646,0,40.0,12,0.613,5.0,15,38.733,31,24,33,42.0,9,36.772,423.56,0.0,0.161,60
7.921,4,1.131,10,46.2,0.662,0,41.0,10,0.628,10.3,12,25.807,21,16,24,31.0,6,24.488,282.38,0.0,0.0,39
7.301,1,1.113,14,51.2,0.674,0,46.3,12,0.617,2.4,13,27.62,20,19,22,29.0,5,25.289,263.41,0.0,0.07,41
6.36,2,1.147,13,45.8,0.632,0,39.0,12,0.617,3.4,13,37.301,32,23,34,41.0,10,36.427,452.52,5.1,0.148,59
6.25,2,1.137,8,55.9,0.611,0,35.3,6,0.564,2.9,8,41.535,30,24,31,36.0,16,38.384,418.64,0.0,0.203,68
5.032,5,1.14,11,50.0,0.638,0,37.0,11,0.599,10.9,13,29.336,23,17,24,31.5,6,27.563,313.45,0.0,0.17,46
5.746,3,1.118,14,40.0,0.711,1,45.7,12,0.679,8.6,15,24.898,21,16,23,32.0,2,23.767,299.78,2.9,0.054,35
