pXC50,nC,nSK,MW,Sv,SCBO,Sp,nBO,Se,nO,N.,nAB,O.,nBM,nCsp2,Si,nHet,nAT,nBT,nH,nS,nCL,nDB,RBN,AMW,C.,H.,Me,Mi
7.523,16,20,264.3,22.106,31.0,22.727,22,32.276,2,6.3,12,6.3,15,16,35.491,4,32,34,12,0,0,3,2,8.259,50.0,37.5,1.009,1.109
7.222,16,22,289.32,23.402,35.5,23.767,25,33.487,1,15.2,17,3.0,19,16,36.947,6,33,36,11,0,0,2,2,8.767,48.5,33.3,1.015,1.12
8.398,13,20,273.33,22.171,28.5,22.745,22,35.582,2,14.3,11,5.7,12,9,39.986,7,35,37,15,0,0,1,3,7.809,37.1,42.9,1.017,1.142
8.301,13,20,275.32,21.839,28.5,22.228,22,34.767,1,14.7,11,2.9,12,9,39.117,7,34,36,14,0,0,1,2,8.098,38.2,41.2,1.023,1.15
4.921,9,14,202.26,14.8,23.5,15.432,16,20.367,0,20.0,15,0.0,15,9,22.328,5,20,22,6,1,0,0,0,10.113,45.0,30.0,1.018,1.116
4.523,12,17,244.35,19.38,26.5,20.716,19,29.018,0,13.8,15,0.0,15,9,32.574,5,29,31,12,1,0,0,1,8.426,41.4,41.4,1.001,1.123
6.5,23,33,468.99,37.368,46.0,38.87,36,58.752,3,10.3,18,5.2,19,17,65.714,10,58,61,25,0,1,1,7,8.086,39.7,43.1,1.013,1.133
4.523,17,22,306.42,24.907,35.5,26.478,25,35.902,0,11.1,21,0.0,21,15,39.989,5,36,39,14,1,0,0,2,8.512,47.2,38.9,0.997,1.111
8.222,16,20,269.38,23.993,28.5,25.563,22,38.702,1,7.7,11,2.6,12,10,44.026,4,39,41,19,0,0,1,3,6.907,41.0,48.7,0.992,1.129
8.222,12,18,243.3,19.929,26.5,20.529,20,31.371,1,16.1,11,3.2,12,9,35.362,6,31,33,13,0,0,1,1,7.848,38.7,41.9,1.012,1.141
8.523,14,18,241.32,20.94,26.5,22.04,20,32.934,1,9.1,11,3.0,12,10,37.196,4,33,35,15,0,0,1,1,7.313,42.4,45.5,0.998,1.127
6.2,26,38,518.61,41.967,55.0,42.961,42,66.145,3,12.3,22,4.6,24,20,74.106,12,65,69,27,0,0,2,8,7.979,40.0,41.5,1.018,1.14
7.301,13,18,256.36,20.38,28.5,21.716,21,30.018,0,13.3,15,0.0,15,9,33.574,5,30,33,12,1,0,0,0,8.545,43.3,40.0,1.001,1.119
7.699,14,19,270.39,21.907,29.5,23.478,22,32.902,0,12.1,15,0.0,15,9,36.989,5,33,36,14,1,0,0,0,8.194,42.4,42.4,0.997,1.121
7.699,14,19,270.39,21.907,29.5,23.478,21,32.902,0,12.1,15,0.0,16,11,36.989,5,33,35,14,1,0,1,2,8.194,42.4,42.4,0.997,1.121
5.699,18,23,320.45,26.434,36.5,28.239,26,38.785,0,10.3,21,0.0,21,15,43.404,5,39,42,16,1,0,0,2,8.217,46.2,41.0,0.994,1.113
5.9,12,19,282.67,19.505,27.5,19.216,21,28.556,3,7.4,11,11.1,12,10,30.569,7,27,29,8,0,1,1,1,10.469,44.4,29.6,1.058,1.132
5.9,22,33,478.48,34.695,47.5,34.597,36,52.407,5,4.0,21,10.0,22,18,56.72,11,50,53,17,1,0,1,7,9.57,44.0,34.0,1.048,1.134
8.1,22,34,470.51,36.827,47.0,37.097,37,58.712,5,10.5,18,8.8,19,16,65.113,12,57,60,23,0,0,1,7,8.255,38.6,40.4,1.03,1.142
5.9,20,29,417.44,30.518,43.5,30.716,32,44.76,2,7.0,21,4.7,22,18,48.759,9,43,46,14,1,0,1,5,9.708,46.5,32.6,1.041,1.134
5.9,18,28,430.98,30.679,42.5,32.449,31,43.833,1,14.0,21,2.3,22,16,48.059,10,43,46,15,2,1,1,6,10.023,41.9,34.9,1.019,1.118
6.7,18,26,368.51,29.718,37.5,31.466,29,46.2,1,13.0,17,2.2,17,13,52.026,8,46,49,20,1,0,0,4,8.011,39.1,43.5,1.004,1.131
5.9,27,37,518.96,39.897,55.0,40.489,41,58.505,4,7.0,24,7.0,26,24,63.851,10,57,61,20,0,1,2,6,9.105,47.4,35.1,1.026,1.12
8.398,16,23,324.39,24.81,36.0,25.625,26,35.673,2,11.4,16,5.7,18,15,38.993,7,35,38,12,1,0,2,4,9.268,45.7,34.3,1.019,1.114
5.9,27,34,457.63,40.385,49.0,42.836,37,64.65,2,7.7,16,3.1,19,15,73.308,7,65,68,31,0,0,2,7,7.04,41.5,47.7,0.995,1.128
7.62,17,23,311.43,27.036,32.5,28.574,25,43.905,1,11.4,11,2.3,13,11,50.023,6,44,46,21,0,0,2,5,7.078,38.6,47.7,0.998,1.137
7.432,13,20,271.31,21.644,29.5,21.983,22,33.698,2,15.2,11,6.1,13,11,37.571,7,33,35,13,0,0,2,4,8.222,39.4,39.4,1.021,1.139
8.046,18,24,334.43,26.622,37.5,27.932,27,38.229,1,10.5,17,2.6,19,17,42.199,6,38,41,14,1,0,2,4,8.801,47.4,36.8,1.006,1.11
8.0,14,20,286.39,22.622,29.5,23.932,22,34.229,1,11.8,11,2.9,13,11,38.199,6,34,36,14,1,0,2,3,8.423,41.2,41.2,1.007,1.123
5.9,25,33,450.56,37.935,47.5,39.461,37,60.505,3,6.7,21,5.0,21,16,67.944,8,60,64,27,0,0,0,8,7.509,41.7,45.0,1.008,1.132
5.9,16,21,280.33,23.103,32.0,23.767,23,34.338,0,11.8,18,0.0,18,16,38.409,5,34,36,13,0,0,0,4,8.245,47.1,38.2,1.01,1.13
7.357,20,25,333.42,28.708,37.5,30.017,28,44.029,2,6.8,17,4.5,18,16,49.235,5,44,47,19,0,0,1,5,7.578,45.5,43.2,1.001,1.119
7.194,13,19,257.33,21.456,27.5,22.29,21,34.254,1,14.7,11,2.9,12,9,38.777,6,34,36,15,0,0,1,1,7.569,38.2,44.1,1.007,1.14
7.585,12,18,243.3,19.929,26.5,20.529,20,31.371,1,16.1,11,3.2,12,9,35.362,6,31,33,13,0,0,1,1,7.848,38.7,41.9,1.012,1.141
8.699,14,18,241.32,20.94,26.5,22.04,20,32.934,1,9.1,11,3.0,12,10,37.196,4,33,35,15,0,0,1,2,7.313,42.4,45.5,0.998,1.127
8.0,13,17,227.29,19.413,25.5,20.279,19,30.051,1,10.0,11,3.3,12,10,33.78,4,30,32,13,0,0,1,1,7.576,43.3,43.3,1.002,1.126
8.097,15,21,285.39,24.509,29.5,25.813,23,40.022,1,12.5,11,2.5,12,9,45.607,6,40,42,19,0,0,1,3,7.135,37.5,47.5,1.001,1.14
7.921,14,21,287.36,23.697,29.5,24.506,23,38.465,2,13.2,11,5.3,12,9,43.402,7,38,40,17,0,0,1,4,7.562,36.8,44.7,1.012,1.142
8.523,16,20,269.38,23.993,28.5,25.563,22,38.702,1,7.7,11,2.6,12,10,44.026,4,39,41,19,0,0,1,3,6.907,41.0,48.7,0.992,1.129
7.495,14,18,241.32,20.94,26.5,22.04,20,32.934,1,9.1,11,3.0,12,10,37.196,4,33,35,15,0,0,1,1,7.313,42.4,45.5,0.998,1.127
5.0,19,25,331.41,27.983,38.5,29.051,28,42.138,1,11.9,17,2.4,19,17,47.192,6,42,45,17,0,0,2,4,7.891,45.2,40.5,1.003,1.124
8.699,14,19,256.34,21.961,27.5,23.046,21,35.036,1,11.4,11,2.9,12,10,39.694,5,35,37,16,0,0,1,1,7.324,40.0,45.7,1.001,1.134
5.0,18,27,362.38,28.38,42.5,28.443,30,42.127,3,14.6,17,7.3,21,17,46.279,9,41,44,14,0,0,4,5,8.839,43.9,34.1,1.027,1.129
7.328,18,23,302.36,25.434,36.5,26.284,26,37.153,1,10.8,17,2.7,19,17,41.279,5,37,40,14,0,0,2,2,8.172,48.6,37.8,1.004,1.116
7.602,16,22,295.38,24.983,32.5,26.051,25,39.138,1,12.8,11,2.6,13,11,44.192,6,39,42,17,0,0,2,2,7.574,41.0,43.6,1.004,1.133
7.4,15,23,437.23,24.293,36.5,25.972,26,32.084,3,9.7,21,9.7,21,15,34.009,8,31,34,8,1,0,0,3,14.104,48.4,25.8,1.035,1.097
7.328,15,22,297.35,24.171,32.5,24.745,25,37.582,2,13.5,11,5.4,13,11,41.986,7,37,40,15,0,0,2,2,8.036,40.5,40.5,1.016,1.135
6.979,17,23,309.41,26.509,33.5,27.813,26,42.022,1,11.9,11,2.4,13,11,47.607,6,42,45,19,0,0,2,2,7.367,40.5,45.2,1.001,1.134
8.5,15,21,283.37,23.983,30.5,25.051,24,38.138,1,13.2,11,2.6,12,9,43.192,6,38,41,17,0,0,1,2,7.457,39.5,44.7,1.004,1.137
7.94,14,23,325.33,24.133,31.5,23.864,25,38.676,1,13.5,11,2.7,12,9,43.211,9,37,39,14,0,0,1,3,8.793,37.8,37.8,1.045,1.168
8.155,20,27,363.46,30.751,39.5,32.029,30,48.232,2,10.4,17,4.2,18,15,54.232,7,48,51,21,0,0,1,6,7.572,41.7,43.8,1.005,1.13
5.0,18,22,287.34,24.413,35.5,25.279,25,35.051,1,8.6,17,2.9,19,18,38.78,4,35,38,13,0,0,2,2,8.21,51.4,37.1,1.001,1.108
6.79,19,25,331.41,27.983,38.5,29.051,28,42.138,1,11.9,17,2.4,19,17,47.192,6,42,45,17,0,0,2,4,7.891,45.2,40.5,1.003,1.124
7.066,18,25,351.82,27.283,38.5,28.148,28,39.578,1,12.8,17,2.6,19,17,43.721,7,39,42,14,0,1,2,4,9.021,46.2,35.9,1.015,1.121
7.194,18,24,323.44,28.036,34.5,29.574,27,44.905,1,11.1,11,2.2,13,11,51.023,6,45,48,21,0,0,2,4,7.188,40.0,46.7,0.998,1.134
6.893,22,28,375.52,33.09,40.5,35.097,33,52.672,1,9.4,11,1.9,13,11,59.853,6,53,58,25,0,0,2,4,7.085,41.5,47.2,0.994,1.129
7.347,13,19,255.31,20.929,28.5,21.529,21,32.371,1,15.6,11,3.1,13,11,36.362,6,32,34,13,0,0,2,3,7.978,40.6,40.6,1.012,1.136
7.886,14,20,269.34,22.456,29.5,23.29,22,35.254,1,14.3,11,2.9,13,11,39.777,6,35,37,15,0,0,2,3,7.695,40.0,42.9,1.007,1.136
6.886,18,27,362.38,28.38,42.5,28.443,30,42.127,3,14.6,17,7.3,21,17,46.279,9,41,44,14,0,0,4,5,8.839,43.9,34.1,1.027,1.129
6.623,18,25,332.4,27.477,38.5,28.296,28,41.356,1,14.6,17,2.4,19,17,46.275,7,41,44,16,0,0,2,4,8.107,43.9,39.0,1.009,1.129
7.678,17,23,309.41,26.509,33.5,27.813,26,42.022,1,11.9,11,2.4,13,11,47.607,6,42,45,19,0,0,2,3,7.367,40.5,45.2,1.001,1.134
7.26,18,25,396.27,27.481,38.5,28.642,28,39.483,1,12.8,17,2.6,19,17,43.619,7,39,42,14,0,0,2,4,10.161,46.2,35.9,1.012,1.118
6.896,18,25,396.27,27.481,38.5,28.642,28,39.483,1,12.8,17,2.6,19,17,43.619,7,39,42,14,0,0,2,4,10.161,46.2,35.9,1.012,1.118
8.222,24,30,394.46,33.203,48.0,34.262,34,48.247,2,8.3,22,4.2,25,23,53.318,6,48,52,18,0,0,3,5,8.218,50.0,37.5,1.005,1.111
6.456,24,30,394.46,33.203,48.0,34.262,34,48.247,2,8.3,22,4.2,25,23,53.318,6,48,52,18,0,0,3,5,8.218,50.0,37.5,1.005,1.111
5.137,19,26,352.43,29.444,37.0,30.478,28,46.458,3,8.7,12,6.5,15,15,51.943,7,46,48,20,0,0,3,5,7.662,41.3,43.5,1.01,1.129
8.689,17,21,278.33,23.633,32.0,24.489,23,35.16,2,5.7,12,5.7,15,16,38.907,4,35,37,14,0,0,3,2,7.952,48.6,40.0,1.005,1.112
7.0,19,24,316.39,26.961,38.0,28.046,27,40.036,1,10.0,16,2.5,19,17,44.694,5,40,43,16,0,0,3,3,7.91,47.5,40.0,1.001,1.117
7.398,21,28,372.47,31.531,43.0,32.819,32,48.123,1,12.5,16,2.1,19,17,54.106,7,48,52,20,0,0,3,3,7.76,43.8,41.7,1.003,1.127
8.0,17,23,306.32,24.291,37.0,24.46,26,34.782,1,11.8,16,2.9,19,17,38.203,6,34,37,11,0,0,3,2,9.009,50.0,32.4,1.023,1.124
6.824,17,23,306.32,24.291,37.0,24.46,26,34.782,1,11.8,16,2.9,19,17,38.203,6,34,37,11,0,0,3,2,9.009,50.0,32.4,1.023,1.124
7.678,16,23,311.38,25.697,33.5,26.506,26,40.465,2,12.5,11,5.0,13,11,45.402,7,40,43,17,0,0,2,4,7.784,40.0,42.5,1.012,1.135
6.959,18,26,356.33,26.584,40.0,26.097,29,38.691,1,10.8,16,2.7,19,17,42.298,8,37,40,11,0,0,3,2,9.631,48.6,29.7,1.046,1.143
7.886,18,24,323.44,28.036,34.5,29.574,27,44.905,1,11.1,11,2.2,13,11,51.023,6,45,48,21,0,0,2,3,7.188,40.0,46.7,0.998,1.134
6.684,21,27,365.53,32.617,37.5,34.858,30,53.556,1,9.3,11,1.9,13,11,61.268,6,54,57,27,0,0,2,4,6.769,38.9,50.0,0.992,1.135
7.449,11,16,230.32,17.853,25.5,18.955,18,26.134,0,15.4,15,0.0,15,9,29.159,5,26,28,10,1,0,0,0,8.858,42.3,38.5,1.005,1.121
7.301,19,25,331.41,27.983,38.5,29.051,28,42.138,1,11.9,17,2.4,19,17,47.192,6,42,45,17,0,0,2,4,7.891,45.2,40.5,1.003,1.124
8.301,14,19,270.39,21.907,29.5,23.478,22,32.902,0,12.1,15,0.0,15,9,36.989,5,33,36,14,1,0,0,0,8.194,42.4,42.4,0.997,1.121
5.046,15,20,278.36,21.853,33.5,22.955,23,30.134,0,13.3,21,0.0,21,15,33.159,5,30,33,10,1,0,0,1,9.279,50.0,33.3,1.004,1.105
5.398,13,21,310.33,21.53,31.5,21.529,24,31.556,0,13.3,15,0.0,15,9,34.593,8,30,33,9,1,0,0,1,10.344,43.3,30.0,1.052,1.153
8.301,17,23,322.77,24.735,37.0,25.381,26,34.593,1,11.8,16,2.9,19,17,37.807,6,34,37,11,0,1,3,2,9.493,50.0,32.4,1.017,1.112
5.9,24,33,438.54,36.574,51.5,37.83,37,55.327,1,14.5,27,1.8,28,22,62.102,9,55,59,22,0,0,1,4,7.973,43.6,40.0,1.006,1.129
6.4,16,22,293.3,23.316,36.0,23.426,25,33.822,3,9.1,16,9.1,19,15,36.784,6,33,36,11,0,0,3,1,8.888,48.5,33.3,1.025,1.115
6.0,30,42,614.29,50.264,57.0,53.853,46,82.116,3,8.5,18,3.7,20,16,93.039,12,82,86,40,1,1,2,9,7.491,36.6,48.8,1.001,1.135
8.523,16,20,267.36,23.467,29.5,24.801,23,36.818,1,8.1,11,2.7,12,10,41.611,4,37,40,17,0,0,1,2,7.226,43.2,45.9,0.995,1.125
7.523,13,18,256.36,20.38,28.5,21.716,21,30.018,0,13.3,15,0.0,15,9,33.574,5,30,33,12,1,0,0,0,8.545,43.3,40.0,1.001,1.119
7.699,18,22,289.36,24.94,34.5,26.04,25,36.934,1,8.1,17,2.7,18,16,41.196,4,37,40,15,0,0,1,2,7.821,48.6,40.5,0.998,1.113
5.0,13,20,288.36,21.81,30.5,22.625,22,32.673,2,12.5,15,6.3,16,10,35.993,7,32,34,12,1,0,1,3,9.011,40.6,37.5,1.021,1.125
4.523,13,18,258.38,20.907,27.5,22.478,20,31.902,0,12.5,15,0.0,15,9,35.989,5,32,34,14,1,0,0,1,8.074,40.6,43.8,0.997,1.125
8.0,15,19,255.35,22.467,27.5,23.801,21,35.818,1,8.3,11,2.8,12,10,40.611,4,36,38,17,0,0,1,2,7.093,41.7,47.2,0.995,1.128
5.9,22,33,477.5,35.002,47.5,35.148,36,53.182,4,5.9,21,7.8,22,18,58.008,11,51,54,18,1,0,1,7,9.363,43.1,35.3,1.043,1.137
6.607,18,24,325.46,28.563,33.5,30.336,26,46.789,1,10.6,11,2.1,13,11,53.438,6,47,49,23,0,0,2,8,6.925,38.3,48.9,0.996,1.137
5.9,24,31,415.54,35.805,46.0,37.551,34,56.0,2,8.9,16,3.6,19,15,63.062,7,56,59,25,0,0,2,4,7.42,42.9,44.6,1.0,1.126
7.585,19,25,348.46,28.148,38.5,29.693,28,41.113,1,9.8,17,2.4,19,17,45.614,6,41,44,16,1,0,2,4,8.499,46.3,39.0,1.003,1.113
7.62,21,28,377.49,32.278,40.5,33.79,31,51.116,2,9.8,17,3.9,18,15,57.647,7,51,54,23,0,0,1,7,7.402,41.2,45.1,1.002,1.13
7.18,16,23,311.38,25.697,33.5,26.506,26,40.465,2,12.5,11,5.0,13,11,45.402,7,40,43,17,0,0,2,2,7.784,40.0,42.5,1.012,1.135
7.721,17,23,305.37,25.456,35.5,26.29,26,38.254,1,13.2,17,2.6,18,15,42.777,6,38,41,15,0,0,1,2,8.036,44.7,39.5,1.007,1.126
7.921,14,20,271.36,22.983,28.5,24.051,22,37.138,1,13.5,11,2.7,12,9,42.192,6,37,39,17,0,0,1,2,7.334,37.8,45.9,1.004,1.14
7.284,19,26,349.43,29.224,38.5,30.267,29,45.349,2,11.1,17,4.4,18,15,50.817,7,45,48,19,0,0,1,5,7.765,42.2,42.2,1.008,1.129
5.9,21,29,392.48,32.441,43.0,33.517,33,50.52,1,12.0,16,2.0,18,16,56.861,8,50,54,21,0,0,2,2,7.85,42.0,42.0,1.01,1.137
7.523,18,23,302.36,25.434,36.5,26.284,26,37.153,1,10.8,17,2.7,19,17,41.279,5,37,40,14,0,0,2,2,8.172,48.6,37.8,1.004,1.116
7.959,14,20,269.34,22.456,29.5,23.29,23,35.254,1,14.3,11,2.9,12,9,39.777,6,35,38,15,0,0,1,2,7.695,40.0,42.9,1.007,1.136
8.699,13,20,275.32,21.839,28.5,22.228,22,34.767,1,14.7,11,2.9,12,9,39.117,7,34,36,14,0,0,1,2,8.098,38.2,41.2,1.023,1.15
7.456,16,22,297.4,25.509,31.5,26.813,24,41.022,1,12.2,11,2.4,13,11,46.607,6,41,43,19,0,0,2,6,7.254,39.0,46.3,1.001,1.137
7.301,17,22,288.33,23.908,35.5,24.523,25,34.269,1,11.8,17,2.9,19,17,37.863,5,34,37,12,0,0,2,2,8.48,50.0,35.3,1.008,1.114
6.0,17,24,324.37,26.391,35.0,26.955,26,40.691,3,10.0,12,7.5,15,15,45.113,7,40,42,16,0,0,3,4,8.109,42.5,40.0,1.017,1.128
4.886,15,20,283.73,21.714,31.0,22.375,22,30.491,1,10.0,12,3.3,15,15,33.309,5,30,32,10,0,1,3,2,9.458,50.0,33.3,1.016,1.11
7.481,14,20,267.32,21.929,30.5,22.529,23,33.371,1,15.2,11,3.0,13,11,37.362,6,33,36,13,0,0,2,3,8.101,42.4,39.4,1.011,1.132
7.699,18,24,317.38,26.456,37.5,27.29,27,39.254,1,12.8,17,2.6,19,17,43.777,6,39,42,15,0,0,2,4,8.138,46.2,38.5,1.007,1.122
6.936,20,28,374.44,30.719,42.5,31.512,31,46.567,2,13.0,17,4.3,20,18,51.9,8,46,49,18,0,0,3,5,8.14,43.5,39.1,1.012,1.128
7.824,16,23,307.34,24.644,36.0,24.983,26,36.698,2,13.9,16,5.6,18,15,40.571,7,36,39,13,0,0,2,4,8.537,44.4,36.1,1.019,1.127
8.301,15,19,253.33,21.94,28.5,23.04,22,33.934,1,8.8,11,2.9,12,10,38.196,4,34,37,15,0,0,1,2,7.451,44.1,44.1,0.998,1.123
8.301,13,19,257.33,21.456,27.5,22.29,21,34.254,1,14.7,11,2.9,12,9,38.777,6,34,36,15,0,0,1,2,7.569,38.2,44.1,1.007,1.14
8.15,17,22,288.33,23.908,36.0,24.523,25,34.269,1,11.8,16,2.9,19,17,37.863,5,34,37,12,0,0,3,2,8.48,50.0,35.3,1.008,1.114
7.409,18,25,351.82,27.283,38.5,28.148,28,39.578,1,12.8,17,2.6,19,17,43.721,7,39,42,14,0,1,2,4,9.021,46.2,35.9,1.015,1.121
7.745,19,25,331.41,27.983,38.5,29.051,28,42.138,1,11.9,17,2.4,19,17,47.192,6,42,45,17,0,0,2,5,7.891,45.2,40.5,1.003,1.124
6.1,16,21,281.34,23.655,31.5,24.495,24,36.262,2,8.3,11,5.6,13,12,40.405,5,36,39,15,0,0,2,2,7.815,44.4,41.7,1.007,1.122
5.9,22,29,393.48,33.191,41.5,34.449,31,52.451,4,5.8,17,7.7,18,14,58.485,7,52,54,23,0,0,0,10,7.567,42.3,44.2,1.009,1.125
5.9,29,40,581.11,44.664,60.0,46.421,44,67.232,4,6.1,28,6.1,30,24,74.017,11,66,70,26,1,1,2,11,8.805,43.9,39.4,1.019,1.121
5.9,17,25,333.33,25.832,39.5,25.676,27,37.142,3,13.9,17,8.3,20,16,40.365,8,36,38,11,0,0,2,3,9.259,47.2,30.6,1.032,1.121
5.0,25,34,460.65,40.208,47.5,42.637,38,65.745,1,12.1,17,1.5,18,14,75.178,9,66,70,32,0,0,1,4,6.98,37.9,48.5,0.996,1.139
5.9,25,33,438.53,36.772,51.5,38.034,38,55.334,2,10.9,21,3.6,24,20,61.73,8,55,60,22,0,0,3,3,7.973,45.5,40.0,1.006,1.122
5.9,23,33,464.66,38.341,46.5,40.762,37,61.054,1,13.1,17,1.6,18,14,69.268,10,61,65,28,1,0,1,7,7.617,37.7,45.9,1.001,1.136
5.4,26,38,529.63,42.578,51.0,43.66,41,69.392,2,10.3,18,2.9,19,17,78.324,12,68,71,30,0,0,1,8,7.789,38.2,44.1,1.02,1.152
6.9,10,16,271.13,16.653,25.0,17.352,18,21.022,1,10.0,10,5.0,12,10,21.844,6,20,22,4,1,2,2,0,13.557,50.0,20.0,1.051,1.092
7.9,24,32,439.59,36.024,52.0,38.017,37,52.974,0,13.2,30,0.0,30,21,59.315,8,53,58,21,1,0,0,5,8.294,45.3,39.6,1.0,1.119
5.0,19,27,376.45,30.55,36.5,31.421,29,49.923,2,8.2,11,4.1,13,11,56.243,8,49,51,22,0,0,2,3,7.683,38.8,44.9,1.019,1.148
6.0,14,17,220.24,18.338,29.0,18.75,20,25.182,1,8.0,16,4.0,17,14,27.452,3,25,28,8,0,0,1,0,8.81,56.0,32.0,1.007,1.098
5.9,22,31,446.95,35.236,42.5,36.557,34,55.945,3,7.3,17,5.5,17,14,62.472,9,55,58,24,0,1,0,8,8.126,40.0,43.6,1.017,1.136
5.9,29,37,493.67,43.186,54.0,45.631,41,67.643,1,10.3,24,1.5,25,22,76.68,8,68,72,31,0,0,1,7,7.26,42.6,45.6,0.995,1.128
5.9,19,26,353.44,29.42,37.5,30.512,29,46.418,1,10.9,17,2.2,17,13,52.362,7,46,49,20,0,0,0,4,7.683,41.3,43.5,1.009,1.138
