pXC50,nH,nN,Se,nBT,nAT,nCsp3,Sp,Sv,MW,Si,X.,nC,nF,nX,Mv,SCBO,nSK
6.31,28,4,48.992,48,49,11,28.523,26.552,300.46,56.604,0.0,14,0,0,0.542,23.0,21
6.137,21,3,40.316,39,40,9,24.881,23.137,287.43,45.78,0.0,12,0,0,0.578,22.0,19
4.0,36,4,72.919,77,73,15,47.671,44.682,527.14,82.754,2.7,29,1,2,0.612,50.0,37
8.585,22,5,52.538,52,51,9,32.364,31.955,409.46,59.081,5.9,19,3,3,0.627,38.5,29
6.824,19,2,39.789,41,40,8,28.319,25.711,367.34,44.704,2.5,16,0,1,0.643,28.0,21
5.0,42,3,79.472,83,80,17,50.546,47.128,523.76,90.767,1.3,31,1,1,0.589,49.0,38
7.921,32,4,70.491,73,70,10,46.603,44.222,536.71,78.773,0.0,28,0,0,0.632,54.5,38
10.0,23,3,54.287,54,53,8,34.358,33.634,421.48,61.046,7.5,22,4,4,0.635,40.0,30
7.086,35,3,68.098,72,69,10,45.108,41.923,457.67,77.557,0.0,29,0,0,0.608,47.0,34
8.921,30,3,70.156,71,69,9,46.262,44.448,557.69,78.29,4.3,29,3,3,0.644,55.0,39
7.569,41,3,82.058,84,82,15,52.211,49.362,563.76,92.64,0.0,32,0,0,0.602,54.0,41
6.959,30,4,54.203,54,54,13,31.739,29.793,342.5,62.228,0.0,16,0,0,0.552,27.0,24
8.42,38,4,78.392,80,78,13,49.694,47.33,550.72,88.308,0.0,30,0,0,0.607,53.0,40
7.237,32,4,55.76,56,56,14,33.046,30.605,340.53,64.434,0.0,17,0,0,0.547,27.0,24
4.0,30,4,66.596,70,66,12,43.841,41.816,513.06,74.718,3.0,27,1,2,0.634,50.0,36
6.585,32,4,58.76,59,59,11,36.046,33.605,376.56,67.434,0.0,20,0,0,0.57,33.0,27
9.0,24,7,65.127,64,62,11,39.841,40.044,559.59,71.836,4.8,21,3,3,0.646,50.0,38
7.62,37,3,77.618,79,77,13,49.142,47.023,551.7,87.019,0.0,30,0,0,0.611,53.0,40
6.0,33,3,69.869,72,70,9,46.256,43.825,499.66,78.561,0.0,30,0,0,0.626,52.0,37
6.284,36,4,64.527,65,65,13,39.569,36.659,404.62,74.265,0.0,22,0,0,0.564,35.0,29
6.31,17,3,35.971,37,36,8,25.097,22.841,295.47,40.451,0.0,13,0,0,0.634,25.5,19
6.735,42,3,83.127,86,83,17,52.455,49.557,567.77,94.186,1.2,32,1,1,0.597,53.0,41
7.161,32,2,64.767,67,65,8,42.25,39.804,448.61,73.062,0.0,27,0,0,0.612,45.0,33
4.968,43,4,81.574,85,82,17,51.552,48.149,538.78,93.265,1.2,31,1,1,0.587,50.0,39
8.319,45,3,86.17,90,87,15,55.824,51.986,571.83,98.052,0.0,35,0,0,0.598,56.0,42
5.896,23,3,42.123,41,42,10,24.995,23.477,269.39,48.275,0.0,13,0,0,0.559,22.0,19
9.237,22,2,49.974,52,50,8,36.205,33.395,433.43,55.581,4.0,22,0,2,0.668,39.0,28
6.481,20,2,40.887,42,41,8,27.421,25.401,304.45,46.072,0.0,16,0,0,0.62,28.0,21
4.0,44,3,87.432,92,88,16,57.955,53.842,617.9,99.102,1.1,36,1,1,0.612,59.0,44
6.886,32,2,60.44,63,61,11,38.796,36.089,396.58,68.853,0.0,24,0,0,0.592,38.0,29
8.051,32,4,70.069,71,69,12,43.864,42.464,512.62,78.272,0.0,26,0,0,0.615,49.5,37
4.469,21,3,46.316,47,46,7,30.881,29.137,359.49,51.78,0.0,18,0,0,0.633,35.0,25
5.959,21,3,39.24,38,39,9,23.233,21.95,255.36,44.86,0.0,12,0,0,0.563,21.0,18
5.401,40,3,83.152,85,82,17,51.33,49.324,591.74,93.865,3.7,31,3,3,0.602,53.0,42
4.772,41,4,75.69,79,76,19,46.79,43.622,488.72,86.85,1.3,27,1,1,0.574,43.0,35
5.812,33,4,68.392,69,67,15,40.836,39.523,486.6,77.493,4.5,23,3,3,0.59,41.0,34
6.367,25,5,49.749,51,50,10,32.745,30.277,359.55,56.773,0.0,18,0,0,0.606,34.0,25
4.0,40,3,74.665,78,75,19,47.432,43.788,505.77,85.272,1.3,27,1,1,0.584,43.0,35
5.0,31,5,59.323,62,60,13,38.381,35.67,393.59,68.099,0.0,23,0,0,0.595,39.5,29
5.067,31,3,76.712,77,74,12,47.404,47.179,611.64,85.429,8.1,30,6,6,0.638,56.5,43
4.523,32,3,66.29,67,65,15,39.83,38.502,471.58,74.995,4.6,23,3,3,0.592,40.0,33
5.857,38,3,76.268,77,75,18,45.569,43.797,529.67,86.45,4.0,26,3,3,0.584,44.0,37
4.0,28,3,64.85,65,63,10,39.762,39.163,495.55,72.374,4.8,24,3,3,0.622,45.0,35
6.824,30,3,68.407,70,67,11,43.069,41.975,517.6,76.58,4.5,27,3,3,0.626,50.0,37
4.0,43,4,80.901,84,81,20,50.006,46.864,530.76,92.475,1.2,29,1,1,0.579,47.0,38
11.0,23,5,48.789,51,49,8,32.336,30.563,349.48,55.438,0.0,20,0,0,0.624,37.0,26
4.523,36,3,70.476,73,70,17,43.171,40.977,477.64,79.94,1.4,25,1,1,0.585,42.0,34
4.883,41,4,75.69,79,76,19,46.79,43.622,488.72,86.85,1.3,27,1,1,0.574,43.0,35
4.0,27,4,62.741,63,61,9,38.551,37.943,480.54,70.248,4.9,23,3,3,0.622,44.0,34
6.056,27,5,52.556,54,53,10,33.858,31.617,353.52,60.268,0.0,20,0,0,0.597,35.5,26
5.77,29,5,56.516,59,57,13,37.267,34.331,399.62,64.603,0.0,21,0,0,0.602,38.0,28
5.821,9,0,29.494,29,28,1,19.29,19.74,266.23,31.929,10.7,14,3,3,0.705,27.0,19
6.706,17,1,35.153,37,35,7,22.46,21.38,247.32,39.448,0.0,14,0,0,0.611,24.0,18
6.277,15,1,32.269,34,32,6,20.699,19.853,233.29,36.033,0.0,13,0,0,0.62,23.0,17
5.442,13,1,29.134,31,29,5,20.131,18.799,235.33,32.328,0.0,12,0,0,0.648,22.0,16
5.893,16,0,37.632,38,37,4,24.637,23.937,290.33,41.835,5.4,17,2,2,0.647,29.0,21
5.907,18,0,40.516,41,40,5,26.398,25.464,304.36,45.25,5.0,18,2,2,0.637,30.0,22
4.938,31,3,69.803,70,68,12,42.767,41.885,525.6,78.335,5.9,26,4,4,0.616,47.0,37
5.431,38,3,74.941,76,74,18,45.114,43.082,513.67,85.24,4.1,26,3,3,0.582,43.0,36
9.0,21,3,49.571,51,49,8,33.608,32.001,401.52,55.456,4.1,21,2,2,0.653,39.0,28
6.664,38,3,74.941,76,74,18,45.114,43.082,513.67,85.24,4.1,26,3,3,0.582,43.0,36
4.0,34,3,69.174,70,68,16,41.591,40.029,485.61,78.41,4.4,24,3,3,0.589,41.0,34
4.578,40,3,77.825,79,77,19,46.876,44.609,527.7,88.656,3.9,27,3,3,0.579,44.0,37
4.0,31,3,73.712,73,71,13,44.404,44.179,575.61,82.429,8.5,27,6,6,0.622,50.0,40
8.42,36,6,75.578,77,75,12,48.375,45.791,556.76,85.185,0.0,27,0,0,0.611,53.5,39
8.119,36,5,80.781,81,79,13,50.705,48.974,623.77,90.536,3.8,29,3,3,0.62,57.5,43
4.0,27,3,67.945,67,65,11,40.881,41.125,547.55,75.599,9.2,25,6,6,0.633,48.0,38
4.0,25,3,65.061,64,62,10,39.12,39.598,533.52,72.184,9.7,24,6,6,0.639,47.0,37
6.602,40,5,83.472,84,82,17,50.58,48.84,595.74,94.446,3.7,29,3,3,0.596,52.5,42
8.398,21,3,50.898,52,50,8,34.063,32.716,417.52,56.665,4.0,21,2,2,0.654,40.0,29
9.398,22,4,50.672,52,50,9,33.614,32.022,404.53,56.954,4.0,20,2,2,0.64,38.5,28
4.523,8,1,18.52,19,18,5,12.313,11.583,206.05,20.42,5.6,6,0,1,0.644,12.0,10
4.0,17,1,34.153,35,34,6,21.46,20.38,235.31,38.448,0.0,13,0,0,0.599,22.0,17
7.328,24,4,53.243,58,54,7,37.637,35.354,392.54,60.145,0.0,26,0,0,0.655,47.0,30
5.0,20,3,56.647,56,54,8,36.091,36.107,501.52,62.309,9.3,22,5,5,0.669,47.0,34
5.217,34,3,76.25,77,75,10,49.239,47.216,589.74,85.33,4.0,30,3,3,0.63,56.0,41
9.0,30,6,60.214,65,61,12,40.171,37.45,414.61,68.972,0.0,25,0,0,0.614,45.0,31
8.824,32,6,63.098,68,64,13,41.932,38.977,428.64,72.387,0.0,26,0,0,0.609,46.0,32
9.523,31,3,75.461,76,73,15,47.597,46.651,615.7,84.14,8.2,29,6,6,0.639,56.0,42
9.0,25,5,50.345,53,51,8,33.643,31.375,347.51,57.644,0.0,21,0,0,0.615,38.0,26
9.0,27,6,56.843,60,57,10,37.347,35.306,406.56,64.897,1.8,23,1,1,0.619,43.0,30
5.515,23,3,55.018,54,53,11,33.915,33.251,449.52,61.384,7.5,19,4,4,0.627,39.0,30
8.0,34,3,76.25,77,75,10,49.239,47.216,589.74,85.33,4.0,30,3,3,0.63,56.0,41
9.222,32,3,73.039,74,72,10,48.023,45.974,571.72,81.705,4.2,30,3,3,0.639,56.0,40
9.699,30,3,72.065,73,70,14,45.898,44.741,583.68,80.385,7.1,28,5,5,0.639,54.0,40
8.959,22,5,55.614,56,54,8,36.012,35.142,465.55,62.001,5.6,21,3,3,0.651,46.0,32
7.509,17,3,46.083,45,44,8,30.046,29.312,468.33,50.641,9.1,16,3,4,0.666,36.0,27
8.77,27,6,60.17,64,60,11,39.802,38.021,446.58,68.106,1.7,25,1,1,0.634,48.0,33
9.0,31,7,62.97,66,63,14,40.086,37.901,437.61,71.889,0.0,23,0,0,0.602,44.0,32
5.0,21,3,56.134,56,54,8,36.154,35.724,483.53,61.969,7.4,22,4,4,0.662,46.0,33
5.0,19,3,57.16,56,54,8,36.029,36.49,519.51,62.649,11.1,22,6,6,0.676,48.0,35
6.425,17,4,49.149,49,47,7,32.585,31.969,458.53,53.802,6.4,18,3,3,0.68,42.5,30
6.774,28,3,63.6,63,62,9,39.955,38.636,499.61,71.084,4.8,23,3,3,0.623,45.0,34
7.886,34,3,73.327,73,72,12,46.887,44.403,573.77,82.25,4.2,26,3,3,0.617,49.0,38
5.981,38,3,79.094,79,78,14,50.41,47.457,601.83,89.08,3.8,28,3,3,0.608,51.0,40
7.252,44,4,88.37,90,88,16,55.432,52.625,608.81,99.763,0.0,33,0,0,0.598,57.0,44
8.102,29,4,66.952,67,65,13,40.767,40.185,510.57,74.872,4.6,24,3,3,0.618,46.5,36
7.979,28,4,69.051,72,68,7,46.534,44.883,560.68,76.152,0.0,29,0,0,0.66,60.0,40
4.0,40,4,82.341,86,82,17,53.103,50.165,599.21,93.003,2.4,32,1,2,0.612,56.0,42
8.143,16,6,40.56,41,40,6,28.318,26.944,363.28,45.369,5.0,16,0,2,0.674,34.5,24
8.137,31,5,59.996,63,61,12,39.927,36.955,401.61,68.889,0.0,25,0,0,0.606,42.0,30
8.194,32,6,64.425,67,65,12,42.387,39.692,444.64,73.597,0.0,26,0,0,0.611,46.0,33
5.523,21,3,49.894,51,49,6,32.142,31.379,383.44,55.279,0.0,20,0,0,0.64,40.0,28
6.022,21,3,49.222,50,48,8,30.597,30.094,375.42,54.488,0.0,18,0,0,0.627,36.0,27
9.0,31,5,58.996,62,60,11,38.927,35.955,389.6,67.889,0.0,24,0,0,0.599,41.0,29
10.959,33,7,64.527,67,65,12,41.393,38.713,435.64,74.095,0.0,24,0,0,0.596,43.0,32
5.229,58,8,121.617,126,122,14,81.001,76.102,883.23,137.333,0.0,50,0,0,0.624,89.0,64
6.174,30,4,66.934,68,66,9,43.296,41.41,514.66,74.567,0.0,25,0,0,0.627,51.0,36
7.0,23,3,55.105,56,54,6,35.358,34.621,425.48,60.903,0.0,22,0,0,0.641,43.0,31
7.268,49,5,101.239,106,101,18,64.961,61.7,711.94,114.092,0.0,40,0,0,0.611,71.0,52
5.0,14,2,36.891,38,36,4,25.046,24.25,318.38,40.245,0.0,15,0,0,0.674,32.0,22
4.745,31,3,58.061,58,58,13,36.142,33.486,397.6,66.065,0.0,19,0,0,0.577,32.5,27
7.0,23,3,49.778,51,49,9,30.904,29.906,361.44,55.694,0.0,18,0,0,0.61,34.0,26
5.602,23,3,53.527,56,53,7,36.097,34.379,425.55,59.405,0.0,22,0,0,0.649,42.0,30
6.201,29,3,57.447,60,58,10,37.824,35.342,391.56,65.311,0.0,24,0,0,0.609,40.0,29
4.854,31,3,58.312,58,58,13,34.949,33.013,381.53,66.355,0.0,19,0,0,0.569,32.5,27
8.036,32,2,58.843,59,59,13,36.898,33.991,396.61,66.982,0.0,20,0,0,0.576,32.5,27
5.959,35,3,69.425,72,70,9,45.563,42.637,473.67,78.766,0.0,29,0,0,0.609,48.0,35
6.745,46,4,91.254,93,91,17,57.194,54.152,622.84,103.178,0.0,34,0,0,0.595,58.0,45
5.602,19,3,44.011,45,43,7,27.381,26.853,333.38,48.864,0.0,16,0,0,0.624,32.0,24
5.387,19,3,40.683,40,40,7,24.926,24.138,293.36,45.654,0.0,14,0,0,0.603,27.5,21
4.523,38,3,73.032,77,73,19,45.478,42.789,487.68,83.146,1.4,27,1,1,0.586,44.0,35
7.108,19,3,40.029,41,40,7,26.017,24.708,285.38,45.235,0.0,16,0,0,0.618,29.0,21
4.0,40,3,77.319,80,77,19,48.341,45.218,537.77,87.69,1.3,27,1,1,0.587,47.0,37
4.0,40,3,74.916,78,75,19,46.239,43.316,489.7,85.561,1.3,27,1,1,0.578,43.0,35
4.0,38,3,69.705,72,70,17,43.023,40.074,447.66,79.936,1.4,25,1,1,0.572,39.0,32
8.745,30,4,57.203,58,57,13,34.739,32.793,378.53,65.228,0.0,19,0,0,0.575,33.5,27
4.523,31,4,63.945,68,64,12,41.529,39.274,450.61,72.565,1.6,26,1,1,0.614,46.0,33
7.143,28,4,48.992,48,49,11,28.523,26.552,300.46,56.604,0.0,14,0,0,0.542,23.0,21
4.0,42,3,76.472,80,77,20,47.546,44.128,487.73,87.767,1.3,28,1,1,0.573,43.0,35
4.0,26,4,57.185,59,57,6,38.409,36.212,438.6,64.109,0.0,23,0,0,0.635,43.5,31
7.495,39,3,80.501,82,80,14,50.904,48.55,565.73,90.434,0.0,31,0,0,0.607,54.0,41
4.0,31,3,64.985,67,65,7,42.495,40.299,461.61,73.145,0.0,27,0,0,0.62,47.0,34
6.87,32,4,60.087,61,60,14,36.5,34.32,392.56,68.644,0.0,20,0,0,0.572,34.5,28
6.456,19,2,40.072,41,40,8,26.904,25.069,306.44,45.203,2.5,16,1,1,0.627,28.0,21
4.523,34,3,70.501,71,69,16,42.046,40.744,501.61,79.619,4.3,24,3,3,0.59,42.0,35
8.959,36,4,70.527,74,71,13,45.569,42.659,476.68,80.265,0.0,28,0,0,0.601,47.0,35
8.824,24,3,56.101,56,55,8,35.875,34.965,431.5,62.915,5.5,23,3,3,0.636,42.0,31
7.189,34,2,65.65,67,66,11,42.012,39.331,438.62,74.477,0.0,26,0,0,0.596,42.0,32
6.187,36,5,76.123,77,75,15,46.875,45.208,545.68,85.731,1.3,27,1,1,0.603,50.5,39
9.412,30,6,62.945,66,63,12,41.728,39.067,466.67,71.311,0.0,24,0,0,0.62,45.5,33
8.77,36,4,77.509,80,77,12,49.932,47.803,560.71,86.893,0.0,31,0,0,0.621,57.0,41
7.569,35,2,75.436,75,74,13,48.097,45.623,588.78,84.376,4.1,27,3,3,0.617,50.0,39
5.0,19,3,57.16,56,54,8,36.029,36.49,519.51,62.649,11.1,22,6,6,0.676,48.0,35
6.002,40,3,77.825,79,77,19,46.876,44.609,527.7,88.656,3.9,27,3,3,0.579,44.0,37
8.398,30,3,66.156,66,65,11,42.262,40.448,509.65,74.29,4.6,25,3,3,0.622,47.0,35
8.432,29,6,59.269,60,59,13,38.586,35.894,453.07,67.255,1.7,20,0,1,0.608,40.0,30
8.328,31,5,59.996,64,61,12,39.927,36.955,401.61,68.889,0.0,25,0,0,0.606,43.0,30
7.602,39,3,70.519,72,71,16,43.54,40.406,445.67,80.806,0.0,25,0,0,0.569,39.0,32
6.444,26,2,50.192,50,50,10,31.614,29.411,354.52,56.737,0.0,17,0,0,0.588,29.5,24
9.051,31,5,69.709,72,69,10,45.847,43.716,537.7,77.856,0.0,27,0,0,0.634,54.5,38
6.096,20,3,39.814,40,40,7,26.677,24.545,338.28,45.283,2.5,15,0,1,0.614,26.0,20
4.886,35,3,71.483,72,71,13,45.574,42.969,517.71,80.315,0.0,26,0,0,0.605,46.5,36
5.886,18,2,32.927,33,33,9,20.012,18.687,210.31,37.737,0.0,11,0,0,0.566,18.0,15
4.0,30,4,64.876,68,65,6,43.284,41.078,470.62,73.019,0.0,28,0,0,0.632,51.0,35
10.509,31,7,66.298,68,66,10,42.54,40.616,477.63,75.099,0.0,25,0,0,0.615,48.5,35
6.0,26,2,51.443,52,51,10,31.421,29.938,350.46,58.026,0.0,18,0,0,0.587,31.0,25
6.194,17,3,44.756,44,43,8,29.591,28.597,452.33,49.431,9.3,16,3,4,0.665,34.0,26
8.678,41,3,87.385,90,87,13,56.665,54.077,627.8,97.85,0.0,36,0,0,0.622,63.0,46
4.187,31,3,63.658,66,64,7,42.04,39.584,445.61,71.936,0.0,27,0,0,0.618,46.0,33
4.0,37,3,74.636,78,75,11,48.779,45.879,515.71,84.391,0.0,31,0,0,0.612,52.0,38
9.699,26,3,60.389,60,59,9,38.739,37.394,481.59,67.46,5.1,23,3,3,0.634,45.0,33
5.0,24,3,62.414,62,60,10,39.614,39.161,529.58,69.139,8.3,24,5,5,0.653,49.0,36
9.699,26,3,57.734,58,57,9,37.83,35.964,449.59,65.041,5.3,23,3,3,0.631,41.0,31
7.538,32,4,70.818,73,70,11,46.057,43.937,540.7,78.982,0.0,27,0,0,0.628,54.0,38
7.62,22,3,45.545,43,44,10,25.569,25.153,325.38,51.709,6.8,13,3,3,0.572,24.0,22
6.4,35,3,68.752,70,69,12,44.017,41.352,465.65,77.976,0.0,27,0,0,0.599,45.0,34
4.523,38,3,78.941,81,78,16,49.114,47.082,561.71,89.24,3.8,30,3,3,0.604,51.0,40
8.081,35,3,74.811,76,74,12,48.029,45.684,557.73,83.524,0.0,28,0,0,0.617,53.0,39
5.47,26,2,50.192,50,50,10,31.614,29.411,354.52,56.737,0.0,17,0,0,0.588,29.5,24
4.523,28,4,60.574,63,60,10,38.705,37.13,442.56,68.489,3.3,24,2,2,0.619,44.0,32
8.347,32,4,70.818,73,70,11,46.057,43.937,540.7,78.982,0.0,27,0,0,0.628,54.0,38
6.432,13,3,29.051,30,29,4,19.279,18.413,215.28,32.78,0.0,12,0,0,0.635,23.0,16
6.149,34,2,66.65,69,67,12,43.012,40.331,450.63,75.477,0.0,27,0,0,0.602,44.0,33
4.0,19,1,34.709,36,35,7,21.767,20.192,221.33,39.654,0.0,13,0,0,0.577,20.0,16
6.222,23,1,42.803,43,43,8,26.745,24.961,277.4,48.694,0.0,16,0,0,0.58,25.0,20
7.796,35,3,80.378,80,78,14,50.495,48.743,649.8,89.424,5.1,28,4,4,0.625,57.0,43
6.503,18,3,53.385,53,51,7,36.171,35.469,520.39,58.102,9.8,21,3,5,0.695,46.0,33
8.796,33,3,77.418,77,75,13,48.086,47.029,615.71,86.089,5.3,28,4,4,0.627,55.0,42
7.167,34,4,85.923,86,83,11,55.193,53.952,726.84,94.716,4.8,32,4,4,0.65,68.0,49
4.0,38,3,70.705,74,71,18,44.023,41.074,459.67,80.936,1.4,26,1,1,0.579,41.0,33
4.721,30,4,57.531,57,57,13,34.194,32.508,382.52,65.438,0.0,18,0,0,0.57,32.5,27
7.824,25,5,51.672,54,52,9,34.097,32.09,363.51,58.853,0.0,21,0,0,0.617,38.0,27
6.469,18,6,39.567,41,39,8,24.512,23.719,290.37,44.9,0.0,13,0,0,0.608,28.0,21
8.244,34,4,83.596,84,81,12,53.739,52.237,698.83,92.507,4.9,31,4,4,0.645,65.0,47
4.357,33,3,60.869,61,61,13,37.256,34.825,391.57,69.561,0.0,21,0,0,0.571,34.0,28
7.398,37,5,78.687,81,78,13,50.586,48.012,583.78,88.311,0.0,29,0,0,0.616,57.0,41
7.444,25,1,42.687,43,43,12,25.506,23.487,255.4,49.109,0.0,14,0,0,0.546,20.0,18
8.585,36,4,87.807,88,85,13,55.955,54.479,728.86,97.131,4.7,32,4,4,0.641,68.0,49
6.799,39,3,90.145,91,88,14,58.017,55.796,725.9,100.254,4.5,34,4,4,0.634,67.0,49
10.886,34,6,66.636,69,67,13,42.603,39.933,450.65,76.221,0.0,25,0,0,0.596,44.0,33
8.538,33,3,80.09,81,78,11,51.631,50.314,647.75,88.879,5.1,32,4,4,0.645,62.0,45
7.745,20,6,40.123,41,40,8,24.819,23.531,276.39,46.106,0.0,13,0,0,0.588,26.0,20
8.409,37,3,83.185,83,81,15,51.608,50.082,643.77,92.919,4.9,30,4,4,0.618,57.0,44
9.0,30,6,63.869,68,64,12,42.08,39.88,458.62,72.391,0.0,26,0,0,0.623,49.0,34
7.071,32,4,80.712,81,78,11,51.978,50.711,684.8,89.092,5.1,30,4,4,0.65,64.0,46
7.357,36,6,70.192,75,71,16,45.91,42.745,472.7,80.427,0.0,28,0,0,0.602,48.0,35
6.854,36,6,70.192,75,71,16,45.91,42.745,472.7,80.427,0.0,28,0,0,0.602,48.0,35
6.886,23,5,52.698,54,52,9,33.972,32.856,399.49,59.532,3.8,21,2,2,0.632,40.0,29
5.523,29,5,57.44,60,58,11,37.62,35.143,391.57,65.683,0.0,23,0,0,0.606,40.0,29
6.0,31,5,67.978,72,68,11,45.29,43.1,497.65,76.517,0.0,29,0,0,0.634,53.0,37
7.444,27,5,54.556,57,55,10,35.858,33.617,377.54,62.268,0.0,22,0,0,0.611,39.0,28
5.699,36,6,72.519,77,73,15,47.364,44.46,500.71,82.637,0.0,29,0,0,0.609,52.0,37
5.268,32,6,70.661,74,70,14,45.478,43.7,522.66,79.901,2.9,28,2,2,0.624,53.0,38
6.538,36,6,72.519,77,73,15,47.364,44.46,500.71,82.637,0.0,29,0,0,0.609,52.0,37
7.102,32,6,66.752,71,67,13,43.841,41.406,472.65,75.806,0.0,27,0,0,0.618,50.0,35
6.0,27,6,64.309,68,64,8,44.176,42.18,515.06,71.92,1.6,28,0,1,0.659,55.0,37
8.046,24,4,50.898,53,51,9,33.546,31.783,364.49,57.564,0.0,21,0,0,0.623,38.0,27
6.523,20,6,40.123,41,40,8,24.819,23.531,276.39,46.106,0.0,13,0,0,0.588,26.0,20
8.699,22,6,45.007,48,45,11,28.58,27.058,314.44,51.521,0.0,16,0,0,0.601,31.0,23
7.222,18,6,38.24,40,38,8,24.057,23.004,274.37,43.69,0.0,13,0,0,0.605,27.0,20
6.959,16,6,38.356,40,38,4,25.296,24.477,296.37,43.275,0.0,15,0,0,0.644,32.0,22
6.252,18,6,37.24,38,37,7,23.057,22.004,262.36,42.69,0.0,12,0,0,0.595,25.0,19
7.638,22,6,44.007,46,44,10,27.58,26.058,302.43,50.521,0.0,15,0,0,0.592,29.0,22
7.77,22,6,43.007,44,43,9,26.58,25.058,290.42,49.521,0.0,14,0,0,0.583,27.0,21
7.658,20,6,41.123,43,41,9,25.819,24.531,288.4,47.106,0.0,14,0,0,0.598,28.0,21
6.538,33,3,66.6,68,66,14,41.813,39.442,479.66,74.899,0.0,23,0,0,0.598,43.0,33
7.886,20,6,41.123,43,41,9,25.819,24.531,288.4,47.106,0.0,14,0,0,0.598,28.0,21
7.481,33,3,73.763,74,72,13,46.177,44.599,571.7,82.67,5.6,27,4,4,0.619,51.0,39
6.585,36,4,75.585,78,75,14,48.58,45.99,556.75,84.813,0.0,28,0,0,0.613,53.0,39
6.137,37,3,76.367,79,76,14,49.336,46.496,555.76,85.73,0.0,29,0,0,0.612,53.0,39
5.796,34,3,73.807,76,73,13,48.432,45.796,576.17,82.259,1.4,28,0,1,0.627,53.0,39
5.77,38,4,78.545,81,78,16,50.989,47.704,590.84,88.148,0.0,28,0,0,0.612,53.5,40
9.796,29,4,68.447,70,67,10,44.233,42.793,544.66,75.907,1.5,26,1,1,0.639,54.0,38
5.745,36,4,75.661,78,75,15,49.228,46.177,576.81,84.733,0.0,27,0,0,0.616,52.5,39
8.222,21,7,40.898,42,41,8,25.37,23.837,275.41,47.395,0.0,13,0,0,0.581,26.0,20
6.432,34,3,73.996,76,73,13,47.512,45.352,559.72,82.654,1.4,28,1,1,0.621,53.0,39
7.62,20,6,39.123,39,39,7,23.819,22.531,264.38,45.106,0.0,12,0,0,0.578,24.0,19
7.854,20,6,42.527,43,42,8,26.921,25.433,324.46,48.235,0.0,13,0,0,0.606,30.0,22
7.495,18,6,37.24,38,37,7,23.057,22.004,262.36,42.69,0.0,12,0,0,0.595,25.0,19
7.208,16,10,37.669,38,37,5,23.341,22.794,288.37,43.229,0.0,11,0,0,0.616,29.5,21
6.284,34,3,73.996,76,73,13,47.512,45.352,559.72,82.654,1.4,28,1,1,0.621,53.0,39
5.77,37,3,76.367,79,76,14,49.336,46.496,555.76,85.73,0.0,29,0,0,0.612,53.0,39
6.26,37,3,76.367,79,76,14,49.336,46.496,555.76,85.73,0.0,29,0,0,0.612,53.0,39
6.022,36,4,75.585,78,75,13,48.58,45.99,556.75,84.813,0.0,28,0,0,0.613,53.0,39
6.301,37,3,77.694,80,77,14,49.79,47.21,571.76,86.939,0.0,29,0,0,0.613,54.0,40
7.347,31,3,73.534,72,71,11,45.324,44.502,589.67,81.673,5.6,26,4,4,0.627,52.0,40
6.569,37,3,77.694,80,77,14,49.79,47.21,571.76,86.939,0.0,29,0,0,0.613,54.0,40
5.301,35,3,70.811,72,70,15,44.029,41.684,509.69,79.524,0.0,24,0,0,0.595,45.0,35
6.62,35,3,69.483,71,69,15,43.574,40.969,493.69,78.315,0.0,24,0,0,0.594,44.0,34
6.0,33,5,68.534,73,69,13,45.597,42.912,483.67,77.723,0.0,29,0,0,0.622,52.0,36
8.301,32,5,68.628,71,68,13,43.716,41.874,499.64,77.948,4.4,27,3,3,0.616,48.0,36
6.357,35,3,70.483,73,70,16,44.574,41.969,505.7,79.315,0.0,25,0,0,0.6,46.0,35
10.824,31,5,62.65,65,63,10,40.836,38.385,433.61,71.308,0.0,25,0,0,0.609,44.0,32
6.328,35,3,69.483,71,69,15,43.574,40.969,493.69,78.315,0.0,24,0,0,0.594,44.0,34
6.252,35,3,70.811,72,70,15,44.029,41.684,509.69,79.524,0.0,24,0,0,0.595,45.0,35
6.244,34,4,72.701,75,72,13,46.818,44.463,542.72,81.398,0.0,27,0,0,0.618,52.0,38
6.347,34,4,72.701,75,72,13,46.818,44.463,542.72,81.398,0.0,27,0,0,0.618,52.0,38
8.367,31,3,74.534,74,72,12,46.324,45.502,601.68,82.673,5.6,27,4,4,0.632,54.0,41
6.155,32,3,67.112,68,66,14,41.75,39.825,497.65,75.239,1.5,23,1,1,0.603,44.0,34
6.553,25,5,55.0,58,55,9,36.552,34.805,403.53,62.062,0.0,23,0,0,0.633,44.0,30
5.824,29,5,60.767,64,61,11,40.074,37.858,431.59,68.893,0.0,25,0,0,0.621,46.0,32
5.804,34,6,69.636,74,70,14,45.603,42.933,486.68,79.221,0.0,28,0,0,0.613,51.0,36
6.125,35,3,71.811,73,71,15,45.029,42.684,521.7,80.524,0.0,25,0,0,0.601,47.0,36
5.959,34,4,72.701,75,72,13,46.818,44.463,542.72,81.398,0.0,27,0,0,0.618,52.0,38
5.523,34,4,72.778,75,72,14,47.466,44.651,562.78,81.318,0.0,26,0,0,0.62,51.5,38
5.824,33,3,66.6,68,66,14,41.813,39.442,479.66,74.899,0.0,23,0,0,0.598,43.0,33
9.699,27,3,64.785,65,63,11,41.438,40.304,525.62,72.215,6.3,25,4,4,0.64,49.0,36
